Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,AQ D3: TTR to End of test; Duration (s),Base; Duration (s),AQ D3: TTR to End of test; Distance (m),Base; Distance (m),AQ D3: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),AQ D3: TTR to End of test; Path efficiency,Base; Path efficiency,AQ D3: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ D3: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ D3: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),AQ D3: TTR to End of test; Avg speed: AQ D3 (m/s),Base; Avg speed: AQ D3 (m/s)
121,9887,13,8/26/2015,9:54,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 121.szv,8,9.5,2.188,2.336,0.273,0.246,0.188,0.201,0.355,0.368,2.84,3.5,,,3.06,0.3063,0.3053
122,9887,14,8/26/2015,9:55,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 122.szv,16.7,19.2,5.091,5.593,0.305,0.292,0.211,0.163,0.405,0.462,6.7,8.8,0.184,0.139,7.72,0.3063,0.3053
123,9888,13,8/26/2015,9:56,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 123.szv,1.8,5.5,0.446,1.676,0.248,0.305,0.901,0.716,0.264,0.539,0.48,2.96,,,0.56,0.2388,0.3125
124,9888,14,8/26/2015,9:56,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 124.szv,5.5,6.7,1.875,2.246,0.341,0.335,0.246,0.219,0.37,0.367,2.03,2.46,,,2.2,0.2388,0.3125
125,9889,13,8/26/2015,9:57,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 125.szv,9.4,12.3,2.445,3.046,0.261,0.248,0.163,0.293,0.36,0.4,3.37,4.91,0.095,0.245,3.76,0.2488,0.2467
126,9889,14,8/26/2015,9:57,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 126.szv,14,18.5,3.963,4.748,0.284,0.257,0.2,0.26,0.459,0.582,6.4,10.74,0.169,0.24,8.14,0.2488,0.2467
127,9890,13,8/26/2015,9:58,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 127.szv,11.1,12.6,3.034,3.357,0.273,0.266,0.128,0.144,0.246,0.264,2.72,3.32,0.091,0.127,2.96,0.2752,0.2825
128,9890,14,8/26/2015,9:58,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 128.szv,5.7,8.4,1.587,2.437,0.278,0.29,0.208,0.361,0.276,0.353,1.57,2.97,,,1.93,0.2752,0.2825
129,9891,13,8/26/2015,9:59,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 129.szv,26.9,31.3,6.283,7.47,0.234,0.239,0.072,0.154,0.543,0.595,14.6,18.62,0.066,0.153,15.82,0.2187,0.2558
130,9891,14,8/26/2015,10:00,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 130.szv,16.2,20.1,3.713,4.683,0.23,0.233,0.168,0.236,0.358,0.442,5.78,8.86,0.153,0.214,6.66,0.2187,0.2558
131,9892,13,8/26/2015,10:01,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 131.szv,23.9,28.2,6.635,8.164,0.278,0.29,0.045,0.16,0.355,0.427,8.42,11.98,0.033,0.144,9.54,0.248,0.2668
132,9892,14,8/26/2015,10:01,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 132.szv,22.5,25.6,6.144,6.972,0.273,0.272,0.124,0.123,0.499,0.544,11.23,13.92,,,12.62,0.248,0.2668
133,9893,13,8/26/2015,10:02,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 133.szv,1.7,4.2,0.525,1.407,0.309,0.335,0.88,0.628,0.15,0.481,0.25,2.02,0.815,0.556,1.08,0.2702,0.2995
134,9893,14,8/26/2015,10:02,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 134.szv,1.5,5.1,0.477,1.675,0.318,0.328,0.975,0.659,0.186,0.731,0.28,3.73,,,1.81,0.2702,0.2995
