Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D5: TTR to End of test; Duration (s),Base; Duration (s),V D5: TTR to End of test; Distance (m),Base; Distance (m),V D5: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D5: TTR to End of test; Path efficiency,Base; Path efficiency,V D5: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D5: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D5: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D5: TTR to End of test; Avg speed: V D5 (m/s),Base; Avg speed: V D5 (m/s)
427,10264,6,10/14/2016,11:13,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 427.szv,20.5,22.7,5.246,5.83,0.256,0.257,0.128,0.082,0.596,0.596,12.21,13.52,,,12.99,0.2172,0.2342
428,10265,6,10/14/2016,11:14,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 428.szv,0.6,3.5,0.096,0.909,0.161,0.26,0.805,0.931,0.038,0.347,0.02,1.21,,,0.13,0.2278,0.2512
429,10266,6,10/14/2016,11:14,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 429.szv,8.3,10.5,2.096,2.704,0.254,0.259,0.244,0.212,0.508,0.505,4.07,5.16,0.243,0.194,4.61,0.2157,0.233
430,10267,6,10/14/2016,11:15,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 430.szv,6.4,8.5,1.608,2.112,0.252,0.249,0.432,0.262,0.505,0.519,3.16,4.34,0.43,0.22,3.88,0.1923,0.218
431,10268,6,10/14/2016,11:15,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 431.szv,2.1,6.3,0.428,1.579,0.208,0.252,0.886,0.721,0.2,0.563,0.37,3.39,0.912,0.669,1.22,0.251,0.2523
432,10269,6,10/14/2016,11:16,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 432.szv,0.8,4.1,0.165,0.939,0.206,0.229,0.988,0.861,0.078,0.445,0.06,1.82,,,0.48,0.2427,0.2345
433,10270,6,10/14/2016,11:16,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 433.szv,21.1,25,5.112,6.225,0.242,0.249,0.061,0.144,0.526,0.542,11,13.44,0.051,0.141,11.85,0.223,0.2257
434,10271,6,10/14/2016,11:17,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 434.szv,56.8,60,14.179,15.109,0.25,0.252,0.049,0.009,0.636,0.626,36.11,37.54,,,36.26,0.251,0.2513
435,10272,6,10/14/2016,11:19,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 435.szv,4.1,7.8,1.113,2.337,0.274,0.301,0.512,0.429,0.359,0.505,1.39,3.82,0.512,0.413,2.26,0.2365,0.2633
436,10273,6,10/14/2016,11:20,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 436.szv,0.8,5.1,0.134,1.478,0.168,0.29,0.719,0.76,0.044,0.575,0.03,2.85,0.632,0.754,0.75,0.2307,0.2582
437,10274,6,10/14/2016,11:20,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 437.szv,1.1,3.5,0.177,0.763,0.167,0.221,0.975,0.757,0.094,0.3,0.1,1.04,,,0.41,0.1927,0.2157
438,10275,6,10/14/2016,11:21,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 438.szv,0.2,1.8,0.027,0.374,0.135,0.208,0.894,0.998,0.054,0.188,0.01,0.34,,,0.01,0.1757,0.2133
439,10276,6,10/14/2016,11:21,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 439.szv,47.9,52.4,11.117,12.351,0.232,0.236,0.038,0.088,0.757,0.759,35.76,39.28,0.035,0.085,36.94,0.1772,0.233
440,10277,6,10/14/2016,11:22,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 440.szv,10.9,14.1,3.425,4.271,0.315,0.304,0.173,0.198,0.651,0.614,7.05,8.63,0.137,0.175,7.66,0.2373,0.2375
