Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D6: TTR to End of test; Duration (s),Base; Duration (s),V D6: TTR to End of test; Distance (m),Base; Distance (m),V D6: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D6: TTR to End of test; Path efficiency,Base; Path efficiency,V D6: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D6: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D6: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D6: TTR to End of test; Avg speed: V D6 (m/s),Base; Avg speed: V D6 (m/s)
421,9825,11,6/27/2015,10:54,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 421.szv,2.7,6.3,0.575,1.811,0.213,0.287,0.497,0.538,0.162,0.338,0.32,1.89,0.446,0.535,0.49,0.2177,0.2553
422,9826,11,6/27/2015,10:54,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 422.szv,10.6,14.1,3.042,4.319,0.287,0.306,0.262,0.227,0.507,0.597,5.29,8.33,0.235,0.219,6.85,0.2617,0.2712
423,9827,11,6/27/2015,10:54,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 423.szv,18.5,20.7,5.782,6.528,0.313,0.315,0.146,0.114,0.578,0.596,10.55,12.2,0.137,0.101,11.48,0.2797,0.299
424,9828,11,6/27/2015,10:55,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 424.szv,4.6,6,1.567,2.047,0.341,0.341,0.268,0.297,0.308,0.332,1.35,1.92,0.162,0.243,1.55,0.3513,0.3453
425,9829,11,6/27/2015,10:56,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 425.szv,5.3,7.4,1.735,2.377,0.328,0.322,0.271,0.276,0.522,0.503,2.76,3.72,,,3.04,0.317,0.3067
426,9830,11,6/27/2015,10:56,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 426.szv,21.4,23.5,6.941,7.79,0.324,0.331,0.027,0.087,0.509,0.503,10.89,11.81,,,11.07,0.3358,0.3238
427,9831,11,6/27/2015,10:57,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 427.szv,4.6,6.2,1.144,1.659,0.249,0.268,0.362,0.356,0.229,0.262,1.03,1.6,0.24,0.258,1.23,0.2437,0.2673
428,9832,11,6/27/2015,10:58,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 428.szv,0.3,1.8,0.05,0.442,0.166,0.245,0.857,0.962,0.004,0.187,0,0.3,,0.881,0.03,0.2307,0.2427
429,9833,11,6/27/2015,10:58,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 429.szv,7.7,12.2,1.904,3.093,0.247,0.254,0.598,0.4,0.514,0.726,3.96,8.86,,,6.5,0.2383,0.2425
430,9834,11,6/27/2015,10:58,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 430.szv,12,14.8,3.207,4.079,0.268,0.276,0.094,0.156,0.689,0.615,8.23,9.06,0.065,0.157,8.28,0.2273,0.2333
431,9835,11,6/27/2015,10:59,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 431.szv,0.5,3.9,0.087,1.172,0.189,0.304,0.98,0.883,0.038,0.564,0.01,2.08,0.999,0.874,0.41,0.2573,0.296
432,9836,11,6/27/2015,10:59,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 432.szv,0.1,2.9,0.026,0.897,0.37,0.313,1,0.926,0,0.38,0,1.02,,0.918,0.01,0.2985,0.2845
