Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D6: TTR to End of test; Duration (s),Base; Duration (s),V D6: TTR to End of test; Distance (m),Base; Distance (m),V D6: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D6: TTR to End of test; Path efficiency,Base; Path efficiency,V D6: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D6: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D6: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D6: TTR to End of test; Avg speed: V D6 (m/s),Base; Avg speed: V D6 (m/s)
469,10332,10,2/4/2017,9:53,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 469.szv,5.2,7.3,1.416,1.875,0.274,0.258,0.493,0.344,0.482,0.504,2.49,3.66,,,3.13,0.2033,0.2427
470,10333,10,2/4/2017,9:53,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 470.szv,1.9,5.3,0.268,1.316,0.144,0.25,0.917,0.787,0.039,0.489,0.03,1.99,0.704,0.772,0.53,0.2252,0.2653
471,10334,10,2/4/2017,9:54,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 471.szv,2.8,4.7,0.59,1.019,0.214,0.219,0.671,0.502,0.06,0.186,0.14,0.78,0.472,0.398,0.43,0.1473,0.2072
472,10335,10,2/4/2017,9:54,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 472.szv,6.6,10.7,1.705,2.653,0.259,0.248,0.646,0.376,0.686,0.785,4.38,8.23,0.672,0.381,6.18,0.226,0.2412
473,10336,10,2/4/2017,9:55,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 473.szv,8.7,11.2,2.244,2.911,0.259,0.26,0.261,0.21,0.655,0.604,5.68,6.75,,,6.03,0.2083,0.235
474,10337,10,2/4/2017,9:55,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 474.szv,4.5,7.9,0.163,0.948,0.037,0.121,0.895,0.927,0.011,0.381,0,1.36,0.607,0.882,0.18,0.1935,0.2125
475,10338,10,2/4/2017,9:56,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 475.szv,0.7,2.2,0.143,0.425,0.204,0.193,0.824,0.946,0.016,0.172,0,0.29,0.907,0.981,0.03,0.2112,0.2117
476,10340,10,2/4/2017,9:56,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 476.szv,4.9,8.6,1.05,2.043,0.214,0.238,0.915,0.46,0.374,0.636,1.35,4.64,0.901,0.428,3.31,0.2272,0.2272
477,10342,10,2/4/2017,9:57,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 477.szv,0.8,5,0.151,1.358,0.189,0.272,1.016,0.793,0.061,0.645,0.03,3.07,0.778,0.783,0.97,0.2465,0.254
478,10343,10,2/4/2017,9:57,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 478.szv,0.4,1.7,0.061,0.343,0.152,0.202,1.016,0.986,0.023,0.173,0,0.26,0.999,0.984,0.02,0.2293,0.2365
479,10344,10,2/4/2017,9:58,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 479.szv,2.4,7.1,0.61,1.735,0.254,0.244,0.992,0.652,0.257,0.744,0.55,5.08,0.971,0.63,2.74,0.2075,0.2295
480,10345,10,2/4/2017,9:58,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 480.szv,1.3,5.5,0.28,1.646,0.215,0.299,1.005,0.73,0.067,0.697,0.04,3.39,0.904,0.704,1.48,0.2303,0.2595
481,10347,10,2/4/2017,9:59,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 481.szv,6.3,8,1.568,1.996,0.249,0.25,0.352,0.239,0.543,0.513,3.16,3.86,0.355,0.199,3.55,0.2132,0.2265
