Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,AQ D4: TTR to End of test; Duration (s),Base; Duration (s),AQ D4: TTR to End of test; Distance (m),Base; Distance (m),AQ D4: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),AQ D4: TTR to End of test; Path efficiency,Base; Path efficiency,AQ D4: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ D4: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ D4: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),AQ D4: TTR to End of test; Avg speed: AQ D4 (m/s),Base; Avg speed: AQ D4 (m/s)
181,10208.0,19,8/25/2016,9:10,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 181.szv,57.7,60.0,16.544,17.294,0.287,0.288,0.034,0.019,0.68,0.673,39.21,40.36,,,39.64,0.2615,0.2738
182,10208.0,20,8/25/2016,9:12,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 182.szv,0.6,1.9,0.108,0.445,0.181,0.235,0.695,0.902,0.043,0.173,0.03,0.33,0.896,0.827,0.04,0.2615,0.2738
183,10209.0,19,8/25/2016,9:17,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 183.szv,45.1,49.2,13.131,14.501,0.291,0.295,0.003,0.084,0.51,0.526,23.02,25.89,,,23.56,0.266,0.2793
184,10209.0,20,8/25/2016,9:18,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 184.szv,5.4,9.7,1.227,2.723,0.227,0.281,0.293,0.448,0.276,0.551,1.49,5.34,,,2.71,0.266,0.2793
185,10210.0,19,8/25/2016,9:19,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 185.szv,8.4,10.1,2.0,2.53,0.238,0.251,0.352,0.2,0.499,0.493,4.18,4.97,0.305,0.175,4.57,0.2497,0.2628
186,10210.0,20,8/25/2016,9:19,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 186.szv,7.1,10.5,2.083,3.021,0.293,0.288,0.254,0.333,0.572,0.551,4.05,5.78,0.197,0.298,4.34,0.2497,0.2628
187,10211.0,19,8/25/2016,9:20,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 187.szv,57.1,60.0,14.996,15.882,0.263,0.265,0.029,0.025,0.625,0.619,35.71,37.13,,,35.98,0.2595,0.265
188,10211.0,20,8/25/2016,9:22,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 188.szv,46.4,49.4,10.962,11.763,0.236,0.238,0.06,0.067,0.541,0.554,25.11,27.39,,,25.97,0.2595,0.265
189,10212.0,19,8/25/2016,9:23,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 189.szv,16.7,20.6,4.356,5.626,0.261,0.273,0.125,0.213,0.324,0.416,5.41,8.57,,,6.2,0.273,0.2862
190,10212.0,20,8/25/2016,9:23,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 190.szv,4.2,8.1,1.122,2.439,0.267,0.301,0.419,0.513,0.226,0.53,0.95,4.29,0.281,0.452,2.19,0.273,0.2862
191,10213.0,19,8/25/2016,9:24,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 191.szv,12.4,13.5,4.085,4.409,0.329,0.327,0.022,0.082,0.743,0.703,9.21,9.48,0.018,0.08,9.27,0.2658,0.3053
192,10213.0,20,8/25/2016,9:24,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 192.szv,23.5,26.0,7.177,8.068,0.306,0.31,0.041,0.113,0.339,0.361,7.97,9.38,0.028,0.096,8.38,0.2658,0.3053
193,10214.0,19,8/25/2016,9:25,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 193.szv,1.4,4.5,0.36,1.24,0.259,0.276,0.956,0.799,0.197,0.488,0.27,2.19,0.977,0.792,0.4,0.29,0.3057
194,10214.0,20,8/25/2016,9:25,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 194.szv,2.4,5.8,0.705,1.821,0.294,0.314,0.46,0.666,0.11,0.432,0.27,2.5,,,0.64,0.29,0.3057
195,10215.0,19,8/25/2016,9:26,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 195.szv,29.6,33.2,10.446,11.438,0.353,0.345,0.07,0.111,0.674,0.699,19.96,23.2,,,21.36,0.3088,0.304
196,10215.0,20,8/25/2016,9:26,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 196.szv,1.3,2.5,0.296,0.597,0.228,0.239,0.808,0.788,0.099,0.188,0.13,0.47,,,0.18,0.3088,0.304
197,10216.0,19,8/25/2016,9:27,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 197.szv,9.3,11.0,3.397,3.868,0.367,0.353,0.277,0.17,0.798,0.776,7.39,8.51,0.248,0.138,8.08,0.2615,0.3035
198,10216.0,20,8/25/2016,9:27,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 198.szv,1.6,4.9,0.475,1.245,0.297,0.254,0.972,0.848,0.179,0.609,0.29,2.99,,,0.97,0.2615,0.3035
199,10217.0,19,8/25/2016,9:28,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 199.szv,5.8,7.3,1.799,2.206,0.31,0.302,0.494,0.278,0.435,0.465,2.52,3.39,,,3.0,0.2832,0.2993
200,10217.0,20,8/25/2016,9:28,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 200.szv,2.8,6.1,0.788,1.791,0.281,0.294,0.576,0.543,0.259,0.519,0.72,3.17,,,1.42,0.2832,0.2993
201,10208.0,21,8/25/2016,10:10,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 201.szv,20.7,24.5,5.672,6.952,0.274,0.284,0.098,0.153,0.695,0.723,14.34,17.66,0.095,0.149,15.7,0.2615,0.2738
202,10208.0,22,8/25/2016,10:10,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 202.szv,17.7,20.7,4.547,5.553,0.257,0.268,0.265,0.178,0.689,0.713,12.19,14.75,,,13.47,0.2615,0.2738
203,10209.0,21,8/25/2016,10:11,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 203.szv,20.3,22.0,5.471,6.014,0.269,0.273,0.04,0.075,0.354,0.352,7.19,7.73,,,7.31,0.266,0.2793
204,10209.0,22,8/25/2016,10:12,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 204.szv,0.9,2.4,0.211,0.549,0.235,0.229,0.76,0.808,0.046,0.214,0.04,0.51,0.431,0.759,0.11,0.266,0.2793
205,10210.0,21,8/25/2016,10:13,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 205.szv,3.2,6.3,0.823,1.888,0.26,0.301,0.675,0.486,0.124,0.389,0.39,2.43,0.467,0.436,1.27,0.2497,0.2628
206,10210.0,22,8/25/2016,10:13,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 206.szv,15.1,19.1,3.969,4.994,0.263,0.261,0.123,0.22,0.471,0.53,7.11,10.13,,,7.96,0.2497,0.2628
207,10211.0,21,8/25/2016,10:14,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 207.szv,34.8,36.4,10.397,10.865,0.299,0.299,0.037,0.051,0.555,0.545,19.32,19.84,0.029,0.038,19.53,0.2595,0.265
208,10211.0,22,8/25/2016,10:15,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 208.szv,25.4,29.8,6.085,7.263,0.24,0.244,0.129,0.163,0.522,0.594,13.23,17.68,0.123,0.16,14.86,0.2595,0.265
209,10212.0,21,8/25/2016,10:16,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 209.szv,14.5,16.1,4.46,4.864,0.308,0.302,0.185,0.126,0.307,0.331,4.46,5.33,,,4.93,0.273,0.2862
210,10212.0,22,8/25/2016,10:17,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 210.szv,2.9,5.9,0.859,1.574,0.296,0.267,0.779,0.571,0.39,0.647,1.13,3.82,,,2.35,0.273,0.2862
211,10213.0,21,8/25/2016,10:17,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 211.szv,42.3,44.2,10.609,11.241,0.251,0.254,0.064,0.051,0.508,0.511,21.48,22.59,,,21.9,0.2658,0.3053
