AnyMaze_#,Barnes_ID,Tail_Marking,Experiment,Cohort,Strain,Genotype,Sex,Date_Birth,Date_Received,Date_Start_SpatialWatermaze,Age_mo,Weight_g,Housing,Subsequent_Measures,AnyMaze_File,Notes
1,10328,1 Black,Cognitive Aptitude Study,10,F344,WT,M,7/1/2016,1/18/2017,1/30/2017,7.1,341,single,y,CAS 10_ Young & Middle_01.30.17.szd,N/A
2,10329,2 Black,Cognitive Aptitude Study,10,F344,WT,M,7/1/2016,1/18/2017,1/30/2017,7.1,376,single,y,CAS 10_ Young & Middle_01.30.17.szd,N/A
3,10330,1 Green,Cognitive Aptitude Study,10,F344,WT,M,10/1/2015,1/18/2017,1/30/2017,16.2,422,single,y,CAS 10_ Young & Middle_01.30.17.szd,Enlarged right testicle
4,10331,2 Green,Cognitive Aptitude Study,10,F344,WT,M,10/1/2015,1/18/2017,1/30/2017,16.2,418,single,y,CAS 10_ Young & Middle_01.30.17.szd,N/A
