Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,AQ D4: TTR to End of test; Duration (s),Base; Duration (s),AQ D4: TTR to End of test; Distance (m),Base; Distance (m),AQ D4: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),AQ D4: TTR to End of test; Path efficiency,Base; Path efficiency,AQ D4: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ D4: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ D4: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),AQ D4: TTR to End of test; Avg speed: AQ D4 (m/s),Base; Avg speed: AQ D4 (m/s)
181,9887,19,8/27/2015,9:04,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 181.szv,2.1,5.4,0.372,1.306,0.177,0.242,0.309,0.659,0.151,0.344,0.32,1.86,,,0.35,0.2328,0.2582
182,9887,20,8/27/2015,9:05,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 182.szv,7.9,9.9,2.013,2.492,0.256,0.253,0.16,0.243,0.219,0.252,1.69,2.46,0.119,0.214,1.88,0.2328,0.2582
183,9888,19,8/27/2015,9:06,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 183.szv,2.5,5.8,0.744,1.824,0.303,0.317,0.668,0.683,0.128,0.48,0.31,2.77,,,0.78,0.2822,0.327
184,9888,20,8/27/2015,9:07,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 184.szv,0.5,3.1,0.092,0.977,0.183,0.315,0.796,0.96,0.043,0.394,0.02,1.22,,,0.06,0.2822,0.327
185,9889,19,8/27/2015,9:09,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 185.szv,0.6,2.3,0.165,0.56,0.275,0.243,0.986,0.851,0.088,0.324,0.05,0.74,,,0.22,0.2948,0.2928
186,9889,20,8/27/2015,9:10,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 186.szv,4.4,7.8,1.391,2.443,0.317,0.314,0.843,0.482,0.56,0.785,2.46,6.11,0.776,0.42,4.39,0.2948,0.2928
187,9890,19,8/27/2015,9:10,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 187.szv,3.8,6.5,0.825,1.629,0.217,0.251,0.315,0.549,0.177,0.32,0.64,2.02,0.177,0.484,0.81,0.2722,0.2805
188,9890,20,8/27/2015,9:11,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 188.szv,10.9,13.7,3.191,3.799,0.293,0.277,0.3,0.235,0.439,0.503,4.74,6.85,0.279,0.207,5.71,0.2722,0.2805
189,9891,19,8/27/2015,9:12,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 189.szv,20.9,24.9,4.466,5.401,0.214,0.217,0.091,0.22,0.624,0.644,13,15.99,0.053,0.198,13.3,0.2403,0.2637
190,9891,20,8/27/2015,9:13,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 190.szv,3.4,7,0.777,1.91,0.229,0.273,0.518,0.519,0.32,0.478,1.04,3.28,0.488,0.506,1.58,0.2403,0.2637
191,9892,19,8/27/2015,9:13,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 191.szv,0.6,2,0.152,0.511,0.262,0.258,0.991,0.94,0.085,0.256,0.05,0.51,,,0.12,0.2337,0.2983
192,9892,20,8/27/2015,9:14,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 192.szv,0.6,3.3,0.206,1.089,0.363,0.333,0.996,0.797,0.092,0.553,0.04,1.74,0.999,0.794,0.66,0.2337,0.2983
193,9893,19,8/27/2015,9:14,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 193.szv,56,59.5,14.649,15.832,0.262,0.266,0.026,0.074,0.538,0.55,30.13,32.7,0.015,0.066,30.6,0.3088,0.295
194,9893,20,8/27/2015,9:16,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 194.szv,2.3,5.8,0.484,1.54,0.212,0.266,0.59,0.787,0.138,0.405,0.31,2.34,,,0.26,0.3088,0.295
195,9894,19,8/27/2015,9:16,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 195.szv,2.6,6.9,0.559,1.804,0.215,0.262,0.58,0.651,0.208,0.483,0.52,3.29,0.552,0.647,0.71,0.2365,0.2638
196,9894,20,8/27/2015,9:17,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 196.szv,1.5,3.7,0.35,0.908,0.233,0.245,0.803,0.646,0.135,0.362,0.2,1.34,,,0.65,0.2365,0.2638
197,9895,19,8/27/2015,9:17,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 197.szv,0.1,1.6,0,0.456,0,0.285,,0.934,0.015,0.25,0,0.4,,,0.06,0.2415,0.2865
198,9895,20,8/27/2015,9:18,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 198.szv,4.6,8,1.234,2.261,0.268,0.283,0.785,0.507,0.298,0.469,1.37,3.76,,,2.04,0.2415,0.2865
199,9896,19,8/27/2015,9:18,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 199.szv,1.4,2.9,0.511,0.915,0.365,0.316,0.831,0.67,0.113,0.292,0.13,0.78,0.66,0.576,0.38,0.2633,0.3167
200,9896,20,8/27/2015,9:18,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 200.szv,29,32.4,9.057,10.078,0.312,0.311,0.049,0.114,0.431,0.445,12.45,14.36,0.041,0.107,12.44,0.2633,0.3167
201,9887,21,8/27/2015,10:25,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 201.szv,30.1,33.9,8.275,9.318,0.275,0.275,0.06,0.125,0.323,0.343,9.72,11.64,,,9.85,0.2328,0.2582
202,9887,22,8/27/2015,10:26,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 202.szv,28.4,31.4,7.577,8.262,0.267,0.263,0.132,0.115,0.487,0.515,13.83,16.18,,,14.98,0.2328,0.2582
203,9888,21,8/27/2015,10:27,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 203.szv,6.7,7.3,2.07,2.201,0.309,0.301,0.076,0.13,0.23,0.222,1.41,1.5,0.444,0.767,1.43,0.2822,0.327
204,9888,22,8/27/2015,10:27,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 204.szv,1.3,2.8,0.453,0.883,0.348,0.315,0.895,0.535,0.152,0.332,0.2,0.93,,,0.5,0.2822,0.327
205,9889,21,8/27/2015,10:28,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 205.szv,33.2,35.8,10.075,10.923,0.304,0.305,0.063,0.083,0.541,0.551,17.87,19.64,0.052,0.072,18.6,0.2948,0.2928
206,9889,22,8/27/2015,10:29,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 206.szv,0.1,3,0.027,0.898,0.269,0.299,0.707,0.979,0,0.457,0,1.28,,0.971,0.05,0.2948,0.2928
207,9890,21,8/27/2015,10:30,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 207.szv,4.1,5.8,1.246,1.787,0.306,0.31,0.276,0.301,0.205,0.249,0.83,1.44,,,1.05,0.2722,0.2805
208,9890,22,8/27/2015,10:30,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 208.szv,2.7,6,0.721,1.726,0.267,0.288,0.774,0.559,0.325,0.466,0.85,2.76,0.733,0.547,1.2,0.2722,0.2805
209,9891,21,8/27/2015,10:31,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 209.szv,0.8,2.3,0.153,0.54,0.194,0.236,0.677,0.888,0.073,0.206,0.06,0.47,,,0.1,0.2403,0.2637
210,9891,22,8/27/2015,10:31,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 210.szv,0.9,3.8,0.228,0.96,0.254,0.253,0.996,0.807,0.113,0.46,0.09,1.71,0.899,0.802,0.51,0.2403,0.2637
211,9892,21,8/27/2015,10:31,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 211.szv,8.4,10,2.169,2.647,0.258,0.265,0.1,0.196,0.132,0.176,1.11,1.76,,,1.28,0.2337,0.2983
212,9892,22,8/27/2015,10:32,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 212.szv,6.3,9.8,1.693,2.667,0.269,0.272,0.138,0.42,0.413,0.505,2.51,4.83,0.102,0.409,2.69,0.2337,0.2983
213,9893,21,8/27/2015,10:33,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 213.szv,10,12.7,3.013,3.93,0.302,0.31,0.067,0.246,0.449,0.455,4.48,5.77,,,4.68,0.3088,0.295
214,9893,22,8/27/2015,10:33,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 214.szv,2,2,0.696,0.696,0.35,0.35,0.966,0.966,0.313,0.313,0.62,0.62,,,0.09,0.3088,0.295
215,9894,21,8/27/2015,10:33,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 215.szv,1.2,4.9,0.303,1.382,0.259,0.284,0.84,0.787,0.097,0.451,0.1,2.14,0.794,0.747,0.33,0.2365,0.2638
216,9894,22,8/27/2015,10:34,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 216.szv,2.7,6.5,0.611,1.802,0.228,0.278,0.386,0.604,0.18,0.374,0.48,2.42,0.459,0.555,0.58,0.2365,0.2638
217,9895,21,8/27/2015,10:34,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 217.szv,58.6,60,17.176,17.6,0.293,0.293,0.046,0.058,0.593,0.591,34.74,35.44,,,35.08,0.2415,0.2865
218,9895,22,8/27/2015,10:36,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 218.szv,56.5,60,14.372,15.411,0.254,0.257,0.1,0.066,0.726,0.726,41.02,43.54,,,41.4,0.2415,0.2865
219,9896,21,8/27/2015,10:38,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 219.szv,1.4,3.8,0.234,0.983,0.167,0.259,0.872,0.821,0.036,0.279,0.05,1.06,,,-0.04,0.2633,0.3167
220,9896,22,8/27/2015,10:39,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 220.szv,0.2,3.4,0.04,1.32,0.214,0.389,1,0.789,0.017,0.511,0,1.73,0.451,0.772,0.37,0.2633,0.3167
221,9887,23,8/27/2015,14:43,pm,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 221.szv,1.1,4.8,0.226,1.38,0.206,0.287,0.869,0.727,0.1,0.381,0.09,1.74,0.815,0.716,0.11,0.2328,0.2582
222,9887,24,8/27/2015,14:44,pm,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 222.szv,3.6,5,0.772,1.139,0.216,0.229,0.258,0.335,0.161,0.189,0.58,0.94,,,0.62,0.2328,0.2582
223,9888,23,8/27/2015,14:44,pm,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 223.szv,0.8,2.9,0.166,0.972,0.207,0.335,0.556,0.865,0.069,0.281,0.06,0.82,,,0.08,0.2822,0.327
224,9888,24,8/27/2015,14:44,pm,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 224.szv,0.4,2.6,0.123,0.969,0.343,0.379,0.79,0.925,0.03,0.323,0.01,0.82,0.368,0.764,0.06,0.2822,0.327
225,9889,23,8/27/2015,14:45,pm,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 225.szv,3,4.6,0.895,1.334,0.298,0.29,0.735,0.463,0.186,0.29,0.56,1.33,,,0.92,0.2948,0.2928
226,9889,24,8/27/2015,14:45,pm,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 226.szv,2.4,2.4,0.735,0.735,0.306,0.306,0.984,0.984,0.38,0.38,0.91,0.91,,,0.07,0.2948,0.2928
227,9890,23,8/27/2015,14:46,pm,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 227.szv,4.9,8.5,1.382,2.367,0.284,0.28,0.837,0.491,0.562,0.748,2.73,6.33,0.8,0.431,4.42,0.2722,0.2805
228,9890,24,8/27/2015,14:46,pm,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 228.szv,7,10.2,1.86,2.82,0.266,0.277,0.145,0.332,0.225,0.364,1.57,3.72,,,2.19,0.2722,0.2805
229,9891,23,8/27/2015,14:47,pm,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 229.szv,0.7,4.9,0.201,1.641,0.296,0.336,0.996,0.725,0.105,0.753,0.07,3.67,,,1.77,0.2403,0.2637
230,9891,24,8/27/2015,14:47,pm,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 230.szv,9.6,13,2.444,3.473,0.255,0.267,0.248,0.271,0.209,0.381,2,4.95,,,3.38,0.2403,0.2637
231,9892,23,8/27/2015,14:48,pm,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 231.szv,0.2,2.2,0,0.678,0,0.308,,0.901,0,0.321,0,0.64,,0.89,0.08,0.2337,0.2983
232,9892,24,8/27/2015,14:48,pm,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 232.szv,0.8,4.4,0.2,1.557,0.25,0.354,0.981,0.798,0.063,0.61,0.05,2.68,,,1.01,0.2337,0.2983
233,9893,23,8/27/2015,14:48,pm,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 233.szv,0.2,1.2,0.054,0.307,0.317,0.263,0.995,0.988,0.031,0.181,0.01,0.21,,,0.03,0.3088,0.295
234,9893,24,8/27/2015,14:49,pm,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 234.szv,0.3,1.9,0.11,0.589,0.41,0.315,0.984,0.87,0.039,0.301,0.01,0.56,0.999,0.845,0.16,0.3088,0.295
