Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,Probe: TTR to 30s; Duration (s),Base; Duration (s),Probe: TTR to 30s; Distance (m),Base; Distance (m),Probe: TTR to 30s; Mean speed (m/s),Base; Mean speed (m/s),Probe: TTR to 30s; Path efficiency,Base; Path efficiency,Probe: TTR to 30s; Q1 : time (s),Base; Q1 : time (s),Probe: TTR to 30s; Q2 : time (s),Base; Q2 : time (s),Probe: TTR to 30s; Q3 : time (s),Base; Q3 : time (s),Probe: TTR to 30s; Q4 : time (s),Base; Q4 : time (s),Probe: TTR to 30s; Platform : entries,Base; Platform : entries,Probe: TTR to 30s; Platform : mean distance from (m),Base; Platform : mean distance from (m),Probe: TTR to 30s; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),Probe: TTR to 30s; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),Probe: TTR to 30s; % time in Goal Quadrant 30s,Base; % time in Goal Quadrant 30s,Probe: TTR to 30s; % time in Goal Quadrant 60s,Base; % time in Goal Quadrant 60s
145,9837,1,6/25/2015,15:36,pm,"mzempare, ncarey",CAS_June22-2015_Old videos\Test 145.szv,24.9,60,6.266,14.138,0.252,0.236,0.164,0.014,7.1,17.8,5.4,21.8,5.6,10.8,6.8,9.7,0,0,0.752,0.702,18.73,42.08,,,38.66,24,59,12,30
146,9838,1,6/25/2015,15:37,pm,"mzempare, ncarey",CAS_June22-2015_Old videos\Test 146.szv,24.7,60,6.122,12.933,0.248,0.216,0.193,0.081,6,10.8,4.6,8.4,5.1,17,8.9,23.8,0,0,0.735,0.785,18.15,47.09,,,44.06,20,36,10,18
147,9839,1,6/25/2015,15:38,pm,"mzempare, ncarey",CAS_June22-2015_Old videos\Test 147.szv,24.1,60,5.989,11.93,0.249,0.199,0.112,0.081,6.8,22.4,7.2,10.8,5.1,7.9,5,18.1,0,1,0.761,0.684,18.34,40.48,,0.129,36.88,23,75,11,37
148,9840,1,6/25/2015,15:40,pm,"mzempare, ncarey",CAS_June22-2015_Old videos\Test 148.szv,25.5,60,7.151,15.62,0.28,0.26,0.178,0.094,9.5,17.7,6.8,9.6,4.1,10.4,5.1,22.3,0,0,0.667,0.704,17.01,42.26,,,39.59,32,59,16,30
149,9841,1,6/25/2015,15:42,pm,"mzempare, ncarey",CAS_June22-2015_Old videos\Test 149.szv,24.7,60,5.31,12.573,0.215,0.21,0.171,0.065,7.7,19.6,4.7,11,6.5,16.1,4.9,12.3,1,1,0.641,0.665,15.25,39.26,0.138,0.176,36.25,26,65,13,33
150,9842,1,6/25/2015,15:43,pm,"mzempare, ncarey",CAS_June22-2015_Old videos\Test 150.szv,25.1,60,6.128,14.075,0.244,0.235,0.06,0.061,8.5,19,4.3,12,5.2,13.8,6.7,14.8,1,1,0.624,0.582,15.39,34.68,0.114,0.176,31.79,28,63,14,32
