Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D5: TTR to End of test; Duration (s),Base; Duration (s),V D5: TTR to End of test; Distance (m),Base; Distance (m),V D5: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D5: TTR to End of test; Path efficiency,Base; Path efficiency,V D5: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D5: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D5: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D5: TTR to End of test; Avg speed: V D5 (m/s),Base; Avg speed: V D5 (m/s)
325,9825,3,6/26/2015,11:22,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 325.szv,0.9,2.6,0.098,0.452,0.109,0.174,0.815,0.967,0,0.189,0,0.28,,0.98,0.02,0.179,0.2083
326,9826,3,6/26/2015,11:22,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 326.szv,2.4,5.9,0.474,1.479,0.197,0.251,0.863,0.648,0.149,0.555,0.24,2.83,0.986,0.65,1.35,0.1985,0.2533
327,9827,3,6/26/2015,11:23,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 327.szv,11,15.4,2.858,4.064,0.26,0.264,0.42,0.31,0.561,0.67,5.62,9.66,0.416,0.293,7.16,0.2355,0.2618
328,9828,3,6/26/2015,11:24,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 328.szv,1.1,4.6,0.194,1.448,0.177,0.315,0.982,0.773,0.054,0.605,0.04,2.51,0.975,0.764,0.8,0.274,0.3017
329,9829,3,6/26/2015,11:24,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 329.szv,1.1,2.2,0.136,0.379,0.124,0.172,0.962,0.991,0.026,0.151,0.01,0.21,0.999,0.956,0.01,0.22,0.2575
330,9830,3,6/26/2015,11:25,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 330.szv,29,33.2,7.963,9.307,0.275,0.28,0.096,0.134,0.879,0.871,24.87,28.29,0.088,0.125,25.88,0.2742,0.2775
331,9831,3,6/26/2015,11:26,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 331.szv,41.9,46.1,10.684,11.943,0.255,0.259,0.076,0.102,0.715,0.741,29.78,33.96,0.07,0.093,31.54,0.2598,0.262
332,9832,3,6/26/2015,11:27,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 332.szv,0.4,2.5,0.027,0.523,0.068,0.209,1,0.923,0.024,0.234,0.01,0.58,,,0.02,0.1742,0.2232
333,9833,3,6/26/2015,11:28,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 333.szv,7.6,12.6,1.597,2.805,0.211,0.223,0.687,0.437,0.584,0.819,4.17,9.94,0.683,0.411,7,0.2275,0.2282
334,9834,3,6/26/2015,11:28,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 334.szv,12.3,14.6,2.951,3.557,0.24,0.244,0.309,0.162,0.805,0.788,9.57,11.19,0.313,0.143,10.65,0.2095,0.2208
335,9835,3,6/26/2015,11:29,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 335.szv,2.1,6.1,0.617,1.786,0.294,0.293,1.005,0.656,0.236,0.731,0.41,4.2,0.984,0.624,2.24,0.2573,0.2708
336,9836,3,6/26/2015,11:30,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 336.szv,6.7,10.2,1.479,2.488,0.221,0.244,0.386,0.364,0.443,0.562,2.71,5.41,0.361,0.363,3.81,0.1902,0.2538
