Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,AQ D4: TTR to End of test; Duration (s),Base; Duration (s),AQ D4: TTR to End of test; Distance (m),Base; Distance (m),AQ D4: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),AQ D4: TTR to End of test; Path efficiency,Base; Path efficiency,AQ D4: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ D4: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ D4: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),AQ D4: TTR to End of test; Avg speed: AQ D4 (m/s),Base; Avg speed: AQ D4 (m/s)
181,10504,19,9/14/2017,9:24,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 181.szv,7,10,2.224,3.306,0.32,0.332,0.582,0.287,0.592,0.698,4.12,6.96,,,5.9,0.2605,0.2707
182,10504,20,9/14/2017,9:25,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 182.szv,35.9,39.2,8.874,9.86,0.247,0.252,0.134,0.109,0.602,0.633,21.58,24.8,0.115,0.092,23.11,0.2605,0.2707
183,10505,19,9/14/2017,9:26,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 183.szv,9.2,12.5,2.647,3.539,0.289,0.284,0.453,0.25,0.875,0.915,7.91,11.29,0.43,0.237,10.03,0.2408,0.2502
184,10505,20,9/14/2017,9:26,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 184.szv,2.7,5.6,0.423,1.256,0.157,0.224,0.805,0.683,0.163,0.31,0.43,1.71,0.716,0.573,0.53,0.2408,0.2502
185,10506,19,9/14/2017,9:26,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 185.szv,0.5,1.4,0.129,0.327,0.258,0.233,0.991,0.956,0.036,0.128,0.02,0.18,,,0.06,0.2433,0.2435
186,10506,20,9/14/2017,9:27,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 186.szv,25.8,27.5,7.017,7.427,0.272,0.27,0.048,0.077,0.612,0.595,15.75,16.34,0.029,0.057,15.99,0.2433,0.2435
187,10507,19,9/14/2017,9:27,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 187.szv,51.7,56.8,11.945,12.872,0.231,0.227,0.112,0.101,0.693,0.736,35.82,41.76,,,38.9,0.2177,0.221
188,10507,20,9/14/2017,9:29,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 188.szv,46.5,48.4,9.972,10.367,0.215,0.214,0.059,0.048,0.677,0.669,31.46,32.33,0.047,0.041,31.89,0.2177,0.221
189,10508,19,9/14/2017,9:30,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 189.szv,57.2,60,13.272,14.175,0.232,0.236,0.054,0.033,0.782,0.77,44.71,46.19,,,45.34,0.2325,0.2205
190,10508,20,9/14/2017,9:32,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 190.szv,0.4,1.3,0.095,0.231,0.258,0.182,0.86,0.985,0.03,0.112,0.01,0.14,0.999,0.988,0.02,0.2325,0.2205
191,10509,19,9/14/2017,9:32,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 191.szv,3.9,3.9,1.207,1.207,0.313,0.313,0.909,0.909,0.599,0.599,2.31,2.31,0.909,0.909,0.34,0.241,0.2417
192,10509,20,9/14/2017,9:33,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 192.szv,55.4,60,13.401,14.757,0.242,0.246,0.059,0.066,0.683,0.697,37.82,41.83,,,39.24,0.241,0.2417
193,10510,19,9/14/2017,9:35,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 193.szv,58.7,60,12.327,12.574,0.21,0.21,0.053,0.061,0.718,0.707,42.16,42.38,,,42.24,0.1747,0.1773
194,10510,20,9/14/2017,9:36,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 194.szv,54.3,60,8.811,9.795,0.162,0.163,0.014,0.063,0.613,0.643,33.3,38.55,,,35.34,0.1747,0.1773
195,10511,19,9/14/2017,9:38,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 195.szv,54.6,60,9.086,10.521,0.166,0.175,0.011,0.119,0.919,0.938,50.16,56.28,,,53.08,0.2012,0.1932
196,10511,20,9/14/2017,9:40,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 196.szv,56,59.6,9.454,10.42,0.169,0.175,0.042,0.079,0.694,0.676,38.87,40.24,0.04,0.067,38.83,0.2012,0.1932
197,10512,19,9/14/2017,9:42,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 197.szv,58,60,13.491,14.075,0.233,0.235,0.04,0.003,0.733,0.727,42.53,43.62,,,43.1,0.2377,0.233
198,10512,20,9/14/2017,9:44,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 198.szv,1,1.5,0.177,0.221,0.177,0.147,0.748,0.791,0.038,0.066,0.03,0.09,0.355,0.59,0.04,0.2377,0.233
199,10513,19,9/14/2017,9:44,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 199.szv,44.7,48.4,11.085,12.053,0.248,0.249,0.064,0.096,0.679,0.675,30.34,32.65,,,30.63,0.265,0.2633
200,10513,20,9/14/2017,9:45,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 200.szv,2,5.4,0.509,1.197,0.255,0.222,0.911,0.76,0.179,0.563,0.36,3.03,0.836,0.751,1.19,0.265,0.2633
201,10504,21,9/14/2017,10:05,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 201.szv,2.3,2.3,0.654,0.654,0.284,0.284,0.972,0.972,0.361,0.361,0.83,0.83,,,0.12,0.2605,0.2707
202,10504,22,9/14/2017,10:05,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 202.szv,56.5,60,12.708,13.72,0.225,0.229,0.042,0.061,0.693,0.685,39.17,41.08,,,39.07,0.2605,0.2707
203,10505,21,9/14/2017,10:07,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 203.szv,15.3,17.2,4.161,4.596,0.272,0.267,0.196,0.144,0.488,0.494,7.47,8.5,,,8.04,0.2408,0.2502
204,10505,22,9/14/2017,10:08,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 204.szv,56.1,60,12.467,13.274,0.222,0.221,0.002,0.036,0.647,0.664,36.26,39.83,,,37.6,0.2408,0.2502
205,10506,21,9/14/2017,10:10,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 205.szv,55.6,60,13.929,15.274,0.251,0.255,0.023,0.056,0.71,0.729,39.47,43.76,,,41.36,0.2433,0.2435
206,10506,22,9/14/2017,10:12,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 206.szv,6.8,9.8,1.478,2.175,0.217,0.222,0.297,0.375,0.247,0.331,1.68,3.25,,,1.96,0.2433,0.2435
207,10507,21,9/14/2017,10:12,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 207.szv,14.9,18.6,3.278,4.189,0.221,0.226,0.398,0.221,0.896,0.916,13.31,16.99,0.349,0.193,15.5,0.2177,0.221
208,10507,22,9/14/2017,10:13,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 208.szv,5.6,10.9,1.168,2.439,0.209,0.224,0.089,0.477,0.37,0.516,2.07,5.63,,,2.53,0.2177,0.221
209,10508,21,9/14/2017,10:13,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 209.szv,54.8,60,12.98,14.403,0.237,0.24,0.087,0.068,0.693,0.729,37.99,43.71,,,40.95,0.2325,0.2205
210,10508,22,9/14/2017,10:15,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 210.szv,56,60,11.261,12.289,0.201,0.205,0.084,0.1,0.818,0.834,45.8,50.01,,,48.1,0.2325,0.2205
211,10509,21,9/14/2017,10:17,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 211.szv,58.1,60,13.556,13.983,0.233,0.233,0.059,0.064,0.782,0.769,45.42,46.13,,,45.64,0.241,0.2417
212,10509,22,9/14/2017,10:19,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 212.szv,1.3,3,0.265,0.61,0.204,0.203,0.953,0.811,0.143,0.261,0.19,0.78,,,0.36,0.241,0.2417
213,10510,21,9/14/2017,10:20,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 213.szv,55.7,60,10.454,11.404,0.188,0.19,0.022,0.082,0.751,0.764,41.8,45.86,,,44.27,0.1747,0.1773
214,10510,22,9/14/2017,10:22,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 214.szv,21.6,28.2,3.561,4.868,0.165,0.173,0.224,0.259,0.636,0.696,13.74,19.62,0.177,0.239,15.63,0.1747,0.1773
215,10511,21,9/14/2017,10:22,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 215.szv,55.1,60,12.467,13.742,0.226,0.229,0.1,0.112,0.733,0.727,40.4,43.61,,,41.63,0.2012,0.1932
216,10511,22,9/14/2017,10:24,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 216.szv,5.3,10,0.98,1.813,0.185,0.181,0.801,0.549,0.345,0.541,1.79,5.35,0.752,0.511,3,0.2012,0.1932
217,10512,21,9/14/2017,10:25,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 217.szv,55,60,13.86,15.184,0.252,0.253,0.052,0.103,0.768,0.777,42.22,46.64,,,43.83,0.2377,0.233
218,10512,22,9/14/2017,10:27,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 218.szv,57.6,60,13.475,13.948,0.234,0.233,0.029,0.006,0.755,0.746,43.48,44.72,,,44.04,0.2377,0.233
219,10513,21,9/14/2017,10:29,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 219.szv,2.4,2.4,0.638,0.638,0.266,0.266,0.993,0.993,0.346,0.346,0.83,0.83,,,0.09,0.265,0.2633
220,10513,22,9/14/2017,10:29,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 220.szv,6.6,9.7,1.789,2.791,0.273,0.289,0.512,0.352,0.499,0.599,3.27,5.78,0.45,0.295,4.57,0.265,0.2633
221,10504,23,9/14/2017,10:47,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 221.szv,7,8.9,2.201,2.768,0.314,0.311,0.378,0.259,0.669,0.647,4.68,5.76,,,5.27,0.2605,0.2707
222,10504,24,9/14/2017,10:47,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 222.szv,0.5,2,0.087,0.431,0.173,0.216,0.989,0.953,0.045,0.237,0.02,0.47,,,0.06,0.2605,0.2707
223,10505,23,9/14/2017,10:48,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 223.szv,39.5,43.3,10.897,11.959,0.276,0.276,0.035,0.093,0.753,0.735,29.75,31.81,0.022,0.079,30.14,0.2408,0.2502
224,10505,24,9/14/2017,10:49,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 224.szv,56,60,12.801,13.76,0.229,0.229,0.046,0.088,0.695,0.701,38.9,42.04,,,39.82,0.2408,0.2502
225,10506,23,9/14/2017,10:50,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 225.szv,22.4,25.9,5.748,6.778,0.257,0.262,0.216,0.139,0.793,0.824,17.74,21.32,0.19,0.128,19.83,0.2433,0.2435
226,10506,24,9/14/2017,10:51,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 226.szv,6.8,10.9,1.388,2.376,0.205,0.219,0.488,0.488,0.37,0.494,2.5,5.37,0.439,0.432,2.93,0.2433,0.2435
227,10507,23,9/14/2017,10:52,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 227.szv,29,31.3,7.267,7.858,0.251,0.251,0.127,0.065,0.728,0.723,21.03,22.55,0.126,0.064,22.01,0.2177,0.221
228,10507,24,9/14/2017,10:52,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 228.szv,13,16.7,2.327,3.061,0.179,0.184,0.221,0.314,0.23,0.338,2.99,5.63,0.15,0.267,3.78,0.2177,0.221
229,10508,23,9/14/2017,10:53,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 229.szv,51.6,55.7,12.545,13.66,0.243,0.245,0.085,0.075,0.737,0.732,37.97,40.74,0.076,0.066,39.03,0.2325,0.2205
