Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D5: TTR to End of test; Duration (s),Base; Duration (s),V D5: TTR to End of test; Distance (m),Base; Distance (m),V D5: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D5: TTR to End of test; Path efficiency,Base; Path efficiency,V D5: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D5: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D5: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D5: TTR to End of test; Avg speed: V D5 (m/s),Base; Avg speed: V D5 (m/s)
251,9975,1,10/16/2015,9:39,am,"mzempare, ncarey",CAS_October12-2015_Middle videos\Test 251.szv,1.3,5.5,0.195,1.504,0.15,0.274,0.922,0.837,0.093,0.533,0.12,2.93,,,0.69,0.2112,0.2577
252,9976,1,10/16/2015,9:39,am,"mzempare, ncarey",CAS_October12-2015_Middle videos\Test 252.szv,0.5,4,0.022,1.133,0.044,0.283,0.554,0.964,0.039,0.453,0.02,1.81,,,-0.05,0.2417,0.2883
253,9977,1,10/16/2015,9:39,am,"mzempare, ncarey",CAS_October12-2015_Middle videos\Test 253.szv,2.5,5.8,0.584,1.606,0.235,0.277,0.899,0.691,0.212,0.504,0.53,2.92,,,1.17,0.2623,0.2968
254,9978,1,10/16/2015,9:40,am,"mzempare, ncarey",CAS_October12-2015_Middle videos\Test 254.szv,0.5,3.6,0.036,0.972,0.072,0.27,0.973,0.779,0.068,0.457,0.03,1.64,,,0.47,0.2095,0.2557
255,9979,1,10/16/2015,9:40,am,"mzempare, ncarey",CAS_October12-2015_Middle videos\Test 255.szv,0.2,3.1,0.027,0.781,0.171,0.255,1,0.979,0.029,0.39,0,1.19,,,0.06,0.2385,0.2583
256,9980,1,10/16/2015,9:40,am,"mzempare, ncarey",CAS_October12-2015_Middle videos\Test 256.szv,1,4.7,0.193,1.427,0.193,0.304,0.993,0.82,0.115,0.664,0.12,3.12,,,0.96,0.2805,0.3047
257,9981,1,10/16/2015,9:41,am,"mzempare, ncarey",CAS_October12-2015_Middle videos\Test 257.szv,5.4,8.9,1.507,2.573,0.28,0.289,0.569,0.41,0.515,0.563,2.78,5,,,3.31,0.2778,0.2782
258,9982,1,10/16/2015,9:42,am,"mzempare, ncarey",CAS_October12-2015_Middle videos\Test 258.szv,3.2,5.1,0.856,1.343,0.269,0.264,0.735,0.449,0.321,0.414,1,2.07,0.728,0.398,1.53,0.2762,0.2727
259,9983,1,10/16/2015,9:42,am,"mzempare, ncarey",CAS_October12-2015_Middle videos\Test 259.szv,9.3,12.1,2.467,3.389,0.265,0.28,0.407,0.296,0.624,0.674,5.8,8.16,,,6.83,0.2818,0.3003
260,9984,1,10/16/2015,9:43,am,"mzempare, ncarey",CAS_October12-2015_Middle videos\Test 260.szv,2,4.7,0.394,1.135,0.197,0.242,0.913,0.802,0.161,0.383,0.32,1.8,,,0.62,0.2573,0.271
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,, ,,,,,,,,,,,,,,,,,,,,,
