Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D5: TTR to End of test; Duration (s),Base; Duration (s),V D5: TTR to End of test; Distance (m),Base; Distance (m),V D5: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D5: TTR to End of test; Path efficiency,Base; Path efficiency,V D5: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D5: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D5: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D5: TTR to End of test; Avg speed: V D5 (m/s),Base; Avg speed: V D5 (m/s)
301,10392,6,3/31/2017,11:11,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 301.szv,6.9,8.9,2.05,2.672,0.298,0.301,0.277,0.227,0.332,0.373,2.18,3.19,0.239,0.205,2.7,0.2517,0.274
302,10393,6,3/31/2017,11:12,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 302.szv,8.8,9.8,2.516,2.766,0.287,0.283,0.089,0.137,0.452,0.428,3.81,4.03,0.052,0.106,3.87,0.2777,0.2915
303,10394,6,3/31/2017,11:13,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 303.szv,33.2,37,8.441,9.543,0.254,0.258,0.046,0.117,0.65,0.649,20.78,23.23,0.035,0.104,21.35,0.2555,0.2598
304,10395,6,3/31/2017,11:14,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 304.szv,33,35.5,9.023,9.658,0.273,0.272,0.058,0.07,0.557,0.549,17.99,19.12,0.056,0.064,18.41,0.2347,0.2497
305,10396,6,3/31/2017,11:15,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 305.szv,2.4,5.4,0.232,1.138,0.097,0.211,0.937,0.849,0.042,0.48,0.02,1.66,0.709,0.837,0.4,0.2263,0.2817
306,10397,6,3/31/2017,11:15,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 306.szv,28.5,32.6,6.986,8.124,0.245,0.249,0.062,0.129,0.733,0.718,20.63,23.15,0.059,0.126,21.03,0.2557,0.2498
307,10398,6,3/31/2017,11:16,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 307.szv,28.6,29.6,7.764,8.016,0.271,0.271,0.023,0.048,0.533,0.521,15.15,15.35,0.004,0.034,15.2,0.2462,0.2623
308,10399,6,3/31/2017,11:17,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 308.szv,0.7,3.6,0.117,0.969,0.168,0.269,0.835,0.868,0.047,0.369,0.01,1.16,0.999,0.822,0.14,0.2013,0.265
309,10400,6,3/31/2017,11:18,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 309.szv,18.8,20.6,5.446,5.965,0.29,0.29,0.065,0.101,0.364,0.365,6.77,7.43,0.037,0.082,6.99,0.2757,0.2657
310,10401,6,3/31/2017,11:19,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 310.szv,9.3,10.8,2.959,3.523,0.318,0.326,0.059,0.144,0.518,0.485,4.65,5.08,0.021,0.116,4.71,0.202,0.2755
