Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,AQ D1: TTR to End of test; Duration (s),Base; Duration (s),AQ D1: TTR to End of test; Distance (m),Base; Distance (m),AQ D1: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),AQ D1: TTR to End of test; Path efficiency,Base; Path efficiency,AQ D1: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ D1: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ D1: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),AQ D1: TTR to End of test; Avg speed: AQ D1 (m/s),Base; Avg speed: AQ D1 (m/s)
1,10494.0,1,9/11/2017,9:17,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 1.szv,56.1,60.0,15.544,15.905,0.277,0.265,0.097,0.086,0.726,0.749,40.72,44.93,,,42.47,0.2888,0.2803
2,10494.0,2,9/11/2017,9:19,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 2.szv,56.2,60.0,20.82,21.481,0.371,0.358,0.021,0.045,0.765,0.776,42.98,46.54,,,44.67,0.2888,0.2803
3,10495.0,1,9/11/2017,9:22,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 3.szv,57.1,60.0,20.063,20.299,0.351,0.338,0.06,0.051,0.727,0.734,41.53,44.05,,,43.1,0.2852,0.2745
4,10495.0,2,9/11/2017,9:24,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 4.szv,56.3,60.0,12.116,13.004,0.215,0.217,0.081,0.093,0.62,0.628,34.9,37.68,,,35.26,0.2852,0.2745
5,10496.0,1,9/11/2017,9:27,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 5.szv,58.2,60.0,16.431,16.485,0.282,0.275,0.019,0.019,0.756,0.748,44.0,44.84,,,44.06,0.2173,0.27
6,10496.0,2,9/11/2017,9:29,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 6.szv,22.7,25.7,5.353,5.678,0.236,0.221,0.172,0.174,0.621,0.634,14.09,16.3,,,14.78,0.2173,0.27
7,10497.0,1,9/11/2017,9:31,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 7.szv,48.0,51.8,12.624,12.933,0.263,0.25,0.094,0.091,0.749,0.773,35.91,39.99,0.084,0.082,37.67,0.2768,0.2793
8,10497.0,2,9/11/2017,9:32,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 8.szv,58.3,60.0,12.049,12.185,0.207,0.203,0.031,0.037,0.599,0.595,34.9,35.68,,,35.13,0.2768,0.2793
9,10498.0,1,9/11/2017,9:34,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 9.szv,21.1,24.3,5.845,6.243,0.277,0.257,0.173,0.136,0.667,0.698,14.08,16.95,,,15.56,0.2697,0.263
10,10498.0,2,9/11/2017,9:35,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 10.szv,43.5,47.6,10.975,11.371,0.252,0.239,0.107,0.098,0.657,0.691,28.6,32.91,,,30.48,0.2697,0.263
