Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D6: TTR to End of test; Duration (s),Base; Duration (s),V D6: TTR to End of test; Distance (m),Base; Distance (m),V D6: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D6: TTR to End of test; Path efficiency,Base; Path efficiency,V D6: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D6: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D6: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D6: TTR to End of test; Avg speed: V D6 (m/s),Base; Avg speed: V D6 (m/s)
306,10484,7,7/15/2017,10:39,am,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 306.szv,1.6,6.4,0.158,1.347,0.1,0.211,0.627,0.848,0.041,0.466,0.05,2.77,0.682,0.83,0.13,0.1647,0.2227
307,10485,7,7/15/2017,10:40,am,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 307.szv,22.1,26.6,4.996,6.313,0.226,0.238,0.12,0.186,0.845,0.804,17.73,20.48,0.114,0.175,17.99,0.1938,0.24
308,10487,7,7/15/2017,10:41,am,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 308.szv,1.0,4.5,0.101,0.931,0.101,0.207,0.991,0.927,0.025,0.354,0.01,1.43,0.82,0.9,-0.01,0.1783,0.2202
309,10488,7,7/15/2017,10:41,am,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 309.szv,7.1,9.0,1.869,2.383,0.264,0.265,0.424,0.262,0.652,0.627,4.28,5.31,0.406,0.217,4.83,0.2665,0.2625
310,10489,7,7/15/2017,10:42,am,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 310.szv,3.8,7.8,0.947,2.198,0.249,0.282,0.86,0.536,0.34,0.701,1.1,5.07,0.89,0.517,2.99,0.2533,0.2735
311,10490,7,7/15/2017,10:42,am,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 311.szv,1.0,3.6,0.18,1.005,0.18,0.279,0.859,0.776,0.063,0.406,0.06,1.41,0.986,0.778,0.34,0.2583,0.2972
312,10491,7,7/15/2017,10:43,am,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 312.szv,1.6,5.2,0.245,1.165,0.153,0.224,0.962,0.841,0.07,0.557,0.06,2.44,0.816,0.824,0.75,0.1973,0.2463
313,10492,7,7/15/2017,10:43,am,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 313.szv,1.7,5.7,0.43,1.835,0.253,0.322,0.86,0.664,0.178,0.561,0.3,3.2,,,1.32,0.207,0.2728
314,10493,7,7/15/2017,10:44,am,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 314.szv,2.0,5.0,0.372,1.006,0.19,0.203,0.886,0.734,0.118,0.403,0.12,1.62,0.999,0.768,0.52,0.23,0.2305
