Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,Probe: TTR to 30s; Duration (s),Base; Duration (s),Probe: TTR to 30s; Distance (m),Base; Distance (m),Probe: TTR to 30s; Mean speed (m/s),Base; Mean speed (m/s),Probe: TTR to 30s; Path efficiency,Base; Path efficiency,Probe: TTR to 30s; Q1 : time (s),Base; Q1 : time (s),Probe: TTR to 30s; Q2 : time (s),Base; Q2 : time (s),Probe: TTR to 30s; Q3 : time (s),Base; Q3 : time (s),Probe: TTR to 30s; Q4 : time (s),Base; Q4 : time (s),Probe: TTR to 30s; Platform : entries,Base; Platform : entries,Probe: TTR to 30s; Platform : mean distance from (m),Base; Platform : mean distance from (m),Probe: TTR to 30s; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),Probe: TTR to 30s; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),Probe: TTR to 30s; % time in Goal Quadrant 30s,Base; % time in Goal Quadrant 30s,Probe: TTR to 30s; % time in Goal Quadrant 60s,Base; % time in Goal Quadrant 60s
385,10434.0,1,5/18/2017,11:38,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 385.szv,26.0,60,7.731,17.558,0.297,0.293,0.079,0.071,14.6,36.8,4.2,7.7,2.9,6.7,2.5,5.5,3,6,0.336,0.34,8.15,19.25,0.094,0.316,16.83,49,123,7,13
386,10435.0,1,5/18/2017,11:39,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 386.szv,25.1,60,6.391,14.9,0.255,0.248,0.04,0.052,10.7,25.8,0.8,8.1,3.0,10.5,9.3,14.3,2,2,0.402,0.459,9.58,26.97,0.045,0.171,24.02,36,86,1,13
387,10436.0,1,5/18/2017,11:41,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 387.szv,25.3,60,6.225,14.241,0.246,0.237,0.056,0.034,11.3,27.0,4.6,7.4,4.4,12.6,3.7,8.8,3,8,0.389,0.42,9.3,23.48,0.13,0.369,20.83,38,90,8,12
388,10437.0,1,5/18/2017,11:42,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 388.szv,26.0,60,7.576,17.139,0.291,0.286,0.029,0.023,13.8,26.2,1.8,5.3,4.1,14.5,4.8,11.3,3,5,0.358,0.463,8.75,26.5,,0.937,24.21,46,87,3,9
389,10438.0,1,5/18/2017,11:43,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 389.szv,25.4,60,6.251,14.757,0.246,0.246,0.056,0.088,15.9,39.8,4.4,5.9,0.6,3.6,3.4,8.2,2,5,0.239,0.263,5.78,15.11,0.139,0.321,12.46,53,133,7,10
390,10439.0,1,5/18/2017,11:45,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 390.szv,26.0,60,7.953,17.632,0.306,0.294,0.054,0.065,10.3,25.3,4.1,8.4,4.8,13.9,6.4,10.8,1,3,0.411,0.472,10.54,27.61,0.028,0.321,25.22,34,84,7,14
391,10440.0,1,5/18/2017,11:46,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 391.szv,25.2,60,6.25,14.272,0.248,0.238,0.07,0.089,18.8,44.4,1.6,4.5,1.5,4.2,0.8,2.9,4,7,0.189,0.247,4.32,13.82,0.621,0.587,11.04,63,148,3,8
392,10441.0,1,5/18/2017,11:47,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 392.szv,25.3,60,6.72,15.42,0.266,0.257,0.049,0.095,9.3,34.0,3.9,7.6,1.2,3.8,9.7,12.6,2,3,0.386,0.325,9.29,18.86,0.652,0.566,16.0,31,113,7,13
393,10442.0,1,5/18/2017,11:48,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 393.szv,25.1,60,6.274,15.023,0.25,0.25,0.144,0.05,8.7,17.5,4.1,13.2,5.8,14.2,6.1,13.5,1,3,0.437,0.504,10.76,29.41,0.029,0.189,26.36,29,58,7,22
394,10443.0,1,5/18/2017,11:50,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 394.szv,25.1,60,5.774,14.191,0.23,0.237,0.062,0.106,17.5,31.8,2.2,6.8,3.0,10.7,2.2,9.8,0,1,0.335,0.479,8.34,28.3,,0.898,25.44,58,106,4,11
395,10444.0,1,5/18/2017,11:51,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 395.szv,24.8,60,6.038,14.024,0.243,0.234,0.057,0.116,15.8,32.9,6.3,8.3,0.0,3.8,2.1,14.5,1,1,0.302,0.401,7.31,23.85,0.094,0.294,20.67,53,110,11,14
396,10445.0,1,5/18/2017,11:52,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 396.szv,25.4,60,6.837,15.62,0.269,0.26,0.041,0.046,12.5,23.1,4.2,8.6,0.3,12.0,7.6,15.0,2,4,0.3,0.481,7.37,28.24,0.236,0.444,25.43,42,77,7,14
397,10446.0,1,5/18/2017,11:53,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 397.szv,25.3,60,6.502,15.044,0.257,0.251,0.17,0.051,11.4,24.2,5.4,10.5,4.4,14.7,2.9,8.8,2,3,0.441,0.48,10.59,27.93,0.977,0.687,25.17,38,81,9,18
398,10447.0,1,5/18/2017,11:55,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 398.szv,25.1,60,6.2,14.761,0.247,0.246,0.04,0.099,10.1,26.8,9.0,15.1,0.9,7.4,3.8,7.9,1,3,0.387,0.479,9.24,27.47,,0.823,24.52,34,89,15,25
399,10448.0,1,5/18/2017,11:56,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 399.szv,25.0,60,6.136,14.652,0.245,0.244,0.058,0.106,18.4,35.8,2.3,3.6,0.0,8.7,3.0,8.7,2,6,0.238,0.395,5.64,22.46,,0.825,19.37,61,119,4,6
400,10449.0,1,5/18/2017,11:58,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 400.szv,25.2,60,6.394,15.224,0.254,0.254,0.023,0.031,11.7,22.1,1.5,10.2,2.7,6.5,8.6,20.5,2,2,0.397,0.479,9.73,28.41,0.285,0.366,25.4,39,74,3,17
