Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,AQ D4: TTR to End of test; Duration (s),Base; Duration (s),AQ D4: TTR to End of test; Distance (m),Base; Distance (m),AQ D4: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),AQ D4: TTR to End of test; Path efficiency,Base; Path efficiency,AQ D4: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ D4: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ D4: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),AQ D4: TTR to End of test; Avg speed: AQ D4 (m/s),Base; Avg speed: AQ D4 (m/s)
163,9908.0,19,8/27/2015,9:38,am,"mzempare, ncarey",CAS2_August24-2015_Old videos\Test 163.szv,55.4,60.0,13.884,15.341,0.251,0.256,0.006,0.079,0.761,0.756,42.17,45.35,,,43.01,0.2335,0.2337
164,9908.0,20,8/27/2015,9:41,am,"mzempare, ncarey",CAS2_August24-2015_Old videos\Test 164.szv,55.7,60.0,11.843,12.771,0.213,0.213,0.133,0.082,0.569,0.589,31.68,35.35,,,32.95,0.2335,0.2337
165,9909.0,19,8/27/2015,9:43,am,"mzempare, ncarey",CAS2_August24-2015_Old videos\Test 165.szv,56.5,60.0,13.307,14.23,0.236,0.237,0.055,0.098,0.688,0.702,38.87,42.12,,,40.72,0.2118,0.2285
166,9909.0,20,8/27/2015,9:45,am,"mzempare, ncarey",CAS2_August24-2015_Old videos\Test 166.szv,4.6,9.6,0.807,1.975,0.175,0.206,0.461,0.676,0.185,0.442,0.85,4.24,,,1.0,0.2118,0.2285
167,9910.0,19,8/27/2015,9:46,am,"mzempare, ncarey",CAS2_August24-2015_Old videos\Test 167.szv,2.1,4.4,0.414,0.859,0.197,0.195,0.873,0.612,0.089,0.298,0.16,1.21,0.87,0.647,0.57,0.215,0.2138
168,9910.0,20,8/27/2015,9:46,am,"mzempare, ncarey",CAS2_August24-2015_Old videos\Test 168.szv,48.4,50.9,11.86,12.453,0.245,0.245,0.081,0.052,0.722,0.718,34.74,36.33,0.071,0.043,35.69,0.215,0.2138
169,9911.0,19,8/27/2015,9:48,am,"mzempare, ncarey",CAS2_August24-2015_Old videos\Test 169.szv,5.5,9.6,1.513,2.723,0.276,0.284,0.833,0.443,0.491,0.735,2.69,7.04,,,5.12,0.2512,0.2497
170,9911.0,20,8/27/2015,9:48,am,"mzempare, ncarey",CAS2_August24-2015_Old videos\Test 170.szv,48.3,52.7,12.423,13.698,0.257,0.26,0.068,0.088,0.646,0.67,31.18,35.33,0.066,0.081,32.9,0.2512,0.2497
171,9912.0,19,8/27/2015,9:50,am,"mzempare, ncarey",CAS2_August24-2015_Old videos\Test 171.szv,56.3,60.0,11.873,12.877,0.211,0.215,0.089,0.123,0.816,0.824,45.93,49.44,,,47.91,0.1778,0.2168
172,9912.0,20,8/27/2015,9:52,am,"mzempare, ncarey",CAS2_August24-2015_Old videos\Test 172.szv,9.0,10.8,1.817,3.598,0.202,0.333,0.51,0.116,0.287,0.37,2.57,3.99,0.421,0.111,3.73,0.1778,0.2168
