Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D5: TTR to End of test; Duration (s),Base; Duration (s),V D5: TTR to End of test; Distance (m),Base; Distance (m),V D5: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D5: TTR to End of test; Path efficiency,Base; Path efficiency,V D5: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D5: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D5: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D5: TTR to End of test; Avg speed: V D5 (m/s),Base; Avg speed: V D5 (m/s)
301,10208,6,8/26/2016,11:12,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 301.szv,2.9,5.6,0.984,1.951,0.339,0.348,0.66,0.504,0.358,0.588,1.02,3.26,0.621,0.451,2.13,0.3393,0.3178
302,10209,6,8/26/2016,11:15,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 302.szv,1.1,4.8,0.25,1.543,0.228,0.321,0.867,0.713,0.084,0.645,0.08,2.97,0.821,0.708,1.18,0.2585,0.2898
303,10210,6,8/26/2016,11:15,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 303.szv,9.5,11.3,3.274,3.91,0.345,0.346,0.055,0.131,0.456,0.441,4.33,4.98,,,4.55,0.2662,0.2943
304,10211,6,8/26/2016,11:16,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 304.szv,5.5,9.8,1.751,3.318,0.318,0.339,0.552,0.377,0.59,0.676,3.11,6.47,0.557,0.362,4.36,0.2315,0.2773
305,10212,6,8/26/2016,11:17,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 305.szv,2.5,5.9,0.721,1.935,0.289,0.328,1.003,0.57,0.331,0.696,0.68,3.8,0.977,0.515,2.38,0.292,0.2882
306,10213,6,8/26/2016,11:17,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 306.szv,0.2,2.8,0.077,1,0.406,0.359,1,0.868,0.044,0.478,0.01,1.31,0.969,0.827,0.34,0.3145,0.31
307,10214,6,8/26/2016,11:17,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 307.szv,1.9,3.4,0.543,0.629,0.288,0.186,0.814,0.757,0.22,0.318,0.37,1.01,0.802,0.687,0.52,0.2732,0.2788
308,10215,6,8/26/2016,11:18,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 308.szv,7.3,9.2,2.559,3.272,0.351,0.356,0.332,0.218,0.732,0.705,5.3,6.45,0.309,0.168,5.99,0.276,0.2925
309,10216,6,8/26/2016,11:18,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 309.szv,4.6,7.2,1.598,2.57,0.35,0.358,0.317,0.348,0.368,0.468,1.58,3.23,0.24,0.32,2.29,0.2725,0.306
310,10217,6,8/26/2016,11:19,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 310.szv,1,3.9,0.071,0.93,0.071,0.238,1.051,0.918,0.009,0.436,0,1.29,,0.907,0.21,0.2463,0.2733
