Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D6: TTR to End of test; Duration (s),Base; Duration (s),V D6: TTR to End of test; Distance (m),Base; Distance (m),V D6: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D6: TTR to End of test; Path efficiency,Base; Path efficiency,V D6: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D6: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D6: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D6: TTR to End of test; Avg speed: V D6 (m/s),Base; Avg speed: V D6 (m/s)
315,10484,8,7/15/2017,10:59,am,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 315.szv,15.3,17.1,3.959,4.447,0.259,0.26,0.069,0.102,0.685,0.644,10.21,10.76,0.05,0.09,10.44,0.193,0.2227
316,10485,8,7/15/2017,11:00,am,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 316.szv,2.8,6.3,0.534,1.387,0.191,0.22,0.826,0.689,0.121,0.455,0.3,2.73,0.675,0.627,1.13,0.2222,0.24
317,10487,8,7/15/2017,11:01,am,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 317.szv,1.4,6.0,0.198,1.392,0.142,0.232,0.991,0.755,0.063,0.564,0.08,3.34,0.999,0.741,1.08,0.1912,0.2202
318,10488,8,7/15/2017,11:01,am,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 318.szv,12.6,16.3,3.262,4.243,0.259,0.26,0.286,0.258,0.797,0.788,9.96,12.76,0.242,0.232,10.86,0.263,0.2625
319,10489,8,7/15/2017,11:02,am,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 319.szv,3.1,7.5,0.705,2.016,0.229,0.27,0.96,0.65,0.272,0.743,0.62,4.97,0.953,0.618,2.44,0.2513,0.2735
320,10490,8,7/15/2017,11:02,am,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 320.szv,7.1,9.8,2.148,2.978,0.302,0.304,0.542,0.336,0.714,0.784,4.9,7.49,0.488,0.276,6.38,0.2565,0.2972
321,10491,8,7/15/2017,11:03,am,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 321.szv,0.7,3.7,0.082,0.892,0.12,0.243,0.93,0.878,0.047,0.399,0.03,1.47,,,0.28,0.2203,0.2463
322,10492,8,7/15/2017,11:04,am,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 322.szv,2.4,6.4,0.648,1.851,0.271,0.29,0.983,0.647,0.254,0.703,0.56,4.37,0.962,0.607,2.23,0.268,0.2728
323,10493,8,7/15/2017,11:04,am,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 323.szv,0.6,2.0,0.1,0.36,0.166,0.18,1.102,1.033,0.043,0.191,0.01,0.31,0.826,0.999,0.04,0.2208,0.2305
