Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,Probe: TTR to 30s; Duration (s),Base; Duration (s),Probe: TTR to 30s; Distance (m),Base; Distance (m),Probe: TTR to 30s; Mean speed (m/s),Base; Mean speed (m/s),Probe: TTR to 30s; Path efficiency,Base; Path efficiency,Probe: TTR to 30s; Q1 : time (s),Base; Q1 : time (s),Probe: TTR to 30s; Q2 : time (s),Base; Q2 : time (s),Probe: TTR to 30s; Q3 : time (s),Base; Q3 : time (s),Probe: TTR to 30s; Q4 : time (s),Base; Q4 : time (s),Probe: TTR to 30s; Platform : entries,Base; Platform : entries,Probe: TTR to 30s; Platform : mean distance from (m),Base; Platform : mean distance from (m),Probe: TTR to 30s; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),Probe: TTR to 30s; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),Probe: TTR to 30s; % time in Goal Quadrant 30s,Base; % time in Goal Quadrant 30s,Probe: TTR to 30s; % time in Goal Quadrant 60s,Base; % time in Goal Quadrant 60s
361,10552.0,1,2/8/2018,11:39,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 361.szv,26.1,60,6.834,17.151,0.262,0.286,0.023,0.061,13.1,22.7,10.2,23.9,0.5,7.6,0.0,2.3,4,5,0.29,0.464,6.9,26.22,0.016,0.477,23.94,44,76,17,40
362,10553.0,1,2/8/2018,11:41,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 362.szv,25.2,60,6.024,14.506,0.239,0.242,0.084,0.076,10.1,19.4,4.7,17.4,5.9,14.6,3.9,6.5,3,5,0.362,0.473,8.92,27.35,0.345,0.363,24.54,34,65,8,29
363,10554.0,1,2/8/2018,11:42,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 363.szv,25.1,60,6.573,14.742,0.262,0.246,0.076,0.066,9.6,24.5,9.6,26.1,2.7,4.3,1.8,2.5,3,5,0.367,0.378,8.67,21.7,0.888,0.675,18.58,32,82,16,44
364,10555.0,1,2/8/2018,11:43,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 364.szv,25.5,60,7.218,16.414,0.283,0.274,0.134,0.051,6.7,16.6,6.6,11.4,6.8,17.5,5.5,14.0,0,1,0.619,0.614,15.78,36.54,,0.083,33.74,22,55,11,19
365,10556.0,1,2/8/2018,11:45,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 365.szv,25.6,60,7.463,16.605,0.292,0.277,0.069,0.071,6.1,11.5,9.9,22.2,8.9,21.4,0.4,4.0,1,2,0.643,0.699,16.29,41.26,0.138,0.236,38.52,20,38,17,37
366,10557.0,1,2/8/2018,11:46,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 366.szv,25.3,60,6.944,15.369,0.274,0.256,0.142,0.01,4.6,11.5,10.6,16.5,8.2,18.9,0.8,11.1,2,4,0.618,0.589,14.92,34.12,0.054,0.21,31.3,15,38,18,28
367,10558.0,1,2/8/2018,11:48,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 367.szv,24.3,60,5.114,12.765,0.21,0.213,0.053,0.043,5.3,14.8,7.9,25.4,8.1,16.2,3.0,3.6,0,0,0.503,0.552,12.21,33.12,,,29.62,18,49,13,42
368,10559.0,1,2/8/2018,11:50,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 368.szv,25.3,60,6.474,15.193,0.256,0.253,0.118,0.038,13.3,21.7,5.0,12.3,1.9,14.2,3.8,9.4,3,5,0.269,0.398,6.47,22.92,0.855,0.567,20.05,44,72,8,21
369,10560.0,1,2/8/2018,11:52,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 369.szv,25.5,60,6.933,15.516,0.272,0.259,0.11,0.058,6.1,12.2,10.0,26.4,6.1,13.7,3.2,7.5,1,1,0.52,0.567,13.13,33.9,0.55,0.524,31.17,20,41,17,44
370,10561.0,1,2/8/2018,11:53,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 370.szv,25.3,60,6.894,15.492,0.273,0.258,0.051,0.099,8.2,15.8,5.1,12.3,5.5,17.3,6.5,13.9,0,1,0.497,0.556,12.57,33.0,,0.08,30.16,27,53,9,21
371,10562.0,1,2/8/2018,11:55,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 371.szv,25.1,60,6.38,14.992,0.254,0.25,0.093,0.058,10.7,20.5,6.6,20.3,6.1,13.9,1.7,3.9,1,3,0.413,0.464,10.31,27.2,0.236,0.347,24.13,36,68,11,34
372,10563.0,1,2/8/2018,11:57,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 372.szv,24.6,60,5.201,13.21,0.211,0.22,0.129,0.089,13.2,27.1,5.0,7.7,0.0,10.9,5.2,11.3,2,4,0.285,0.419,6.66,23.88,0.13,0.197,20.7,44,90,8,13
373,10564.0,1,2/8/2018,11:58,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 373.szv,26.4,60,8.349,18.721,0.316,0.312,0.131,0.028,15.7,28.4,8.2,17.6,0.5,5.2,2.0,7.9,0,2,0.352,0.453,9.3,26.82,,0.95,24.72,52,95,14,29
374,10565.0,1,2/8/2018,12:00,pm,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 374.szv,25.6,60,7.213,16.732,0.282,0.279,0.013,0.03,6.8,18.5,5.7,12.4,5.2,18.7,5.0,7.3,3,4,0.527,0.569,11.94,32.39,0.469,0.524,29.7,23,62,10,21
375,10566.0,1,2/8/2018,12:01,pm,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 375.szv,25.7,60,6.678,15.954,0.26,0.266,0.071,0.036,13.3,25.8,6.9,9.9,2.5,15.2,2.5,7.1,1,4,0.348,0.452,8.76,26.24,0.041,0.926,23.8,44,86,12,17
