Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D6: TTR to End of test; Duration (s),Base; Duration (s),V D6: TTR to End of test; Distance (m),Base; Distance (m),V D6: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D6: TTR to End of test; Path efficiency,Base; Path efficiency,V D6: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D6: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D6: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D5: TTR to End of test; Avg speed: V D5 (m/s),Base; Avg speed: V D5 (m/s)
331,9965,9,10/17/2015,9:26,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 331.szv,2.5,3.6,0.323,0.658,0.129,0.183,0.628,0.687,0.045,0.113,0.09,0.36,0.391,0.559,0.04,nan,nan
332,9966,9,10/17/2015,9:26,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 332.szv,0.4,4.2,0.068,1.194,0.169,0.284,0.946,0.874,0.034,0.529,0.01,2.19,0.999,0.871,0.29,nan,nan
333,9967,9,10/17/2015,9:27,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 333.szv,0.2,2.9,0.065,0.983,0.325,0.339,0.973,0.901,0,0.418,0,1.11,,0.856,0.21,nan,nan
334,9968,9,10/17/2015,9:27,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 334.szv,1.9,4.9,0.495,1.432,0.26,0.292,0.955,0.743,0.152,0.529,0.29,2.59,,,1.08,nan,nan
335,9969,9,10/17/2015,9:27,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 335.szv,0.3,1.8,0.085,0.51,0.283,0.283,0.793,0.931,0.05,0.237,0.01,0.41,0.719,0.934,0.01,nan,nan
336,9970,9,10/17/2015,9:28,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 336.szv,5.4,9.4,1.005,2.371,0.188,0.253,0.635,0.516,0.115,0.447,0.57,4.02,0.558,0.491,1.47,nan,nan
337,9971,9,10/17/2015,9:28,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 337.szv,13.9,17.6,3.861,4.972,0.278,0.283,0.057,0.223,0.289,0.341,3.71,5.63,0.016,0.191,4.05,nan,nan
338,9972,9,10/17/2015,9:29,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 338.szv,0.5,1.8,0.087,0.433,0.175,0.241,0.987,0.96,0.023,0.181,0.01,0.29,0.699,0.921,0,nan,nan
339,9973,9,10/17/2015,9:29,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 339.szv,0.1,2.3,0,0.658,0,0.286,,0.985,0,0.324,0,0.71,,0.985,0,nan,nan
340,9974,9,10/17/2015,9:29,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 340.szv,0.7,1.7,0.122,0.369,0.174,0.217,1.098,1.007,0.035,0.142,0.01,0.2,0.711,0.858,0.03,nan,nan
