Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,AQ D2: TTR to End of test; Duration (s),Base; Duration (s),AQ D2: TTR to End of test; Distance (m),Base; Distance (m),AQ D2: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),AQ D2: TTR to End of test; Path efficiency,Base; Path efficiency,AQ D2: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ D2: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ D2: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),AQ D2: TTR to End of test; Avg speed: AQ D2 (m/s),Base; Avg speed: AQ D2 (m/s)
85,10332.0,7,1/31/2017,9:35,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 85.szv,24.5,26.4,7.775,8.387,0.317,0.318,0.087,0.064,0.766,0.751,18.75,19.81,,,19.38,0.2578,0.267
86,10332.0,8,1/31/2017,9:36,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 86.szv,56.0,60.0,12.037,12.6,0.215,0.21,0.034,0.044,0.87,0.885,48.74,53.08,,,50.38,0.2578,0.267
87,10333.0,7,1/31/2017,9:38,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 87.szv,10.5,14.3,2.469,3.64,0.236,0.255,0.336,0.242,0.458,0.579,4.36,7.7,0.317,0.235,6.38,0.2108,0.2162
88,10333.0,8,1/31/2017,9:38,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 88.szv,56.4,60.0,11.668,12.756,0.207,0.213,0.066,0.079,0.732,0.713,41.09,42.63,0.032,0.064,41.14,0.2108,0.2162
89,10334.0,7,1/31/2017,9:40,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 89.szv,29.1,33.7,6.555,7.78,0.225,0.231,0.099,0.154,0.702,0.71,20.44,23.94,,,21.64,0.227,0.2198
90,10334.0,8,1/31/2017,9:41,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 90.szv,55.0,60.0,10.963,12.267,0.199,0.204,0.075,0.07,0.669,0.711,36.8,42.67,,,39.7,0.227,0.2198
91,10335.0,7,1/31/2017,9:43,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 91.szv,11.0,12.7,3.094,3.409,0.282,0.269,0.14,0.168,0.8,0.743,8.78,9.43,,,9.08,0.2305,0.2403
92,10335.0,8,1/31/2017,9:44,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 92.szv,47.4,50.8,10.946,11.824,0.231,0.233,0.008,0.067,0.815,0.797,38.62,40.49,,,38.95,0.2305,0.2403
93,10336.0,7,1/31/2017,9:45,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 93.szv,55.4,60.0,11.689,12.463,0.211,0.208,0.053,0.088,0.711,0.705,39.4,42.3,,,40.14,0.2048,0.2052
94,10336.0,8,1/31/2017,9:47,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 94.szv,54.4,60.0,10.58,11.825,0.195,0.197,0.02,0.069,0.683,0.715,37.16,42.91,,,39.47,0.2048,0.2052
