Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D6: TTR to End of test; Duration (s),Base; Duration (s),V D6: TTR to End of test; Distance (m),Base; Distance (m),V D6: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D6: TTR to End of test; Path efficiency,Base; Path efficiency,V D6: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D6: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D6: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D6: TTR to End of test; Avg speed: V D6 (m/s),Base; Avg speed: V D6 (m/s)
471,10450,12,5/20/2017,10:30,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 471.szv,7.2,10.7,1.873,2.97,0.262,0.279,0.529,0.364,0.632,0.759,4.41,7.95,0.497,0.321,6.3,0.232,0.271
472,10451,12,5/20/2017,10:30,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 472.szv,3.2,3.2,0.848,0.848,0.265,0.265,0.961,0.961,0.415,0.415,1.2,1.2,0.967,0.967,0.02,0.1975,0.2475
473,10452,12,5/20/2017,10:30,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 473.szv,9.8,13,2.259,3.353,0.23,0.258,0.486,0.262,0.586,0.634,5.69,8.2,0.441,0.252,6.78,0.2033,0.2643
474,10453,12,5/20/2017,10:31,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 474.szv,4.6,6.6,1.258,1.943,0.276,0.296,0.751,0.313,0.499,0.553,2.13,3.46,0.773,0.283,2.97,0.2303,0.2618
475,10454,12,5/20/2017,10:31,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 475.szv,0.8,5.7,0.116,1.32,0.151,0.233,0.698,0.884,0.03,0.485,0.02,2.62,0.693,0.884,-0.1,0.1838,0.2305
476,10455,12,5/20/2017,10:31,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 476.szv,0.1,3.1,0.031,0.897,0.348,0.29,1,0.971,0,0.399,0,1.12,,0.97,0.02,0.2597,0.2642
477,10457,12,5/20/2017,10:32,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 477.szv,10.2,12.2,2.74,3.401,0.269,0.279,0.376,0.19,0.582,0.597,5.85,7.19,0.33,0.159,6.65,0.2407,0.2673
478,10458,12,5/20/2017,10:32,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 478.szv,1.2,6,0.172,1.574,0.149,0.264,0.93,0.783,0.053,0.659,0.04,3.64,0.893,0.776,1.1,0.2065,0.2423
479,10459,12,5/20/2017,10:33,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 479.szv,1.2,4.8,0.156,1.344,0.132,0.281,0.854,0.829,0.047,0.532,0.05,2.45,0.75,0.816,0.46,0.2468,0.2925
480,10460,12,5/20/2017,10:33,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 480.szv,2.2,6,0.488,1.5,0.222,0.25,0.967,0.657,0.177,0.589,0.32,3.3,0.923,0.613,1.72,0.223,0.235
481,10461,12,5/20/2017,10:33,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 481.szv,3.6,3.6,0.891,0.891,0.247,0.247,0.971,0.971,0.398,0.398,1.27,1.27,0.976,0.976,-0.04,0.212,0.2312
482,10462,12,5/20/2017,10:33,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 482.szv,0.2,3.6,0,1.004,0,0.279,,0.893,0.033,0.423,0.01,1.42,,0.976,-0.16,0.2042,0.2803
483,10463,12,5/20/2017,10:34,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 483.szv,2.1,4.1,0.484,1.041,0.232,0.254,0.966,0.527,0.208,0.388,0.39,1.5,0.975,0.51,0.95,0.2412,0.2625
