Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,AQ D4: TTR to End of test; Duration (s),Base; Duration (s),AQ D4: TTR to End of test; Distance (m),Base; Distance (m),AQ D4: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),AQ D4: TTR to End of test; Path efficiency,Base; Path efficiency,AQ D4: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ D4: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ D4: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),AQ D4: TTR to End of test; Avg speed: AQ D4 (m/s),Base; Avg speed: AQ D4 (m/s)
181,10382.0,19,3/30/2017,9:28,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 181.szv,3.9,6.7,0.979,1.63,0.251,0.243,0.434,0.449,0.382,0.449,1.49,3.01,,,1.9,0.247,0.258
182,10382.0,20,3/30/2017,9:28,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 182.szv,7.3,8.9,1.933,2.277,0.265,0.256,0.141,0.259,0.16,0.184,1.16,1.63,,,1.28,0.247,0.258
183,10383.0,19,3/30/2017,9:29,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 183.szv,4.2,8.0,1.336,2.541,0.318,0.318,0.455,0.454,0.603,0.761,2.53,6.09,,,3.92,0.3135,0.303
184,10383.0,20,3/30/2017,9:30,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 184.szv,4.0,7.5,1.106,2.356,0.276,0.314,0.355,0.45,0.22,0.569,0.88,4.26,,,2.38,0.3135,0.303
185,10384.0,19,3/30/2017,9:30,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 185.szv,4.6,5.8,1.292,1.596,0.283,0.277,0.139,0.228,0.286,0.274,1.3,1.58,0.098,0.21,1.36,0.2602,0.2693
186,10384.0,20,3/30/2017,9:30,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 186.szv,1.2,5.0,0.275,1.261,0.231,0.253,0.949,0.801,0.105,0.534,0.12,2.66,,,0.54,0.2602,0.2693
187,10385.0,19,3/30/2017,9:31,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 187.szv,1.4,3.9,0.413,1.271,0.295,0.326,0.994,0.72,0.142,0.47,0.2,1.83,,,0.88,0.2853,0.3023
188,10385.0,20,3/30/2017,9:31,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 188.szv,4.8,6.8,1.613,2.219,0.336,0.326,0.588,0.328,0.539,0.569,2.58,3.87,0.55,0.28,3.26,0.2853,0.3023
189,10386.0,19,3/30/2017,9:32,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 189.szv,27.6,31.0,8.568,9.748,0.311,0.315,0.032,0.095,0.522,0.517,14.39,16.01,0.026,0.091,14.7,0.2455,0.2633
190,10386.0,20,3/30/2017,9:32,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 190.szv,21.7,25.5,4.759,5.951,0.219,0.233,0.088,0.184,0.299,0.335,6.45,8.51,0.06,0.167,6.34,0.2455,0.2633
