Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D6: TTR to End of test; Duration (s),Base; Duration (s),V D6: TTR to End of test; Distance (m),Base; Distance (m),V D6: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D6: TTR to End of test; Path efficiency,Base; Path efficiency,V D6: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D6: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D6: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D6: TTR to End of test; Avg speed: V D6 (m/s),Base; Avg speed: V D6 (m/s)
361,10218,12,8/27/2016,10:48,am,"mzempare, ncarey",CAS8_Middle_08 22 16 videos\Test 361.szv,1.6,3.4,0.22,0.774,0.138,0.228,0.948,0.854,0.058,0.21,0.09,0.71,,,0.15,0.2717,0.2747
362,10219,12,8/27/2016,10:49,am,"mzempare, ncarey",CAS8_Middle_08 22 16 videos\Test 362.szv,1.9,4.9,0.607,1.416,0.319,0.289,0.991,0.707,0.29,0.578,0.52,2.78,0.994,0.704,1.05,0.3068,0.3287
363,10220,12,8/27/2016,10:49,am,"mzempare, ncarey",CAS8_Middle_08 22 16 videos\Test 363.szv,8.3,12.2,2.49,3.553,0.3,0.291,0.037,0.303,0.529,0.564,4.39,6.88,,,4.91,0.2715,0.27
364,10221,12,8/27/2016,10:49,am,"mzempare, ncarey",CAS8_Middle_08 22 16 videos\Test 364.szv,5.5,6.7,1.544,1.88,0.283,0.282,0.181,0.262,0.263,0.267,1.37,1.72,0.074,0.2,1.46,0.2758,0.3085
365,10222,12,8/27/2016,10:50,am,"mzempare, ncarey",CAS8_Middle_08 22 16 videos\Test 365.szv,6.7,8.3,2.103,2.496,0.314,0.301,0.367,0.269,0.55,0.552,3.68,4.58,,,4.15,0.303,0.2998
366,10223,12,8/27/2016,10:50,am,"mzempare, ncarey",CAS8_Middle_08 22 16 videos\Test 366.szv,0.1,1.9,0.034,0.509,0.343,0.268,1,0.926,0.02,0.257,0,0.49,,,0.02,0.2435,0.2615
367,10224,12,8/27/2016,10:50,am,"mzempare, ncarey",CAS8_Middle_08 22 16 videos\Test 367.szv,0.8,3.9,0.1,1.071,0.129,0.276,0.933,0.821,0.058,0.466,0.04,1.75,0.805,0.795,0.44,0.2272,0.2748
368,10225,12,8/27/2016,10:51,am,"mzempare, ncarey",CAS8_Middle_08 22 16 videos\Test 368.szv,0.3,3.1,0.105,0.901,0.351,0.291,0.847,0.951,0.051,0.464,0.01,1.34,,0.956,0.17,0.302,0.2983
369,10226,12,8/27/2016,10:51,am,"mzempare, ncarey",CAS8_Middle_08 22 16 videos\Test 369.szv,0.1,2.3,0,0.642,0,0.279,,0.988,0.025,0.344,0,0.79,,,-0.01,0.2648,0.2983
370,10227,12,8/27/2016,10:51,am,"mzempare, ncarey",CAS8_Middle_08 22 16 videos\Test 370.szv,3,4.9,0.847,1.444,0.286,0.297,0.895,0.414,0.392,0.508,1.16,2.47,,,1.85,0.313,0.3093
