Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D5: TTR to End of test; Duration (s),Base; Duration (s),V D5: TTR to End of test; Distance (m),Base; Distance (m),V D5: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D5: TTR to End of test; Path efficiency,Base; Path efficiency,V D5: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D5: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D5: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D5: TTR to End of test; Avg speed: V D5 (m/s),Base; Avg speed: V D5 (m/s)
261,9887,2,8/28/2015,9:34,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 261.szv,8.1,11.8,2.182,3.26,0.269,0.276,0.367,0.29,0.538,0.577,4.21,6.66,0.377,0.269,5.27,0.2297,0.2328
262,9888,2,8/28/2015,9:35,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 262.szv,3.8,5.2,0.762,1.003,0.2,0.193,0.464,0.401,0.204,0.24,0.73,1.19,0.341,0.353,0.86,0.2622,0.2488
263,9889,2,8/28/2015,9:35,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 263.szv,3.1,7.5,0.589,1.832,0.192,0.245,0.88,0.529,0.244,0.48,0.75,3.58,,,1.7,0.2055,0.2188
264,9890,2,8/28/2015,9:36,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 264.szv,3.7,6.5,0.96,1.576,0.259,0.243,0.686,0.488,0.382,0.474,1.35,3.01,0.654,0.458,1.93,0.224,0.2603
265,9891,2,8/28/2015,9:36,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 265.szv,16.2,17.1,2.849,3.004,0.176,0.176,0.12,0.147,0.31,0.312,5,5.31,0.089,0.129,4.86,0.4402,0.4452
266,9892,2,8/28/2015,9:37,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 266.szv,0.6,4.1,0.109,1.194,0.188,0.293,0.965,0.842,0.052,0.542,0.02,2.13,0.859,0.842,0.47,0.226,0.284
267,9893,2,8/28/2015,9:38,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 267.szv,0.3,3,0.052,0.885,0.199,0.299,0.995,0.873,0.022,0.453,0,1.27,,0.87,0.33,0.2257,0.2773
268,9894,2,8/28/2015,9:38,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 268.szv,0.8,2.1,0.067,0.305,0.086,0.147,0.993,0.962,0.068,0.169,0.05,0.35,,,0.01,0.215,0.2368
269,9895,2,8/28/2015,9:39,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 269.szv,0.6,2.1,0.092,0.477,0.156,0.228,0.811,0.881,0.028,0.183,0.02,0.37,0.549,0.86,0.03,0.2115,0.2527
270,9896,2,8/28/2015,9:39,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 270.szv,3.1,6.6,0.667,1.714,0.218,0.261,0.832,0.545,0.215,0.417,0.63,2.68,0.752,0.498,1.29,0.2497,0.2457
