Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D5: TTR to End of test; Duration (s),Base; Duration (s),V D5: TTR to End of test; Distance (m),Base; Distance (m),V D5: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D5: TTR to End of test; Path efficiency,Base; Path efficiency,V D5: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D5: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D5: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D5: TTR to End of test; Avg speed: V D5 (m/s),Base; Avg speed: V D5 (m/s)
291,9985,5,10/16/2015,13:29,pm,"mzempare, ncarey",CAS_October12-2015_Old videos\Test 291.szv,2.5,3.8,1.112,2.002,0.445,0.527,0.422,0.226,0.184,0.232,0.46,0.88,,,0.78,0.2658,0.284
292,9986,5,10/16/2015,13:29,pm,"mzempare, ncarey",CAS_October12-2015_Old videos\Test 292.szv,0.3,2,0.063,0.526,0.211,0.263,0.998,0.975,0.027,0.21,0.01,0.41,0.651,0.878,0,0.2352,0.2707
293,9987,5,10/16/2015,13:31,pm,"mzempare, ncarey",CAS_October12-2015_Old videos\Test 293.szv,1.3,4.5,0.123,0.982,0.097,0.22,0.981,0.845,0.038,0.396,0.04,1.7,0.757,0.85,0.16,0.222,0.2528
294,9988,5,10/16/2015,13:32,pm,"mzempare, ncarey",CAS_October12-2015_Old videos\Test 294.szv,10.1,14.3,2.444,3.663,0.242,0.256,0.254,0.281,0.638,0.63,6.44,9.01,,,6.94,0.2288,0.2443
295,9989,5,10/16/2015,13:32,pm,"mzempare, ncarey",CAS_October12-2015_Old videos\Test 295.szv,0.8,5.1,0.126,1.551,0.162,0.305,0.937,0.803,0.061,0.667,0.03,3.22,0.996,0.767,0.99,0.2468,0.2713
296,9990,5,10/16/2015,13:33,pm,"mzempare, ncarey",CAS_October12-2015_Old videos\Test 296.szv,18,20.4,4.106,4.654,0.228,0.228,0.237,0.141,0.616,0.63,10.99,12.74,0.212,0.124,11.99,0.238,0.2413
297,9991,5,10/16/2015,13:34,pm,"mzempare, ncarey",CAS_October12-2015_Old videos\Test 297.szv,1.7,5.8,0.338,1.57,0.199,0.271,0.969,0.716,0.15,0.522,0.24,2.97,0.959,0.691,0.79,0.2452,0.2657
298,9992,5,10/16/2015,13:34,pm,"mzempare, ncarey",CAS_October12-2015_Old videos\Test 298.szv,8.4,10.6,2.125,2.741,0.253,0.259,0.27,0.256,0.566,0.549,4.75,5.81,,,5.29,0.199,0.2343
299,9993,5,10/16/2015,13:36,pm,"mzempare, ncarey",CAS_October12-2015_Old videos\Test 299.szv,1.3,4.3,0.258,1.163,0.199,0.27,0.848,0.748,0.089,0.424,0.12,1.82,,,0.61,0.2143,0.2623
300,9994,5,10/16/2015,13:36,pm,"mzempare, ncarey",CAS_October12-2015_Old videos\Test 300.szv,14.1,18.3,3.435,4.706,0.244,0.257,0.164,0.249,0.612,0.669,8.29,11.88,0.144,0.228,9.67,0.2313,0.2498
