Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D5: TTR to End of test; Duration (s),Base; Duration (s),V D5: TTR to End of test; Distance (m),Base; Distance (m),V D5: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D5: TTR to End of test; Path efficiency,Base; Path efficiency,V D5: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D5: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D5: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D5: TTR to End of test; Avg speed: V D5 (m/s),Base; Avg speed: V D5 (m/s)
301,10474,6,7/14/2017,10:53,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 301.szv,5.4,7.9,0.602,1.191,0.112,0.151,0.534,0.482,0.071,0.22,0.24,1.29,0.494,0.444,0.64,0.1435,0.1935
302,10475,6,7/14/2017,10:53,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 302.szv,8.5,11.4,1.384,2.004,0.163,0.176,0.182,0.356,0.151,0.203,1.21,2.21,0.091,0.271,2.25,0.1435,0.1753
303,10476,6,7/14/2017,10:54,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 303.szv,3.4,7.5,0.518,1.716,0.154,0.23,0.547,0.58,0.062,0.426,0.09,2.4,0.7,0.656,0.7,0.1862,0.2258
304,10477,6,7/14/2017,10:54,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 304.szv,2.7,7.3,0.19,1.124,0.072,0.155,0.716,0.81,0.032,0.357,0.03,1.97,0.543,0.902,0.06,0.1483,0.1778
305,10478,6,7/14/2017,10:55,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 305.szv,8.2,12.6,1.495,2.637,0.182,0.209,0.729,0.373,0.457,0.632,2.88,6.77,0.726,0.357,5.04,0.178,0.1995
306,10479,6,7/14/2017,10:56,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 306.szv,3.4,8.6,0.469,1.895,0.138,0.22,0.843,0.62,0.1,0.606,0.16,4.12,0.856,0.621,1.81,0.1622,0.2067
307,10480,6,7/14/2017,10:56,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 307.szv,5.7,8.4,0.972,1.557,0.17,0.185,0.92,0.379,0.393,0.501,1.7,3.51,0.941,0.349,2.88,0.1265,0.1857
308,10481,6,7/14/2017,10:56,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 308.szv,8.4,11.5,2.046,2.884,0.244,0.251,0.47,0.322,0.633,0.639,4.83,6.86,0.461,0.265,5.79,0.2023,0.236
309,10482,6,7/14/2017,10:57,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 309.szv,10.6,12.9,2.322,2.854,0.219,0.221,0.236,0.209,0.548,0.54,5.01,6.18,0.206,0.189,5.59,0.1958,0.2215
310,10483,6,7/14/2017,10:57,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 310.szv,18.5,20.8,4.383,4.748,0.237,0.228,0.119,0.128,0.474,0.471,8.07,9.09,0.089,0.102,8.61,0.1495,0.1937
