Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D6: TTR to End of test; Duration (s),Base; Duration (s),V D6: TTR to End of test; Distance (m),Base; Distance (m),V D6: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D6: TTR to End of test; Path efficiency,Base; Path efficiency,V D6: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D6: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D6: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D6: TTR to End of test; Avg speed: V D6 (m/s),Base; Avg speed: V D6 (m/s)
361,10042,12,1/23/2016,11:25,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 361.szv,5,6.7,1.772,2.353,0.354,0.351,0.427,0.272,0.574,0.564,2.75,3.66,0.393,0.21,3.29,0.2943,0.2857
362,10043,12,1/23/2016,11:26,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 362.szv,0.7,2.7,0.116,0.67,0.171,0.25,0.985,0.831,0.07,0.335,0.05,0.9,,,0.26,0.2523,0.2743
363,10044,12,1/23/2016,11:26,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 363.szv,0.5,3.4,0.105,0.97,0.229,0.289,0.984,0.845,0.052,0.409,0.01,1.25,0.999,0.825,0.24,0.263,0.2693
364,10045,12,1/23/2016,11:26,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 364.szv,3.3,3.3,0.994,0.994,0.305,0.305,0.987,0.987,0.476,0.476,1.55,1.55,,,-0.05,0.2308,0.2762
365,10046,12,1/23/2016,11:27,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 365.szv,3.7,3.7,1.162,1.162,0.314,0.314,0.989,0.989,0.585,0.585,2.04,2.04,0.974,0.974,0.11,0.2818,0.294
366,10047,12,1/23/2016,11:27,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 366.szv,5.2,8.7,1.431,2.465,0.276,0.284,0.612,0.428,0.62,0.677,3.06,5.72,0.656,0.417,3.87,0.27,0.297
367,10048,12,1/23/2016,11:27,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 367.szv,3.9,6.7,1.299,2.323,0.337,0.349,0.678,0.41,0.562,0.657,2.07,4.26,0.688,0.355,3.27,0.2622,0.2975
368,10049,12,1/23/2016,11:28,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 368.szv,0.4,2.4,0.079,0.768,0.202,0.322,0.999,0.907,0.032,0.334,0,0.69,,0.851,0.12,0.2698,0.2983
369,10050,12,1/23/2016,11:28,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 369.szv,2.5,5.7,0.762,1.837,0.305,0.322,0.875,0.561,0.282,0.657,0.61,3.53,0.859,0.537,2.12,0.296,0.3018
370,10051,12,1/23/2016,11:29,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 370.szv,6,7,2.17,2.508,0.362,0.358,0.056,0.176,0.477,0.438,2.72,2.93,0.019,0.136,2.76,0.2865,0.3203
