Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D5: TTR to End of test; Duration (s),Base; Duration (s),V D5: TTR to End of test; Distance (m),Base; Distance (m),V D5: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D5: TTR to End of test; Path efficiency,Base; Path efficiency,V D5: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D5: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D5: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D5: TTR to End of test; Avg speed: V D5 (m/s),Base; Avg speed: V D5 (m/s)
391,10552,2,2/9/2018,10:05,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 391.szv,7.3,10.5,1.745,2.835,0.239,0.27,0.573,0.366,0.636,0.654,3.75,5.95,0.572,0.331,4.55,0.2763,0.2833
392,10553,2,2/9/2018,10:05,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 392.szv,1.4,3.3,0.126,0.605,0.09,0.184,0.762,0.884,0.035,0.222,0.02,0.58,0.982,0.856,0.02,0.2272,0.2577
393,10554,2,2/9/2018,10:05,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 393.szv,5.3,9.7,0.926,1.836,0.176,0.19,0.677,0.651,0.298,0.554,1.11,4.5,0.688,0.648,1.54,0.2465,0.2545
394,10555,2,2/9/2018,10:06,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 394.szv,2.7,5.3,0.577,1.378,0.214,0.26,0.853,0.668,0.149,0.427,0.27,1.88,0.728,0.6,0.83,0.2422,0.295
395,10556,2,2/9/2018,10:06,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 395.szv,1.8,3.5,0.281,0.691,0.156,0.197,0.911,0.882,0.028,0.164,0.05,0.58,,,0.09,0.238,0.2482
396,10557,2,2/9/2018,10:06,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 396.szv,2.9,6.6,0.558,1.671,0.193,0.253,0.969,0.664,0.198,0.646,0.34,3.5,0.984,0.635,1.72,0.2657,0.2735
397,10558,2,2/9/2018,10:07,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 397.szv,1.2,4,0.173,0.867,0.149,0.219,0.941,0.977,0.004,0.405,0,1.15,,0.992,0.14,0.2393,0.2425
398,10559,2,2/9/2018,10:07,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 398.szv,1,2.9,0.164,0.538,0.164,0.186,0.993,0.92,0.033,0.232,0.03,0.67,,,0.08,0.2392,0.2455
399,10560,2,2/9/2018,10:07,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 399.szv,6,7.4,1.324,1.616,0.221,0.218,0.197,0.311,0.2,0.223,1.1,1.54,0.103,0.245,1.19,0.278,0.2835
400,10561,2,2/9/2018,10:08,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 400.szv,3,7.1,0.689,1.682,0.23,0.237,0.909,0.656,0.219,0.558,0.47,3.49,0.863,0.629,1.54,0.239,0.2392
401,10562,2,2/9/2018,10:08,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 401.szv,1.2,3.9,0.227,1.051,0.191,0.27,0.971,0.838,0.054,0.434,0.03,1.4,0.918,0.781,0.43,0.2513,0.2768
402,10563,2,2/9/2018,10:08,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 402.szv,1.5,5.3,0.245,1.369,0.163,0.258,0.915,0.728,0.067,0.563,0.04,2.48,0.982,0.735,0.94,0.2338,0.2483
403,10564,2,2/9/2018,10:09,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 403.szv,3.1,6.2,0.676,1.595,0.22,0.259,0.514,0.67,0.191,0.458,0.51,2.65,0.441,0.642,0.78,0.2833,0.3193
404,10565,2,2/9/2018,10:09,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 404.szv,17.5,20.9,5.271,6.485,0.301,0.31,0.165,0.162,0.658,0.685,10.67,13.44,0.163,0.155,11.89,0.2753,0.2873
405,10566,2,2/9/2018,10:09,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 405.szv,1.2,2.7,0.091,0.411,0.076,0.152,0.838,0.93,0.042,0.155,0.03,0.34,0.773,0.898,-0.04,0.2377,0.2463
