Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D6: TTR to End of test; Duration (s),Base; Duration (s),V D6: TTR to End of test; Distance (m),Base; Distance (m),V D6: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D6: TTR to End of test; Path efficiency,Base; Path efficiency,V D6: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D6: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D6: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D6: TTR to End of test; Avg speed: V D6 (m/s),Base; Avg speed: V D6 (m/s)
526,10552,11,2/10/2018,10:39,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 526.szv,3.9,7.1,1.164,2.137,0.299,0.301,0.768,0.487,0.532,0.633,2,4.41,0.775,0.454,2.85,0.3052,0.3043
527,10553,11,2/10/2018,10:39,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 527.szv,1.8,4.5,0.59,1.432,0.328,0.318,0.951,0.524,0.242,0.451,0.34,1.85,0.969,0.508,1.09,0.259,0.2577
528,10554,11,2/10/2018,10:39,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 528.szv,5.8,7.8,1.783,2.533,0.309,0.326,0.339,0.266,0.533,0.562,2.89,4.17,0.335,0.246,3.57,0.2833,0.31
529,10555,11,2/10/2018,10:40,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 529.szv,1,2.6,0.257,0.678,0.265,0.264,0.959,0.863,0.076,0.26,0.06,0.62,0.729,0.694,0.23,0.2902,0.2818
530,10556,11,2/10/2018,10:40,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 530.szv,0.4,2.7,0.072,0.755,0.181,0.28,0.957,0.948,0.013,0.373,0,0.89,,0.919,0.14,0.2623,0.2848
531,10557,11,2/10/2018,10:40,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 531.szv,0.6,2.6,0.132,0.731,0.235,0.286,0.927,0.984,0.02,0.34,0.01,0.77,0.576,0.933,0.11,0.2955,0.3055
532,10558,11,2/10/2018,10:41,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 532.szv,5.4,7.1,1.617,2.009,0.299,0.283,0.339,0.301,0.535,0.496,2.84,3.48,0.289,0.22,3.11,0.264,0.2588
533,10559,11,2/10/2018,10:41,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 533.szv,2.6,4.5,0.799,1.274,0.307,0.283,0.747,0.466,0.329,0.441,0.79,1.9,0.779,0.454,1.31,0.306,0.2942
534,10560,11,2/10/2018,10:41,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 534.szv,1.1,4.7,0.225,1.307,0.205,0.278,0.824,0.849,0.078,0.467,0.08,2.18,0.724,0.763,0.36,0.2288,0.2777
535,10561,11,2/10/2018,10:43,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 535.szv,0.5,3.4,0.116,0.887,0.232,0.261,0.971,0.878,0.056,0.449,0.02,1.45,0.999,0.873,0.35,0.2635,0.2657
536,10562,11,2/10/2018,10:43,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 536.szv,1.1,5,0.304,1.62,0.276,0.324,0.984,0.716,0.14,0.581,0.15,2.91,,,0.96,0.2697,0.2823
537,10563,11,2/10/2018,10:44,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 537.szv,1.9,5.9,0.542,1.783,0.288,0.303,0.962,0.646,0.2,0.668,0.3,3.69,0.879,0.648,1.63,0.2722,0.2775
538,10564,11,2/10/2018,10:44,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 538.szv,2,4.6,0.158,1.001,0.08,0.219,0.758,0.928,0.021,0.258,0.03,1,0.802,0.851,-0.16,0.275,0.2842
539,10565,11,2/10/2018,10:44,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 539.szv,2.6,2.6,0.806,0.806,0.31,0.31,0.962,0.962,0.431,0.431,1.12,1.12,,,0.03,0.286,0.3107
540,10566,11,2/10/2018,10:45,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 540.szv,7,9.6,1.793,2.567,0.256,0.267,0.516,0.288,0.473,0.534,2.94,4.7,0.52,0.289,3.77,0.2513,0.2742
