Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,AQ D1: TTR to End of test; Duration (s),Base; Duration (s),AQ D1: TTR to End of test; Distance (m),Base; Distance (m),AQ D1: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),AQ D1: TTR to End of test; Path efficiency,Base; Path efficiency,AQ D1: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ D1: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ D1: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),AQ D1: TTR to End of test; Avg speed: AQ D1 (m/s),Base; Avg speed: AQ D1 (m/s)
1,10514.0,1,9/11/2017,10:40,am,"mzempare, ncarey",CAS14_WaterMaze_Purple_09 11 17 videos\Test 1.szv,54.7,60.0,11.088,11.614,0.203,0.194,0.059,0.053,0.87,0.886,47.6,53.17,,,50.24,0.2002,0.1998
2,10514.0,2,9/11/2017,10:42,am,"mzempare, ncarey",CAS14_WaterMaze_Purple_09 11 17 videos\Test 2.szv,54.7,60.0,9.25,10.416,0.169,0.174,0.157,0.085,0.817,0.846,44.66,50.74,,,47.47,0.2002,0.1998
3,10515.0,1,9/11/2017,10:45,am,"mzempare, ncarey",CAS14_WaterMaze_Purple_09 11 17 videos\Test 3.szv,56.2,60.0,9.631,10.218,0.171,0.17,0.146,0.1,0.717,0.727,40.28,43.63,,,41.73,0.2035,0.2067
4,10515.0,2,9/11/2017,10:47,am,"mzempare, ncarey",CAS14_WaterMaze_Purple_09 11 17 videos\Test 4.szv,57.4,60.0,8.812,9.49,0.154,0.158,0.104,0.158,0.878,0.865,50.4,51.91,,,50.96,0.2035,0.2067
5,10516.0,1,9/11/2017,10:50,am,"mzempare, ncarey",CAS14_WaterMaze_Purple_09 11 17 videos\Test 5.szv,54.7,60.0,9.683,11.368,0.177,0.19,0.141,0.018,0.698,0.685,38.2,41.07,,,37.89,0.209,0.207
6,10516.0,2,9/11/2017,10:52,am,"mzempare, ncarey",CAS14_WaterMaze_Purple_09 11 17 videos\Test 6.szv,55.0,60.0,8.319,9.584,0.151,0.16,0.091,0.147,0.577,0.601,31.74,36.02,,,32.67,0.209,0.207
7,10517.0,1,9/11/2017,10:54,am,"mzempare, ncarey",CAS14_WaterMaze_Purple_09 11 17 videos\Test 7.szv,54.8,60.0,7.704,8.077,0.141,0.135,0.207,0.194,0.72,0.728,39.43,43.65,,,40.91,0.1505,0.1622
8,10517.0,2,9/11/2017,10:56,am,"mzempare, ncarey",CAS14_WaterMaze_Purple_09 11 17 videos\Test 8.szv,0.9,1.9,0.046,0.193,0.051,0.102,0.718,0.909,0.021,0.069,0.02,0.13,,,0.0,0.1505,0.1622
9,10518.0,1,9/11/2017,10:58,am,"mzempare, ncarey",CAS14_WaterMaze_Purple_09 11 17 videos\Test 9.szv,56.0,60.0,10.595,10.942,0.189,0.182,0.128,0.106,0.787,0.791,44.06,47.48,,,45.79,0.1895,0.1948
10,10518.0,2,9/11/2017,11:00,am,"mzempare, ncarey",CAS14_WaterMaze_Purple_09 11 17 videos\Test 10.szv,54.3,60.0,8.967,10.344,0.165,0.172,0.17,0.083,0.751,0.791,40.8,47.44,,,43.74,0.1895,0.1948
11,10514.0,3,9/11/2017,12:10,pm,"mzempare, ncarey",CAS14_WaterMaze_Purple_09 11 17 videos\Test 11.szv,55.9,60.0,11.457,12.198,0.205,0.203,0.099,0.12,0.736,0.726,41.13,43.57,,,41.86,0.2002,0.1998
12,10514.0,4,9/11/2017,12:12,pm,"mzempare, ncarey",CAS14_WaterMaze_Purple_09 11 17 videos\Test 12.szv,54.9,60.0,11.319,12.91,0.206,0.215,0.068,0.075,0.783,0.758,43.0,45.45,,,42.93,0.2002,0.1998
13,10515.0,3,9/11/2017,12:14,pm,"mzempare, ncarey",CAS14_WaterMaze_Purple_09 11 17 videos\Test 13.szv,58.1,60.0,12.004,12.57,0.207,0.21,0.116,0.109,0.571,0.562,33.17,33.7,,,33.34,0.2035,0.2067
14,10515.0,4,9/11/2017,12:16,pm,"mzempare, ncarey",CAS14_WaterMaze_Purple_09 11 17 videos\Test 14.szv,5.1,9.1,0.975,1.806,0.191,0.199,0.7,0.488,0.468,0.613,2.33,5.5,0.69,0.459,3.76,0.2035,0.2067
15,10516.0,3,9/11/2017,12:16,pm,"mzempare, ncarey",CAS14_WaterMaze_Purple_09 11 17 videos\Test 15.szv,54.5,60.0,12.484,14.006,0.229,0.233,0.11,0.114,0.757,0.789,41.23,47.31,,,44.48,0.209,0.207
16,10516.0,4,9/11/2017,12:18,pm,"mzempare, ncarey",CAS14_WaterMaze_Purple_09 11 17 videos\Test 16.szv,55.8,60.0,10.935,11.861,0.196,0.198,0.133,0.075,0.623,0.652,34.75,39.12,,,37.18,0.209,0.207
17,10517.0,3,9/11/2017,12:20,pm,"mzempare, ncarey",CAS14_WaterMaze_Purple_09 11 17 videos\Test 17.szv,35.8,42.4,6.698,8.477,0.187,0.2,0.109,0.132,0.768,0.749,27.46,31.74,0.084,0.129,28.69,0.1505,0.1622
18,10517.0,4,9/11/2017,12:21,pm,"mzempare, ncarey",CAS14_WaterMaze_Purple_09 11 17 videos\Test 18.szv,55.1,60.0,9.827,10.727,0.178,0.179,0.017,0.088,0.754,0.743,41.54,44.59,,,42.75,0.1505,0.1622
19,10518.0,3,9/11/2017,12:23,pm,"mzempare, ncarey",CAS14_WaterMaze_Purple_09 11 17 videos\Test 19.szv,54.0,60.0,10.206,11.769,0.189,0.196,0.162,0.13,0.763,0.784,41.2,47.01,,,43.45,0.1895,0.1948
20,10518.0,4,9/11/2017,12:25,pm,"mzempare, ncarey",CAS14_WaterMaze_Purple_09 11 17 videos\Test 20.szv,56.1,60.0,10.854,12.057,0.194,0.201,0.137,0.126,0.762,0.737,42.74,44.24,,,42.82,0.1895,0.1948
