AnyMaze_#,Barnes_ID,Tail_Marking,Experiment,Cohort,Strain,Genotype,Sex,Date_Birth,Date_Received,Date_Start_SpatialWatermaze,Age_mo,Weight_g,Housing,Subsequent_Measures,AnyMaze_File,Notes
1,10514,4 Purple,Cognitive Aptitude Study,14,F344,WT,M,10/1/2015,8/30/2017,9/11/2017,23.7,450,single,y,CAS14_WaterMaze_Purple_09 11 17.szd,N/A
2,10515,5 Purple,Cognitive Aptitude Study,14,F344,WT,M,10/1/2015,8/30/2017,9/11/2017,23.7,426,single,y,CAS14_WaterMaze_Purple_09 11 17.szd,N/A
3,10516,6 Purple,Cognitive Aptitude Study,14,F344,WT,M,10/1/2015,8/30/2017,9/11/2017,23.7,430,single,y,CAS14_WaterMaze_Purple_09 11 17.szd,"Slight wheezing, small mass on right back"
4,10517,7 Purple,Cognitive Aptitude Study,14,F344,WT,M,10/1/2015,8/30/2017,9/11/2017,23.7,401,single,y,CAS14_WaterMaze_Purple_09 11 17.szd,Cyst on mid-back
5,10518,8 Purple,Cognitive Aptitude Study,14,F344,WT,M,10/1/2015,8/30/2017,9/11/2017,23.7,389,single,y,CAS14_WaterMaze_Purple_09 11 17.szd,N/A
