Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D6: TTR to End of test; Duration (s),Base; Duration (s),V D6: TTR to End of test; Distance (m),Base; Distance (m),V D6: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D6: TTR to End of test; Path efficiency,Base; Path efficiency,V D6: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D6: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D6: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D6: TTR to End of test; Avg speed: V D6 (m/s),Base; Avg speed: V D6 (m/s)
541,10248,12,10/15/2016,11:20,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 541.szv,0.5,2.1,0.126,0.489,0.251,0.233,0.96,0.971,0.027,0.21,0,0.35,,0.961,0.04,0.223,0.2337
542,10249,12,10/15/2016,11:21,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 542.szv,0.5,2,0.118,0.419,0.236,0.209,0.997,0.991,0.048,0.172,0.01,0.28,,0.997,0,0.2113,0.2382
543,10250,12,10/15/2016,11:21,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 543.szv,2.5,6.3,0.579,1.802,0.232,0.286,0.964,0.546,0.262,0.532,0.54,3.11,0.961,0.482,1.87,0.2062,0.2283
544,10251,12,10/15/2016,11:22,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 544.szv,0.4,4.9,0.039,1.251,0.098,0.255,0.988,0.901,0,0.46,0,2.02,,0.875,-0.02,0.1525,0.2337
545,10252,12,10/15/2016,11:22,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 545.szv,1.6,5.7,0.334,1.639,0.209,0.288,0.969,0.702,0.112,0.665,0.13,3.52,0.984,0.697,1.41,0.2063,0.2687
546,10253,12,10/15/2016,11:23,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 546.szv,0.9,5,0.156,1.452,0.174,0.291,0.965,0.804,0.049,0.629,0.03,2.91,0.908,0.798,0.79,0.211,0.2713
547,10254,12,10/15/2016,11:24,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 547.szv,0.1,3.3,0.026,0.852,0.323,0.26,0.373,0.964,0.01,0.364,0,1.19,,,-0.08,0.197,0.2463
548,10255,12,10/15/2016,11:24,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 548.szv,2.8,2.8,0.778,0.778,0.278,0.278,0.988,0.988,0.384,0.384,0.9,0.9,0.99,0.99,0.04,0.2255,0.2372
549,10256,12,10/15/2016,11:25,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 549.szv,0.3,3.2,0.05,0.884,0.166,0.276,0.791,0.95,0,0.389,0,1.05,,0.945,0.05,0.2378,0.2672
550,10257,12,10/15/2016,11:25,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 550.szv,2.1,3.9,0.455,0.988,0.219,0.255,0.945,0.624,0.134,0.297,0.22,1.02,0.897,0.55,0.52,0.2225,0.271
551,10258,12,10/15/2016,11:26,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 551.szv,6.5,7.9,1.877,2.29,0.289,0.29,0.234,0.18,0.565,0.523,3.48,3.95,0.247,0.164,3.7,0.2367,0.2722
552,10259,12,10/15/2016,11:26,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 552.szv,0.5,4.8,0.073,1.333,0.156,0.279,0.85,0.881,0.006,0.57,0,2.5,,0.873,0.32,0.1898,0.2622
553,10260,12,10/15/2016,11:27,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 553.szv,3.8,3.8,1.059,1.059,0.281,0.281,0.971,0.971,0.515,0.515,1.72,1.72,0.988,0.988,0.04,0.2357,0.2635
554,10261,12,10/15/2016,11:27,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 554.szv,0.9,2.4,0.157,0.49,0.175,0.204,0.924,0.982,0.044,0.205,0,0.33,,0.999,0.01,0.2185,0.247
555,10262,12,10/15/2016,11:27,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 555.szv,0.7,2,0.138,0.437,0.197,0.219,0.924,0.952,0.043,0.173,0.01,0.28,0.899,0.942,0.02,0.2282,0.2713
