subject_id,age,sex,strain,genotype,watermaze_date,watermaze_protocol_id,pi_name,subsequent_measures,index_calc_type,calculated_index_value,tracking_system,light_on,light_off,source_id,housing,pool_diam,probe_weight_p_2,probe_weight_p_3,probe_weight_p_4,date_s_1,ttr_duration_s_1,ttr_mean_speed_s_1,ttr_dist_s_1,ttr_cum_dist_s_1,ttr_cum_dist_mean_s_1,block_s_1,trial_num_s_1,date_s_2,ttr_duration_s_2,ttr_mean_speed_s_2,ttr_dist_s_2,ttr_cum_dist_s_2,ttr_cum_dist_mean_s_2,block_s_2,trial_num_s_2,date_s_3,ttr_duration_s_3,ttr_mean_speed_s_3,ttr_dist_s_3,ttr_cum_dist_s_3,ttr_cum_dist_mean_s_3,block_s_3,trial_num_s_3,date_s_4,ttr_duration_s_4,ttr_mean_speed_s_4,ttr_dist_s_4,ttr_cum_dist_s_4,ttr_cum_dist_mean_s_4,block_s_4,trial_num_s_4,date_s_5,ttr_duration_s_5,ttr_mean_speed_s_5,ttr_dist_s_5,ttr_cum_dist_s_5,ttr_cum_dist_mean_s_5,block_s_5,trial_num_s_5,date_p_1,ttr_duration_p_1,ttr_mean_speed_p_1,ttr_dist_p_1,ttr_cum_dist_p_1,ttr_cum_dist_mean_p_1,block_p_1,trial_num_p_1,date_s_6,ttr_duration_s_6,ttr_mean_speed_s_6,ttr_dist_s_6,ttr_cum_dist_s_6,ttr_cum_dist_mean_s_6,block_s_6,trial_num_s_6,date_s_7,ttr_duration_s_7,ttr_mean_speed_s_7,ttr_dist_s_7,ttr_cum_dist_s_7,ttr_cum_dist_mean_s_7,block_s_7,trial_num_s_7,date_s_8,ttr_duration_s_8,ttr_mean_speed_s_8,ttr_dist_s_8,ttr_cum_dist_s_8,ttr_cum_dist_mean_s_8,block_s_8,trial_num_s_8,date_s_9,ttr_duration_s_9,ttr_mean_speed_s_9,ttr_dist_s_9,ttr_cum_dist_s_9,ttr_cum_dist_mean_s_9,block_s_9,trial_num_s_9,date_s_10,ttr_duration_s_10,ttr_mean_speed_s_10,ttr_dist_s_10,ttr_cum_dist_s_10,ttr_cum_dist_mean_s_10,block_s_10,trial_num_s_10,date_p_2,ttr_duration_p_2,ttr_mean_speed_p_2,ttr_dist_p_2,ttr_cum_dist_p_2,ttr_cum_dist_mean_p_2,block_p_2,trial_num_p_2,date_s_11,ttr_duration_s_11,ttr_mean_speed_s_11,ttr_dist_s_11,ttr_cum_dist_s_11,ttr_cum_dist_mean_s_11,block_s_11,trial_num_s_11,date_s_12,ttr_duration_s_12,ttr_mean_speed_s_12,ttr_dist_s_12,ttr_cum_dist_s_12,ttr_cum_dist_mean_s_12,block_s_12,trial_num_s_12,date_s_13,ttr_duration_s_13,ttr_mean_speed_s_13,ttr_dist_s_13,ttr_cum_dist_s_13,ttr_cum_dist_mean_s_13,block_s_13,trial_num_s_13,date_s_14,ttr_duration_s_14,ttr_mean_speed_s_14,ttr_dist_s_14,ttr_cum_dist_s_14,ttr_cum_dist_mean_s_14,block_s_14,trial_num_s_14,date_s_15,ttr_duration_s_15,ttr_mean_speed_s_15,ttr_dist_s_15,ttr_cum_dist_s_15,ttr_cum_dist_mean_s_15,block_s_15,trial_num_s_15,date_p_3,ttr_duration_p_3,ttr_mean_speed_p_3,ttr_dist_p_3,ttr_cum_dist_p_3,ttr_cum_dist_mean_p_3,block_p_3,trial_num_p_3,date_s_16,ttr_duration_s_16,ttr_mean_speed_s_16,ttr_dist_s_16,ttr_cum_dist_s_16,ttr_cum_dist_mean_s_16,block_s_16,trial_num_s_16,date_s_17,ttr_duration_s_17,ttr_mean_speed_s_17,ttr_dist_s_17,ttr_cum_dist_s_17,ttr_cum_dist_mean_s_17,block_s_17,trial_num_s_17,date_s_18,ttr_duration_s_18,ttr_mean_speed_s_18,ttr_dist_s_18,ttr_cum_dist_s_18,ttr_cum_dist_mean_s_18,block_s_18,trial_num_s_18,date_s_19,ttr_duration_s_19,ttr_mean_speed_s_19,ttr_dist_s_19,ttr_cum_dist_s_19,ttr_cum_dist_mean_s_19,block_s_19,trial_num_s_19,date_s_20,ttr_duration_s_20,ttr_mean_speed_s_20,ttr_dist_s_20,ttr_cum_dist_s_20,ttr_cum_dist_mean_s_20,block_s_20,trial_num_s_20,date_p_4,ttr_duration_p_4,ttr_mean_speed_p_4,ttr_dist_p_4,ttr_cum_dist_p_4,ttr_cum_dist_mean_p_4,block_p_4,trial_num_p_4,date_c_1,ttr_duration_c_1,ttr_mean_speed_c_1,ttr_dist_c_1,ttr_cum_dist_c_1,ttr_cum_dist_mean_c_1,block_c_1,trial_num_c_1,date_c_2,ttr_duration_c_2,ttr_mean_speed_c_2,ttr_dist_c_2,ttr_cum_dist_c_2,ttr_cum_dist_mean_c_2,block_c_2,trial_num_c_2,date_c_3,ttr_duration_c_3,ttr_mean_speed_c_3,ttr_dist_c_3,ttr_cum_dist_c_3,ttr_cum_dist_mean_c_3,block_c_3,trial_num_c_3,date_c_4,ttr_duration_c_4,ttr_mean_speed_c_4,ttr_dist_c_4,ttr_cum_dist_c_4,ttr_cum_dist_mean_c_4,block_c_4,trial_num_c_4,date_c_5,ttr_duration_c_5,ttr_mean_speed_c_5,ttr_dist_c_5,ttr_cum_dist_c_5,ttr_cum_dist_mean_c_5,block_c_5,trial_num_c_5,date_c_6,ttr_duration_c_6,ttr_mean_speed_c_6,ttr_dist_c_6,ttr_cum_dist_c_6,ttr_cum_dist_mean_c_6,block_c_6,trial_num_c_6,avg_duration_t_b1,avg_speed_t_b1,avg_path_length_t_b1,avg_cum_dist_t_b1,avg_time_target_t_b1,avg_time_opposite_t_b1,annulus_crossing_target_t_b1,annulus_crossing_opp_t_b1,avg_duration_t_b2,avg_speed_t_b2,avg_path_length_t_b2,avg_cum_dist_t_b2,avg_time_target_t_b2,avg_time_opposite_t_b2,annulus_crossing_target_t_b2,annulus_crossing_opp_t_b2,avg_duration_t_b3,avg_speed_t_b3,avg_path_length_t_b3,avg_cum_dist_t_b3,avg_time_target_t_b3,avg_time_opposite_t_b3,annulus_crossing_target_t_b3,annulus_crossing_opp_t_b3,avg_duration_t_b4,avg_speed_t_b4,avg_path_length_t_b4,avg_cum_dist_t_b4,avg_time_target_t_b4,avg_time_opposite_t_b4,annulus_crossing_target_t_b4,annulus_crossing_opp_t_b4,avg_duration_c_b5,avg_speed_c_b5,avg_path_length_c_b5,avg_cum_dist_c_b5,avg_time_target_c_b5,avg_time_opposite_c_b5,annulus_crossing_target_c_b5,annulus_crossing_opp_c_b5,protocol_time_1,protocol_time_2,protocol_time_3,protocol_time_4,protocol_time_5,protocol_time_6,protocol_time_7,protocol_time_8,protocol_time_9,protocol_time_10,protocol_time_11,protocol_time_12,protocol_time_13,protocol_time_14,protocol_time_15,protocol_time_16,protocol_time_17,protocol_time_18,protocol_time_19,protocol_time_20,protocol_time_21,protocol_time_22,protocol_time_23,protocol_time_24,protocol_time_25,protocol_time_26,protocol_time_27,protocol_time_28,protocol_time_29,protocol_time_30
MG.1512-3,24,male,Long Evans,Wild Type,06/13/15,Gallagher_WM_1,Gallagher,No,Gall_SearchError,189.41309083,HVS,7:00,19:00,CharlesRiver,Single,1.84,1.26,1.43,1.43,06/13/15,90.1,21.886792453,1972,6321.8,71,1,1,06/13/15,69.8,15.53008596,1084,3928.2,58,1,2,06/13/15,78.1,17.912932138,1399,5311.1,72,1,3,06/14/15,33.0,16.666666667,550,1869.3,62,1,4,06/14/15,27.0,20.925925926,565,1615.0,76,1,5,06/14/15,30.7,21.237785016,652,1349.7,51,1,6,06/15/15,27.9,18.781362007,524,1498.7,68,2,7,06/15/15,5.6,14.285714286,80,93.4,31,2,8,06/15/15,16.2,22.901234568,371,1161.8,82,2,9,06/16/15,11.9,17.983193277,214,183.9,30,2,10,06/16/15,39.9,22.756892231,908,2336.8,63,2,11,06/16/15,30.6,17.418300654,533,1198.3,49,2,12,06/17/15,9.3,18.279569892,170,380.0,54,3,13,06/17/15,23.8,18.613445378,443,920.5,51,3,14,06/17/15,5.0,15.8,79,64.8,32,3,15,06/18/15,6.5,13.384615385,87,166.3,41,3,16,06/18/15,7.5,24.533333333,184,77.2,38,3,17,06/18/15,30.7,19.022801303,584,915.4,32,3,18,06/19/15,11.6,22.413793103,260,297.7,42,4,19,06/19/15,27.6,22.246376812,614,1363.3,54,4,20,06/19/15,55.2,20.742753623,1145,3155.3,61,4,21,06/20/15,5.3,24.150943396,128.0,0.0,0.0,4.0,22,06/20/15,7.3,18.219178082,133.0,224.9,44.0,4.0,23,06/20/15,30.7,20.586319218,632.0,1193.9,42.0,4.0,24,06/21/80,5.0,21.0,105.0,0.0,0.0,5.0,25,06/21/80,14.1,18.865248227,266.0,597.8,66.0,5.0,26,06/21/80,14.1,19.290780142,272.0,739.6,82.0,5.0,27,06/21/80,13.3,15.263157895,203.0,587.8,73.0,5.0,28,06/21/80,7.5,16.8,126.0,58.5,29.0,5.0,29,06/21/80,9.4,15.106382979,142.0,173.0,43.0,5.0,30,59.6,18.584480629,1114,58.92,38,13,2,0,20.3,19.341679274,419,62.576666667,40,28,1,1,10.42,18.122192798,192,34.666666667,61,6,3,0,21.4,21.554609003,456,42.763333333,54,5,1,0,10.566666667,17.720928207,185.0,nan,83.0,1.0,1.0,0.0,0,60,120,86520,86580,86640,173040,173100,173160,259560,259620,259680,346080,346140,346200,432600,432660,432720,519120,519180,519240,605640,605700,605760,692160,692220,692280,692340,692400,692460
MG.1512-7,24,male,Long Evans,Wild Type,06/13/15,Gallagher_WM_1,Gallagher,No,Gall_SearchError,199.91810584,HVS,7:00,19:00,CharlesRiver,Single,1.84,1.26,1.43,1.43,06/13/15,90.1,19.178690344,1728,6294.0,71,1,1,06/13/15,8.4,15.0,126,230.7,38,1,2,06/13/15,8.8,16.818181818,148,82.4,27,1,3,06/14/15,12.5,21.68,271,510.6,51,1,4,06/14/15,79.1,21.365360303,1690,4673.7,63,1,5,06/14/15,30.6,22.712418301,695,1294.4,49,1,6,06/15/15,90.1,20.499445061,1847,7850.3,92,2,7,06/15/15,89.6,18.102678571,1622,5640.5,64,2,8,06/15/15,3.7,14.864864865,55,27.6,27,2,9,06/16/15,18.8,25.0,470,757.2,58,2,10,06/16/15,44.0,21.840909091,961,2297.8,56,2,11,06/16/15,30.6,21.176470588,648,1280.9,49,2,12,06/17/15,4.3,19.534883721,84,54.2,27,3,13,06/17/15,19.6,21.581632653,423,528.9,37,3,14,06/17/15,15.7,18.917197452,297,654.6,50,3,15,06/18/15,75.9,20.869565217,1584,3971.7,54,3,16,06/18/15,42.6,20.070422535,855,1768.6,47,3,17,06/18/15,30.6,16.535947712,506,1008.2,36,3,18,06/19/15,37.4,20.614973262,771,2037.5,63,4,19,06/19/15,13.2,16.818181818,222,391.2,35,4,20,06/19/15,20.9,18.516746411,387,704.2,46,4,21,06/20/15,12.4,22.5,279.0,306.6,43.0,4.0,22,06/20/15,5.6,15.535714286,87.0,105.3,35.0,4.0,23,06/20/15,30.6,19.54248366,598.0,1471.0,52.0,4.0,24,06/21/80,5.9,20.0,118.0,0.0,0.0,5.0,25,06/21/80,7.2,21.111111111,152.0,62.0,31.0,5.0,26,06/21/80,6.2,18.870967742,117.0,0.0,0.0,5.0,27,06/21/80,6.5,18.0,117.0,35.8,35.0,5.0,28,06/21/80,5.6,19.285714286,108.0,0.0,0.0,5.0,29,06/21/80,10.5,15.523809524,163.0,324.3,64.0,5.0,30,39.78,18.808446493,792,56.94,29,18,2,0,49.24,20.061579518,991,56.39,36,18,1,0,31.62,20.194740316,648,37.08,82,2,1,0,17.9,18.797123155,349,53.16,27,12,1,0,6.9833333333,18.798600444,129.0,nan,0.0,5.0,0.0,0.0,0,60,120,86520,86580,86640,173040,173100,173160,259560,259620,259680,346080,346140,346200,432600,432660,432720,519120,519180,519240,605640,605700,605760,692160,692220,692280,692340,692400,692460
MG.1512-8,24,male,Long Evans,Wild Type,06/13/15,Gallagher_WM_1,Gallagher,No,Gall_SearchError,240.25192943,HVS,7:00,19:00,CharlesRiver,Single,1.84,1.26,1.43,1.43,06/13/15,90.1,22.119866815,1993,6218.8,70,1,1,06/13/15,43.0,16.651162791,716,2735.2,68,1,2,06/13/15,90.1,17.114317425,1542,7020.7,82,1,3,06/14/15,90.1,23.007769145,2073,7437.0,84,1,4,06/14/15,90.1,20.554938957,1852,5777.4,67,1,5,06/14/15,30.7,17.557003257,539,1120.6,46,1,6,06/15/15,22.1,20.135746606,445,820.5,48,2,7,06/15/15,23.2,20.086206897,466,1036.4,49,2,8,06/15/15,4.3,14.88372093,64,53.9,26,2,9,06/16/15,85.3,17.456037515,1489,5333.3,66,2,10,06/16/15,79.9,19.44931164,1554,5248.3,68,2,11,06/16/15,30.6,17.156862745,525,2123.1,88,2,12,06/17/15,10.6,22.735849057,241,316.8,39,3,13,06/17/15,8.0,20.0,160,55.0,27,3,14,06/17/15,8.7,17.701149425,154,177.8,29,3,15,06/18/15,8.1,19.382716049,157,266.5,44,3,16,06/18/15,6.9,21.739130435,150,24.0,24,3,17,06/18/15,30.6,23.169934641,709,1287.5,44,3,18,06/19/15,10.6,19.339622642,205,313.1,62,4,19,06/19/15,5.0,19.0,95,74.4,37,4,20,06/19/15,9.1,20.32967033,185,65.7,16,4,21,06/20/15,6.7,20.447761194,137.0,38.7,38.0,4.0,22,06/20/15,12.4,22.177419355,275.0,330.0,33.0,4.0,23,06/20/15,30.7,21.661237785,665.0,1267.1,45.0,4.0,24,06/21/80,13.0,21.461538462,279.0,422.4,60.0,5.0,25,06/21/80,5.5,22.181818182,122.0,0.0,0.0,5.0,26,06/21/80,13.5,18.962962963,256.0,513.0,64.0,5.0,27,06/21/80,5.5,21.636363636,119.0,0.0,0.0,5.0,28,06/21/80,6.4,17.03125,109.0,0.0,0.0,5.0,29,06/21/80,11.5,16.434782609,189.0,442.3,73.0,5.0,30,80.68,19.889611027,1635,55.456666667,36,12,1,0,42.96,18.402204717,803,87.876666667,5,25,0,0,8.46,20.311768993,172,44.676666667,58,18,4,0,8.76,20.258894704,179,46.036666667,42,14,2,0,9.2333333333,19.618119309,179.0,nan,36.0,4.0,1.0,0.0,0,60,120,86520,86580,86640,173040,173100,173160,259560,259620,259680,346080,346140,346200,432600,432660,432720,519120,519180,519240,605640,605700,605760,692160,692220,692280,692340,692400,692460
MG.1512-13,24,male,Long Evans,Wild Type,06/13/15,Gallagher_WM_1,Gallagher,No,Gall_SearchError,194.24412109,HVS,7:00,19:00,CharlesRiver,Single,1.84,1.26,1.43,1.43,06/13/15,45.3,20.419426049,925,3153.4,73,1,1,06/13/15,10.9,9.2660550459,101,342.8,42,1,2,06/13/15,90.1,18.523862375,1669,7620.5,89,1,3,06/14/15,90.1,20.799112098,1874,6623.5,75,1,4,06/14/15,90.1,20.299667037,1829,6107.1,71,1,5,06/14/15,30.7,21.205211726,651,2122.0,81,1,6,06/15/15,90.1,22.05327414,1987,5411.6,62,2,7,06/15/15,39.2,20.204081633,792,2340.6,63,2,8,06/15/15,12.6,16.984126984,214,401.3,40,2,9,06/16/15,22.5,24.666666667,555,1144.5,63,2,10,06/16/15,30.4,22.532894737,685,1442.2,51,2,11,06/16/15,30.6,21.895424837,670,1298.0,49,2,12,06/17/15,4.1,16.341463415,67,60.3,30,3,13,06/17/15,9.7,22.268041237,216,100.4,25,3,14,06/17/15,8.9,21.348314607,190,288.0,48,3,15,06/18/15,5.6,18.035714286,101,102.0,34,3,16,06/18/15,7.1,22.394366197,159,40.6,20,3,17,06/18/15,30.6,20.784313725,636,889.1,31,3,18,06/19/15,5.1,20.784313725,106,0.0,0,4,19,06/19/15,4.8,17.291666667,83,68.2,34,4,20,06/19/15,11.5,18.869565217,217,140.3,23,4,21,06/20/15,9.7,19.381443299,188.0,94.1,23.0,4.0,22,06/20/15,10.0,19.0,190.0,122.9,17.0,4.0,23,06/20/15,30.6,20.947712418,641.0,1429.4,51.0,4.0,24,06/21/80,10.1,21.584158416,218.0,176.9,35.0,5.0,25,06/21/80,17.5,19.942857143,349.0,828.8,69.0,5.0,26,06/21/80,17.1,21.169590643,362.0,782.9,65.0,5.0,27,06/21/80,5.7,20.701754386,118.0,0.0,0.0,5.0,28,06/21/80,6.6,18.939393939,125.0,45.8,45.0,5.0,29,06/21/80,17.0,22.176470588,377.0,876.3,79.0,5.0,30,65.3,17.861624521,1279,86.21,17,39,0,0,38.96,21.288208832,846,57.876666667,38,17,1,0,7.08,20.077579948,146,33.16,65,6,6,0,8.22,19.065397782,156,51.796666667,43,7,2,0,12.333333333,20.752370853,258.0,nan,46.0,17.0,1.0,0.0,0,60,120,86520,86580,86640,173040,173100,173160,259560,259620,259680,346080,346140,346200,432600,432660,432720,519120,519180,519240,605640,605700,605760,692160,692220,692280,692340,692400,692460
MG.1512-14,24,male,Long Evans,Wild Type,06/13/15,Gallagher_WM_1,Gallagher,No,Gall_SearchError,189.16578179,HVS,7:00,19:00,CharlesRiver,Single,1.84,1.26,1.43,1.43,06/13/15,90.1,21.675915649,1953,7631.1,86,1,1,06/13/15,90.1,17.081021088,1539,6619.7,75,1,2,06/13/15,39.1,16.854219949,659,1621.2,47,1,3,06/14/15,90.1,21.742508324,1959,5902.9,67,1,4,06/14/15,23.8,20.042016807,477,864.5,48,1,5,06/14/15,30.6,20.032679739,613,1136.9,45,1,6,06/15/15,66.7,20.104947526,1341,2801.0,45,2,7,06/15/15,24.4,18.278688525,446,1006.8,45,2,8,06/15/15,40.4,19.232673267,777,2490.9,65,2,9,06/16/15,90.1,20.0,1802,5006.0,58,2,10,06/16/15,27.0,17.37037037,469,1341.5,55,2,11,06/16/15,30.6,16.928104575,518,1110.2,46,2,12,06/17/15,9.0,23.555555556,212,450.0,75,3,13,06/17/15,8.3,22.048192771,183,91.2,30,3,14,06/17/15,10.2,16.862745098,172,238.5,29,3,15,06/18/15,53.2,20.112781955,1070,3310.3,64,3,16,06/18/15,7.9,15.569620253,123,77.2,38,3,17,06/18/15,30.6,14.934640523,457,1306.4,48,3,18,06/19/15,86.8,19.573732719,1699,4643.6,57,4,19,06/19/15,10.3,12.524271845,129,228.1,28,4,20,06/19/15,19.4,17.577319588,341,513.7,36,4,21,06/20/15,24.1,21.452282158,517.0,753.1,39.0,4.0,22,06/20/15,12.1,20.826446281,252.0,416.7,41.0,4.0,23,06/20/15,30.6,16.209150327,496.0,821.7,29.0,4.0,24,06/21/80,5.4,23.148148148,125.0,0.0,0.0,5.0,25,06/21/80,6.3,22.698412698,143.0,0.0,0.0,5.0,26,06/21/80,30.1,16.445182724,495.0,1681.7,67.0,5.0,27,06/21/80,8.5,19.176470588,163.0,165.8,55.0,5.0,28,06/21/80,7.9,17.088607595,135.0,80.3,40.0,5.0,29,06/21/80,17.8,12.97752809,231.0,627.8,52.0,5.0,30,66.64,19.479136363,1317,54.55,49,8,3,0,49.72,18.997335938,967,58.74,25,25,1,1,17.72,19.629779127,352,49.996666667,40,2,1,0,30.54,18.390810518,587,30.643333333,85,5,3,0,12.666666667,18.589058307,215.0,nan,76.0,5.0,2.0,0.0,0,60,120,86520,86580,86640,173040,173100,173160,259560,259620,259680,346080,346140,346200,432600,432660,432720,519120,519180,519240,605640,605700,605760,692160,692220,692280,692340,692400,692460
MG.1512-24,24,male,Long Evans,Wild Type,06/13/15,Gallagher_WM_1,Gallagher,No,Gall_SearchError,nan,HVS,7:00,19:00,CharlesRiver,Single,1.84,1.26,1.43,1.43,06/13/15,14.7,15.850340136,233,673.9,61,1,1,06/13/15,90.1,13.007769145,1172,4741.9,54,1,2,06/13/15,90.1,12.208657048,1100,7491.7,90,1,3,06/14/15,90.1,16.614872364,1497,6233.2,71,1,4,06/14/15,90.1,18.812430633,1695,6166.5,74,1,5,06/14/15,30.7,17.752442997,545,2415.5,96,1,6,06/15/15,70.5,14.737588652,1039,5444.1,85,2,7,06/15/15,3.7,17.567567568,65,21.1,21,2,8,06/15/15,90.1,16.736958935,1508,6701.9,76,2,9,06/16/15,90.1,15.960044395,1438,7172.8,85,2,10,06/16/15,88.2,15.907029478,1403,5389.3,62,2,11,06/16/15,30.6,17.647058824,540,1643.9,68,2,12,06/17/15,10.2,23.725490196,242,422.6,52,3,13,06/17/15,59.8,19.565217391,1170,4917.8,92,3,14,06/17/15,3.6,18.055555556,65,14.2,14,3,15,06/18/15,90.1,8.2019977802,739,9074.1,103,3,16,06/18/15,90.1,18.246392897,1644,5456.8,64,3,17,06/18/15,30.8,17.88961039,551,1449.9,51,3,18,06/19/15,6.8,47.352941176,322,322.7,80,4,19,06/19/15,1.4,40.0,56,0.0,0,4,20,06/19/15,2.9,34.482758621,100,0.0,0,4,21,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,75.02,15.298813865,1139,98.63,0,28,0,0,68.52,16.181837806,1090,73.28,23,30,1,0,50.76,17.558930764,772,52.31,38,18,0,1,3.7,40.611899932,159,nan,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,60,120,86520,86580,86640,173040,173100,173160,259560,259620,259680,346080,346140,346200,432600,432660,432720,519120,519180,519240,605640,605700,605760,692160,692220,692280,692340,692400,692460
MG.1512-30,24,male,Long Evans,Wild Type,06/13/15,Gallagher_WM_1,Gallagher,No,Gall_SearchError,221.27156375,HVS,7:00,19:00,CharlesRiver,Single,1.84,1.26,1.43,1.43,06/13/15,66.3,15.143288084,1004,3717.7,60,1,1,06/13/15,90.1,10.632630411,958,6811.5,80,1,2,06/13/15,90.1,7.6248612653,687,9539.3,120,1,3,06/14/15,90.1,6.8812430633,620,6266.9,73,1,4,06/14/15,90.1,9.1342952275,823,7355.0,93,1,5,06/14/15,30.6,3.5294117647,108,0.0,0,1,6,06/15/15,90.1,7.3362930078,661,8502.6,107,2,7,06/15/15,90.1,7.9689234184,718,8288.1,97,2,8,06/15/15,78.5,9.3121019108,731,6116.7,83,2,9,06/16/15,89.3,7.8611422172,702,7337.5,94,2,10,06/16/15,12.1,15.123966942,183,303.5,43,2,11,06/16/15,30.6,11.568627451,354,966.1,46,2,12,06/17/15,90.1,2.8745837958,259,2778.4,32,3,13,06/17/15,90.1,11.465038846,1033,5282.8,67,3,14,06/17/15,90.1,11.15427303,1005,6326.1,74,3,15,06/18/15,90.1,8.9123196448,803,5204.0,61,3,16,06/18/15,90.1,11.15427303,1005,5364.6,68,3,17,06/18/15,30.6,15.490196078,474,1644.7,60,3,18,06/19/15,52.4,9.4847328244,497,3790.3,86,4,19,06/19/15,54.4,16.047794118,873,3630.9,71,4,20,06/19/15,23.6,16.56779661,391,916.8,61,4,21,06/20/15,32.4,10.432098765,338.0,1566.5,65.0,4.0,22,06/20/15,33.7,12.700296736,428.0,1859.1,61.0,4.0,23,06/20/15,30.6,15.065359477,461.0,1144.7,42.0,4.0,24,06/21/80,20.5,6.9756097561,143.0,944.8,85.0,5.0,25,06/21/80,12.7,13.700787402,174.0,88.9,29.0,5.0,26,06/21/80,21.2,13.91509434,295.0,1037.7,86.0,5.0,27,06/21/80,9.9,13.838383838,137.0,0.0,0.0,5.0,28,06/21/80,12.2,11.557377049,141.0,142.6,47.0,5.0,29,06/21/80,16.1,12.608695652,203.0,333.0,47.0,5.0,30,85.34,9.8832636102,818,119.79666667,0,0,0,0,72.02,9.5204854993,599,57.576666667,70,14,0,0,90.1,9.1120976693,821,60.123333333,31,19,1,1,39.3,13.046543811,505,44.02,58,17,0,2,15.433333333,12.099324673,182.0,nan,63.0,4.0,0.0,0.0,0,60,120,86520,86580,86640,173040,173100,173160,259560,259620,259680,346080,346140,346200,432600,432660,432720,519120,519180,519240,605640,605700,605760,692160,692220,692280,692340,692400,692460
MG.1512-33,24,male,Long Evans,Wild Type,06/13/15,Gallagher_WM_1,Gallagher,No,Gall_SearchError,294.36989124,HVS,7:00,19:00,CharlesRiver,Single,1.84,1.26,1.43,1.43,06/13/15,54.0,18.537037037,1001,3929.3,77,1,1,06/13/15,90.1,22.452830189,2023,6974.0,79,1,2,06/13/15,90.1,16.847946726,1518,8004.6,94,1,3,06/14/15,90.1,18.091009989,1630,8064.1,91,1,4,06/14/15,90.1,18.823529412,1696,6570.0,77,1,5,06/14/15,30.6,19.509803922,597,1792.8,71,1,6,06/15/15,90.1,16.958934517,1528,7233.1,86,2,7,06/15/15,2.9,20.689655172,60,0.0,0,2,8,06/15/15,90.1,10.51054384,947,6985.5,80,2,9,06/16/15,90.1,13.729189789,1237,8854.7,105,2,10,06/16/15,90.1,15.172031077,1367,5516.4,63,2,11,06/16/15,30.6,17.352941176,531,1194.2,49,2,12,06/17/15,76.5,15.058823529,1152,5927.2,81,3,13,06/17/15,90.1,11.265260821,1015,6420.5,78,3,14,06/17/15,56.7,11.746031746,666,4927.7,92,3,15,06/18/15,34.1,15.337243402,523,2927.6,94,3,16,06/18/15,90.1,11.576026637,1043,5180.1,63,3,17,06/18/15,30.6,10.22875817,313,2594.3,99,3,18,06/19/15,30.9,19.805825243,612,1658.1,75,4,19,06/19/15,90.0,11.177777778,1006,7813.9,90,4,20,06/19/15,90.1,8.9345172031,805,4595.9,56,4,21,06/20/15,62.1,11.062801932,687.0,3563.9,65.0,4.0,22,06/20/15,45.1,16.274944568,734.0,2651.0,63.0,4.0,23,06/20/15,30.8,19.123376623,589.0,1636.6,58.0,4.0,24,06/21/80,30.1,18.870431894,568.0,1704.3,77.0,5.0,25,06/21/80,30.1,13.189368771,397.0,1788.6,81.0,5.0,26,06/21/80,30.1,12.392026578,373.0,1176.3,53.0,5.0,27,06/21/80,30.1,10.664451827,321.0,1262.8,57.0,5.0,28,06/21/80,30.1,4.2524916944,128.0,2782.4,126.0,5.0,29,06/21/80,14.7,20.204081633,297.0,178.5,29.0,5.0,30,82.88,18.95047067,1573,77.76,21,13,0,0,72.66,15.412070879,1027,62.37,28,20,0,0,69.5,12.996677227,879,93.296666667,27,30,0,0,63.64,13.451173345,768,57.796666667,56,12,0,0,27.533333333,13.262142066,347.0,nan,46.0,1.0,0.0,0.0,0,60,120,86520,86580,86640,173040,173100,173160,259560,259620,259680,346080,346140,346200,432600,432660,432720,519120,519180,519240,605640,605700,605760,692160,692220,692280,692340,692400,692460
