Test,Animal,Stage,Trial,Date,Time,Time of day,User,Recorded video file,AQ TRR to End of Test; Duration (s),Base; Duration (s),AQ TRR to End of Test; Distance (m),Base; Distance (m),AQ TRR to End of Test; Mean speed (m/s),Base; Mean speed (m/s),AQ TRR to End of Test; Path efficiency,Base; Path efficiency,AQ TRR to End of Test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ TRR to End of Test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ TRR to End of Test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s)
155,1748,AQ (Day3),2,8/23/2017,10:16,am,starneshm,Cohort 70 videos\Test 155.szv,83.5,30,14.572,5.421,0.175,0.181,0.07,0.286,0.736,0.707,61.43,21.22,,,
156,1748,AQ (Day3),3,8/23/2017,10:19,am,starneshm,Cohort 70 videos\Test 156.szv,7.5,10.8,0.478,0.713,0.064,0.066,0.777,0.682,0.204,0.29,1.46,3.04,0.893,0.704,1.11
157,1749,AQ (Day3),1,8/23/2017,10:22,am,starneshm,Cohort 70 videos\Test 157.szv,52.9,30,10.131,5.76,0.192,0.192,0.078,0.247,0.648,0.629,34.04,18.87,0.067,,37.08
158,1749,AQ (Day3),2,8/23/2017,10:24,am,starneshm,Cohort 70 videos\Test 158.szv,83.7,30,12.47,4.88,0.149,0.163,0.033,0.184,0.698,0.686,58.37,20.57,,,
159,1749,AQ (Day3),3,8/23/2017,10:26,am,starneshm,Cohort 70 videos\Test 159.szv,13.3,16.4,1.639,1.929,0.124,0.118,0.295,0.33,0.374,0.389,4.81,6.22,0.222,0.277,5.03
160,1751,AQ (Day3),1,8/23/2017,10:29,am,starneshm,Cohort 70 videos\Test 160.szv,84.5,30,19.477,7.509,0.231,0.25,0.071,0.194,0.766,0.822,64.68,24.66,,,
161,1751,AQ (Day3),2,8/23/2017,10:31,am,starneshm,Cohort 70 videos\Test 161.szv,84.6,30,17.235,6.545,0.204,0.218,0.013,0.164,0.673,0.586,56.92,17.58,,,
162,1751,AQ (Day3),3,8/23/2017,10:34,am,starneshm,Cohort 70 videos\Test 162.szv,87.1,30,14.847,5.412,0.17,0.18,0.089,0.225,0.564,0.579,49.15,17.37,,,
163,1752,AQ (Day3),1,8/23/2017,10:42,am,starneshm,Cohort 70 videos\Test 163.szv,83.6,30,15.987,5.945,0.191,0.198,0.097,0.149,0.79,0.861,66.05,25.83,,,
164,1752,AQ (Day3),2,8/23/2017,10:45,am,starneshm,Cohort 70 videos\Test 164.szv,83.8,30,15.672,5.791,0.187,0.193,0.036,0.199,0.791,0.776,66.25,23.29,,,
165,1752,AQ (Day3),3,8/23/2017,10:48,am,starneshm,Cohort 70 videos\Test 165.szv,1.1,4,0.165,0.498,0.15,0.124,1.36,0.999,0.084,0.332,0.06,1.21,0.755,0.943,0.34
166,1753,AQ (Day3),1,8/23/2017,10:50,am,starneshm,Cohort 70 videos\Test 166.szv,84.5,30,18.909,6.535,0.224,0.218,0.066,0.173,0.729,0.782,61.63,23.47,,,
167,1753,AQ (Day3),2,8/23/2017,10:52,am,starneshm,Cohort 70 videos\Test 167.szv,1.9,7.1,0.153,1.209,0.081,0.169,0.841,0.919,0.031,0.55,0.05,3.67,0.42,0.884,0.48
168,1753,AQ (Day3),3,8/23/2017,10:54,am,starneshm,Cohort 70 videos\Test 168.szv,87.3,30,16.567,5.978,0.19,0.199,0.008,0.267,0.711,0.669,62.02,20.07,,,
169,1755,AQ (Day3),1,8/23/2017,10:58,am,starneshm,Cohort 70 videos\Test 169.szv,3.3,10.5,0,1.229,0,0.117,,0.939,0.016,0.49,0.04,4.81,,0.897,1.29
170,1755,AQ (Day3),2,8/23/2017,10:59,am,starneshm,Cohort 70 videos\Test 170.szv,49.9,30,8.855,5.524,0.178,0.184,0.043,0.24,0.741,0.745,36.71,22.36,0.037,,37.55
171,1755,AQ (Day3),3,8/23/2017,11:01,am,starneshm,Cohort 70 videos\Test 171.szv,1.1,4.9,0.144,0.595,0.131,0.12,1.155,0.965,0.056,0.35,0.04,1.6,0.712,0.969,0.3
172,Y500,AQ (Day3),1,8/23/2017,11:04,am,starneshm,Cohort 70 videos\Test 172.szv,4.3,4.8,0.616,0.616,0.143,0.128,0.234,0.209,0.155,0.149,0.62,0.66,0.203,0.158,0.63
173,Y500,AQ (Day3),2,8/23/2017,11:05,am,starneshm,Cohort 70 videos\Test 173.szv,48.7,30,13.278,7.739,0.273,0.258,0.079,0.052,0.635,0.61,30.71,18.31,0.077,,33.93
174,Y500,AQ (Day3),3,8/23/2017,11:06,am,starneshm,Cohort 70 videos\Test 174.szv,0.9,3.6,0.146,0.647,0.17,0.182,0.66,0.953,0.027,0.327,0.01,1.04,0.424,0.966,0.17
175,Y501,AQ (Day3),1,8/23/2017,11:08,am,starneshm,Cohort 70 videos\Test 175.szv,34.8,30,10.605,9.465,0.305,0.316,0.049,0.065,0.63,0.703,21.69,21.08,0.039,,23.3
176,Y501,AQ (Day3),2,8/23/2017,11:10,am,starneshm,Cohort 70 videos\Test 176.szv,50.4,30,13.822,8.814,0.274,0.294,0.066,0.022,0.642,0.67,32.15,20.09,0.057,,34.09
177,Y501,AQ (Day3),3,8/23/2017,11:12,am,starneshm,Cohort 70 videos\Test 177.szv,46.1,30,11.411,8.14,0.248,0.271,0.019,0.123,0.595,0.56,27.19,16.81,0.012,,27.41
178,Y502,AQ (Day3),1,8/23/2017,11:15,am,starneshm,Cohort 70 videos\Test 178.szv,84.8,30,21.898,7.451,0.258,0.248,0.021,0.08,0.761,0.764,64.54,22.93,,,
179,Y502,AQ (Day3),2,8/23/2017,11:18,am,starneshm,Cohort 70 videos\Test 179.szv,4.2,9.1,1.042,1.5,0.248,0.165,0.8,0.759,0.38,0.659,1.46,5.76,0.711,0.707,2.41
180,Y502,AQ (Day3),3,8/23/2017,11:19,am,starneshm,Cohort 70 videos\Test 180.szv,24.3,26.8,5.755,5.949,0.237,0.222,0.089,0.107,0.573,0.564,13.69,14.9,0.072,0.093,14.21
181,1756,AQ (Day3),1,8/23/2017,11:22,am,starneshm,Cohort 70 videos\Test 181.szv,52.4,30,10.152,6.578,0.194,0.219,0.063,0.18,0.655,0.727,34.12,21.82,0.064,,35.23
182,1756,AQ (Day3),2,8/23/2017,11:24,am,starneshm,Cohort 70 videos\Test 182.szv,15.2,20.8,2.213,5.431,0.146,0.26,0.359,0.202,0.488,0.618,7.27,12.65,0.336,0.191,10.56
183,1756,AQ (Day3),3,8/23/2017,11:25,am,starneshm,Cohort 70 videos\Test 183.szv,87,30,17.065,6.915,0.196,0.231,0.06,0.116,0.736,0.445,63.99,13.36,,,
184,1757,AQ (Day3),1,8/23/2017,11:29,am,starneshm,Cohort 70 videos\Test 184.szv,23.6,28.1,6.416,7.647,0.272,0.272,0.107,0.151,0.406,0.451,9.32,12.38,0.097,0.144,10.15
185,1757,AQ (Day3),2,8/23/2017,11:31,am,starneshm,Cohort 70 videos\Test 185.szv,85.6,30,17.664,7.608,0.206,0.254,0.044,0.085,0.507,0.629,43.36,18.88,,,
186,1757,AQ (Day3),3,8/23/2017,11:33,am,starneshm,Cohort 70 videos\Test 186.szv,87.7,30,17.241,6.755,0.197,0.225,0.031,0.107,0.629,0.495,55.16,14.86,,,
187,1758,AQ (Day3),1,8/23/2017,11:38,am,starneshm,Cohort 70 videos\Test 187.szv,83.6,30,15.389,5.909,0.184,0.197,0.044,0.211,0.666,0.598,55.65,17.94,,,
188,1758,AQ (Day3),2,8/23/2017,11:40,am,starneshm,Cohort 70 videos\Test 188.szv,8.1,14.4,1.192,4.068,0.148,0.283,0.694,0.298,0.306,0.61,2.47,8.76,,,
189,1758,AQ (Day3),3,8/23/2017,11:42,am,starneshm,Cohort 70 videos\Test 189.szv,25.7,28.8,3.258,3.515,0.127,0.122,0.124,0.195,0.504,0.5,12.94,14.41,,,
190,1761,AQ (Day3),1,8/23/2017,11:45,am,starneshm,Cohort 70 videos\Test 190.szv,84.1,30,16.029,5.23,0.191,0.174,0.078,0.106,0.637,0.813,53.54,24.38,,,
191,1761,AQ (Day3),2,8/23/2017,11:48,am,starneshm,Cohort 70 videos\Test 191.szv,17.3,23.2,3.023,4.044,0.175,0.175,0.311,0.28,0.498,0.645,8.41,14.71,0.294,0.274,11.22
192,1761,AQ (Day3),3,8/23/2017,11:49,am,starneshm,Cohort 70 videos\Test 192.szv,15.8,18.6,2.869,3.318,0.182,0.179,0.069,0.166,0.392,0.389,6.05,7.09,0.057,0.158,6.31
193,1765,AQ (Day3),1,8/23/2017,11:52,am,starneshm,Cohort 70 videos\Test 193.szv,82.7,30,14.979,5.537,0.181,0.185,0.046,0.184,0.676,0.828,55.91,24.85,,,
194,1765,AQ (Day3),2,8/23/2017,11:54,am,starneshm,Cohort 70 videos\Test 194.szv,83.3,30,10.955,4.744,0.132,0.158,0.081,0.155,0.591,0.454,49.18,13.62,,,
195,1765,AQ (Day3),3,8/23/2017,11:57,am,starneshm,Cohort 70 videos\Test 195.szv,86.4,30,7.804,3.057,0.09,0.102,0.045,0.417,0.473,0.579,40.87,17.37,,,
196,1766,AQ (Day3),1,8/23/2017,12:17,pm,starneshm,Cohort 70 videos\Test 196.szv,82.4,30,18.4,8.079,0.223,0.269,0.023,0.172,0.755,0.729,62.24,21.87,,,
197,1766,AQ (Day3),2,8/23/2017,12:20,pm,starneshm,Cohort 70 videos\Test 197.szv,36.5,30,5.736,5.523,0.157,0.184,0.091,0.177,0.437,0.571,15.92,17.12,,,
198,1766,AQ (Day3),3,8/23/2017,12:21,pm,starneshm,Cohort 70 videos\Test 198.szv,4.4,8.4,0.227,0.669,0.052,0.08,0.731,0.792,0.056,0.251,0.25,2.1,,,
199,1767,AQ (Day3),1,8/23/2017,12:24,pm,starneshm,Cohort 70 videos\Test 199.szv,87.4,30,12.658,5.398,0.145,0.18,0.037,0.009,0.768,0.714,67.14,21.42,,,
200,1767,AQ (Day3),2,8/23/2017,12:27,pm,starneshm,Cohort 70 videos\Test 200.szv,13.7,19.5,3.288,4.625,0.24,0.237,0.122,0.227,0.642,0.625,8.56,11.96,0.098,0.221,9.76
201,1767,AQ (Day3),3,8/23/2017,12:28,pm,starneshm,Cohort 70 videos\Test 201.szv,86.9,30,14.279,5.903,0.164,0.197,0.077,0.039,0.63,0.625,54.75,18.76,,,
202,1770,AQ (Day3),1,8/23/2017,12:33,pm,starneshm,Cohort 70 videos\Test 202.szv,83.4,30,15.692,6.9,0.188,0.23,0.078,0.231,0.673,0.702,56.11,21.05,,,
203,1770,AQ (Day3),2,8/23/2017,12:35,pm,starneshm,Cohort 70 videos\Test 203.szv,15,21.4,1.604,2.902,0.107,0.135,0.704,0.425,0.562,0.663,8.42,14.21,,,
204,1770,AQ (Day3),3,8/23/2017,12:37,pm,starneshm,Cohort 70 videos\Test 204.szv,29.8,30,4.712,5.226,0.158,0.174,0.034,0.123,0.532,0.565,15.84,16.95,,,
205,1771,AQ (Day3),1,8/23/2017,12:40,pm,starneshm,Cohort 70 videos\Test 205.szv,82.7,30,16.642,6.742,0.201,0.225,0.087,0.025,0.816,0.87,67.49,26.11,,,
206,1771,AQ (Day3),2,8/23/2017,12:42,pm,starneshm,Cohort 70 videos\Test 206.szv,83.4,30,13.335,5.75,0.16,0.192,0.074,0.22,0.701,0.701,58.43,21.02,,,
207,1771,AQ (Day3),3,8/23/2017,12:45,pm,starneshm,Cohort 70 videos\Test 207.szv,86.3,30,7.694,3.607,0.089,0.12,0.083,0.274,0.64,0.733,55.25,21.99,,,
208,Y503,AQ (Day3),1,8/23/2017,12:49,pm,starneshm,Cohort 70 videos\Test 208.szv,67.8,30,19.484,8.228,0.287,0.274,0.039,0.176,0.698,0.713,47.08,21.4,0.038,,49.46
209,Y503,AQ (Day3),2,8/23/2017,12:51,pm,starneshm,Cohort 70 videos\Test 209.szv,24.7,28.8,7.4,8.326,0.3,0.289,0.102,0.133,0.749,0.753,18.26,21.46,0.098,0.127,19.49
210,Y503,AQ (Day3),3,8/23/2017,12:52,pm,starneshm,Cohort 70 videos\Test 210.szv,87.9,30,28.571,9.867,0.325,0.329,0.019,0.119,0.692,0.796,60.8,23.88,,,
211,Y504,AQ (Day3),1,8/23/2017,12:56,pm,starneshm,Cohort 70 videos\Test 211.szv,41.6,30,12.247,9.531,0.294,0.318,0.018,0.119,0.667,0.715,27.53,21.44,0.014,,28.27
212,Y504,AQ (Day3),2,8/23/2017,12:58,pm,starneshm,Cohort 70 videos\Test 212.szv,85.9,30,20.407,8.704,0.238,0.29,0.01,0.005,0.706,0.709,60.67,21.28,,,
213,Y504,AQ (Day3),3,8/23/2017,13:00,pm,starneshm,Cohort 70 videos\Test 213.szv,44.4,30,10.554,7.775,0.238,0.259,0.042,0.12,0.617,0.625,27.16,18.76,0.03,,27.46
214,Y505,AQ (Day3),1,8/23/2017,13:03,pm,starneshm,Cohort 70 videos\Test 214.szv,66.4,30,15.136,5.343,0.228,0.178,0.069,0.108,0.71,0.746,46.66,22.39,0.068,,49.17
215,Y505,AQ (Day3),2,8/23/2017,13:06,pm,starneshm,Cohort 70 videos\Test 215.szv,42.9,30,11.822,8.142,0.276,0.271,0.031,0.07,0.678,0.654,28.86,19.62,0.027,,30.21
216,Y505,AQ (Day3),3,8/23/2017,13:07,pm,starneshm,Cohort 70 videos\Test 216.szv,11.9,14.4,2.966,3.637,0.25,0.253,0.345,0.189,0.604,0.63,6.96,8.83,0.313,0.164,8.13
217,1742,AQ (Day4),1,8/24/2017,9:51,am,starneshm,Cohort 70 videos\Test 217.szv,78.1,30,14.437,6.034,0.185,0.201,0.046,0.149,0.522,0.629,40.76,18.87,,,
218,1742,AQ (Day4),2,8/24/2017,9:54,am,starneshm,Cohort 70 videos\Test 218.szv,74.4,30,11.861,5.586,0.159,0.186,0.081,0.056,0.511,0.734,38.01,22.01,,,
220,1743,AQ (Day4),1,8/24/2017,10:00,am,starneshm,Cohort 70 videos\Test 220.szv,7.5,10.9,1.086,1.636,0.145,0.15,0.588,0.422,0.219,0.322,1.58,3.42,0.452,0.374,2.32
221,1743,AQ (Day4),2,8/24/2017,10:01,am,starneshm,Cohort 70 videos\Test 221.szv,83.5,30,11.47,5.017,0.137,0.167,0.091,0.244,0.611,0.648,51,19.43,,,
223,1746,AQ (Day4),1,8/24/2017,10:07,am,starneshm,Cohort 70 videos\Test 223.szv,2.4,7,0,0.592,0,0.085,,0.954,0.057,0.26,0.14,1.81,,,
224,1746,AQ (Day4),2,8/24/2017,10:09,am,starneshm,Cohort 70 videos\Test 224.szv,81.3,30,10.201,4.873,0.125,0.162,0.031,0.137,0.925,0.837,75.19,25.12,,,
226,1748,AQ (Day4),1,8/24/2017,10:25,am,starneshm,Cohort 70 videos\Test 226.szv,86.9,30,17.957,6.795,0.207,0.227,0.017,0.214,0.844,0.821,73.3,24.64,,,
227,1748,AQ (Day4),2,8/24/2017,10:27,am,starneshm,Cohort 70 videos\Test 227.szv,5.2,12.3,0.803,1.881,0.154,0.152,0.847,0.641,0.335,0.627,1.63,7.51,0.836,0.62,3.21
229,1749,AQ (Day4),1,8/24/2017,10:32,am,starneshm,Cohort 70 videos\Test 229.szv,17.9,21.2,2.835,3.29,0.159,0.155,0.128,0.192,0.636,0.608,11.15,12.67,0.103,0.168,11.67
230,1749,AQ (Day4),2,8/24/2017,10:34,am,starneshm,Cohort 70 videos\Test 230.szv,39.8,30,9.411,7.216,0.237,0.241,0.058,0.219,0.751,0.749,29.59,22.47,0.052,,32.57
232,1751,AQ (Day4),1,8/24/2017,10:38,am,starneshm,Cohort 70 videos\Test 232.szv,75.7,30,17.219,7.072,0.227,0.236,0.026,0.138,0.72,0.734,54.24,22.02,0.02,,54.94
233,1751,AQ (Day4),2,8/24/2017,10:41,am,starneshm,Cohort 70 videos\Test 233.szv,36.3,30,6.471,5.167,0.178,0.172,0.122,0.158,0.492,0.594,17.68,17.83,0.098,,19.44
235,1752,AQ (Day4),1,8/24/2017,10:45,am,starneshm,Cohort 70 videos\Test 235.szv,24.7,27.7,3.755,4.395,0.152,0.158,0.056,0.133,0.647,0.608,15.8,16.7,0.027,0.119,15.81
236,1752,AQ (Day4),2,8/24/2017,10:47,am,starneshm,Cohort 70 videos\Test 236.szv,6.1,12.3,1.185,2.542,0.195,0.207,0.84,0.454,0.405,0.726,2.32,8.65,0.771,0.415,5.94
238,1753,AQ (Day4),1,8/24/2017,10:52,am,starneshm,Cohort 70 videos\Test 238.szv,39.3,30,9.637,7.268,0.245,0.242,0.056,0.202,0.725,0.66,28.24,19.79,0.052,,29.17
239,1753,AQ (Day4),2,8/24/2017,10:53,am,starneshm,Cohort 70 videos\Test 239.szv,41.4,30,8.75,6.239,0.211,0.208,0.122,0.193,0.702,0.826,28.79,24.77,0.119,,31.77
241,1755,AQ (Day4),1,8/24/2017,10:59,am,starneshm,Cohort 70 videos\Test 241.szv,72.9,30,12.991,5.629,0.178,0.188,0.014,0.182,0.551,0.514,40.17,15.43,,,
242,1755,AQ (Day4),2,8/24/2017,11:01,am,starneshm,Cohort 70 videos\Test 242.szv,82.5,30,13.219,5.204,0.16,0.173,0.009,0.29,0.728,0.727,60.04,21.81,,,
244,Y500,AQ (Day4),1,8/24/2017,11:06,am,starneshm,Cohort 70 videos\Test 244.szv,0.2,2.7,0,0.556,0,0.203,,0.991,0,0.349,0,0.83,,0.979,0.2
245,Y500,AQ (Day4),2,8/24/2017,11:07,am,starneshm,Cohort 70 videos\Test 245.szv,59.2,30,16.487,8.565,0.279,0.286,0.045,0.122,0.589,0.619,34.63,18.58,0.038,,36.44
247,Y501,AQ (Day4),1,8/24/2017,11:13,am,starneshm,Cohort 70 videos\Test 247.szv,51,30,13.612,8.147,0.267,0.272,0.026,0.153,0.506,0.491,25.62,14.74,0.016,,25.88
248,Y501,AQ (Day4),2,8/24/2017,11:14,am,starneshm,Cohort 70 videos\Test 248.szv,14.1,18.4,3.506,4.585,0.249,0.249,0.163,0.276,0.556,0.633,7.64,11.42,0.13,0.253,8.74
250,Y502,AQ (Day4),1,8/24/2017,11:20,am,starneshm,Cohort 70 videos\Test 250.szv,68,30,15.822,5.784,0.233,0.193,0.017,0.157,0.59,0.511,39.91,15.33,0.01,,40.27
251,Y502,AQ (Day4),2,8/24/2017,11:22,am,starneshm,Cohort 70 videos\Test 251.szv,27.7,30,6.19,6.374,0.223,0.212,0.143,0.165,0.707,0.784,19.33,23.52,0.13,,20.94
253,1756,AQ (Day4),1,8/24/2017,11:40,am,starneshm,Cohort 70 videos\Test 253.szv,18,21.3,2.233,2.865,0.124,0.135,0.28,0.229,0.382,0.398,6.88,8.48,,,
254,1756,AQ (Day4),2,8/24/2017,11:42,am,starneshm,Cohort 70 videos\Test 254.szv,34,30,4.97,4.784,0.146,0.159,0.122,0.186,0.621,0.743,21.04,22.28,0.105,,21.69
256,1757,AQ (Day4),1,8/24/2017,11:48,am,starneshm,Cohort 70 videos\Test 256.szv,7.4,9.6,2.182,2.713,0.295,0.281,0.126,0.216,0.529,0.496,3.74,4.6,0.115,0.207,4.04
257,1757,AQ (Day4),2,8/24/2017,11:48,am,starneshm,Cohort 70 videos\Test 257.szv,23,27.5,6.447,7.735,0.28,0.281,0.156,0.154,0.695,0.708,15.75,19.23,0.143,0.144,17.01
259,1758,AQ (Day4),1,8/24/2017,11:53,am,starneshm,Cohort 70 videos\Test 259.szv,55.9,30,7.724,4.346,0.138,0.145,0.021,0.076,0.538,0.604,30.06,18.12,,,
260,1758,AQ (Day4),2,8/24/2017,11:55,am,starneshm,Cohort 70 videos\Test 260.szv,84.2,30,11.343,3.598,0.135,0.12,0.061,0.145,0.583,0.493,49.04,14.79,,,
262,1761,AQ (Day4),1,8/24/2017,12:02,pm,starneshm,Cohort 70 videos\Test 262.szv,23.7,27,4.973,5.578,0.21,0.207,0.216,0.124,0.541,0.564,12.82,15.24,,,
263,1761,AQ (Day4),2,8/24/2017,12:03,pm,starneshm,Cohort 70 videos\Test 263.szv,72.7,30,13.868,6.413,0.191,0.214,0.059,0.167,0.545,0.676,39.63,20.29,,,
265,1765,AQ (Day4),1,8/24/2017,12:08,pm,starneshm,Cohort 70 videos\Test 265.szv,85.8,30,13.909,5.991,0.162,0.2,0.015,0.198,0.78,0.857,66.89,25.7,,,
266,1765,AQ (Day4),2,8/24/2017,12:10,pm,starneshm,Cohort 70 videos\Test 266.szv,6.8,6.8,1.125,1.125,0.165,0.165,1.002,0.997,0.595,0.595,3.84,3.84,0.994,0.994,0.38
268,1766,AQ (Day4),1,8/24/2017,12:15,pm,starneshm,Cohort 70 videos\Test 268.szv,1.6,5.7,0,0.612,0,0.107,,0.979,0.078,0.252,0.12,1.44,,,
269,1766,AQ (Day4),2,8/24/2017,12:17,pm,starneshm,Cohort 70 videos\Test 269.szv,59,30,9.204,5.366,0.156,0.179,0.051,0.269,0.557,0.493,32.68,14.8,0.038,,35.06
271,1767,AQ (Day4),1,8/24/2017,12:22,pm,starneshm,Cohort 70 videos\Test 271.szv,0.7,4,0.182,0.725,0.26,0.181,0.678,0.834,0.059,0.421,0.02,1.54,0.999,0.812,0.64
272,1767,AQ (Day4),2,8/24/2017,12:23,pm,starneshm,Cohort 70 videos\Test 272.szv,83.8,30,12.619,5.466,0.151,0.182,0.024,0.187,0.744,0.577,62.32,17.3,,,
274,1770,AQ (Day4),1,8/24/2017,12:30,pm,starneshm,Cohort 70 videos\Test 274.szv,86.6,30,16.476,6.838,0.19,0.228,0.071,0.23,0.707,0.696,61.2,20.89,,,
275,1770,AQ (Day4),2,8/24/2017,12:32,pm,starneshm,Cohort 70 videos\Test 275.szv,51,30,9.014,5.997,0.177,0.2,0.077,0.215,0.493,0.665,25.14,19.96,,,
277,1771,AQ (Day4),1,8/24/2017,12:37,pm,starneshm,Cohort 70 videos\Test 277.szv,86.2,30,14.737,8.002,0.171,0.267,0.022,0.022,0.749,0.658,64.59,19.74,,,
278,1771,AQ (Day4),2,8/24/2017,12:39,pm,starneshm,Cohort 70 videos\Test 278.szv,82.7,30,9.407,4.034,0.114,0.134,0.145,0.291,0.856,0.752,70.8,22.57,,,
280,Y503,AQ (Day4),1,8/24/2017,12:45,pm,starneshm,Cohort 70 videos\Test 280.szv,5.8,8.1,0.411,0.787,0.071,0.097,1.068,0.833,0.063,0.188,0.36,1.53,,,
281,Y503,AQ (Day4),2,8/24/2017,12:46,pm,starneshm,Cohort 70 videos\Test 281.szv,38,30,10.832,8.845,0.285,0.295,0.032,0.093,0.625,0.718,23.74,21.55,,,
283,Y504,AQ (Day4),1,8/24/2017,12:51,pm,starneshm,Cohort 70 videos\Test 283.szv,11.2,13.2,3.219,3.444,0.288,0.261,0.159,0.189,0.657,0.635,7.12,8.14,0.118,0.158,7.57
284,Y504,AQ (Day4),2,8/24/2017,12:52,pm,starneshm,Cohort 70 videos\Test 284.szv,25.3,27.6,7.458,8.228,0.295,0.298,0.05,0.088,0.666,0.65,16.63,17.71,0.042,0.074,17.07
286,Y505,AQ (Day4),1,8/24/2017,12:57,pm,starneshm,Cohort 70 videos\Test 286.szv,28.2,30,4.528,4.916,0.161,0.164,0.131,0.135,0.593,0.587,16.49,17.62,0.123,,16.77
287,Y505,AQ (Day4),2,8/24/2017,12:58,pm,starneshm,Cohort 70 videos\Test 287.szv,24.3,28.8,6.133,7.358,0.252,0.255,0.196,0.167,0.494,0.577,11.99,16.63,,,
289,1742,AQ (Day5),1,8/25/2017,9:38,am,starneshm,Cohort 70 videos\Test 289.szv,9.5,16.5,1.062,2.055,0.112,0.125,0.648,0.585,0.228,0.428,2.16,7.05,,,
290,1742,AQ (Day5),2,8/25/2017,9:41,am,starneshm,Cohort 70 videos\Test 290.szv,46.8,30,6.904,4.462,0.148,0.149,0.087,0.081,0.493,0.459,23.09,13.77,,,
291,1742,AQ (Day5),3,8/25/2017,9:43,am,starneshm,Cohort 70 videos\Test 291.szv,19.5,22.3,3.221,3.505,0.165,0.157,0.087,0.116,0.705,0.66,13.44,14.43,0.073,0.116,13.88
292,1743,AQ (Day5),1,8/25/2017,9:45,am,starneshm,Cohort 70 videos\Test 292.szv,17.1,25.3,2.369,3.898,0.139,0.154,0.256,0.324,0.408,0.509,6.97,12.88,,,
293,1743,AQ (Day5),2,8/25/2017,9:46,am,starneshm,Cohort 70 videos\Test 293.szv,85.9,30,14.297,5.088,0.166,0.17,0.054,0.17,0.564,0.653,48.41,19.58,,,
294,1743,AQ (Day5),3,8/25/2017,9:49,am,starneshm,Cohort 70 videos\Test 294.szv,85.5,30,11.168,4.342,0.131,0.145,0.072,0.325,0.586,0.529,50.11,15.88,,,
295,1746,AQ (Day5),1,8/25/2017,9:52,am,starneshm,Cohort 70 videos\Test 295.szv,83.4,30,16.702,6.58,0.2,0.219,0.054,0.218,0.726,0.794,60.51,23.83,,,
296,1746,AQ (Day5),2,8/25/2017,9:55,am,starneshm,Cohort 70 videos\Test 296.szv,86.6,30,12.68,4.763,0.146,0.159,0.101,0.295,0.582,0.638,50.41,19.14,,,
297,1746,AQ (Day5),3,8/25/2017,9:58,am,starneshm,Cohort 70 videos\Test 297.szv,44.1,30,5.425,3.695,0.123,0.123,0.086,0.055,0.364,0.391,16.05,11.72,,,
298,1748,AQ (Day5),1,8/25/2017,10:01,am,starneshm,Cohort 70 videos\Test 298.szv,84,30,10.249,2.867,0.122,0.096,0.009,0.452,0.671,0.66,56.39,19.79,,,
299,1748,AQ (Day5),2,8/25/2017,10:03,am,starneshm,Cohort 70 videos\Test 299.szv,41.7,30,7.803,5.59,0.187,0.186,0.048,0.173,0.614,0.647,25.61,19.41,,,
300,1748,AQ (Day5),3,8/25/2017,10:05,am,starneshm,Cohort 70 videos\Test 300.szv,30.6,30,5.299,7.122,0.173,0.237,0.11,0.145,0.706,0.73,21.35,21.89,0.099,,22.36
301,1749,AQ (Day5),1,8/25/2017,10:08,am,starneshm,Cohort 70 videos\Test 301.szv,14.1,19.6,2.227,3.037,0.158,0.155,0.564,0.402,0.752,0.857,10.58,16.77,,,
302,1749,AQ (Day5),2,8/25/2017,10:09,am,starneshm,Cohort 70 videos\Test 302.szv,36.7,30,7.631,6.399,0.208,0.213,0.061,0.25,0.554,0.538,20.11,16.13,0.053,,20.73
303,1749,AQ (Day5),3,8/25/2017,10:10,am,starneshm,Cohort 70 videos\Test 303.szv,61,30,12.552,5.816,0.206,0.194,0.05,0.252,0.725,0.738,44.02,22.14,0.045,,44.57
304,1751,AQ (Day5),1,8/25/2017,10:15,am,starneshm,Cohort 70 videos\Test 304.szv,84.5,30,16.675,6.224,0.197,0.207,0.044,0.122,0.561,0.686,47.36,20.57,,,
305,1751,AQ (Day5),2,8/25/2017,10:17,am,starneshm,Cohort 70 videos\Test 305.szv,40.2,30,5.754,3.997,0.143,0.133,0.085,0.127,0.382,0.414,15.25,12.43,0.079,,15.55
306,1751,AQ (Day5),3,8/25/2017,10:18,am,starneshm,Cohort 70 videos\Test 306.szv,88,30,13.673,4.883,0.155,0.163,0.089,0.26,0.795,0.664,69.91,19.92,,,
307,1752,AQ (Day5),1,8/25/2017,10:22,am,starneshm,Cohort 70 videos\Test 307.szv,84.8,30,12.039,4.121,0.142,0.137,0.119,0.193,0.747,0.603,63.34,18.08,,,
308,1752,AQ (Day5),2,8/25/2017,10:26,am,starneshm,Cohort 70 videos\Test 308.szv,87.2,30,21.738,7.105,0.249,0.237,0.074,0.181,0.77,0.786,67.12,23.58,,,
309,1752,AQ (Day5),3,8/25/2017,10:28,am,starneshm,Cohort 70 videos\Test 309.szv,88,30,18.888,5.044,0.215,0.168,0.013,0.198,0.754,0.552,66.3,16.57,,,
