Test,Animal,Stage,Trial,Date,Time,Time of day,User,Recorded video file,AQ TRR to End of Test; Duration (s),Base; Duration (s),AQ TRR to End of Test; Distance (m),Base; Distance (m),AQ TRR to End of Test; Mean speed (m/s),Base; Mean speed (m/s),AQ TRR to End of Test; Path efficiency,Base; Path efficiency,AQ TRR to End of Test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ TRR to End of Test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ TRR to End of Test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s)
1,Y842,AQ (Day1),1,2/7/2022,9:48,am,Raul,MWM Cohort 127 videos\Test 1.szv,54,30,15.48,9.508,0.287,0.317,0.036,0.066,0.841,0.899,45.16,26.98,0.036,,45.47
2,Y842,AQ (Day1),2,2/7/2022,9:50,am,Raul,MWM Cohort 127 videos\Test 16386.szv,1.8,5.2,0.667,1.415,0.375,0.273,0.854,0.683,0.302,0.707,0.43,3.42,0.917,0.665,1.78
3,Y842,AQ (Day1),3,2/7/2022,9:51,am,Raul,MWM Cohort 127 videos\Test 16387.szv,17.3,20.7,5.199,6.059,0.3,0.292,0.052,0.172,0.798,0.786,13.58,16.04,0.031,0.159,14.42
4,Y843,AQ (Day1),1,2/7/2022,9:55,am,Raul,MWM Cohort 127 videos\Test 16388.szv,87.7,30,13.09,3.885,0.149,0.13,0.016,0.273,0.727,0.694,63.78,20.83,,,63.99
5,Y843,AQ (Day1),2,2/7/2022,9:58,am,Raul,MWM Cohort 127 videos\Test 16389.szv,85,30,19.221,6.418,0.226,0.214,0.064,0.124,0.722,0.699,61.41,20.98,,,63.65
6,Y843,AQ (Day1),3,2/7/2022,10:00,am,Raul,MWM Cohort 127 videos\Test 16390.szv,85,30,18.478,6.648,0.217,0.222,0.071,0.203,0.731,0.686,62.15,20.59,,,64.53
7,Y844,AQ (Day1),1,2/7/2022,10:04,am,Raul,MWM Cohort 127 videos\Test 16391.szv,88.3,30,20.476,8.871,0.232,0.296,0.046,0.147,0.716,0.724,63.21,21.72,,,63.41
8,Y844,AQ (Day1),2,2/7/2022,10:07,am,Raul,MWM Cohort 127 videos\Test 16392.szv,36.3,30,9.846,8.492,0.271,0.283,0.093,0.088,0.685,0.69,24.64,20.71,0.086,,26.26
9,Y844,AQ (Day1),3,2/7/2022,10:08,am,Raul,MWM Cohort 127 videos\Test 16393.szv,15.5,18.7,3.538,4.464,0.228,0.239,0.086,0.234,0.573,0.589,8.68,10.8,0.058,0.207,8.95
10,Y845,AQ (Day1),1,2/7/2022,10:11,am,Raul,MWM Cohort 127 videos\Test 16394.szv,87.7,30,16.804,6.827,0.192,0.228,0.087,0.201,0.73,0.708,64.05,21.25,,,64.34
11,Y845,AQ (Day1),2,2/7/2022,10:14,am,Raul,MWM Cohort 127 videos\Test 16395.szv,11.5,16.2,0.549,1.214,0.048,0.075,0.785,0.776,0.096,0.245,1.08,3.88,0.616,0.727,-1.59
12,Y845,AQ (Day1),3,2/7/2022,10:16,am,Raul,MWM Cohort 127 videos\Test 16396.szv,84.4,30,19.106,6.713,0.226,0.224,0.035,0.086,0.724,0.694,61.09,20.82,,,61.6
13,Y846,AQ (Day1),1,2/7/2022,10:23,am,Raul,MWM Cohort 127 videos\Test 16397.szv,87.1,30,13.803,6.208,0.158,0.207,0.084,0.194,0.755,0.664,65.77,19.92,,,66.35
14,Y846,AQ (Day1),2,2/7/2022,10:26,am,Raul,MWM Cohort 127 videos\Test 16398.szv,84.2,30,16.035,5.815,0.19,0.194,0.001,0.194,0.758,0.763,63.78,22.89,,,67.19
15,Y846,AQ (Day1),3,2/7/2022,10:29,am,Raul,MWM Cohort 127 videos\Test 16399.szv,83.3,30,9.25,6.309,0.111,0.21,0.17,0.028,0.741,0.85,61.71,25.51,,,62.31
16,3261,AQ (Day1),1,2/7/2022,10:37,am,Raul,MWM Cohort 127 videos\Test 16400.szv,87.8,30,16.205,7.519,0.185,0.251,0.066,0.137,0.562,0.774,49.38,23.22,,,49.92
17,3261,AQ (Day1),2,2/7/2022,10:39,am,Raul,MWM Cohort 127 videos\Test 16401.szv,85.5,30,15.228,7.472,0.178,0.249,0.079,0.156,0.62,0.811,52.98,24.32,,,54.97
18,3261,AQ (Day1),3,2/7/2022,10:44,am,Raul,MWM Cohort 127 videos\Test 16402.szv,54.3,30,12.505,6.009,0.23,0.2,0.071,0.148,0.61,0.607,32.96,18.2,0.065,,35.46
19,3262,AQ (Day1),1,2/7/2022,10:48,am,Raul,MWM Cohort 127 videos\Test 16403.szv,87.8,30,17.062,7.623,0.194,0.254,0.044,0.196,0.714,0.777,62.73,23.3,,,63.31
20,3262,AQ (Day1),2,2/7/2022,10:51,am,Raul,MWM Cohort 127 videos\Test 16404.szv,85.4,30,18.986,6.537,0.222,0.218,0.071,0.215,0.699,0.853,59.67,25.58,,,61.82
21,3262,AQ (Day1),3,2/7/2022,10:54,am,Raul,MWM Cohort 127 videos\Test 16405.szv,49.8,30,10.775,6.396,0.217,0.213,0.105,0.217,0.669,0.719,33.04,21.56,0.097,,35.13
22,3264,AQ (Day1),1,2/7/2022,10:58,am,Raul,MWM Cohort 127 videos\Test 16406.szv,88,30,22.239,8.611,0.253,0.287,0.062,0.096,0.748,0.715,65.83,21.46,,,66.28
23,3264,AQ (Day1),2,2/7/2022,11:02,am,Raul,MWM Cohort 127 videos\Test 16407.szv,85.5,30,21.411,8.165,0.25,0.272,0.046,0.119,0.761,0.802,65.06,24.06,,,66.36
24,3264,AQ (Day1),3,2/7/2022,11:04,am,Raul,MWM Cohort 127 videos\Test 16408.szv,85.1,30,17.012,6.451,0.2,0.215,0.077,0.117,0.768,0.81,65.39,24.3,,,66.68
25,3265,AQ (Day1),1,2/7/2022,11:09,am,Raul,MWM Cohort 127 videos\Test 16409.szv,87.5,30,15.014,4.402,0.172,0.147,0.101,0.256,0.718,0.7,62.84,21,,,63.29
26,3265,AQ (Day1),2,2/7/2022,11:12,am,Raul,MWM Cohort 127 videos\Test 16410.szv,84.8,30,14.47,4.785,0.171,0.16,0.041,0.209,0.8,0.768,67.8,23.03,,,69.34
27,3265,AQ (Day1),3,2/7/2022,11:15,am,Raul,MWM Cohort 127 videos\Test 16411.szv,84.1,30,18.049,6.574,0.215,0.219,0.029,0.211,0.716,0.866,60.21,25.97,,,63.67
28,3266,AQ (Day1),1,2/7/2022,11:20,am,Raul,MWM Cohort 127 videos\Test 16412.szv,0.4,2.4,0.087,0.468,0.219,0.194,1,0.992,0.015,0.265,0,0.55,0.478,0.999,0.07
29,3266,AQ (Day1),2,2/7/2022,11:21,am,Raul,MWM Cohort 127 videos\Test 16413.szv,85,30,20.277,6.866,0.239,0.229,0.06,0.21,0.78,0.888,66.33,26.65,,,69.44
30,3266,AQ (Day1),3,2/7/2022,11:24,am,Raul,MWM Cohort 127 videos\Test 16414.szv,84.7,30,13.969,5.225,0.165,0.174,0.084,0.089,0.818,0.901,69.26,27.03,,,70.98
31,Y847,AQ (Day1),1,2/7/2022,11:29,am,Raul,MWM Cohort 127 videos\Test 16415.szv,88.2,30,23.066,8.791,0.262,0.293,0.004,0.146,0.715,0.809,63.06,24.27,,,63.43
32,Y847,AQ (Day1),2,2/7/2022,11:31,am,Raul,MWM Cohort 127 videos\Test 16416.szv,86.1,30,19.319,8.927,0.224,0.298,0.056,0.06,0.803,0.678,69.11,20.35,,,69.33
33,Y847,AQ (Day1),3,2/7/2022,11:34,am,Raul,MWM Cohort 127 videos\Test 16417.szv,85.7,30,14.814,6.38,0.173,0.213,0.083,0.04,0.753,0.898,64.53,26.93,,,65.37
34,291,AQ (Day1),1,2/7/2022,11:38,am,Raul,MWM Cohort 127 videos\Test 16418.szv,88,30,23.729,10.014,0.27,0.334,0.035,0.135,0.716,0.823,63,24.69,,,63.25
35,291,AQ (Day1),2,2/7/2022,11:41,am,Raul,MWM Cohort 127 videos\Test 16419.szv,85.4,30,18.032,7.991,0.211,0.266,0.012,0.178,0.572,0.71,48.85,21.29,,,49.15
36,291,AQ (Day1),3,2/7/2022,11:43,am,Raul,MWM Cohort 127 videos\Test 16420.szv,7.3,12,1.512,2.041,0.208,0.17,0.502,0.472,0.668,0.714,4.63,8.3,0.495,0.457,5.69
37,292,AQ (Day1),1,2/7/2022,11:46,am,Raul,MWM Cohort 127 videos\Test 16421.szv,88,30,21.335,8.934,0.242,0.298,0.005,0.076,0.724,0.727,63.75,21.81,,,64.09
38,292,AQ (Day1),2,2/7/2022,11:48,am,Raul,MWM Cohort 127 videos\Test 16422.szv,16.1,21.1,4.081,4.673,0.254,0.222,0.261,0.239,0.445,0.575,7.01,11.92,0.238,0.219,9.49
39,292,AQ (Day1),3,2/7/2022,11:49,am,Raul,MWM Cohort 127 videos\Test 16423.szv,84.6,30,18.374,7.762,0.217,0.259,0.026,0.098,0.658,0.77,55.68,23.11,,,57.56
40,293,AQ (Day1),1,2/7/2022,11:54,am,Raul,MWM Cohort 127 videos\Test 16424.szv,87.9,30,18.165,6.504,0.207,0.217,0.014,0.192,0.75,0.65,65.94,19.51,,,66.32
41,293,AQ (Day1),2,2/7/2022,11:57,am,Raul,MWM Cohort 127 videos\Test 16425.szv,85.9,30,15.954,6.437,0.186,0.215,0.037,0.125,0.631,0.472,54.23,14.17,,,55.36
42,293,AQ (Day1),3,2/7/2022,12:00,pm,Raul,MWM Cohort 127 videos\Test 16426.szv,0.5,5.5,0.072,1.136,0.151,0.208,0.536,0.976,0.006,0.689,0,3.53,0.102,0.972,0.71
43,294,AQ (Day1),1,2/7/2022,12:03,pm,Raul,MWM Cohort 127 videos\Test 16427.szv,88.3,30,21.705,9.291,0.246,0.31,0.072,0.065,0.7,0.762,61.79,22.87,,,61.96
44,294,AQ (Day1),2,2/7/2022,12:06,pm,Raul,MWM Cohort 127 videos\Test 16428.szv,86,30,18.073,7.519,0.21,0.251,0.029,0.156,0.635,0.805,54.58,24.15,,,56.37
45,294,AQ (Day1),3,2/7/2022,12:08,pm,Raul,MWM Cohort 127 videos\Test 16429.szv,85.8,30,14.527,6.624,0.169,0.221,0.073,0.225,0.727,0.593,62.34,17.79,,,63.26
46,295,AQ (Day1),1,2/7/2022,12:12,pm,Raul,MWM Cohort 127 videos\Test 16430.szv,88.4,30,23.625,8.949,0.267,0.298,0.061,0.149,0.789,0.827,69.75,24.8,,,70.07
47,295,AQ (Day1),2,2/7/2022,12:15,pm,Raul,MWM Cohort 127 videos\Test 16431.szv,86.1,30,21.707,8.14,0.252,0.271,0.017,0.132,0.743,0.713,64,21.4,,,65.32
48,295,AQ (Day1),3,2/7/2022,12:17,pm,Raul,MWM Cohort 127 videos\Test 16432.szv,85.9,30,20.624,6.352,0.24,0.212,0.055,0.126,0.788,0.799,67.67,23.96,,,68.96
49,3268,AQ (Day1),1,2/7/2022,12:23,pm,Raul,MWM Cohort 127 videos\Test 16433.szv,87.6,30,16.852,7.333,0.192,0.244,0.094,0.175,0.686,0.651,60.07,19.52,,,60.64
50,3268,AQ (Day1),2,2/7/2022,12:25,pm,Raul,MWM Cohort 127 videos\Test 16434.szv,15,19.5,2.598,2.953,0.173,0.151,0.327,0.328,0.335,0.446,4.91,8.54,0.286,0.304,5.82
51,3268,AQ (Day1),3,2/7/2022,12:27,pm,Raul,MWM Cohort 127 videos\Test 16435.szv,14.3,19.3,3.31,3.999,0.231,0.207,0.363,0.268,0.455,0.603,6.34,11.42,0.325,0.248,8.97
52,3270,AQ (Day1),1,2/7/2022,12:31,pm,Raul,MWM Cohort 127 videos\Test 16436.szv,86.6,30,12.804,4.868,0.148,0.162,0.112,0.285,0.635,0.548,55.02,16.43,,,55.79
53,3270,AQ (Day1),2,2/7/2022,12:34,pm,Raul,MWM Cohort 127 videos\Test 16437.szv,82.6,30,10.34,4.684,0.125,0.156,0.115,0.25,0.774,0.574,63.9,17.22,,,65.79
54,3270,AQ (Day1),3,2/7/2022,12:36,pm,Raul,MWM Cohort 127 videos\Test 16438.szv,3.5,11.7,0.436,1.299,0.125,0.111,0.713,0.827,0.095,0.684,0.3,7.76,0.602,0.82,2.4
55,3272,AQ (Day1),1,2/7/2022,12:40,pm,Raul,MWM Cohort 127 videos\Test 16439.szv,87.6,30,18.417,8.051,0.21,0.268,0.063,0.101,0.693,0.691,60.69,20.74,,,60.98
56,3272,AQ (Day1),2,2/7/2022,12:43,pm,Raul,MWM Cohort 127 videos\Test 16440.szv,88.3,30,18.148,7.37,0.206,0.246,0.072,0.106,0.731,0.726,64.59,21.77,,,65.39
57,3272,AQ (Day1),3,2/7/2022,12:45,pm,Raul,MWM Cohort 127 videos\Test 16441.szv,84.4,30,13.697,6.684,0.162,0.223,0.089,0.163,0.723,0.619,61.02,18.57,,,61.51
58,3273,AQ (Day1),1,2/7/2022,12:50,pm,Raul,MWM Cohort 127 videos\Test 16442.szv,87.6,30,20.553,7.241,0.235,0.241,0.035,0.206,0.716,0.657,62.75,19.71,,,63.22
59,3273,AQ (Day1),2,2/7/2022,12:53,pm,Raul,MWM Cohort 127 videos\Test 16443.szv,85.2,30,16.207,6.731,0.19,0.224,0.036,0.11,0.866,0.75,73.79,22.49,,,74.88
60,3273,AQ (Day1),3,2/7/2022,12:55,pm,Raul,MWM Cohort 127 videos\Test 16444.szv,71,30,16.619,7.215,0.234,0.241,0.073,0.133,0.775,0.841,54.72,25.22,0.068,,56.5
61,690,AQ (Day1),1,2/7/2022,12:59,pm,Raul,MWM Cohort 127 videos\Test 16445.szv,88.3,30,21.129,8.489,0.239,0.283,0.016,0.151,0.75,0.722,66.24,21.66,,,66.34
62,690,AQ (Day1),2,2/7/2022,13:02,pm,Raul,MWM Cohort 127 videos\Test 16446.szv,26.4,30,6.85,6.931,0.259,0.231,0.154,0.15,0.783,0.829,20.44,24.88,0.152,,22.44
63,690,AQ (Day1),3,2/7/2022,13:03,pm,Raul,MWM Cohort 127 videos\Test 16447.szv,5.5,10.3,1.043,2.394,0.19,0.232,0.301,0.515,0.325,0.562,1.69,5.61,0.297,0.478,2.77
64,691,AQ (Day1),1,2/7/2022,13:05,pm,Raul,MWM Cohort 127 videos\Test 16448.szv,88.1,30,23.886,9.34,0.271,0.311,0.009,0.166,0.783,0.833,68.98,24.99,,,69.4
65,691,AQ (Day1),2,2/7/2022,13:08,pm,Raul,MWM Cohort 127 videos\Test 16449.szv,86.3,30,20.32,8.228,0.235,0.274,0.06,0.039,0.738,0.65,63.72,19.5,,,64.11
66,691,AQ (Day1),3,2/7/2022,13:10,pm,Raul,MWM Cohort 127 videos\Test 16450.szv,86,30,19.019,7.29,0.221,0.243,0.065,0.189,0.689,0.621,59.23,18.64,,,59.37
67,692,AQ (Day1),1,2/7/2022,13:14,pm,Raul,MWM Cohort 127 videos\Test 16451.szv,88.4,30,22.45,9.529,0.254,0.318,0.07,0.052,0.751,0.791,66.36,23.73,,,66.58
68,692,AQ (Day1),2,2/7/2022,13:17,pm,Raul,MWM Cohort 127 videos\Test 16452.szv,85.7,30,20.489,8.492,0.239,0.283,0.051,0.138,0.691,0.782,59.25,23.46,,,61.41
69,692,AQ (Day1),3,2/7/2022,13:20,pm,Raul,MWM Cohort 127 videos\Test 16453.szv,85.9,30,18.964,7.486,0.221,0.25,0.038,0.091,0.747,0.73,64.18,21.9,,,64.31
70,693,AQ (Day1),1,2/7/2022,13:23,pm,Raul,MWM Cohort 127 videos\Test 16454.szv,2,3.9,0.504,0.581,0.259,0.151,0.81,0.929,0.142,0.324,0.22,1.11,0.899,0.922,0.33
