Test,Animal,Stage,Trial,Date,Time,Time of day,User,Recorded video file,AQ TRR to End of Test; Duration (s),Base; Duration (s),AQ TRR to End of Test; Distance (m),Base; Distance (m),AQ TRR to End of Test; Mean speed (m/s),Base; Mean speed (m/s),AQ TRR to End of Test; Path efficiency,Base; Path efficiency,AQ TRR to End of Test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ TRR to End of Test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ TRR to End of Test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s)
479,295,AQ (Day7),2,2/13/2022,11:39,am,Raul,MWM Cohort 127 videos\Test 16972.szv,50.6,30,12.909,7.353,0.255,0.245,0.037,0.192,0.69,0.733,34.64,21.99,0.031,,34.98
480,295,AQ (Day7),3,2/13/2022,11:41,am,Raul,MWM Cohort 127 videos\Test 16973.szv,11.3,15.7,2.521,3.571,0.223,0.228,0.131,0.312,0.546,0.594,5.98,9.12,0.126,0.301,6.55
481,3268,AQ (Day7),1,2/13/2022,11:42,am,Raul,MWM Cohort 127 videos\Test 16974.szv,13.6,16.1,3.66,4.25,0.269,0.264,0.112,0.149,0.734,0.691,9.72,10.88,0.084,0.13,10.28
482,3268,AQ (Day7),2,2/13/2022,11:44,am,Raul,MWM Cohort 127 videos\Test 16975.szv,0.5,2.8,0.105,0.54,0.21,0.191,1.422,0.986,0.034,0.379,0.01,0.94,0.48,0.989,0.06
483,3268,AQ (Day7),3,2/13/2022,11:44,am,Raul,MWM Cohort 127 videos\Test 16976.szv,37.1,30,8.105,6.36,0.218,0.212,0.107,0.16,0.583,0.736,21.45,22.09,0.102,,22.9
484,3270,AQ (Day7),1,2/13/2022,11:48,am,Raul,MWM Cohort 127 videos\Test 16977.szv,20.3,24.4,3.235,3.694,0.159,0.151,0.245,0.171,0.55,0.564,10.98,13.59,0.226,0.153,12.51
485,3270,AQ (Day7),2,2/13/2022,11:49,am,Raul,MWM Cohort 127 videos\Test 16978.szv,77.1,30,10.191,5.054,0.132,0.168,0.033,0.029,0.605,0.746,46.53,22.38,0.03,,47.1
486,3270,AQ (Day7),3,2/13/2022,11:51,am,Raul,MWM Cohort 127 videos\Test 16979.szv,82.2,30,11.998,3.563,0.146,0.119,0.093,0.167,0.614,0.701,50.51,21.03,,,54
487,3272,AQ (Day7),1,2/13/2022,11:55,am,Raul,MWM Cohort 127 videos\Test 16980.szv,2.7,5.3,0.516,1.16,0.191,0.218,0.236,0.453,0.104,0.199,0.25,0.99,0.194,0.434,0.41
488,3272,AQ (Day7),2,2/13/2022,11:56,am,Raul,MWM Cohort 127 videos\Test 16981.szv,87.5,30,17.305,6.43,0.198,0.214,0.049,0.209,0.517,0.536,45.24,16.07,,,45.68
489,3272,AQ (Day7),3,2/13/2022,11:58,am,Raul,MWM Cohort 127 videos\Test 16982.szv,22.6,27.6,3.5,4.389,0.155,0.159,0.228,0.227,0.352,0.419,7.84,11.42,0.212,0.216,8.57
490,3273,AQ (Day7),1,2/13/2022,12:01,pm,Raul,MWM Cohort 127 videos\Test 16983.szv,64.8,30,14.254,7.122,0.22,0.237,0.051,0.061,0.731,0.672,47.13,20.15,0.048,,47.84
491,3273,AQ (Day7),2,2/13/2022,12:03,pm,Raul,MWM Cohort 127 videos\Test 16984.szv,0.7,2.5,0.176,0.459,0.252,0.184,0.84,0.995,0.033,0.251,0.01,0.54,0.417,0.947,0.08
492,3273,AQ (Day7),3,2/13/2022,12:03,pm,Raul,MWM Cohort 127 videos\Test 16985.szv,38.1,30,8.421,6.71,0.221,0.224,0.108,0.152,0.625,0.579,23.61,17.38,0.102,,25.18
493,690,AQ (Day7),1,2/13/2022,12:06,pm,Raul,MWM Cohort 127 videos\Test 16986.szv,10.8,14,1.235,1.6,0.114,0.114,0.198,0.374,0.143,0.179,1.54,2.51,,,1.48
494,690,AQ (Day7),2,2/13/2022,12:07,pm,Raul,MWM Cohort 127 videos\Test 16987.szv,20.1,22.6,3.847,4.188,0.191,0.185,0.061,0.103,0.629,0.589,12.46,13.13,0.044,0.092,12.69
495,690,AQ (Day7),3,2/13/2022,12:08,pm,Raul,MWM Cohort 127 videos\Test 16988.szv,16.9,23.8,3.69,4.808,0.219,0.202,0.201,0.226,0.589,0.634,9.74,14.87,0.186,0.215,12.14
496,691,AQ (Day7),1,2/13/2022,12:10,pm,Raul,MWM Cohort 127 videos\Test 16989.szv,0.4,2.2,0.076,0.475,0.196,0.217,0.644,0.963,0.018,0.293,0,0.54,0.109,0.944,0.14
497,691,AQ (Day7),2,2/13/2022,12:11,pm,Raul,MWM Cohort 127 videos\Test 16990.szv,47.7,30,15.003,9.21,0.315,0.307,0.045,0.103,0.577,0.586,27.3,17.57,0.038,,27.88
498,691,AQ (Day7),3,2/13/2022,12:13,pm,Raul,MWM Cohort 127 videos\Test 16991.szv,19.5,23.7,5.808,6.649,0.298,0.281,0.14,0.172,0.489,0.542,9.34,12.63,0.132,0.159,10.62
499,692,AQ (Day7),1,2/13/2022,12:15,pm,Raul,MWM Cohort 127 videos\Test 16992.szv,33.1,30,8.86,8.13,0.268,0.271,0.019,0.091,0.699,0.702,22.91,21.07,0.014,,23.21
500,692,AQ (Day7),2,2/13/2022,12:16,pm,Raul,MWM Cohort 127 videos\Test 16993.szv,40.7,30,9.904,7.22,0.244,0.241,0.042,0.117,0.608,0.6,24.52,17.99,0.035,,24.87
501,692,AQ (Day7),3,2/13/2022,12:17,pm,Raul,MWM Cohort 127 videos\Test 16994.szv,3.4,8.3,0.407,1.429,0.12,0.172,0.571,0.763,0.136,0.515,0.42,4.1,0.578,0.74,0.89
502,693,AQ (Day7),1,2/13/2022,12:19,pm,Raul,MWM Cohort 127 videos\Test 16995.szv,21.9,24.6,5.519,5.915,0.252,0.241,0.138,0.102,0.616,0.613,13.29,14.88,0.131,0.094,14.21
503,693,AQ (Day7),2,2/13/2022,12:20,pm,Raul,MWM Cohort 127 videos\Test 16996.szv,8.8,11.1,2.156,2.535,0.245,0.228,0.303,0.216,0.367,0.395,3.1,4.25,0.277,0.19,3.72
504,693,AQ (Day7),3,2/13/2022,12:21,pm,Raul,MWM Cohort 127 videos\Test 16997.szv,1.3,6.2,0.169,1.291,0.13,0.208,1.221,0.823,0.069,0.543,0.07,3.18,0.592,0.76,0.79
505,Y842,AQ (Day8),1,2/14/2022,10:04,am,Raul,MWM Cohort 127 videos\Test 17016.szv,88.2,30,25.298,8.985,0.287,0.299,0.047,0.171,0.653,0.679,57.61,20.38,,,57.89
506,Y842,AQ (Day8),2,2/14/2022,10:06,am,Raul,MWM Cohort 127 videos\Test 17017.szv,26.1,28.1,5.826,6.136,0.223,0.219,0.094,0.101,0.641,0.63,16.71,17.7,,,17.06
508,Y843,AQ (Day8),1,2/14/2022,10:11,am,Raul,MWM Cohort 127 videos\Test 17019.szv,1.3,3.2,0.261,0.54,0.208,0.171,0.582,0.8,0.061,0.233,0.06,0.66,0.81,0.797,0.14
509,Y843,AQ (Day8),2,2/14/2022,10:12,am,Raul,MWM Cohort 127 videos\Test 17020.szv,30.9,30,7.687,7.131,0.249,0.238,0.085,0.196,0.515,0.529,15.74,15.87,0.077,,16.45
511,Y844,AQ (Day8),1,2/14/2022,10:16,am,Raul,MWM Cohort 127 videos\Test 17022.szv,5.1,6.8,1.258,1.76,0.247,0.259,0.473,0.274,0.313,0.35,1.49,2.26,0.427,0.242,1.91
512,Y844,AQ (Day8),2,2/14/2022,10:17,am,Raul,MWM Cohort 127 videos\Test 17023.szv,4.1,5.9,0.721,1.325,0.176,0.225,0.507,0.366,0.21,0.243,0.78,1.34,0.417,0.321,0.93
514,Y845,AQ (Day8),1,2/14/2022,10:22,am,Raul,MWM Cohort 127 videos\Test 17025.szv,1.4,3.4,0.134,0.363,0.096,0.107,1.294,0.967,0.064,0.202,0.07,0.62,0.831,0.95,0.11
515,Y845,AQ (Day8),2,2/14/2022,10:22,am,Raul,MWM Cohort 127 videos\Test 17026.szv,50.4,30,11.272,5.498,0.224,0.183,0.042,0.097,0.55,0.521,27.57,15.64,0.037,,28.31
517,Y846,AQ (Day8),1,2/14/2022,10:27,am,Raul,MWM Cohort 127 videos\Test 17028.szv,16.8,19.3,3.545,3.798,0.211,0.197,0.143,0.147,0.483,0.478,7.94,9.06,0.11,0.124,8.48
518,Y846,AQ (Day8),2,2/14/2022,10:28,am,Raul,MWM Cohort 127 videos\Test 17029.szv,32.1,30,8.526,7.89,0.266,0.263,0.04,0.08,0.647,0.647,20.51,19.41,0.039,,20.89
520,3261,AQ (Day8),1,2/14/2022,10:33,am,Raul,MWM Cohort 127 videos\Test 17031.szv,14.4,16.9,1.692,2.252,0.118,0.133,0.44,0.256,0.477,0.491,6.7,8.13,0.402,0.22,7.19
521,3261,AQ (Day8),2,2/14/2022,10:34,am,Raul,MWM Cohort 127 videos\Test 17032.szv,64.6,30,14.554,6.429,0.225,0.214,0.049,0.127,0.532,0.519,34.37,15.58,,,35.35
523,3262,AQ (Day8),1,2/14/2022,10:40,am,Raul,MWM Cohort 127 videos\Test 17034.szv,20.3,22.3,3.791,4.137,0.187,0.185,0.111,0.11,0.499,0.486,9.98,10.7,0.102,0.098,10.24
524,3262,AQ (Day8),2,2/14/2022,10:41,am,Raul,MWM Cohort 127 videos\Test 17035.szv,7.1,9.3,1.552,2.034,0.22,0.22,0.125,0.247,0.368,0.347,2.47,3.1,0.084,0.223,2.62
526,3264,AQ (Day8),1,2/14/2022,10:45,am,Raul,MWM Cohort 127 videos\Test 17037.szv,24.9,27.3,5.082,5.415,0.204,0.198,0.097,0.092,0.555,0.546,13.62,14.72,0.086,0.086,14.15
527,3264,AQ (Day8),2,2/14/2022,10:46,am,Raul,MWM Cohort 127 videos\Test 17038.szv,31.1,30,6.024,5.681,0.194,0.189,0.061,0.153,0.732,0.755,22.49,22.65,0.041,,22.82
529,3265,AQ (Day8),1,2/14/2022,10:51,am,Raul,MWM Cohort 127 videos\Test 17040.szv,37,30,8.311,6.71,0.225,0.224,0.071,0.169,0.724,0.707,26.5,21.22,0.06,,27.44
530,3265,AQ (Day8),2,2/14/2022,10:52,am,Raul,MWM Cohort 127 videos\Test 17041.szv,,0.4,,0,,0,,,,0,,0,,,
532,3266,AQ (Day8),1,2/14/2022,10:58,am,Raul,MWM Cohort 127 videos\Test 17043.szv,15.5,17.8,4.107,4.436,0.265,0.249,0.078,0.114,0.72,0.67,10.94,11.73,0.057,0.093,11.37
533,3266,AQ (Day8),2,2/14/2022,10:59,am,Raul,MWM Cohort 127 videos\Test 17044.szv,54,30,10.419,6.127,0.193,0.204,0.079,0.108,0.578,0.564,31.06,16.93,0.071,,32.06
535,Y847,AQ (Day8),1,2/14/2022,11:04,am,Raul,MWM Cohort 127 videos\Test 17046.szv,7,9.5,0.801,1.258,0.115,0.133,0.415,0.394,0.257,0.294,1.7,2.68,0.37,0.359,1.92
536,Y847,AQ (Day8),2,2/14/2022,11:05,am,Raul,MWM Cohort 127 videos\Test 17047.szv,0.2,3,0,0.523,0,0.172,,0.994,0,0.336,0,0.91,,0.98,0.21
538,291,AQ (Day8),1,2/14/2022,11:08,am,Raul,MWM Cohort 127 videos\Test 17049.szv,1.2,3.2,0.258,0.417,0.215,0.13,0.922,0.979,0.087,0.243,0.07,0.69,0.703,0.983,0.06
539,291,AQ (Day8),2,2/14/2022,11:09,am,Raul,MWM Cohort 127 videos\Test 17050.szv,25.3,27.9,5.949,6.216,0.236,0.223,0.059,0.087,0.419,0.418,10.45,11.49,0.045,0.078,10.94
541,292,AQ (Day8),1,2/14/2022,11:13,am,Raul,MWM Cohort 127 videos\Test 17052.szv,34,30,7.435,6.58,0.219,0.219,0.061,0.22,0.602,0.615,20.26,18.45,0.048,,20.5
542,292,AQ (Day8),2,2/14/2022,11:15,am,Raul,MWM Cohort 127 videos\Test 17053.szv,29.8,30,6.817,6.809,0.229,0.227,0.051,0.069,0.669,0.686,19.71,20.57,0.042,,20.13
544,293,AQ (Day8),1,2/14/2022,11:20,am,Raul,MWM Cohort 127 videos\Test 17055.szv,69.9,30,18.511,8.001,0.265,0.267,0.036,0.035,0.596,0.579,41.48,17.36,0.03,,42.08
545,293,AQ (Day8),2,2/14/2022,11:22,am,Raul,MWM Cohort 127 videos\Test 17056.szv,12.6,14.9,2.823,2.966,0.225,0.2,0.203,0.194,0.647,0.629,7.91,9.13,0.182,0.178,8.42
547,294,AQ (Day8),1,2/14/2022,11:26,am,Raul,MWM Cohort 127 videos\Test 17058.szv,52.8,30,13.909,8.679,0.264,0.289,0.014,0.083,0.61,0.534,31.97,16.02,0.011,,32.07
548,294,AQ (Day8),2,2/14/2022,11:28,am,Raul,MWM Cohort 127 videos\Test 17059.szv,15,17.7,3.162,3.482,0.211,0.197,0.25,0.174,0.397,0.436,5.8,7.55,0.244,0.167,6.67
550,295,AQ (Day8),1,2/14/2022,11:31,am,Raul,MWM Cohort 127 videos\Test 17061.szv,47.5,30,12.11,7.538,0.255,0.251,0.021,0.111,0.563,0.556,26.55,16.69,0.009,,26.68
551,295,AQ (Day8),2,2/14/2022,11:33,am,Raul,MWM Cohort 127 videos\Test 17062.szv,10,11.9,2.77,3.024,0.278,0.255,0.132,0.162,0.619,0.584,5.95,6.72,0.116,0.15,6.31
553,3268,AQ (Day8),1,2/14/2022,11:36,am,Raul,MWM Cohort 127 videos\Test 17064.szv,49.5,30,12.499,8.023,0.253,0.267,0.024,0.116,0.565,0.568,27.76,17.03,0.015,,28.03
554,3268,AQ (Day8),2,2/14/2022,11:38,am,Raul,MWM Cohort 127 videos\Test 17065.szv,17,19.4,3.382,3.712,0.199,0.191,0.178,0.156,0.667,0.649,11.12,12.37,0.167,0.142,11.63
556,3270,AQ (Day8),1,2/14/2022,11:42,am,Raul,MWM Cohort 127 videos\Test 17067.szv,87.1,30,12.122,4.056,0.139,0.135,0.068,0.326,0.751,0.673,65.4,20.18,,,65.87
557,3270,AQ (Day8),2,2/14/2022,11:44,am,Raul,MWM Cohort 127 videos\Test 17068.szv,85.3,30,11.083,4.134,0.13,0.138,0.112,0.179,0.802,0.85,68.43,25.51,,,70.07
559,3272,AQ (Day8),1,2/14/2022,11:50,am,Raul,MWM Cohort 127 videos\Test 17070.szv,63.5,30,11.42,5.412,0.18,0.18,0.045,0.135,0.696,0.71,43.94,21.29,0.04,,44.2
560,3272,AQ (Day8),2,2/14/2022,11:52,am,Raul,MWM Cohort 127 videos\Test 17071.szv,1.2,3.8,0.186,0.648,0.162,0.173,0.897,0.815,0.062,0.302,0.05,1.03,0.692,0.764,0.37
562,3273,AQ (Day8),1,2/14/2022,11:57,am,Raul,MWM Cohort 127 videos\Test 17073.szv,49.2,30,12.314,7.908,0.25,0.264,0.023,0.183,0.662,0.723,32.35,21.7,0.017,,32.5
563,3273,AQ (Day8),2,2/14/2022,11:58,am,Raul,MWM Cohort 127 videos\Test 17074.szv,35.8,30,8.318,7.042,0.232,0.235,0.062,0.158,0.495,0.512,17.55,15.37,0.058,,17.99
565,690,AQ (Day8),1,2/14/2022,12:02,pm,Raul,MWM Cohort 127 videos\Test 17076.szv,22.7,25.6,3.574,3.924,0.157,0.153,0.125,0.135,0.585,0.564,13.1,14.26,0.103,0.113,13.6
566,690,AQ (Day8),2,2/14/2022,12:03,pm,Raul,MWM Cohort 127 videos\Test 17077.szv,1.2,3,0.234,0.317,0.195,0.105,0.846,0.962,0.079,0.202,0.07,0.54,0.699,0.964,0.1
568,691,AQ (Day8),1,2/14/2022,12:06,pm,Raul,MWM Cohort 127 videos\Test 17079.szv,23.9,25.7,6.542,6.916,0.274,0.269,0.088,0.08,0.528,0.523,12.46,13.27,0.077,0.064,12.89
569,691,AQ (Day8),2,2/14/2022,12:08,pm,Raul,MWM Cohort 127 videos\Test 17080.szv,1.1,2.9,0.232,0.508,0.211,0.174,0.859,0.916,0.073,0.271,0.06,0.7,0.671,0.929,0.08
571,692,AQ (Day8),1,2/14/2022,12:11,pm,Raul,MWM Cohort 127 videos\Test 17082.szv,0.3,2,0.08,0.427,0.268,0.211,0.62,0.998,0,0.231,0,0.39,,0.947,0.05
572,692,AQ (Day8),2,2/14/2022,12:11,pm,Raul,MWM Cohort 127 videos\Test 17083.szv,51.5,30,10.275,6.035,0.2,0.201,0.022,0.027,0.503,0.504,25.74,15.11,0.017,,25.96
574,693,AQ (Day8),1,2/14/2022,12:16,pm,Raul,MWM Cohort 127 videos\Test 17085.szv,4.3,6.3,0.781,1.212,0.183,0.193,0.377,0.369,0.156,0.211,0.61,1.25,0.258,0.329,0.82
575,693,AQ (Day8),2,2/14/2022,12:17,pm,Raul,MWM Cohort 127 videos\Test 17086.szv,11.5,13.6,1.92,2.308,0.167,0.169,0.054,0.197,0.334,0.328,3.72,4.36,0.036,0.187,3.8
