Test,Animal,Stage,Trial,Date,Time,Time of day,User,Recorded video file,AQ TRR to End of Test; Duration (s),Base; Duration (s),AQ TRR to End of Test; Distance (m),Base; Distance (m),AQ TRR to End of Test; Mean speed (m/s),Base; Mean speed (m/s),AQ TRR to End of Test; Path efficiency,Base; Path efficiency,AQ TRR to End of Test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ TRR to End of Test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ TRR to End of Test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s)
296,3239,AQ (Day5),2,1/14/2022,12:03,pm,Liam,MWM Cohort 126 videos\Test 296.szv,0.8,3,0.206,0.506,0.27,0.171,0.62,0.998,0.033,0.263,0.01,0.69,0.668,0.939,0.02
297,3239,AQ (Day5),3,1/14/2022,12:05,pm,Liam,MWM Cohort 126 videos\Test 297.szv,85.2,30,16.858,6.821,0.198,0.227,0.058,0.171,0.697,0.6,59.38,18,,,60.09
298,3240,AQ (Day5),1,1/14/2022,12:10,pm,Liam,MWM Cohort 126 videos\Test 298.szv,5.3,5.3,1.062,1.062,0.202,0.202,0.906,0.906,0.528,0.528,2.6,2.6,0.899,0.899,0.47
299,3240,AQ (Day5),2,1/14/2022,12:11,pm,Liam,MWM Cohort 126 videos\Test 299.szv,32.8,30,5.07,4.519,0.155,0.151,0.148,0.231,0.674,0.695,21.88,20.86,0.148,,22.93
300,3240,AQ (Day5),3,1/14/2022,12:13,pm,Liam,MWM Cohort 126 videos\Test 300.szv,83.2,30,13.05,4.264,0.157,0.142,0.074,0.309,0.601,0.663,49.99,19.89,,,51.73
301,3241,AQ (Day5),1,1/14/2022,12:19,pm,Liam,MWM Cohort 126 videos\Test 301.szv,35.7,30,6.581,4.901,0.184,0.163,0.111,0.058,0.57,0.573,20.18,17.18,0.093,,22.38
302,3241,AQ (Day5),2,1/14/2022,12:22,pm,Liam,MWM Cohort 126 videos\Test 302.szv,47.6,30,9.823,6.241,0.206,0.208,0.018,0.117,0.603,0.567,28.47,17,0.015,,28.6
303,3241,AQ (Day5),3,1/14/2022,12:24,pm,Liam,MWM Cohort 126 videos\Test 303.szv,3.1,9.4,0.538,1.517,0.174,0.162,0.817,0.8,0.166,0.648,0.46,5.86,0.639,0.739,1.79
304,3242,AQ (Day5),1,1/14/2022,12:27,pm,Liam,MWM Cohort 126 videos\Test 304.szv,81.4,30,7.169,1.293,0.088,0.043,0.097,0.967,0.796,1.047,64.79,31.4,,,67.34
305,3242,AQ (Day5),2,1/14/2022,12:30,pm,Liam,MWM Cohort 126 videos\Test 305.szv,86.5,30,11.37,2.518,0.131,0.084,0.07,0.349,0.569,0.421,49.25,12.62,,,49.84
306,3242,AQ (Day5),3,1/14/2022,12:33,pm,Liam,MWM Cohort 126 videos\Test 306.szv,44.4,30,7.335,3.037,0.165,0.101,0.132,0.214,0.741,0.942,32.64,28.25,0.123,,37.64
307,3243,AQ (Day5),1,1/14/2022,12:50,pm,Liam,MWM Cohort 126 videos\Test 307.szv,84.9,30,19.081,6.148,0.225,0.205,0.053,0.251,0.623,0.561,52.9,16.84,,,55.28
308,3243,AQ (Day5),2,1/14/2022,12:53,pm,Liam,MWM Cohort 126 videos\Test 308.szv,13.6,15.6,3.243,3.33,0.239,0.214,0.192,0.157,0.781,0.744,10.35,11.34,0.167,0.132,10.88
309,3243,AQ (Day5),3,1/14/2022,12:55,pm,Liam,MWM Cohort 126 videos\Test 309.szv,84.9,30,16.277,5.757,0.192,0.192,0.079,0.158,0.758,0.777,64.37,23.32,,,65.87
310,3247,AQ (Day5),1,1/14/2022,13:01,pm,Liam,MWM Cohort 126 videos\Test 310.szv,36.8,30,8.453,6.41,0.23,0.214,0.088,0.147,0.498,0.509,18.14,15.28,0.076,,19.92
311,3247,AQ (Day5),2,1/14/2022,13:05,pm,Liam,MWM Cohort 126 videos\Test 311.szv,5,6.9,0.858,1.29,0.173,0.188,0.273,0.337,0.287,0.29,1.32,1.89,0.232,0.306,1.46
312,3247,AQ (Day5),3,1/14/2022,13:06,pm,Liam,MWM Cohort 126 videos\Test 312.szv,20.1,24.9,4.802,5.256,0.239,0.211,0.138,0.208,0.622,0.654,12.31,16.08,0.116,0.191,13.61
313,Y839,AQ (Day5),1,1/14/2022,13:10,pm,Liam,MWM Cohort 126 videos\Test 313.szv,84.2,30,15.562,7.087,0.185,0.236,0.015,0.172,0.653,0.672,55.01,20.17,,,55.62
314,Y839,AQ (Day5),2,1/14/2022,13:13,pm,Liam,MWM Cohort 126 videos\Test 314.szv,87.1,30,14.816,6.517,0.17,0.217,0.014,0.088,0.748,0.738,65.13,22.15,,,66.05
315,Y839,AQ (Day5),3,1/14/2022,13:16,pm,Liam,MWM Cohort 126 videos\Test 315.szv,5.7,11.6,1.23,1.919,0.216,0.165,0.617,0.565,0.583,0.71,3.14,8.01,0.595,0.553,4.59
316,Y840,AQ (Day5),1,1/14/2022,13:19,pm,Liam,MWM Cohort 126 videos\Test 316.szv,85.2,30,18.234,6.656,0.214,0.222,0.051,0.041,0.661,0.656,56.31,19.68,,,57.31
317,Y840,AQ (Day5),2,1/14/2022,13:22,pm,Liam,MWM Cohort 126 videos\Test 317.szv,21.6,24,5.677,5.841,0.263,0.243,0.113,0.104,0.564,0.564,12,13.35,0.097,0.089,12.75
318,Y840,AQ (Day5),3,1/14/2022,13:24,pm,Liam,MWM Cohort 126 videos\Test 318.szv,22.2,27.2,5.394,6.156,0.243,0.226,0.087,0.185,0.566,0.613,12.36,16.46,0.067,0.171,13.99
319,Y841,AQ (Day5),1,1/14/2022,13:31,pm,Liam,MWM Cohort 126 videos\Test 319.szv,6.7,10.8,1.569,2.301,0.234,0.213,0.769,0.475,0.628,0.757,3.99,7.91,0.742,0.45,5.44
320,Y841,AQ (Day5),2,1/14/2022,13:32,pm,Liam,MWM Cohort 126 videos\Test 320.szv,10.3,12.2,2.682,2.973,0.261,0.244,0.08,0.175,0.614,0.573,6.09,6.78,0.058,0.161,6.29
321,Y841,AQ (Day5),3,1/14/2022,13:34,pm,Liam,MWM Cohort 126 videos\Test 321.szv,20.4,24.4,5.785,6.597,0.284,0.27,0.117,0.156,0.612,0.657,12.29,15.83,0.11,0.154,13.9
322,3249,AQ (Day5),1,1/14/2022,13:37,pm,Liam,MWM Cohort 126 videos\Test 322.szv,82.4,30,13.655,6.213,0.166,0.207,0.063,0.245,0.757,0.759,62.34,22.77,,,63.9
323,3249,AQ (Day5),2,1/14/2022,13:40,pm,Liam,MWM Cohort 126 videos\Test 323.szv,86,30,14.592,4.988,0.17,0.166,0.082,0.093,0.602,0.63,51.81,18.9,,,52.76
324,3249,AQ (Day5),3,1/14/2022,13:44,pm,Liam,MWM Cohort 126 videos\Test 324.szv,82,30,12.452,3.203,0.152,0.107,0.015,0.166,0.701,0.586,57.49,17.58,,,61.58
325,3251,AQ (Day5),1,1/14/2022,13:49,pm,Liam,MWM Cohort 126 videos\Test 325.szv,51.1,30,10.906,6.961,0.214,0.232,0.061,0.16,0.713,0.74,36.16,22.21,0.059,,36.82
326,3251,AQ (Day5),2,1/14/2022,13:51,pm,Liam,MWM Cohort 126 videos\Test 326.szv,80.6,30,15.694,5.718,0.195,0.191,0.022,0.234,0.651,0.595,52.24,17.85,0.015,,52.55
327,3251,AQ (Day5),3,1/14/2022,13:54,pm,Liam,MWM Cohort 126 videos\Test 327.szv,53.1,30,9.596,6.284,0.181,0.209,0.059,0.202,0.635,0.616,33.48,18.48,0.054,,34.03
328,3253,AQ (Day5),1,1/14/2022,13:59,pm,Liam,MWM Cohort 126 videos\Test 328.szv,12.4,18.4,1.508,2.303,0.122,0.125,0.404,0.467,0.339,0.463,4.09,8.36,0.381,0.455,4.01
329,3253,AQ (Day5),2,1/14/2022,14:01,pm,Liam,MWM Cohort 126 videos\Test 329.szv,87.3,30,16.922,6.345,0.194,0.211,0.055,0.048,0.649,0.601,56.64,18.02,,,57.03
330,3253,AQ (Day5),3,1/14/2022,14:04,pm,Liam,MWM Cohort 126 videos\Test 330.szv,20.3,26,4.489,5.548,0.221,0.214,0.162,0.19,0.568,0.633,11.33,16.24,0.143,0.179,13.91
331,3254,AQ (Day5),1,1/14/2022,14:08,pm,Liam,MWM Cohort 126 videos\Test 331.szv,84.5,30,14.317,5.656,0.169,0.189,0.03,0.184,0.647,0.615,54.69,18.46,,,56.67
332,3254,AQ (Day5),2,1/14/2022,14:11,pm,Liam,MWM Cohort 126 videos\Test 332.szv,3.4,6.1,0.692,1.171,0.203,0.191,0.496,0.486,0.139,0.261,0.43,1.51,0.519,0.437,0.83
333,3254,AQ (Day5),3,1/14/2022,14:12,pm,Liam,MWM Cohort 126 videos\Test 333.szv,12.6,18.3,2.013,3.139,0.16,0.171,0.143,0.36,0.304,0.433,3.74,7.78,0.099,0.33,4.59
334,3255,AQ (Day5),1,1/14/2022,14:16,pm,Liam,MWM Cohort 126 videos\Test 334.szv,25.1,28.4,5.309,6.373,0.212,0.225,0.025,0.15,0.6,0.585,14.86,16.41,0.02,0.137,14.66
335,3255,AQ (Day5),2,1/14/2022,14:18,pm,Liam,MWM Cohort 126 videos\Test 335.szv,9.9,11.9,2.85,3.311,0.288,0.279,0.302,0.182,0.77,0.742,7.35,8.56,0.281,0.161,8.04
336,3255,AQ (Day5),3,1/14/2022,14:20,pm,Liam,MWM Cohort 126 videos\Test 336.szv,29.8,30,8.359,8.493,0.281,0.283,0.021,0.159,0.693,0.711,20.41,21.33,0.008,,20.92
337,3256,AQ (Day5),1,1/14/2022,14:24,pm,Liam,MWM Cohort 126 videos\Test 337.szv,70.1,30,7.242,2.33,0.103,0.078,0.042,0.495,0.591,0.478,41.26,14.35,0.025,,41.84
338,3256,AQ (Day5),2,1/14/2022,14:27,pm,Liam,MWM Cohort 126 videos\Test 338.szv,57.3,30,6.656,3.177,0.116,0.106,0.165,0.405,0.753,0.883,42.9,26.5,0.152,,45.06
339,3256,AQ (Day5),3,1/14/2022,14:29,pm,Liam,MWM Cohort 126 videos\Test 339.szv,81.7,30,16.639,5.503,0.204,0.183,0.031,0.134,0.657,0.755,53.66,22.66,,,59.22
340,3257,AQ (Day5),1,1/14/2022,14:34,pm,Liam,MWM Cohort 126 videos\Test 340.szv,84.4,30,12.935,5.532,0.153,0.184,0.075,0.166,0.712,0.567,60.13,17,,,59.88
341,3257,AQ (Day5),2,1/14/2022,14:37,pm,Liam,MWM Cohort 126 videos\Test 341.szv,86.3,30,17.719,6.547,0.205,0.218,0.021,0.236,0.753,0.77,64.96,23.11,,,66.54
342,3257,AQ (Day5),3,1/14/2022,14:39,pm,Liam,MWM Cohort 126 videos\Test 342.szv,3.9,10.3,0.602,1.869,0.156,0.182,0.946,0.572,0.29,0.731,1.02,7.26,0.921,0.559,4.1
343,3259,AQ (Day5),1,1/14/2022,14:43,pm,Liam,MWM Cohort 126 videos\Test 343.szv,65.1,30,13.651,6.731,0.21,0.224,0.062,0.191,0.839,0.815,54.34,24.45,0.056,,57.31
344,3259,AQ (Day5),2,1/14/2022,14:45,pm,Liam,MWM Cohort 126 videos\Test 344.szv,86.9,30,15.304,5.363,0.176,0.179,0.085,0.066,0.602,0.666,52.31,19.98,,,53.42
345,3259,AQ (Day5),3,1/14/2022,14:48,pm,Liam,MWM Cohort 126 videos\Test 345.szv,83.7,30,12.66,5.261,0.151,0.175,0.053,0.285,0.525,0.674,43.91,20.22,,,45.53
346,Y836,AQ (Day6),1,1/15/2022,10:56,am,Liam,MWM Cohort 126 videos\Test 346.szv,10.5,12.6,2.684,3.17,0.256,0.251,0.061,0.173,0.512,0.476,5.22,5.85,0.029,0.151,5.37
347,Y836,AQ (Day6),2,1/15/2022,10:58,am,Liam,MWM Cohort 126 videos\Test 347.szv,41.1,30,10.097,7.552,0.246,0.252,0.055,0.077,0.761,0.687,31.02,20.62,0.053,,31.7
349,Y837,AQ (Day6),1,1/15/2022,11:03,am,Liam,MWM Cohort 126 videos\Test 349.szv,0.5,2.7,0.097,0.542,0.193,0.201,1,0.966,0.024,0.289,0,0.68,0.419,0.969,0.1
350,Y837,AQ (Day6),2,1/15/2022,11:04,am,Liam,MWM Cohort 126 videos\Test 350.szv,68.9,30,11.987,5.807,0.174,0.194,0.067,0.267,0.682,0.692,46.75,20.76,0.06,,48.22
352,Y838,AQ (Day6),1,1/15/2022,11:11,am,Liam,MWM Cohort 126 videos\Test 352.szv,10.6,13,2.14,2.742,0.202,0.21,0.171,0.221,0.494,0.488,5.09,6.2,0.17,0.199,5.47
353,Y838,AQ (Day6),2,1/15/2022,11:12,am,Liam,MWM Cohort 126 videos\Test 353.szv,1.2,6.1,0.343,1.616,0.285,0.263,0.77,0.73,0.102,0.598,0.09,3.47,0.65,0.697,1.09
355,3235,AQ (Day6),1,1/15/2022,11:19,am,Liam,MWM Cohort 126 videos\Test 355.szv,86.8,30,15.086,5.377,0.174,0.179,0.033,0.071,0.75,0.703,65.08,21.1,,,65.65
356,3235,AQ (Day6),2,1/15/2022,11:22,am,Liam,MWM Cohort 126 videos\Test 356.szv,83.1,30,12.117,5.403,0.146,0.18,0.079,0.226,0.766,0.773,63.62,23.2,,,63.92
358,3237,AQ (Day6),1,1/15/2022,11:31,am,Liam,MWM Cohort 126 videos\Test 358.szv,6.4,8.8,1.224,1.712,0.192,0.195,0.426,0.357,0.235,0.319,1.41,2.68,0.341,0.302,1.96
359,3237,AQ (Day6),2,1/15/2022,11:33,am,Liam,MWM Cohort 126 videos\Test 359.szv,8.5,13.2,2.09,3.254,0.247,0.247,0.356,0.349,0.475,0.543,3.85,6.95,0.337,0.319,4.75
361,3238,AQ (Day6),1,1/15/2022,11:40,am,Liam,MWM Cohort 126 videos\Test 361.szv,0.5,3.2,0.106,0.656,0.223,0.207,0.592,0.902,0.006,0.288,0,0.82,0.081,0.819,0.13
362,3238,AQ (Day6),2,1/15/2022,11:41,am,Liam,MWM Cohort 126 videos\Test 362.szv,29.2,30,5.791,6.553,0.198,0.218,0.212,0.162,0.524,0.643,15.03,19.28,0.205,,16.87
364,3239,AQ (Day6),1,1/15/2022,11:47,am,Liam,MWM Cohort 126 videos\Test 364.szv,46.9,30,10.519,7.197,0.225,0.24,0.056,0.208,0.762,0.785,35.44,23.56,0.051,,36.02
365,3239,AQ (Day6),2,1/15/2022,11:49,am,Liam,MWM Cohort 126 videos\Test 365.szv,18.8,23.8,4.42,5.67,0.235,0.238,0.031,0.202,0.599,0.588,11.05,13.79,0.031,0.185,11.45
367,3240,AQ (Day6),1,1/15/2022,11:56,am,Liam,MWM Cohort 126 videos\Test 367.szv,16.5,19.4,2.296,2.901,0.14,0.15,0.101,0.179,0.466,0.428,7.52,8.14,0.073,0.158,7.42
368,3240,AQ (Day6),2,1/15/2022,11:59,am,Liam,MWM Cohort 126 videos\Test 368.szv,8.6,15.4,1.246,1.697,0.145,0.11,0.604,0.668,0.478,0.622,3.97,9.38,0.621,0.638,4.09
370,3241,AQ (Day6),1,1/15/2022,12:07,pm,Liam,MWM Cohort 126 videos\Test 370.szv,21.2,24.2,3.051,3.73,0.144,0.154,0.156,0.17,0.534,0.522,11.11,12.42,0.143,0.144,11.46
371,3241,AQ (Day6),2,1/15/2022,12:09,pm,Liam,MWM Cohort 126 videos\Test 371.szv,51.2,30,10.137,5.17,0.198,0.172,0.076,0.035,0.593,0.646,30.14,19.37,0.068,,31.86
373,3242,AQ (Day6),1,1/15/2022,12:25,pm,Liam,MWM Cohort 126 videos\Test 373.szv,85.9,30,9.587,0.442,0.112,0.015,0.109,1.02,0.718,0.681,61.65,20.44,,,62.72
374,3242,AQ (Day6),2,1/15/2022,12:29,pm,Liam,MWM Cohort 126 videos\Test 374.szv,80.6,30,12.341,2.449,0.153,0.082,0.064,0.569,0.703,0.772,56.65,23.15,,,61.19
376,3243,AQ (Day6),1,1/15/2022,12:37,pm,Liam,MWM Cohort 126 videos\Test 376.szv,87.9,30,20.452,7.453,0.233,0.248,0.016,0.11,0.779,0.651,68.45,19.53,,,68.59
377,3243,AQ (Day6),2,1/15/2022,12:41,pm,Liam,MWM Cohort 126 videos\Test 377.szv,48.9,30,10.576,6.727,0.216,0.224,0.075,0.199,0.601,0.625,29.22,18.74,0.069,,30.65
379,3247,AQ (Day6),1,1/15/2022,12:48,pm,Liam,MWM Cohort 126 videos\Test 379.szv,10.6,13,2.448,2.957,0.231,0.228,0.167,0.191,0.499,0.49,5.1,6.19,0.157,0.17,5.6
380,3247,AQ (Day6),2,1/15/2022,12:50,pm,Liam,MWM Cohort 126 videos\Test 380.szv,17,21.5,3.56,4.463,0.209,0.207,0.085,0.221,0.603,0.587,10.05,12.42,0.08,0.214,10.18
382,Y839,AQ (Day6),1,1/15/2022,12:57,pm,Liam,MWM Cohort 126 videos\Test 382.szv,0.4,3.1,0.097,0.515,0.243,0.165,0.72,0.985,0.016,0.265,0,0.73,,0.963,-0.02
383,Y839,AQ (Day6),2,1/15/2022,12:59,pm,Liam,MWM Cohort 126 videos\Test 383.szv,84,30,15.805,6.243,0.188,0.208,0.042,0.063,0.807,0.838,67.76,25.14,,,70.6
385,Y840,AQ (Day6),1,1/15/2022,13:05,pm,Liam,MWM Cohort 126 videos\Test 385.szv,1.3,3.7,0.372,0.553,0.287,0.15,0.836,0.961,0.142,0.351,0.14,1.18,0.999,0.96,0.22
386,Y840,AQ (Day6),2,1/15/2022,13:07,pm,Liam,MWM Cohort 126 videos\Test 386.szv,19.2,24.1,4.57,5.388,0.238,0.224,0.111,0.2,0.485,0.534,9.14,12.68,0.093,0.193,10.24
388,Y841,AQ (Day6),1,1/15/2022,13:19,pm,Liam,MWM Cohort 126 videos\Test 388.szv,22.1,24.3,6.107,6.547,0.276,0.269,0.103,0.091,0.476,0.482,10.37,11.56,0.094,0.083,11
389,Y841,AQ (Day6),2,1/15/2022,13:20,pm,Liam,MWM Cohort 126 videos\Test 389.szv,3,7.1,0.969,1.794,0.323,0.251,0.742,0.589,0.416,0.715,1.13,4.87,0.736,0.586,2.69
391,3249,AQ (Day6),1,1/15/2022,13:27,pm,Liam,MWM Cohort 126 videos\Test 391.szv,61.4,30,11.368,5.713,0.185,0.19,0.089,0.124,0.749,0.754,45.72,22.63,0.082,,47.66
392,3249,AQ (Day6),2,1/15/2022,13:53,pm,Liam,MWM Cohort 126 videos\Test 392.szv,23.2,30,0,0,0,0,,,1.112,1.112,25.8,33.36,,,
394,3251,AQ (Day6),1,1/15/2022,13:38,pm,Liam,MWM Cohort 126 videos\Test 394.szv,88.2,30,19.592,7.989,0.222,0.266,0.015,0.019,0.731,0.719,64.5,21.56,,,64.62
395,3251,AQ (Day6),2,1/15/2022,13:41,pm,Liam,MWM Cohort 126 videos\Test 395.szv,19.1,24.2,3.203,4.349,0.168,0.179,0.128,0.249,0.75,0.713,14.09,17.03,0.108,0.238,14
397,3253,AQ (Day6),1,1/15/2022,13:55,pm,Liam,MWM Cohort 126 videos\Test 397.szv,13.5,16.5,1.689,2.233,0.125,0.135,0.244,0.268,0.358,0.377,4.72,6.09,0.218,0.237,5.04
398,3253,AQ (Day6),2,1/15/2022,13:57,pm,Liam,MWM Cohort 126 videos\Test 398.szv,73.7,30,15.354,5.227,0.208,0.174,0.043,0.178,0.604,0.577,44.32,17.32,0.04,,45.83
400,3254,AQ (Day6),1,1/15/2022,14:05,pm,Liam,MWM Cohort 126 videos\Test 400.szv,88.4,30,16.161,5.7,0.183,0.19,0.018,0.177,0.586,0.564,51.76,16.92,,,51.88
401,3254,AQ (Day6),2,1/15/2022,14:07,pm,Liam,MWM Cohort 126 videos\Test 401.szv,25.8,30,5.468,5.822,0.212,0.194,0.136,0.148,0.609,0.704,15.48,21.13,0.123,,18.39
403,3255,AQ (Day6),1,1/15/2022,14:15,pm,Liam,MWM Cohort 126 videos\Test 403.szv,88.7,30,24.595,9.384,0.277,0.313,0.027,0.123,0.652,0.613,57.84,18.39,,,57.95
404,3255,AQ (Day6),2,1/15/2022,14:18,pm,Liam,MWM Cohort 126 videos\Test 404.szv,11.6,15.6,3.366,4.429,0.29,0.284,0.101,0.259,0.648,0.646,7.3,9.87,0.084,0.242,7.84
406,3256,AQ (Day6),1,1/15/2022,14:23,pm,Liam,MWM Cohort 126 videos\Test 406.szv,78.6,30,10.125,3.355,0.129,0.112,0.028,0.203,0.604,0.673,47.27,20.19,0.022,,47.53
407,3256,AQ (Day6),2,1/15/2022,14:26,pm,Liam,MWM Cohort 126 videos\Test 407.szv,7.5,15.9,1.247,1.929,0.166,0.121,0.861,0.595,0.525,0.819,3.77,12.77,0.802,0.573,7.53
409,3257,AQ (Day6),1,1/15/2022,14:32,pm,Liam,MWM Cohort 126 videos\Test 409.szv,87.7,30,13.353,4.662,0.152,0.155,0.026,0.272,0.613,0.58,53.8,17.4,,,54.04
410,3257,AQ (Day6),2,1/15/2022,14:35,pm,Liam,MWM Cohort 126 videos\Test 410.szv,81,30,11.306,3.591,0.14,0.12,0.018,0.353,0.609,0.582,49.11,17.46,0.011,,49.03
412,3259,AQ (Day6),1,1/15/2022,14:41,pm,Liam,MWM Cohort 126 videos\Test 412.szv,65.6,30,11.881,6.134,0.181,0.204,0.008,0.131,0.639,0.645,41.68,19.36,0.004,,41.72
413,3259,AQ (Day6),2,1/15/2022,14:44,pm,Liam,MWM Cohort 126 videos\Test 413.szv,84.2,30,11.443,4.266,0.136,0.142,0.067,0.255,0.617,0.564,51.99,16.91,,,52.6
415,Y836,AQ (Day7),1,1/16/2022,11:38,am,Liam,MWM Cohort 126 videos\Test 415.szv,2.9,7.4,0.63,1.341,0.217,0.181,0.963,0.829,0.295,0.624,0.76,4.42,0.943,0.824,1.08
416,Y836,AQ (Day7),2,1/16/2022,11:40,am,Liam,MWM Cohort 126 videos\Test 416.szv,5.2,9.3,1.547,2.706,0.298,0.291,0.524,0.368,0.522,0.634,2.52,5.66,0.517,0.358,4.05
417,Y836,AQ (Day7),3,1/16/2022,11:41,am,Liam,MWM Cohort 126 videos\Test 417.szv,54.5,30,14.591,8.232,0.268,0.274,0.036,0.029,0.679,0.722,36.75,21.67,0.032,,37.23
418,Y837,AQ (Day7),1,1/16/2022,11:45,am,Liam,MWM Cohort 126 videos\Test 418.szv,2,7.8,0.428,1.247,0.215,0.16,0.822,0.851,0.171,0.691,0.28,5.16,0.999,0.853,1.65
419,Y837,AQ (Day7),2,1/16/2022,11:46,am,Liam,MWM Cohort 126 videos\Test 419.szv,0.1,5.6,0,1.211,0,0.217,,0.889,0,0.593,0,3.08,,0.867,0.56
420,Y837,AQ (Day7),3,1/16/2022,11:47,am,Liam,MWM Cohort 126 videos\Test 420.szv,16,18.9,2.862,3.403,0.179,0.18,0.191,0.175,0.231,0.275,3.62,5.1,0.171,0.159,4.27
421,Y838,AQ (Day7),1,1/16/2022,11:50,am,Liam,MWM Cohort 126 videos\Test 421.szv,43.5,30,10.3,7.463,0.237,0.249,0.026,0.04,0.627,0.684,27.07,20.53,0.02,,27.55
422,Y838,AQ (Day7),2,1/16/2022,11:52,am,Liam,MWM Cohort 126 videos\Test 422.szv,3.7,7.9,0.991,2.382,0.271,0.303,0.873,0.457,0.49,0.732,1.62,5.49,0.863,0.427,3.76
423,Y838,AQ (Day7),3,1/16/2022,11:54,am,Liam,MWM Cohort 126 videos\Test 423.szv,34.2,30,8.969,8.273,0.262,0.276,0.018,0.074,0.48,0.51,16.29,15.3,0.003,,16.5
424,3235,AQ (Day7),1,1/16/2022,11:57,am,Liam,MWM Cohort 126 videos\Test 424.szv,18.1,24.8,2.702,3.263,0.15,0.132,0.236,0.312,0.81,0.8,14.37,19.54,0.217,0.299,15.82
425,3235,AQ (Day7),2,1/16/2022,11:59,am,Liam,MWM Cohort 126 videos\Test 425.szv,38.5,30,6.106,5.072,0.159,0.169,0.165,0.16,0.658,0.685,25.15,20.56,0.15,,27.48
426,3235,AQ (Day7),3,1/16/2022,12:01,pm,Liam,MWM Cohort 126 videos\Test 426.szv,6.7,10.1,0.791,1.009,0.118,0.1,0.71,0.551,0.29,0.383,1.84,3.72,0.627,0.483,2.47
427,3237,AQ (Day7),1,1/16/2022,12:06,pm,Liam,MWM Cohort 126 videos\Test 427.szv,64.3,30,12.17,6.294,0.189,0.21,0.064,0.143,0.51,0.507,32.66,15.2,0.063,,33.58
428,3237,AQ (Day7),2,1/16/2022,12:08,pm,Liam,MWM Cohort 126 videos\Test 428.szv,84.7,30,16.069,6.268,0.19,0.209,0.084,0.234,0.552,0.542,46.75,16.25,,,47.94
429,3237,AQ (Day7),3,1/16/2022,12:11,pm,Liam,MWM Cohort 126 videos\Test 429.szv,87.2,30,13.235,5.626,0.152,0.188,0.073,0.076,0.581,0.734,50.67,22.02,,,51.27
430,3238,AQ (Day7),1,1/16/2022,12:17,pm,Liam,MWM Cohort 126 videos\Test 430.szv,5,5,1.113,1.113,0.223,0.221,0.911,0.898,0.527,0.527,2.47,2.47,0.934,0.934,0.11
431,3238,AQ (Day7),2,1/16/2022,12:18,pm,Liam,MWM Cohort 126 videos\Test 431.szv,10.3,15.9,1.978,3.11,0.192,0.195,0.189,0.325,0.409,0.428,4.08,6.67,0.166,0.318,4.1
432,3238,AQ (Day7),3,1/16/2022,12:19,pm,Liam,MWM Cohort 126 videos\Test 432.szv,60.5,30,10.297,5.593,0.17,0.186,0.03,0.252,0.52,0.576,31.29,17.27,0.029,,31.55
433,3239,AQ (Day7),1,1/16/2022,12:23,pm,Liam,MWM Cohort 126 videos\Test 433.szv,4.7,4.7,1.048,1.048,0.223,0.222,1.034,0.959,0.626,0.626,2.75,2.75,0.959,0.959,0.45
434,3239,AQ (Day7),2,1/16/2022,12:25,pm,Liam,MWM Cohort 126 videos\Test 434.szv,3.6,8,0.796,2.005,0.221,0.249,0.612,0.479,0.313,0.472,1.03,3.63,0.511,0.448,1.97
435,3239,AQ (Day7),3,1/16/2022,12:27,pm,Liam,MWM Cohort 126 videos\Test 435.szv,0.5,3.2,0.086,0.579,0.172,0.178,1.416,0.967,0.036,0.337,0.01,0.98,0.436,0.944,0.19
436,3240,AQ (Day7),1,1/16/2022,12:30,pm,Liam,MWM Cohort 126 videos\Test 436.szv,18.2,25.1,2.003,3.042,0.11,0.121,0.183,0.312,0.579,0.552,10.31,13.64,0.154,0.303,9.97
437,3240,AQ (Day7),2,1/16/2022,12:31,pm,Liam,MWM Cohort 126 videos\Test 437.szv,83.2,30,11.845,4.315,0.142,0.144,0.067,0.284,0.6,0.511,49.91,15.34,,,50.56
438,3240,AQ (Day7),3,1/16/2022,12:35,pm,Liam,MWM Cohort 126 videos\Test 438.szv,86.4,30,11.25,3.017,0.13,0.101,0.04,0.177,0.675,0.532,58.31,15.95,,,58.93
439,3241,AQ (Day7),1,1/16/2022,12:40,pm,Liam,MWM Cohort 126 videos\Test 439.szv,20.5,25.3,3.994,4.528,0.195,0.179,0.161,0.245,0.395,0.477,7.98,11.92,0.14,0.23,8.84
440,3241,AQ (Day7),2,1/16/2022,12:41,pm,Liam,MWM Cohort 126 videos\Test 440.szv,70.5,30,15.601,6.728,0.221,0.224,0.069,0.207,0.572,0.702,40.08,21.07,0.065,,42.09
441,3241,AQ (Day7),3,1/16/2022,12:44,pm,Liam,MWM Cohort 126 videos\Test 441.szv,87.8,30,19.301,6.548,0.22,0.218,0.038,0.116,0.632,0.745,55.52,22.35,,,55.74
442,3242,AQ (Day7),1,1/16/2022,12:48,pm,Liam,MWM Cohort 126 videos\Test 442.szv,80.8,30,11.222,2.07,0.139,0.069,0.094,0.73,0.699,0.885,56.5,26.55,,,61.53
