Test,Animal,Stage,Trial,Date,Time,Time of day,User,Recorded video file,AQ TRR to End of Test; Duration (s),Base; Duration (s),AQ TRR to End of Test; Distance (m),Base; Distance (m),AQ TRR to End of Test; Mean speed (m/s),Base; Mean speed (m/s),AQ TRR to End of Test; Path efficiency,Base; Path efficiency,AQ TRR to End of Test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ TRR to End of Test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ TRR to End of Test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s)
148,3316,AQ (Day4),1,7/8/2022,11:59,am,Liam,MWM - Cohort 130 videos\Test 148.szv,87.2,30,21.682,8.878,0.249,0.296,0.035,0.086,0.756,0.775,65.97,23.25,,,
149,3316,AQ (Day4),2,7/8/2022,12:01,pm,Liam,MWM - Cohort 130 videos\Test 149.szv,87.6,30,12.429,6.448,0.142,0.215,0.053,0.245,0.809,0.696,70.88,20.89,,,
151,3317,AQ (Day4),1,7/8/2022,12:08,pm,Liam,MWM - Cohort 130 videos\Test 151.szv,59.4,30,11.481,6.012,0.193,0.2,0.032,0.17,0.669,0.63,39.48,18.9,0.023,,39.74
152,3317,AQ (Day4),2,7/8/2022,12:10,pm,Liam,MWM - Cohort 130 videos\Test 152.szv,0.3,3,0.123,0.484,0.409,0.16,0.389,1,0,0.22,0,0.59,,0.984,-0.02
154,3318,AQ (Day4),1,7/8/2022,12:15,pm,Liam,MWM - Cohort 130 videos\Test 154.szv,20.1,22.7,4.561,5.052,0.227,0.223,0.096,0.123,0.553,0.551,10.9,12.28,0.085,0.117,11.48
155,3318,AQ (Day4),2,7/8/2022,12:17,pm,Liam,MWM - Cohort 130 videos\Test 155.szv,87.7,30,19.359,7.536,0.221,0.251,0.043,0.151,0.732,0.677,64.22,20.31,,,
157,Y875,AQ (Day5),1,7/9/2022,11:21,am,Liam,MWM - Cohort 130 videos\Test 157.szv,11.8,15,0.601,0.703,0.051,0.047,0.621,0.658,0.22,0.261,2.53,3.83,0.507,0.639,1.55
158,Y875,AQ (Day5),2,7/9/2022,11:23,am,Liam,MWM - Cohort 130 videos\Test 158.szv,86.5,30,15.402,5.782,0.178,0.193,0.054,0.154,0.661,0.608,57.16,18.23,,,
159,Y875,AQ (Day5),3,7/9/2022,11:26,am,Liam,MWM - Cohort 130 videos\Test 159.szv,36.4,30,7.404,5.927,0.203,0.198,0.166,0.154,0.682,0.794,24.61,23.82,0.155,,28.63
160,Y876,AQ (Day5),1,7/9/2022,11:29,am,Liam,MWM - Cohort 130 videos\Test 160.szv,7.3,10.3,0.699,0.888,0.096,0.086,0.79,0.587,0.278,0.346,1.94,3.44,0.721,0.571,2
161,Y876,AQ (Day5),2,7/9/2022,11:30,am,Liam,MWM - Cohort 130 videos\Test 161.szv,75.7,30,16.987,5.061,0.224,0.169,0.02,0.295,0.611,0.484,46.06,14.53,0.014,,46.64
162,Y876,AQ (Day5),3,7/9/2022,11:32,am,Liam,MWM - Cohort 130 videos\Test 162.szv,25.5,30,5.918,6.112,0.233,0.204,0.115,0.218,0.533,0.606,13.4,18.19,0.103,,15.72
163,Y877,AQ (Day5),1,7/9/2022,11:35,am,Liam,MWM - Cohort 130 videos\Test 163.szv,2.5,5.4,0.388,0.47,0.155,0.087,1.086,0.995,0.206,0.34,0.45,1.73,0.904,0.999,0.49
164,Y877,AQ (Day5),2,7/9/2022,11:36,am,Liam,MWM - Cohort 130 videos\Test 164.szv,13,16.4,2.576,3.145,0.198,0.192,0.224,0.206,0.694,0.655,8.8,10.52,0.197,0.181,9.68
165,Y877,AQ (Day5),3,7/9/2022,11:38,am,Liam,MWM - Cohort 130 videos\Test 165.szv,63.2,30,14.059,6.921,0.223,0.231,0.083,0.19,0.679,0.809,42.64,24.28,0.079,,46.48
166,3304,AQ (Day5),1,7/9/2022,11:42,am,Liam,MWM - Cohort 130 videos\Test 166.szv,27.5,29.3,7.519,7.751,0.273,0.264,0.075,0.063,0.632,0.623,17.19,18.05,0.072,0.06,17.63
167,3304,AQ (Day5),2,7/9/2022,11:44,am,Liam,MWM - Cohort 130 videos\Test 167.szv,33.7,30,8.48,7.711,0.252,0.257,0.03,0.129,0.61,0.642,20.32,19.27,0.019,,20.54
168,3304,AQ (Day5),3,7/9/2022,11:45,am,Liam,MWM - Cohort 130 videos\Test 168.szv,14.7,18.6,3.937,4.992,0.268,0.268,0.075,0.205,0.681,0.68,9.79,12.44,0.051,0.198,10.6
169,3307,AQ (Day5),1,7/9/2022,11:48,am,Liam,MWM - Cohort 130 videos\Test 169.szv,2,4.6,0.466,0.959,0.233,0.207,0.9,0.572,0.179,0.339,0.3,1.45,0.772,0.548,0.84
170,3307,AQ (Day5),2,7/9/2022,11:50,am,Liam,MWM - Cohort 130 videos\Test 170.szv,87.4,30,14.522,5.713,0.166,0.19,0.063,0.031,0.646,0.664,56.47,19.91,,,
171,3307,AQ (Day5),3,7/9/2022,11:52,am,Liam,MWM - Cohort 130 videos\Test 171.szv,47.2,30,7.581,4.475,0.161,0.149,0.134,0.038,0.785,0.791,36.79,23.74,0.12,,38.07
172,3309,AQ (Day5),1,7/9/2022,11:55,am,Liam,MWM - Cohort 130 videos\Test 172.szv,66.7,30,13.384,5.947,0.201,0.198,0.007,0.205,0.629,0.601,41.76,18.04,0.003,,41.86
173,3309,AQ (Day5),2,7/9/2022,11:58,am,Liam,MWM - Cohort 130 videos\Test 173.szv,87.2,30,13.896,4.407,0.159,0.147,0.061,0.33,0.68,0.737,59.29,22.12,,,
174,3309,AQ (Day5),3,7/9/2022,12:00,pm,Liam,MWM - Cohort 130 videos\Test 174.szv,75.6,30,12.988,6,0.172,0.2,0.069,0.134,0.758,0.804,57.08,24.11,0.063,,58.33
175,3310,AQ (Day5),1,7/9/2022,12:05,pm,Liam,MWM - Cohort 130 videos\Test 175.szv,0.5,3.2,0.105,0.446,0.211,0.139,0.952,0.987,0.032,0.281,0.01,0.81,0.999,0.994,0.12
176,3310,AQ (Day5),2,7/9/2022,12:06,pm,Liam,MWM - Cohort 130 videos\Test 176.szv,25.1,28,4.907,5.376,0.196,0.192,0.128,0.103,0.579,0.573,14.32,15.83,0.118,0.093,15.16
177,3310,AQ (Day5),3,7/9/2022,12:07,pm,Liam,MWM - Cohort 130 videos\Test 177.szv,20,25.5,3.774,4.554,0.189,0.179,0.216,0.212,0.694,0.7,13.6,17.56,0.203,0.205,15.1
178,Y878,AQ (Day5),1,7/9/2022,12:10,pm,Liam,MWM - Cohort 130 videos\Test 178.szv,45.8,30,8.679,6.061,0.19,0.202,0.036,0.243,0.648,0.65,29.42,19.51,0.03,,29.82
179,Y878,AQ (Day5),2,7/9/2022,12:12,pm,Liam,MWM - Cohort 130 videos\Test 179.szv,0.5,3.3,0.079,0.585,0.174,0.18,1,0.972,0.017,0.295,0,0.86,0.569,0.945,0.14
180,Y878,AQ (Day5),3,7/9/2022,12:13,pm,Liam,MWM - Cohort 130 videos\Test 180.szv,34.9,30,8.59,6.991,0.246,0.233,0.074,0.132,0.675,0.738,23.33,22.15,0.067,,26.04
181,Y879,AQ (Day5),1,7/9/2022,12:16,pm,Liam,MWM - Cohort 130 videos\Test 181.szv,0.5,2.7,0.098,0.58,0.196,0.214,1.083,0.913,0.03,0.298,0.01,0.71,0.504,0.923,0.14
182,Y879,AQ (Day5),2,7/9/2022,12:18,pm,Liam,MWM - Cohort 130 videos\Test 182.szv,72.8,30,20.838,7.694,0.286,0.256,0.027,0.115,0.609,0.524,44.14,15.73,0.021,,44.85
183,Y879,AQ (Day5),3,7/9/2022,12:20,pm,Liam,MWM - Cohort 130 videos\Test 183.szv,38.9,30,10.381,7.694,0.267,0.256,0.071,0.122,0.698,0.736,26.9,22.08,0.065,,28.1
184,Y880,AQ (Day5),1,7/9/2022,12:23,pm,Liam,MWM - Cohort 130 videos\Test 184.szv,0.7,2.9,0.098,0.528,0.147,0.184,0.984,0.908,0.046,0.295,0.01,0.74,0.753,0.908,0.19
185,Y880,AQ (Day5),2,7/9/2022,12:24,pm,Liam,MWM - Cohort 130 videos\Test 185.szv,29.8,30,7.023,7.076,0.236,0.236,0.097,0.077,0.513,0.541,15.1,16.23,0.086,,15.97
186,Y880,AQ (Day5),3,7/9/2022,12:26,pm,Liam,MWM - Cohort 130 videos\Test 186.szv,29.1,30,8.012,7.86,0.275,0.262,0.043,0.033,0.644,0.67,18.53,20.09,0.04,,19.46
187,3316,AQ (Day5),1,7/9/2022,12:29,pm,Liam,MWM - Cohort 130 videos\Test 187.szv,87.3,30,17.476,6.967,0.2,0.232,0.08,0.215,0.722,0.841,63.03,25.24,,,
188,3316,AQ (Day5),2,7/9/2022,12:32,pm,Liam,MWM - Cohort 130 videos\Test 188.szv,87.2,30,13.268,5.167,0.152,0.172,0.011,0.13,0.664,0.674,57.87,20.23,,,
189,3316,AQ (Day5),3,7/9/2022,12:34,pm,Liam,MWM - Cohort 130 videos\Test 189.szv,84.6,30,12.861,5.416,0.152,0.181,0.1,0.065,0.835,0.816,70.64,24.49,,,
190,3317,AQ (Day5),1,7/9/2022,12:38,pm,Liam,MWM - Cohort 130 videos\Test 190.szv,27,29.9,3.975,4.328,0.147,0.145,0.02,0.101,0.393,0.381,10.47,11.27,0.012,0.1,10.61
191,3317,AQ (Day5),2,7/9/2022,12:40,pm,Liam,MWM - Cohort 130 videos\Test 191.szv,21.9,25.2,3.923,4.483,0.179,0.178,0.201,0.13,0.447,0.468,9.62,11.61,0.174,0.111,10.9
192,3317,AQ (Day5),3,7/9/2022,12:41,pm,Liam,MWM - Cohort 130 videos\Test 192.szv,52.2,30,11.083,6.725,0.212,0.224,0.034,0.147,0.645,0.662,33.45,19.85,0.025,,34.96
193,3318,AQ (Day5),1,7/9/2022,12:45,pm,Liam,MWM - Cohort 130 videos\Test 193.szv,87.3,30,20.075,7.462,0.23,0.249,0.06,0.122,0.784,0.671,68.41,20.12,,,
194,3318,AQ (Day5),2,7/9/2022,12:48,pm,Liam,MWM - Cohort 130 videos\Test 194.szv,87.1,30,15.779,6.036,0.181,0.201,0.003,0.258,0.717,0.673,62.47,20.2,,,
195,3318,AQ (Day5),3,7/9/2022,12:51,pm,Liam,MWM - Cohort 130 videos\Test 195.szv,84.5,30,13.795,6.516,0.163,0.217,0.019,0.216,0.585,0.575,49.47,17.25,,,
196,Y875,AQ (Day6),1,7/10/2022,11:40,am,Liam,MWM - Cohort 130 videos\Test 196.szv,17.9,21.3,3.97,4.187,0.222,0.197,0.162,0.144,0.736,0.701,12.9,14.68,0.139,0.122,13.99
197,Y875,AQ (Day6),2,7/10/2022,11:41,am,Liam,MWM - Cohort 130 videos\Test 197.szv,18.1,25.2,2.64,3.868,0.146,0.154,0.367,0.302,0.359,0.541,6.37,13.44,0.34,0.282,9.61
199,Y876,AQ (Day6),1,7/10/2022,11:46,am,Liam,MWM - Cohort 130 videos\Test 199.szv,14,16.9,1.953,2.275,0.14,0.134,0.139,0.238,0.17,0.203,2.33,3.37,0.104,0.218,2.46
200,Y876,AQ (Day6),2,7/10/2022,11:48,am,Liam,MWM - Cohort 130 videos\Test 200.szv,11,17.5,2.457,3.51,0.223,0.2,0.388,0.336,0.605,0.706,6.46,12.13,0.359,0.319,9.06
202,Y877,AQ (Day6),1,7/10/2022,11:54,am,Liam,MWM - Cohort 130 videos\Test 202.szv,1,4,0.188,0.535,0.188,0.132,0.886,0.971,0.093,0.278,0.06,1.03,0.815,0.98,0.12
203,Y877,AQ (Day6),2,7/10/2022,11:55,am,Liam,MWM - Cohort 130 videos\Test 203.szv,59.2,30,12.246,5.333,0.207,0.178,0.071,0.082,0.631,0.638,37.11,19.15,0.065,,39.65
205,3304,AQ (Day6),1,7/10/2022,12:00,pm,Liam,MWM - Cohort 130 videos\Test 205.szv,85.4,30,20.96,7.312,0.245,0.244,0.023,0.171,0.59,0.592,50.19,17.75,0.019,,50.57
206,3304,AQ (Day6),2,7/10/2022,12:03,pm,Liam,MWM - Cohort 130 videos\Test 206.szv,19.6,23.8,5.15,5.988,0.263,0.251,0.101,0.195,0.684,0.721,13.19,16.93,0.081,0.181,14.58
208,3307,AQ (Day6),1,7/10/2022,12:09,pm,Liam,MWM - Cohort 130 videos\Test 208.szv,87.3,30,18.844,5.631,0.216,0.188,0.038,0.095,0.668,0.549,58.35,16.48,,,
209,3307,AQ (Day6),2,7/10/2022,12:11,pm,Liam,MWM - Cohort 130 videos\Test 209.szv,48.5,30,11.177,6.355,0.23,0.212,0.097,0.165,0.767,0.827,36.94,24.81,0.09,,39.76
211,3309,AQ (Day6),1,7/10/2022,12:17,pm,Liam,MWM - Cohort 130 videos\Test 211.szv,37.2,30,7.284,6.203,0.196,0.207,0.031,0.154,0.58,0.593,21.31,17.78,0.021,,21.47
212,3309,AQ (Day6),2,7/10/2022,12:19,pm,Liam,MWM - Cohort 130 videos\Test 212.szv,6.9,12.7,1.566,2.885,0.227,0.227,0.154,0.401,0.279,0.464,1.83,5.73,0.112,0.385,3.07
214,3310,AQ (Day6),1,7/10/2022,12:27,pm,Liam,MWM - Cohort 130 videos\Test 214.szv,87.3,30,17.097,6.385,0.196,0.213,0.021,0.209,0.675,0.669,58.95,20.06,,,
215,3310,AQ (Day6),2,7/10/2022,12:29,pm,Liam,MWM - Cohort 130 videos\Test 215.szv,37.2,30,6.385,4.611,0.172,0.154,0.131,0.346,0.758,0.798,27.88,23.93,0.125,,29.61
217,Y878,AQ (Day6),1,7/10/2022,12:35,pm,Liam,MWM - Cohort 130 videos\Test 217.szv,24.7,27.7,3.274,3.528,0.133,0.127,0.157,0.161,0.349,0.364,8.5,9.98,0.135,0.151,8.85
218,Y878,AQ (Day6),2,7/10/2022,12:36,pm,Liam,MWM - Cohort 130 videos\Test 218.szv,18.3,24.1,3.149,4.052,0.172,0.168,0.097,0.274,0.522,0.554,9.38,13.16,0.074,0.259,9.92
220,Y879,AQ (Day6),1,7/10/2022,12:41,pm,Liam,MWM - Cohort 130 videos\Test 220.szv,0.8,2.8,0.096,0.448,0.119,0.16,1.631,0.99,0.07,0.264,0.03,0.65,0.797,0.985,0.07
221,Y879,AQ (Day6),2,7/10/2022,12:42,pm,Liam,MWM - Cohort 130 videos\Test 221.szv,6.5,11.2,1.757,2.571,0.271,0.23,0.376,0.454,0.479,0.67,2.94,7.26,0.349,0.435,4.65
223,Y880,AQ (Day6),1,7/10/2022,12:48,pm,Liam,MWM - Cohort 130 videos\Test 223.szv,1,3.1,0.205,0.513,0.207,0.166,0.991,0.948,0.096,0.27,0.06,0.75,0.895,0.95,0.15
224,Y880,AQ (Day6),2,7/10/2022,12:49,pm,Liam,MWM - Cohort 130 videos\Test 224.szv,13.2,18.1,3.198,3.866,0.242,0.213,0.227,0.292,0.631,0.688,8.13,12.25,0.198,0.271,9.69
226,3316,AQ (Day6),1,7/10/2022,12:53,pm,Liam,MWM - Cohort 130 videos\Test 226.szv,47.4,30,9.88,6.652,0.208,0.222,0.091,0.21,0.835,0.79,39.32,23.71,0.093,,40.46
227,3316,AQ (Day6),2,7/10/2022,12:55,pm,Liam,MWM - Cohort 130 videos\Test 227.szv,6,11.6,1.429,2.573,0.24,0.223,0.736,0.44,0.587,0.805,3.29,9.02,0.695,0.406,6.56
229,3317,AQ (Day6),1,7/10/2022,13:00,pm,Liam,MWM - Cohort 130 videos\Test 229.szv,3.6,6.4,0.248,0.492,0.069,0.077,0.642,0.906,0.107,0.191,0.34,1.14,0.583,0.917,-0.02
230,3317,AQ (Day6),2,7/10/2022,13:01,pm,Liam,MWM - Cohort 130 videos\Test 230.szv,43.3,30,6.155,4.439,0.142,0.148,0.097,0.276,0.52,0.489,22.34,14.67,0.078,,23.05
232,3318,AQ (Day6),1,7/10/2022,13:08,pm,Liam,MWM - Cohort 130 videos\Test 232.szv,4.9,7.6,0.82,1.298,0.169,0.172,0.268,0.386,0.217,0.271,0.98,1.96,0.231,0.37,1.27
233,3318,AQ (Day6),2,7/10/2022,13:09,pm,Liam,MWM - Cohort 130 videos\Test 233.szv,2.4,8.1,0.358,1.57,0.151,0.195,0.725,0.708,0.058,0.651,0.12,5.04,0.458,0.659,2.27
235,Y875,AQ (Day7),1,7/11/2022,11:08,am,Liam,MWM - Cohort 130 videos\Test 235.szv,5.3,11.9,1.119,1.937,0.211,0.162,0.711,0.596,0.335,0.691,1.67,8.02,0.612,0.558,4.44
236,Y875,AQ (Day7),2,7/11/2022,11:10,am,Liam,MWM - Cohort 130 videos\Test 236.szv,87.6,30,15.531,5.58,0.177,0.186,0.056,0.225,0.636,0.601,55.7,18.03,,,
237,Y875,AQ (Day7),3,7/11/2022,11:13,am,Liam,MWM - Cohort 130 videos\Test 237.szv,7.5,13.7,1.335,2.677,0.178,0.195,0.646,0.404,0.529,0.613,3.8,8.19,0.601,0.384,5.53
238,Y876,AQ (Day7),1,7/11/2022,11:15,am,Liam,MWM - Cohort 130 videos\Test 238.szv,51.8,30,9.49,4.861,0.183,0.162,0.107,0.264,0.436,0.426,22.45,12.78,0.098,,24.18
239,Y876,AQ (Day7),2,7/11/2022,11:18,am,Liam,MWM - Cohort 130 videos\Test 239.szv,1.7,4.2,0.361,0.611,0.218,0.147,0.808,0.77,0.152,0.331,0.2,1.26,0.987,0.785,0.51
240,Y876,AQ (Day7),3,7/11/2022,11:19,am,Liam,MWM - Cohort 130 videos\Test 240.szv,5.2,10.5,1.094,2.001,0.21,0.19,0.546,0.545,0.473,0.598,2.31,6.09,0.542,0.529,3.29
241,Y877,AQ (Day7),1,7/11/2022,11:22,am,Liam,MWM - Cohort 130 videos\Test 241.szv,11.1,17,1.826,2.337,0.165,0.137,0.429,0.477,0.537,0.65,5.79,10.84,0.368,0.447,6.86
242,Y877,AQ (Day7),2,7/11/2022,11:23,am,Liam,MWM - Cohort 130 videos\Test 242.szv,87.4,30,19.824,7.071,0.227,0.236,0.017,0.168,0.561,0.72,49.03,21.61,,,
243,Y877,AQ (Day7),3,7/11/2022,11:26,am,Liam,MWM - Cohort 130 videos\Test 243.szv,79.7,30,18.224,7.067,0.229,0.236,0.027,0.106,0.655,0.538,51.96,16.13,0.021,,53.33
244,3304,AQ (Day7),1,7/11/2022,11:30,am,Liam,MWM - Cohort 130 videos\Test 244.szv,23.5,27.5,6.487,7.624,0.276,0.277,0.093,0.146,0.646,0.647,14.95,17.56,0.085,0.133,15.68
245,3304,AQ (Day7),2,7/11/2022,11:32,am,Liam,MWM - Cohort 130 videos\Test 245.szv,87.8,30,22.16,7.951,0.252,0.265,0.051,0.199,0.674,0.661,59.17,19.82,,,
246,3304,AQ (Day7),3,7/11/2022,11:35,am,Liam,MWM - Cohort 130 videos\Test 246.szv,38.9,30,9.848,7.956,0.253,0.265,0.029,0.186,0.619,0.677,23.84,20.3,0.021,,24.56
247,3307,AQ (Day7),1,7/11/2022,11:39,am,Liam,MWM - Cohort 130 videos\Test 247.szv,84.2,30,16.494,6.565,0.196,0.219,0.032,0.193,0.563,0.607,47.43,18.21,,,
248,3307,AQ (Day7),2,7/11/2022,11:41,am,Liam,MWM - Cohort 130 videos\Test 248.szv,87.2,30,16.726,6.37,0.192,0.212,0.073,0.13,0.631,0.633,55.05,18.98,,,
249,3307,AQ (Day7),3,7/11/2022,11:45,am,Liam,MWM - Cohort 130 videos\Test 249.szv,84.2,30,13.155,5.133,0.156,0.171,0.097,0.032,0.715,0.781,60.17,23.44,,,
250,3309,AQ (Day7),1,7/11/2022,11:49,am,Liam,MWM - Cohort 130 videos\Test 250.szv,26.4,30,4.218,4.573,0.16,0.152,0.161,0.227,0.618,0.686,16.09,20.58,0.136,,17.17
251,3309,AQ (Day7),2,7/11/2022,11:51,am,Liam,MWM - Cohort 130 videos\Test 251.szv,80.9,30,15.388,6.53,0.19,0.218,0.018,0.149,0.627,0.637,50.49,19.1,0.015,,50.84
252,3309,AQ (Day7),3,7/11/2022,11:53,am,Liam,MWM - Cohort 130 videos\Test 252.szv,20.1,25.5,3.698,4.82,0.184,0.189,0.065,0.218,0.608,0.598,11.98,15.01,0.051,0.209,12.3
253,3310,AQ (Day7),1,7/11/2022,11:56,am,Liam,MWM - Cohort 130 videos\Test 253.szv,67.6,30,11.267,6.158,0.167,0.205,0.07,0.099,0.742,0.662,49.89,19.86,0.068,,50.61
254,3310,AQ (Day7),2,7/11/2022,11:59,am,Liam,MWM - Cohort 130 videos\Test 254.szv,77,30,14.006,5.554,0.182,0.185,0.006,0.143,0.665,0.631,51,18.92,0.003,,51.1
255,3310,AQ (Day7),3,7/11/2022,12:01,pm,Liam,MWM - Cohort 130 videos\Test 255.szv,84.7,30,15.679,6.299,0.185,0.21,0.052,0.126,0.602,0.601,50.98,18.04,,,
256,Y878,AQ (Day7),1,7/11/2022,12:06,pm,Liam,MWM - Cohort 130 videos\Test 256.szv,2.4,8.1,0.343,1.101,0.144,0.136,0.779,0.978,0.109,0.475,0.22,3.68,0.998,0.971,-0.16
257,Y878,AQ (Day7),2,7/11/2022,12:07,pm,Liam,MWM - Cohort 130 videos\Test 257.szv,11.4,14,2.422,2.967,0.213,0.213,0.195,0.183,0.653,0.605,7.19,8.23,0.169,0.162,7.69
258,Y878,AQ (Day7),3,7/11/2022,12:09,pm,Liam,MWM - Cohort 130 videos\Test 258.szv,5.9,11.5,1.302,2.533,0.221,0.219,0.736,0.408,0.518,0.699,2.91,7.84,0.77,0.396,5.58
259,Y879,AQ (Day7),1,7/11/2022,12:12,pm,Liam,MWM - Cohort 130 videos\Test 259.szv,6.9,10.9,1.048,1.969,0.152,0.18,0.478,0.569,0.241,0.458,1.59,4.86,0.38,0.549,1.75
260,Y879,AQ (Day7),2,7/11/2022,12:14,pm,Liam,MWM - Cohort 130 videos\Test 260.szv,11.6,13.3,3.502,3.799,0.303,0.287,0.043,0.128,0.581,0.545,6.51,7.03,0.018,0.118,6.68
261,Y879,AQ (Day7),3,7/11/2022,12:15,pm,Liam,MWM - Cohort 130 videos\Test 261.szv,1.2,5.1,0.316,1.441,0.274,0.285,0.796,0.741,0.095,0.587,0.08,2.76,0.923,0.712,1.01
262,Y880,AQ (Day7),1,7/11/2022,12:18,pm,Liam,MWM - Cohort 130 videos\Test 262.szv,9.3,14.4,1.64,2.185,0.176,0.152,0.417,0.523,0.463,0.599,4.14,8.42,0.371,0.491,4.7
263,Y880,AQ (Day7),2,7/11/2022,12:20,pm,Liam,MWM - Cohort 130 videos\Test 263.szv,0.7,2.8,0.199,0.501,0.289,0.18,0.719,0.971,0.069,0.282,0.02,0.69,0.529,0.98,0.14
264,Y880,AQ (Day7),3,7/11/2022,12:21,pm,Liam,MWM - Cohort 130 videos\Test 264.szv,4.1,8.9,1.036,2.063,0.256,0.233,0.401,0.519,0.286,0.471,1.06,4.01,0.362,0.492,1.87
265,3316,AQ (Day7),1,7/11/2022,12:24,pm,Liam,MWM - Cohort 130 videos\Test 265.szv,4.4,8.9,0.768,1.863,0.175,0.209,0.797,0.609,0.311,0.588,1.27,5.06,0.839,0.577,2.38
266,3316,AQ (Day7),2,7/11/2022,12:25,pm,Liam,MWM - Cohort 130 videos\Test 266.szv,18.4,20.4,4.266,4.632,0.232,0.227,0.153,0.111,0.783,0.753,14.13,15.1,0.141,0.102,14.6
267,3316,AQ (Day7),3,7/11/2022,12:27,pm,Liam,MWM - Cohort 130 videos\Test 267.szv,85.5,30,19.529,6.861,0.228,0.229,0.068,0.072,0.71,0.708,60.69,21.24,,,
268,3317,AQ (Day7),1,7/11/2022,12:31,pm,Liam,MWM - Cohort 130 videos\Test 268.szv,11.7,18.7,1.231,1.559,0.105,0.083,0.697,0.648,0.554,0.689,6.3,12.66,0.67,0.648,6.61
269,3317,AQ (Day7),2,7/11/2022,12:32,pm,Liam,MWM - Cohort 130 videos\Test 269.szv,13.7,17.1,2.077,2.297,0.152,0.135,0.205,0.243,0.444,0.44,5.92,7.36,0.176,0.213,6.47
270,3317,AQ (Day7),3,7/11/2022,12:33,pm,Liam,MWM - Cohort 130 videos\Test 270.szv,10,16.5,1.853,2.873,0.186,0.174,0.347,0.335,0.675,0.667,6.49,10.75,0.328,0.324,8.26
271,3318,AQ (Day7),1,7/11/2022,12:37,pm,Liam,MWM - Cohort 130 videos\Test 271.szv,5.2,10.3,1.21,2.149,0.233,0.208,0.582,0.528,0.293,0.588,1.43,5.87,0.516,0.495,3.25
272,3318,AQ (Day7),2,7/11/2022,12:38,pm,Liam,MWM - Cohort 130 videos\Test 272.szv,5.7,8.2,1.298,1.761,0.229,0.216,0.097,0.334,0.315,0.324,1.67,2.53,0.056,0.305,1.88
273,3318,AQ (Day7),3,7/11/2022,12:42,pm,Liam,MWM - Cohort 130 videos\Test 273.szv,5.2,10.2,0.988,2.167,0.191,0.213,0.407,0.499,0.274,0.492,1.32,4.83,0.347,0.472,2.38
274,Y875,AQ (Day8),1,7/12/2022,10:52,am,Liam,MWM - Cohort 130 videos\Test 274.szv,28.3,30,3.687,3.797,0.13,0.127,0.174,0.15,0.626,0.644,17.49,19.31,0.154,,18.13
275,Y875,AQ (Day8),2,7/12/2022,10:54,am,Liam,MWM - Cohort 130 videos\Test 275.szv,4.9,11.5,0.727,1.928,0.148,0.167,0.88,0.578,0.295,0.59,1.35,6.6,0.793,0.559,3.14
277,Y876,AQ (Day8),1,7/12/2022,10:59,am,Liam,MWM - Cohort 130 videos\Test 277.szv,34.9,30,8.354,6.752,0.24,0.225,0.058,0.174,0.584,0.567,20.18,17.02,0.048,,20.67
278,Y876,AQ (Day8),2,7/12/2022,11:00,am,Liam,MWM - Cohort 130 videos\Test 278.szv,30.1,30,6.968,6.902,0.232,0.23,0.074,0.141,0.379,0.471,11.26,14.13,0.062,,12.77
280,Y877,AQ (Day8),1,7/12/2022,11:05,am,Liam,MWM - Cohort 130 videos\Test 280.szv,5,8.3,0.704,0.704,0.141,0.084,0.825,0.866,0.284,0.398,1.32,3.16,0.824,0.845,1.22
281,Y877,AQ (Day8),2,7/12/2022,11:06,am,Liam,MWM - Cohort 130 videos\Test 281.szv,22.9,28.9,5.334,6.505,0.233,0.225,0.107,0.177,0.577,0.632,12.96,18.02,0.096,0.168,15.38
283,3304,AQ (Day8),1,7/12/2022,11:10,am,Liam,MWM - Cohort 130 videos\Test 283.szv,82.8,30,19.737,7.096,0.238,0.237,0.01,0.128,0.669,0.613,55.2,18.4,0.003,,55.32
284,3304,AQ (Day8),2,7/12/2022,11:12,am,Liam,MWM - Cohort 130 videos\Test 284.szv,28.6,30,6.992,7.34,0.245,0.245,0.157,0.213,0.679,0.744,19.17,22.31,0.151,,20.44
286,3307,AQ (Day8),1,7/12/2022,11:18,am,Liam,MWM - Cohort 130 videos\Test 286.szv,0.7,3.6,0.128,0.582,0.187,0.163,0.997,0.983,0.04,0.294,0.01,0.95,0.842,0.984,0.13
287,3307,AQ (Day8),2,7/12/2022,11:19,am,Liam,MWM - Cohort 130 videos\Test 287.szv,33.8,30,6.472,6.337,0.191,0.211,0.035,0.242,0.536,0.597,17.93,17.91,0.021,,18.98
289,3309,AQ (Day8),1,7/12/2022,11:25,am,Liam,MWM - Cohort 130 videos\Test 289.szv,25.9,28.7,5.147,5.609,0.199,0.196,0.064,0.105,0.585,0.568,14.94,16.09,0.049,0.095,15.35
290,3309,AQ (Day8),2,7/12/2022,11:27,am,Liam,MWM - Cohort 130 videos\Test 290.szv,21.8,27.5,4.321,5.654,0.198,0.206,0.11,0.204,0.525,0.559,11.27,15.19,0.096,0.19,12.4
292,3310,AQ (Day8),1,7/12/2022,11:32,am,Liam,MWM - Cohort 130 videos\Test 292.szv,21.9,24.9,4.311,4.926,0.197,0.198,0.169,0.127,0.663,0.651,14.28,15.96,0.153,0.109,15.21
