GROUP,RAT,AGE,BLOCK,DAY,TRIAL,TYPE,START,LAT,PATH,CMDS,MNDS,Q1TM,Q2TM,Q3TM,Q4TM,PLTCRS,SPEED,GROUP.RAT,,
RWM14,24,6,Block2,Day03,Trial3,Train,W,14.81,237.51,5338.14,36.07,0,0,8.51,6.31,2,16.14,RWM14.24,,
RWM14,24,6,Block2,Day04,Trial1,Train,S,5.81,82.11,998.55,17.22,0,0,5.81,0,1,14.39,RWM14.24,,
RWM14,24,6,Block2,Day04,Trial2,Train,E,8.41,116.92,2035.08,24.23,0,2.9,5.51,0,1,14.07,RWM14.24,,
RWM14,24,6,Block2,Day04,Trial3,Probe,N,30.13,644.09,13044.41,43.34,4.2,2,19.72,4.2,1,21.45,RWM14.24,,
RWM14,24,6,Block3,Day05,Trial1,Train,W,8.21,146.65,3223.08,39.31,0,0,4.4,3.8,1,18.09,RWM14.24,,
RWM14,24,6,Block3,Day05,Trial2,Train,S,8.01,92.69,1303.13,16.29,0,0,8.01,0,1,11.72,RWM14.24,,
RWM14,24,6,Block3,Day05,Trial3,Train,N,9.31,154.5,3527.67,37.93,3.4,0.5,5.41,0,1,16.78,RWM14.24,,
RWM14,24,6,Block3,Day06,Trial1,Train,E,8.41,93.88,2512.55,29.91,0,3.9,4.5,0,1,11.3,RWM14.24,,
RWM14,24,6,Block3,Day06,Trial2,Train,S,10.51,114.54,2744.57,26.14,0,0,9.81,0.7,1,11,RWM14.24,,
RWM14,24,6,Block3,Day06,Trial3,Probe,W,30.13,598.04,11897.55,39.53,0,0,20.72,9.41,3,19.91,RWM14.24,,
RWM14,24,6,Block4,Day07,Trial1,Train,S,23.42,119.68,5509.43,39.92,0,0,23.42,0,1,11.84,RWM14.24,,
RWM14,24,6,Block4,Day07,Trial2,Train,W,15.62,232.85,5196.78,33.31,0,0,12.21,3.4,1,15.01,RWM14.24,,
RWM14,24,6,Block4,Day07,Trial3,Train,E,6.91,89.29,1243.71,18.02,0,2.3,4.6,0,1,13.12,RWM14.24,,
RWM14,24,6,Block4,Day08,Trial1,Train,N,9.61,170.23,4625.73,48.18,3.6,0,4.9,1.1,1,17.9,RWM14.24,,
RWM14,24,6,Block4,Day08,Trial2,Train,S,5.11,61.86,681.2,13.36,0,0,5.11,0,1,12.36,RWM14.24,,
RWM14,24,6,Block4,Day08,Trial3,Probe,W,30.13,766.5,16587.17,55.11,3.1,2.4,15.62,9.01,2,25.52,RWM14.24,,
RWM14,24,6,Block6,Day09,Trial1,Cue,SW,15.62,245.24,12456.64,79.85,0,2.2,10.71,2.7,#NULL!,15.81,RWM14.24,,
RWM14,24,6,Block6,Day09,Trial2,Cue,SW,4.8,146.9,4186.62,87.22,0,1,2.5,1.3,#NULL!,31.22,RWM14.24,,
RWM14,24,6,Block6,Day09,Trial3,Cue,SE,5.31,151.11,5349.23,100.93,0,0,2,3.3,#NULL!,29.03,RWM14.24,,
RWM14,24,6,Block6,Day09,Trial4,Cue,SE,5.01,179.19,4832.99,96.66,2.7,0,0.3,2,#NULL!,36.53,RWM14.24,,
RWM14,24,6,Block6,Day09,Trial5,Cue,NE,3.2,111.83,2625.72,82.05,0.3,0,1.5,1.4,#NULL!,36.04,RWM14.24,,
RWM14,24,6,Block6,Day09,Trial6,Cue,NW,4.7,144.48,2292.66,48.78,0,2.6,0.4,1.7,#NULL!,31.38,RWM14.24,,
RWM14,25,24,Block1,Day01,Trial1,Train,S,90.19,1760.06,68340.74,75.85,21.92,10.01,24.82,33.43,0,19.54,RWM14.25,,
RWM14,25,24,Block1,Day01,Trial2,Train,N,36.14,729.11,25809.05,71.49,18.92,5.11,7.81,4.3,1,20.23,RWM14.25,,
RWM14,25,24,Block1,Day01,Trial3,Train,W,8.21,148.27,2948.14,35.95,0,0,4.8,3.4,1,18.29,RWM14.25,,
RWM14,25,24,Block1,Day02,Trial1,Train,E,9.81,252.75,2613.77,26.67,0.3,1.5,5.81,2.2,1,26.03,RWM14.25,,
RWM14,25,24,Block1,Day02,Trial2,Train,S,44.24,1299.22,27938.62,63.21,10.41,7.91,14.41,11.51,1,29.43,RWM14.25,,
RWM14,25,24,Block1,Day02,Trial3,Probe,N,30.13,826.16,18195.76,60.45,7.81,10.01,5.41,6.91,1,27.51,RWM14.25,,
RWM14,25,24,Block2,Day03,Trial1,Train,N,27.63,762.43,17583.24,63.71,9.31,9.51,8.81,0,1,27.7,RWM14.25,,
RWM14,25,24,Block2,Day03,Trial2,Train,E,6.91,86.15,855.44,12.4,0,1.9,5.01,0,1,12.66,RWM14.25,,
RWM14,25,24,Block2,Day03,Trial3,Train,W,63.76,1705.58,50632.23,79.49,25.53,10.31,10.41,17.52,1,26.79,RWM14.25,,
RWM14,25,24,Block2,Day04,Trial1,Train,S,51.95,1126.73,32240.18,62.12,9.21,21.32,12.71,8.71,1,21.73,RWM14.25,,
RWM14,25,24,Block2,Day04,Trial2,Train,E,8.61,112.75,1669.85,19.42,0,1.9,6.71,0,1,13.25,RWM14.25,,
RWM14,25,24,Block2,Day04,Trial3,Probe,N,30.13,657.71,20904.67,69.45,5.81,8.91,4.6,10.81,0,21.9,RWM14.25,,
RWM14,25,24,Block3,Day05,Trial1,Train,W,90.19,2074.9,61532.46,68.29,26.93,19.92,15.02,28.33,0,23.03,RWM14.25,,
RWM14,25,24,Block3,Day05,Trial2,Train,S,61.16,1342.97,38735.26,63.4,14.21,9.01,18.62,19.32,1,21.99,RWM14.25,,
RWM14,25,24,Block3,Day05,Trial3,Train,N,14.81,254.27,8956.72,60.52,6.81,3.1,4.5,0.4,1,17.28,RWM14.25,,
RWM14,25,24,Block3,Day06,Trial1,Train,E,7.21,110.85,1871.17,25.99,0,2.8,4.4,0,1,15.6,RWM14.25,,
RWM14,25,24,Block3,Day06,Trial2,Train,S,46.05,1065.86,25287.51,54.97,8.11,9.11,19.52,9.31,1,23.2,RWM14.25,,
RWM14,25,24,Block3,Day06,Trial3,Probe,W,30.13,651.75,20813.99,69.15,8.81,5.51,5.61,10.21,1,21.7,RWM14.25,,
RWM14,25,24,Block4,Day07,Trial1,Train,S,90.19,1893.46,49114.85,54.51,22.42,23.52,28.53,15.72,0,21.02,RWM14.25,,
RWM14,25,24,Block4,Day07,Trial2,Train,W,90.19,1585.09,73109.25,81.14,41.24,28.43,2.4,18.12,0,17.59,RWM14.25,,
RWM14,25,24,Block4,Day07,Trial3,Train,E,20.32,363.38,9140.01,45.02,3.6,9.01,7.71,0,1,17.97,RWM14.25,,
RWM14,25,24,Block4,Day08,Trial1,Train,N,22.02,409,10858.17,49.36,4.4,10.01,6.11,1.5,1,18.66,RWM14.25,,
RWM14,25,24,Block4,Day08,Trial2,Train,S,7.91,102.58,1595.81,20.2,0,0,7.91,0,1,13.14,RWM14.25,,
RWM14,25,24,Block4,Day08,Trial3,Probe,W,30.13,709.06,24219.58,80.46,13.21,5.01,1.8,10.11,0,23.61,RWM14.25,,
RWM14,25,24,Block6,Day09,Trial1,Cue,SW,9.31,128.91,7240.45,77.85,0.1,2.6,0,6.61,#NULL!,14,RWM14.25,,
RWM14,25,24,Block6,Day09,Trial2,Cue,SW,2.9,83.71,2595.81,89.51,0.2,0.3,0,2.4,#NULL!,29.87,RWM14.25,,
RWM14,25,24,Block6,Day09,Trial3,Cue,SE,3.2,105.79,2750.9,85.97,0,0,1.7,1.5,#NULL!,34.09,RWM14.25,,
RWM14,25,24,Block6,Day09,Trial4,Cue,SE,3.8,94.17,3583.57,94.3,1.2,0,0.3,2.3,#NULL!,25.43,RWM14.25,,
RWM14,25,24,Block6,Day09,Trial5,Cue,NE,2.4,77.96,1129.36,47.06,0,1.3,0.8,0.3,#NULL!,33.86,RWM14.25,,
RWM14,25,24,Block6,Day09,Trial6,Cue,NW,3.4,102.75,2002.12,58.89,0.7,0.6,2.1,0,#NULL!,31.11,RWM14.25,,
RWM14,26,24,Block1,Day01,Trial1,Train,S,59.16,1363.69,35121.06,59.43,11.21,9.01,26.03,12.91,1,23.09,RWM14.26,,
RWM14,26,24,Block1,Day01,Trial2,Train,N,90.19,1556.07,69203.93,76.81,23.52,37.64,15.02,14.01,0,17.27,RWM14.26,,
RWM14,26,24,Block1,Day01,Trial3,Train,W,31.13,643.98,18730.11,60.23,5.91,9.01,10.71,5.51,1,20.75,RWM14.26,,
RWM14,26,24,Block1,Day02,Trial1,Train,E,12.41,220.27,3772.81,30.43,0,5.61,6.81,0,1,17.89,RWM14.26,,
RWM14,26,24,Block1,Day02,Trial2,Train,S,49.75,1187.36,30016.08,60.39,8.21,11.81,21.62,8.11,1,23.91,RWM14.26,,
RWM14,26,24,Block1,Day02,Trial3,Probe,N,30.13,776.25,22802.91,75.76,15.22,4.7,4.5,5.71,0,25.85,RWM14.26,,
RWM14,26,24,Block2,Day03,Trial1,Train,N,90.19,2383.9,63580.48,70.57,22.32,35.04,21.62,11.21,0,26.46,RWM14.26,,
RWM14,26,24,Block2,Day03,Trial2,Train,E,5.51,65.32,622.31,11.31,0,0.8,4.7,0,1,12.08,RWM14.26,,
RWM14,26,24,Block2,Day03,Trial3,Train,W,26.33,611.93,17782.24,67.61,7.41,7.31,7.11,4.5,2,23.33,RWM14.26,,
RWM14,26,24,Block2,Day04,Trial1,Train,S,21.32,530.72,13660.1,64.13,4.1,4.4,6.81,6.01,1,25.01,RWM14.26,,
RWM14,26,24,Block2,Day04,Trial2,Train,E,30.13,762.49,16814.34,55.86,6.41,6.91,11.61,5.21,1,25.39,RWM14.26,,
RWM14,26,24,Block2,Day04,Trial3,Probe,N,30.13,713.47,21253.62,70.61,8.61,11.61,6.81,3.1,1,23.76,RWM14.26,,
RWM14,26,24,Block3,Day05,Trial1,Train,W,18.52,445.4,10184.43,55.05,5.81,3.4,6.01,3.3,1,24.18,RWM14.26,,
RWM14,26,24,Block3,Day05,Trial2,Train,S,12.01,202.25,3359.11,27.99,0,2.8,6.61,2.6,1,16.98,RWM14.26,,
RWM14,26,24,Block3,Day05,Trial3,Train,N,19.62,386.84,11302.06,58.86,4.2,6.11,5.01,4.3,1,20.34,RWM14.26,,
RWM14,26,24,Block3,Day06,Trial1,Train,E,11.51,162.44,3405.31,29.61,0,5.71,5.81,0,1,14.23,RWM14.26,,
RWM14,26,24,Block3,Day06,Trial2,Train,S,24.32,529.9,15931.92,65.56,5.01,3.7,5.71,9.91,1,21.87,RWM14.26,,
RWM14,26,24,Block3,Day06,Trial3,Probe,W,30.13,644.37,24496.53,81.38,10.41,5.31,5.51,8.91,0,21.46,RWM14.26,,
RWM14,26,24,Block4,Day07,Trial1,Train,S,16.82,314.42,5542.31,32.99,0,0,10.81,6.01,1,18.81,RWM14.26,,
RWM14,26,24,Block4,Day07,Trial2,Train,W,31.03,725.13,18088,58.35,7.21,1.7,11.11,11.01,1,23.44,RWM14.26,,
RWM14,26,24,Block4,Day07,Trial3,Train,E,5.91,75,850.68,14.42,0,1.1,4.8,0,1,12.92,RWM14.26,,
RWM14,26,24,Block4,Day08,Trial1,Train,N,15.62,355.7,9680.32,62.05,5.01,6.71,3.9,0,1,22.93,RWM14.26,,
RWM14,26,24,Block4,Day08,Trial2,Train,S,14.41,322.16,9327.63,64.78,3.3,2.5,4.6,4,1,22.51,RWM14.26,,
RWM14,26,24,Block4,Day08,Trial3,Probe,W,30.13,772.63,23851.77,79.24,11.31,2.4,6.31,10.11,1,25.73,RWM14.26,,
RWM14,26,24,Block6,Day09,Trial1,Cue,SW,5.31,141.47,3936.49,74.27,0,2.1,0.2,3,#NULL!,27.18,RWM14.26,,
RWM14,26,24,Block6,Day09,Trial2,Cue,SW,2.5,69.74,2152.91,86.12,0.3,0.1,0,2.1,#NULL!,29.03,RWM14.26,,
RWM14,26,24,Block6,Day09,Trial3,Cue,SE,3.9,125.58,2566.28,65.8,2.3,1,0.6,0,#NULL!,33.02,RWM14.26,,
RWM14,26,24,Block6,Day09,Trial4,Cue,SE,5.91,137.37,3804.12,64.48,4.2,1.4,0.3,0,#NULL!,23.66,RWM14.26,,
RWM14,26,24,Block6,Day09,Trial5,Cue,NE,4.7,141.79,3462.64,73.67,0,1.3,2.7,0.7,#NULL!,30.79,RWM14.26,,
RWM14,27,6,Block1,Day01,Trial1,Train,S,90.19,1565.3,56674.54,63.32,4.6,21.32,32.53,31.73,0,17.55,RWM14.27,,
RWM14,27,6,Block1,Day01,Trial2,Train,N,79.78,1393.05,46173.98,58.75,22.62,14.31,28.63,14.21,1,17.75,RWM14.27,,
RWM14,27,6,Block1,Day01,Trial3,Train,W,51.55,901.02,37188.99,72.21,9.51,10.01,13.01,19.02,1,17.51,RWM14.27,,
RWM14,27,6,Block1,Day02,Trial1,Train,E,41.64,912.69,25552.58,61.42,8.51,6.41,18.22,8.51,1,21.97,RWM14.27,,
RWM14,27,6,Block1,Day02,Trial2,Train,S,28.83,751.15,14680.2,50.97,4.9,4.2,12.31,7.41,1,26.15,RWM14.27,,
RWM14,27,6,Block1,Day02,Trial3,Probe,N,30.13,683.65,12617.4,41.92,2.7,7.31,15.32,4.8,2,22.77,RWM14.27,,
RWM14,27,6,Block2,Day03,Trial1,Train,N,9.61,289.88,4139.09,43.12,1.8,2.2,5.61,0,5,30.48,RWM14.27,,
RWM14,27,6,Block2,Day03,Trial2,Train,E,17.92,470.41,7190.76,40.17,0,5.91,6.81,5.21,2,26.4,RWM14.27,,
RWM14,27,6,Block2,Day03,Trial3,Train,W,15.52,181.32,4624.36,29.83,1.1,0,11.01,3.4,4,11.76,RWM14.27,,
RWM14,27,6,Block2,Day04,Trial1,Train,S,10.31,126.83,3282.27,31.87,0,0,6.31,4,1,12.42,RWM14.27,,
RWM14,27,6,Block2,Day04,Trial2,Train,E,8.71,70.43,1714.64,19.71,0,1,7.71,0,1,8.18,RWM14.27,,
RWM14,27,6,Block2,Day04,Trial3,Probe,N,30.13,534.94,24813.82,82.44,8.01,18.62,3.5,0,0,17.81,RWM14.27,,
RWM14,27,6,Block3,Day05,Trial1,Train,W,48.55,1053.68,32880.14,67.79,10.21,3.7,9.91,24.72,1,21.75,RWM14.27,,
RWM14,27,6,Block3,Day05,Trial2,Train,S,9.51,141.21,3236.02,34.06,0,0,5.01,4.5,1,15.01,RWM14.27,,
RWM14,27,6,Block3,Day05,Trial3,Train,N,16.42,330.86,4922.21,30.01,1.9,5.51,9.01,0,1,20.28,RWM14.27,,
RWM14,27,6,Block3,Day06,Trial1,Train,E,7.81,96.24,2071.29,26.55,0,3.3,4.5,0,1,12.49,RWM14.27,,
RWM14,27,6,Block3,Day06,Trial2,Train,S,60.36,1236.37,32135.35,53.29,1.9,1.7,29.73,27.03,1,20.52,RWM14.27,,
RWM14,27,6,Block3,Day06,Trial3,Probe,W,30.13,486.06,13710.48,45.55,0,0,21.42,8.71,1,16.19,RWM14.27,,
RWM14,27,6,Block4,Day07,Trial1,Train,S,10.31,109.29,1742.75,16.92,0,0,10.31,0,1,10.7,RWM14.27,,
RWM14,27,6,Block4,Day07,Trial2,Train,W,18.92,296.43,6717.89,35.54,0,0,11.11,7.81,1,15.75,RWM14.27,,
RWM14,27,6,Block4,Day07,Trial3,Train,E,12.81,159.59,3752.13,29.31,0,7.81,5.01,0,1,12.55,RWM14.27,,
RWM14,27,6,Block4,Day08,Trial1,Train,N,31.43,584.65,21320.03,67.9,7.51,2.3,10.81,10.81,1,18.66,RWM14.27,,
RWM14,27,6,Block4,Day08,Trial2,Train,S,9.01,131.45,3415.37,37.95,0,0,5.01,4,1,14.76,RWM14.27,,
RWM14,27,6,Block4,Day08,Trial3,Probe,W,30.13,712.44,14242.6,47.32,3.4,0,17.82,8.91,0,23.72,RWM14.27,,
RWM14,27,6,Block6,Day09,Trial1,Cue,SW,17.32,238.51,15250.47,88.15,3,0,3.3,11.01,#NULL!,13.85,RWM14.27,,
RWM14,27,6,Block6,Day09,Trial2,Cue,SW,2.5,66.08,2016.43,80.66,0,0.4,0.2,1.9,#NULL!,27.5,RWM14.27,,
RWM14,27,6,Block6,Day09,Trial3,Cue,SE,3.8,121.7,2330.1,61.32,2,1.8,0,0,#NULL!,32.86,RWM14.27,,
RWM14,27,6,Block6,Day09,Trial4,Cue,SE,2.5,81.83,2360.78,94.43,0,0,0.5,2,#NULL!,34.06,RWM14.27,,
RWM14,27,6,Block6,Day09,Trial5,Cue,NE,4.5,127.27,2503.01,55.62,0,2.3,0.9,1.3,#NULL!,28.9,RWM14.27,,
RWM14,27,6,Block6,Day09,Trial6,Cue,NW,2.1,76.88,1026.66,48.89,0.5,0.9,0.7,0,#NULL!,38.4,RWM14.27,,
RWM14,28,24,Block1,Day01,Trial1,Train,S,90.19,1449.7,59935.4,66.67,22.42,6.21,35.04,26.53,0,16.15,RWM14.28,,
RWM14,28,24,Block1,Day01,Trial2,Train,N,16.02,241.67,7553.23,47.5,4.5,2.5,9.01,0,1,15.38,RWM14.28,,
RWM14,28,24,Block1,Day01,Trial3,Train,W,60.06,1086.15,36915.16,61.63,9.31,25.73,13.21,11.81,1,18.18,RWM14.28,,
RWM14,28,24,Block1,Day02,Trial1,Train,E,90.19,1822.23,59536.44,69.15,25.53,30.43,23.12,11.11,0,21.22,RWM14.28,,
RWM14,28,24,Block1,Day02,Trial2,Train,S,51.55,1105.65,30780.16,59.77,5.11,8.11,17.52,20.82,1,21.49,RWM14.28,,
RWM14,28,24,Block1,Day02,Trial3,Probe,N,30.03,615.31,19046.65,63.49,8.81,15.02,4.3,1.9,0,20.56,RWM14.28,,
RWM14,28,24,Block2,Day03,Trial1,Train,N,12.11,258.77,6492.9,53.66,3.2,0,5.21,3.7,1,21.54,RWM14.28,,
RWM14,28,24,Block2,Day03,Trial2,Train,E,16.82,340.81,7390.94,43.99,2.9,3.6,7.91,2.4,3,20.39,RWM14.28,,
RWM14,28,24,Block2,Day03,Trial3,Train,W,20.72,511.21,14784.54,71.42,4,3.4,5.81,7.51,1,24.79,RWM14.28,,
RWM14,28,24,Block2,Day04,Trial1,Train,S,5.61,65.15,928.18,16.57,0,0,5.61,0,1,11.83,RWM14.28,,
RWM14,28,24,Block2,Day04,Trial2,Train,E,10.71,225,4262.93,39.84,0.7,3,5.01,2,1,21.21,RWM14.28,,
RWM14,28,24,Block2,Day04,Trial3,Probe,N,30.13,686.99,24551.81,81.57,10.91,10.91,4.1,4.2,0,22.88,RWM14.28,,
RWM14,28,24,Block3,Day05,Trial1,Train,W,90.19,2115.21,66669.04,73.99,25.73,20.42,16.72,27.33,0,23.48,RWM14.28,,
RWM14,28,24,Block3,Day05,Trial2,Train,S,27.43,427.09,17597.23,64.22,5.71,0,11.61,10.11,1,15.63,RWM14.28,,
RWM14,28,24,Block3,Day05,Trial3,Train,N,18.72,365.45,11583.65,61.94,7.01,7.51,4.2,0,1,19.63,RWM14.28,,
RWM14,28,24,Block3,Day06,Trial1,Train,E,5.51,63.47,935.72,17.01,0,1.3,4.2,0,1,11.74,RWM14.28,,
RWM14,28,24,Block3,Day06,Trial2,Train,S,27.93,521.18,11016.22,39.48,2.2,4.3,14.51,6.91,1,18.73,RWM14.28,,
RWM14,28,24,Block3,Day06,Trial3,Probe,W,30.13,721.31,19406.18,64.47,4.6,3.5,10.81,11.21,0,24.02,RWM14.28,,
RWM14,28,24,Block4,Day07,Trial1,Train,S,40.24,858.27,20818.86,51.79,5.51,3,17.92,13.81,1,21.38,RWM14.28,,
RWM14,28,24,Block4,Day07,Trial2,Train,W,12.21,158.1,4569.83,37.46,0,0,7.51,4.7,1,13.05,RWM14.28,,
RWM14,28,24,Block4,Day07,Trial3,Train,E,36.54,661.33,14877.17,40.76,3.1,11.11,14.71,7.61,1,18.15,RWM14.28,,
RWM14,28,24,Block4,Day08,Trial1,Train,N,10.71,198.42,4400.12,41.12,1.4,1.5,6.11,1.7,1,18.7,RWM14.28,,
RWM14,28,24,Block4,Day08,Trial2,Train,S,5.51,66.44,881.34,16.02,0,0,5.51,0,1,12.29,RWM14.28,,
RWM14,28,24,Block4,Day08,Trial3,Probe,W,30.13,670.25,16941.56,56.28,4.9,8.61,8.91,7.71,0,22.32,RWM14.28,,
RWM14,28,24,Block6,Day09,Trial1,Cue,SW,11.31,131.95,7747.26,68.56,0,4.9,0.8,5.61,#NULL!,11.77,RWM14.28,,
RWM14,28,24,Block6,Day09,Trial2,Cue,SW,3.4,86.2,3174.6,93.37,0,0.3,0.4,2.7,#NULL!,26.1,RWM14.28,,
RWM14,28,24,Block6,Day09,Trial3,Cue,SE,3.7,106.91,2931.34,79.23,0,0,2.1,1.6,#NULL!,29.67,RWM14.28,,
RWM14,28,24,Block6,Day09,Trial4,Cue,SE,2.8,80.27,2416.38,86.3,1.2,0,0.1,1.5,#NULL!,29.7,RWM14.28,,
RWM14,28,24,Block6,Day09,Trial5,Cue,NE,4.5,126.42,2519,55.98,0,2.1,1.3,1.1,#NULL!,28.7,RWM14.28,,
RWM14,28,24,Block6,Day09,Trial6,Cue,NW,4.2,109.12,1514.12,36.05,1.2,2.8,0.2,0,#NULL!,26.59,RWM14.28,,
RWM14,3,6,Block1,Day01,Trial1,Train,N,90.19,1875.76,76976.51,85.43,38.34,37.54,4.8,9.51,0,20.82,RWM14.3,,
RWM14,3,6,Block1,Day01,Trial2,Train,W,90.19,2147.17,59726.13,66.29,24.22,14.61,30.73,20.62,0,23.83,RWM14.3,,
RWM14,3,6,Block1,Day01,Trial3,Train,E,10.31,170.6,4894.83,47.52,0,0,4.8,5.51,2,16.71,RWM14.3,,
RWM14,3,6,Block1,Day02,Trial1,Train,S,56.96,1520.72,38674.74,67.97,9.91,10.51,19.22,17.32,2,26.75,RWM14.3,,
RWM14,3,6,Block1,Day02,Trial2,Train,E,17.22,123.7,1006.69,5.85,0,1,16.22,0,1,7.23,RWM14.3,,
RWM14,3,6,Block1,Day02,Trial3,Probe,N,30.13,899.41,16973.41,56.39,5.31,10.61,7.71,6.51,1,29.95,RWM14.3,,
RWM14,3,6,Block2,Day03,Trial1,Train,E,10.71,147.56,2206.09,20.62,0,5.11,5.61,0,2,13.91,RWM14.3,,
RWM14,3,6,Block2,Day03,Trial2,Train,W,62.86,1758.96,40207.75,64.03,11.71,7.81,16.42,26.93,1,28.03,RWM14.3,,
RWM14,3,6,Block2,Day03,Trial3,Train,N,24.52,580.9,12785.47,52.19,2.8,13.71,5.21,2.8,1,23.78,RWM14.3,,
RWM14,3,6,Block2,Day04,Trial1,Train,S,8.61,135.17,2570.32,29.89,0,0,4.9,3.7,1,15.89,RWM14.3,,
RWM14,3,6,Block2,Day04,Trial2,Train,E,12.91,283.47,3792.18,29.4,0,0.2,9.01,3.7,1,22.12,RWM14.3,,
RWM14,3,6,Block2,Day04,Trial3,Probe,W,30.13,752.08,14090.83,46.81,6.41,2.1,14.71,6.91,3,25.04,RWM14.3,,
RWM14,3,6,Block3,Day05,Trial1,Train,W,55.46,1414.99,31522.28,56.9,10.61,5.61,20.92,18.32,1,25.56,RWM14.3,,
RWM14,3,6,Block3,Day05,Trial2,Train,N,9.71,198.7,2951.67,30.43,0.4,1.9,7.41,0,1,20.68,RWM14.3,,
RWM14,3,6,Block3,Day05,Trial3,Train,S,9.11,107.06,2116.44,23.26,0,0,7.11,2,1,11.88,RWM14.3,,
RWM14,3,6,Block3,Day06,Trial1,Train,E,31.23,720.51,13107,42.01,2.9,3.4,17.32,7.61,1,23.14,RWM14.3,,
RWM14,3,6,Block3,Day06,Trial2,Train,S,9.81,102.38,2256.39,23.02,0,0,9.01,0.8,1,10.54,RWM14.3,,
RWM14,3,6,Block3,Day06,Trial3,Probe,W,30.13,703.3,14393.29,47.82,1.8,0.8,16.02,11.51,1,23.42,RWM14.3,,
RWM14,3,6,Block4,Day07,Trial1,Train,S,10.51,94.22,2728,25.98,0,0,7.41,3.1,1,9.05,RWM14.3,,
RWM14,3,6,Block4,Day07,Trial2,Train,N,18.42,286.93,9202.01,50.01,0.7,11.71,6.01,0,1,15.66,RWM14.3,,
RWM14,3,6,Block4,Day07,Trial3,Train,W,25.93,523.52,10739.5,41.47,0.6,0.8,12.21,12.31,1,20.27,RWM14.3,,
RWM14,3,6,Block4,Day08,Trial1,Train,E,32.73,754.01,14051.41,42.97,3.3,7.71,15.32,6.41,1,23.11,RWM14.3,,
RWM14,3,6,Block4,Day08,Trial2,Train,S,33.03,676.58,11380.19,34.49,2.6,2.4,22.52,5.51,1,20.54,RWM14.3,,
RWM14,3,6,Block4,Day08,Trial3,Probe,N,30.13,647.15,16606.33,55.17,2.1,18.92,6.81,2.3,0,21.55,RWM14.3,,
RWM14,3,6,Block6,Day09,Trial1,Cue,SW,13.81,221.8,12887.21,93.39,0,2.4,2.3,9.11,#NULL!,16.17,RWM14.3,,
RWM14,3,6,Block6,Day09,Trial2,Cue,SW,6.01,130.51,5940.28,99,0,0.7,0.8,4.5,#NULL!,22.1,RWM14.3,,
RWM14,3,6,Block6,Day09,Trial3,Cue,SE,7.11,182.94,5958.33,83.92,3.6,0,1.8,1.7,#NULL!,26.11,RWM14.3,,
RWM14,3,6,Block6,Day09,Trial4,Cue,SE,5.51,132.2,4227.5,76.86,4,0,0.5,1,#NULL!,24.46,RWM14.3,,
RWM14,3,6,Block6,Day09,Trial5,Cue,NE,5.31,162.52,3170.03,59.81,0,2.6,1,1.7,#NULL!,31.22,RWM14.3,,
RWM14,3,6,Block6,Day09,Trial6,Cue,NW,6.41,165.47,4646.45,72.6,2.5,0.7,3.2,0,#NULL!,26.24,RWM14.3,,
RWM14,4,24,Block1,Day01,Trial1,Train,N,90.19,2083.44,66518.74,73.83,26.73,30.23,17.52,15.72,0,23.13,RWM14.4,,
RWM14,4,24,Block1,Day01,Trial2,Train,W,90.19,1767.57,67490.95,74.91,19.82,12.51,21.12,36.74,0,19.62,RWM14.4,,
RWM14,4,24,Block1,Day01,Trial3,Train,E,41.04,652.48,25054.19,61.11,7.91,17.22,9.91,6.01,1,15.94,RWM14.4,,
RWM14,4,24,Block1,Day02,Trial1,Train,S,78.08,1574.96,56302.49,72.18,19.32,12.01,22.82,23.92,1,20.2,RWM14.4,,
RWM14,4,24,Block1,Day02,Trial2,Train,E,28.53,397.69,8534.84,29.95,2.7,4.4,17.12,4.3,1,13.99,RWM14.4,,
RWM14,4,24,Block1,Day02,Trial3,Probe,N,30.13,575.31,20141.88,66.92,6.21,15.62,3.1,5.21,1,19.16,RWM14.4,,
RWM14,4,24,Block2,Day03,Trial1,Train,E,14.11,227.72,3150.45,22.34,0,4.9,8.31,0.9,1,16.25,RWM14.4,,
RWM14,4,24,Block2,Day03,Trial2,Train,W,21.42,418.39,10323.38,48.24,2.4,0,9.81,9.21,1,19.62,RWM14.4,,
RWM14,4,24,Block2,Day03,Trial3,Train,N,17.02,285.13,10633.29,62.55,5.11,5.01,4.7,2.2,1,16.85,RWM14.4,,
RWM14,4,24,Block2,Day04,Trial1,Train,S,23.32,394.78,8257.09,35.44,0.3,0.7,15.82,6.51,1,17,RWM14.4,,
RWM14,4,24,Block2,Day04,Trial2,Train,E,27.03,535.48,14193.6,52.57,4.3,11.51,8.21,3,1,19.89,RWM14.4,,
RWM14,4,24,Block2,Day04,Trial3,Probe,W,30.13,738.04,19213.52,63.83,5.21,5.61,6.71,12.61,1,24.58,RWM14.4,,
RWM14,4,24,Block3,Day05,Trial1,Train,W,24.92,476.04,14793.53,59.41,5.11,0,9.51,10.31,1,19.18,RWM14.4,,
RWM14,4,24,Block3,Day05,Trial2,Train,N,39.54,821.99,24177.97,61.21,8.21,19.82,6.31,5.21,1,20.84,RWM14.4,,
RWM14,4,24,Block3,Day05,Trial3,Train,S,20.12,315.84,5356.31,26.65,0,9.11,11.01,0,1,15.78,RWM14.4,,
RWM14,4,24,Block3,Day06,Trial1,Train,E,11.71,216.22,2761.28,23.6,0,2,8.21,1.5,1,18.62,RWM14.4,,
