GROUP,RAT,AGE,BLOCK,DAY,TRIAL,TYPE,START,LAT,PATH,CMDS,MNDS,Q1TM,Q2TM,Q3TM,Q4TM,PLTCRS,SPEED,GROUP.RAT,,
RWM15,6,6,Block1,Day01,Trial2,Train,W,10.01,166.4,4676.76,46.77,,,5.41,4.6,2,16.79,RWM15.6,,
RWM15,6,6,Block1,Day01,Trial3,Train,N,80.28,1895.73,50534.78,63.01,20.62,26.23,20.62,12.81,1,23.64,RWM15.6,,
RWM15,6,6,Block1,Day02,Trial1,Train,S,17.62,161.71,5030.05,28.58,,,17.62,,1,9.23,RWM15.6,,
RWM15,6,6,Block1,Day02,Trial2,Train,E,18.62,404.61,10785.28,57.99,4.3,9.01,5.31,,1,21.85,RWM15.6,,
RWM15,6,6,Block1,Day02,Trial3,Probe,W,30.13,737.42,28079.52,93.29,11.01,2.7,1,15.42,0,24.56,RWM15.6,,
RWM15,6,6,Block2,Day03,Trial1,Train,W,90.19,2342.59,57887.97,64.25,9.91,24.22,20.52,35.54,1,26,RWM15.6,,
RWM15,6,6,Block2,Day03,Trial2,Train,N,14.31,293.02,5006.5,35.01,1.9,3.5,8.91,,2,20.61,RWM15.6,,
RWM15,6,6,Block2,Day03,Trial3,Train,S,53.45,1162.18,29269.92,54.81,9.21,0.7,19.92,23.62,1,21.78,RWM15.6,,
RWM15,6,6,Block2,Day04,Trial1,Train,E,12.51,266.25,3934.88,31.48,,4.3,6.81,1.4,1,21.45,RWM15.6,,
RWM15,6,6,Block2,Day04,Trial2,Train,S,13.21,244.47,3492.67,26.46,,,10.71,2.5,1,18.64,RWM15.6,,
RWM15,6,6,Block2,Day04,Trial3,Probe,W,30.13,1026.51,13903.6,46.19,0,0.9,14.81,14.41,2,34.18,RWM15.6,,
RWM15,6,6,Block3,Day05,Trial1,Train,S,15.22,278.45,3956.28,26.03,,,12.91,2.3,1,18.42,RWM15.6,,
RWM15,6,6,Block3,Day05,Trial2,Train,N,43.74,1064.92,26028.31,59.56,4.3,28.23,9.11,2.1,1,24.4,RWM15.6,,
RWM15,6,6,Block3,Day05,Trial3,Train,W,39.24,856.25,26274.95,67.03,10.61,,8.91,19.72,1,21.88,RWM15.6,,
RWM15,6,6,Block3,Day06,Trial1,Train,E,29.63,582.3,15011.37,50.71,3.8,18.72,6.61,0.5,1,19.72,RWM15.6,,
RWM15,6,6,Block3,Day06,Trial2,Train,S,31.73,651.11,10687.61,33.71,,,23.12,8.61,1,20.58,RWM15.6,,
RWM15,6,6,Block3,Day06,Trial3,Probe,N,30.13,646.28,17900.36,59.47,5.21,17.52,7.41,,3,21.52,RWM15.6,,
RWM15,6,6,Block4,Day07,Trial1,Train,N,13.61,256,6403.7,47.09,2.1,7.51,4,,1,18.94,RWM15.6,,
RWM15,6,6,Block4,Day07,Trial2,Train,E,6.51,83.68,1073.71,16.52,,2.1,4.4,,1,13.06,RWM15.6,,
RWM15,6,6,Block4,Day07,Trial3,Train,W,14.01,233.53,5983.35,42.74,,,6.31,7.71,2,16.78,RWM15.6,,
RWM15,6,6,Block4,Day08,Trial1,Train,S,85.09,2151.14,51287.44,60.34,8.91,3,21.02,52.15,1,25.31,RWM15.6,,
RWM15,6,6,Block4,Day08,Trial2,Train,E,8.01,110.87,1233.13,15.41,,2.4,5.61,,2,14.02,RWM15.6,,
RWM15,6,6,Block4,Day08,Trial3,Probe,N,30.13,714.9,10293.47,34.2,3.4,10.71,16.02,,4,23.81,RWM15.6,,
RWM15,6,6,Block6,Day09,Trial1,Cue,SW,29.43,695.67,27299.46,93.49,3,,14.01,12.41,,23.96,RWM15.6,,
RWM15,6,6,Block6,Day09,Trial2,Cue,SW,8.81,231.58,7565.67,87.97,1.5,1.2,,6.11,,27.54,RWM15.6,,
RWM15,6,6,Block6,Day09,Trial3,Cue,SE,8.61,247.81,8113.55,96.59,,,3.1,5.51,,30.19,RWM15.6,,
RWM15,6,6,Block6,Day09,Trial4,Cue,SE,4.9,122.86,5184.46,105.81,,,0.1,4.8,,25.57,RWM15.6,,
RWM15,6,6,Block6,Day09,Trial5,Cue,NE,17.32,435.09,8096.82,46.8,0.1,9.71,5.31,2.2,,25.27,RWM15.6,,
RWM15,6,6,Block6,Day09,Trial6,Cue,NW,13.01,366.04,13159.51,101.23,1.7,,8.81,2.5,,28.35,RWM15.6,,
RWM15,7,24,Block1,Day01,Trial1,Train,E,90.19,2395.59,76331.78,84.72,22.32,21.12,20.22,26.53,0,26.59,RWM15.7,,
RWM15,7,24,Block1,Day01,Trial2,Train,W,40.44,887.35,22935.8,56.77,5.11,11.61,16.02,7.71,1,22,RWM15.7,,
RWM15,7,24,Block1,Day01,Trial3,Train,N,89.99,1598.6,56179.97,71.57,21.82,16.52,25.33,26.33,1,23.11,RWM15.7,,
RWM15,7,24,Block1,Day02,Trial1,Train,S,90.19,2413.06,63549.47,70.53,20.42,13.61,29.03,27.13,1,26.79,RWM15.7,,
RWM15,7,24,Block1,Day02,Trial2,Train,E,88.19,2342.17,55797.33,63.33,22.72,18.72,24.82,21.92,1,26.59,RWM15.7,,
RWM15,7,24,Block1,Day02,Trial3,Probe,W,30.13,778.45,18537.85,61.59,8.91,5.51,9.41,6.31,0,25.92,RWM15.7,,
RWM15,7,24,Block2,Day03,Trial1,Train,W,8.91,173.04,4013.37,45.09,,,4.6,4.3,1,19.64,RWM15.7,,
RWM15,7,24,Block2,Day03,Trial2,Train,N,55.96,1556.51,32029.65,57.3,13.91,10.81,18.32,12.91,3,27.87,RWM15.7,,
RWM15,7,24,Block2,Day03,Trial3,Train,S,10.71,173.76,2152.77,20.12,,1.3,9.41,,1,16.38,RWM15.7,,
RWM15,7,24,Block2,Day04,Trial1,Train,E,25.02,1113.49,11954.13,47.82,5,9.81,7.81,2.4,2,44.67,RWM15.7,,
RWM15,7,24,Block2,Day04,Trial2,Train,S,6.11,122.66,867.26,14.22,,,6.11,,2,20.42,RWM15.7,,
RWM15,7,24,Block2,Day04,Trial3,Probe,W,30.03,945.74,18007.23,60.02,5.61,4.4,7.61,12.41,0,31.6,RWM15.7,,
RWM15,7,24,Block3,Day05,Trial1,Train,S,6.81,114.41,1202.05,17.68,,,6.81,,1,17.06,RWM15.7,,
RWM15,7,24,Block3,Day05,Trial2,Train,N,12.41,242.64,5544.55,44.71,2.9,5.11,4.4,,1,19.71,RWM15.7,,
RWM15,7,24,Block3,Day05,Trial3,Train,W,21.42,306.1,7625.93,35.64,2.9,0.7,11.71,6.11,1,14.36,RWM15.7,,
RWM15,7,24,Block3,Day06,Trial1,Train,E,10.41,160.77,2358.82,22.68,,6.01,4.4,,1,15.59,RWM15.7,,
RWM15,7,24,Block3,Day06,Trial2,Train,S,7.11,92.83,1169.78,16.48,,,7.11,,1,13.25,RWM15.7,,
RWM15,7,24,Block3,Day06,Trial3,Probe,N,30.13,795.6,10873.53,36.12,2.4,9.61,16.12,2,1,26.49,RWM15.7,,
RWM15,7,24,Block4,Day07,Trial1,Train,N,27.13,616.84,15246.64,56.26,3.8,17.42,5.91,,1,22.82,RWM15.7,,
RWM15,7,24,Block4,Day07,Trial2,Train,E,24.32,624.33,8981.59,36.96,1.5,5.81,12.41,4.6,1,25.77,RWM15.7,,
RWM15,7,24,Block4,Day07,Trial3,Train,W,9.81,189.43,3560.3,36.33,0.8,,6.51,2.5,1,19.51,RWM15.7,,
RWM15,7,24,Block4,Day08,Trial1,Train,S,7.81,122.98,1833.92,23.51,,,7.81,,1,15.96,RWM15.7,,
RWM15,7,24,Block4,Day08,Trial2,Train,E,25.53,539.75,8210.54,32.2,1.6,11.51,12.41,,1,21.23,RWM15.7,,
RWM15,7,24,Block4,Day08,Trial3,Probe,N,30.13,633.21,12655.44,42.04,0.7,16.02,13.41,,0,21.09,RWM15.7,,
RWM15,7,24,Block6,Day09,Trial1,Cue,SW,15.22,354.24,13075.79,86.02,,3,12.21,,,23.44,RWM15.7,,
RWM15,7,24,Block6,Day09,Trial2,Cue,SW,8.01,140.16,7688.52,96.11,1.2,0.5,,6.31,,17.72,RWM15.7,,
RWM15,7,24,Block6,Day09,Trial3,Cue,SE,17.92,361.64,14896.31,83.22,0.5,3.3,6.11,8.01,,20.3,RWM15.7,,
RWM15,7,24,Block6,Day09,Trial4,Cue,SE,9.41,185.1,9715.59,103.36,,,1,8.41,,19.88,RWM15.7,,
RWM15,7,24,Block6,Day09,Trial5,Cue,NE,8.11,247.38,4748.48,58.62,,4.1,2.4,1.6,,30.89,RWM15.7,,
RWM15,7,24,Block6,Day09,Trial6,Cue,NW,6.31,241.93,6033.82,95.77,0.9,,4.7,0.7,,38.98,RWM15.7,,
RWM15,8,6,Block1,Day01,Trial1,Train,W,67.97,1742.41,51821.1,76.55,19.02,11.11,20.02,17.82,2,25.83,RWM15.8,,
RWM15,8,6,Block1,Day01,Trial2,Train,N,45.75,980.03,24868.72,55.02,11.11,5.71,18.12,10.81,3,21.81,RWM15.8,,
RWM15,8,6,Block1,Day01,Trial3,Train,S,5.41,70.93,740.49,13.71,,,5.41,,1,13.37,RWM15.8,,
RWM15,8,6,Block1,Day02,Trial1,Train,E,66.17,1918.62,43075.72,65.17,25.73,20.12,10.31,10.01,2,29.04,RWM15.8,,
RWM15,8,6,Block1,Day02,Trial2,Train,S,14.31,212.54,3087.16,21.59,1.4,0.4,11.11,1.4,1,14.95,RWM15.8,,
RWM15,8,6,Block1,Day02,Trial3,Probe,W,30.13,557.9,11072.44,36.79,0.7,5.51,13.91,10.01,2,18.58,RWM15.8,,
RWM15,8,6,Block2,Day03,Trial1,Train,S,40.74,682.77,11627.73,28.57,0.3,3.3,30.23,6.91,2,16.8,RWM15.8,,
RWM15,8,6,Block2,Day03,Trial2,Train,N,45.95,1046.2,33196.22,72.32,19.52,3.8,7.61,15.02,1,22.82,RWM15.8,,
RWM15,8,6,Block2,Day03,Trial3,Train,W,11.61,138.93,5057.59,43.6,,,5.71,5.91,1,12.07,RWM15.8,,
RWM15,8,6,Block2,Day04,Trial1,Train,E,30.13,505.11,10791.92,35.85,6.71,8.21,13.81,1.4,1,16.82,RWM15.8,,
RWM15,8,6,Block2,Day04,Trial2,Train,S,8.81,110.88,1275.64,14.5,,,8.81,,1,12.73,RWM15.8,,
RWM15,8,6,Block2,Day04,Trial3,Probe,N,30.13,539.23,20412.03,67.81,6.41,20.92,1.5,1.3,0,17.96,RWM15.8,,
RWM15,8,6,Block3,Day05,Trial1,Train,N,37.04,672.74,21651.45,58.52,10.91,4.4,11.31,10.41,1,18.21,RWM15.8,,
RWM15,8,6,Block3,Day05,Trial2,Train,E,18.42,185.2,7044.78,38.29,,13.61,4.8,,1,10.11,RWM15.8,,
RWM15,8,6,Block3,Day05,Trial3,Train,W,18.42,250.28,8365.36,45.46,,,8.81,9.61,1,13.66,RWM15.8,,
RWM15,8,6,Block3,Day06,Trial1,Train,S,17.32,215.86,2985.91,17.26,,1.4,15.92,,1,12.54,RWM15.8,,
RWM15,8,6,Block3,Day06,Trial2,Train,E,19.22,285.84,9743.22,50.75,,15.12,4.1,,1,14.95,RWM15.8,,
RWM15,8,6,Block3,Day06,Trial3,Probe,N,30.13,723.37,11450.75,38.04,4.1,5.81,16.92,3.3,2,24.09,RWM15.8,,
RWM15,8,6,Block4,Day07,Trial1,Train,W,24.42,482.57,11675.73,47.85,,,12.81,11.61,1,19.84,RWM15.8,,
RWM15,8,6,Block4,Day07,Trial2,Train,S,32.83,582.53,7441.97,22.69,1.1,2.1,26.93,2.7,1,17.8,RWM15.8,,
RWM15,8,6,Block4,Day07,Trial3,Train,N,17.92,350.38,9169.33,51.23,2.6,,8.31,7.01,1,19.66,RWM15.8,,
RWM15,8,6,Block4,Day08,Trial1,Train,E,14.41,185.68,6258.57,43.46,,10.01,4.4,,1,12.97,RWM15.8,,
RWM15,8,6,Block4,Day08,Trial2,Train,S,17.72,296.1,4910.81,27.74,,,14.91,2.8,1,16.81,RWM15.8,,
RWM15,8,6,Block4,Day08,Trial3,Probe,W,30.13,637.63,13364.06,44.4,0,,15.32,14.81,2,21.23,RWM15.8,,
RWM15,8,6,Block6,Day09,Trial1,Cue,SW,30.13,440.04,31342.53,104.13,,,14.31,15.82,,14.65,RWM15.8,,
RWM15,8,6,Block6,Day09,Trial2,Cue,SW,11.51,180.96,11397.34,99.11,,1.2,10.31,,,15.86,RWM15.8,,
RWM15,8,6,Block6,Day09,Trial3,Cue,SE,10.51,358.96,10488.42,99.89,,1.6,2.9,6.01,,34.48,RWM15.8,,
RWM15,8,6,Block6,Day09,Trial4,Cue,SE,5.71,145.41,6091.43,106.87,,,0.9,4.8,,25.94,RWM15.8,,
RWM15,8,6,Block6,Day09,Trial5,Cue,NE,18.92,557.55,7470.74,39.53,3.2,11.11,3.8,0.8,,29.63,RWM15.8,,
RWM15,8,6,Block6,Day09,Trial6,Cue,NW,9.91,347.09,6765.25,71.97,2.7,1.8,5.41,,,38.53,RWM15.8,,
RWM15,9,24,Block1,Day01,Trial1,Train,W,90.19,1986.58,74293.31,82.46,24.42,9.71,25.13,30.93,0,22.05,RWM15.9,,
RWM15,9,24,Block1,Day01,Trial2,Train,N,26.53,618.29,15932.47,60.12,7.41,6.31,9.21,3.6,1,23.4,RWM15.9,,
RWM15,9,24,Block1,Day01,Trial3,Train,S,41.04,926.69,25366.34,61.87,9.71,5.41,18.12,7.81,2,22.63,RWM15.9,,
RWM15,9,24,Block1,Day02,Trial1,Train,E,69.97,1791.1,39010.52,55.81,8.01,21.02,22.32,18.62,1,25.63,RWM15.9,,
RWM15,9,24,Block1,Day02,Trial2,Train,S,11.71,178.47,4046.34,34.58,,,8.21,3.5,1,15.37,RWM15.9,,
RWM15,9,24,Block1,Day02,Trial3,Probe,W,30.13,734.18,22869.4,75.98,7.21,,4.2,18.72,0,24.45,RWM15.9,,
RWM15,9,24,Block2,Day03,Trial1,Train,S,75.78,1594.03,51113.41,67.52,15.72,20.92,14.91,24.22,1,21.06,RWM15.9,,
RWM15,9,24,Block2,Day03,Trial2,Train,N,15.02,286.49,6097.58,40.65,2.1,6.51,6.41,,1,19.21,RWM15.9,,
RWM15,9,24,Block2,Day03,Trial3,Train,W,90.19,1892.75,72156.19,80.08,23.72,6.41,15.02,45.05,1,21.01,RWM15.9,,
RWM15,9,24,Block2,Day04,Trial1,Train,E,5.01,67.06,471.37,9.43,,0.7,4.3,,1,13.67,RWM15.9,,
RWM15,9,24,Block2,Day04,Trial2,Train,S,9.71,226.02,3225.57,33.25,0.8,1.5,4.9,2.5,1,23.52,RWM15.9,,
RWM15,9,24,Block2,Day04,Trial3,Probe,N,30.13,743.78,19407.51,64.48,5.01,17.72,3.5,3.9,0,24.77,RWM15.9,,
RWM15,9,24,Block3,Day05,Trial1,Train,N,43.94,749.38,21615.97,49.24,10.71,15.02,10.71,7.51,1,17.09,RWM15.9,,
RWM15,9,24,Block3,Day05,Trial2,Train,E,22.62,424.12,13606.41,60.21,7.31,1.9,7.71,5.71,1,18.83,RWM15.9,,
RWM15,9,24,Block3,Day05,Trial3,Train,W,12.11,247.41,5138.43,42.47,3.1,3.2,5.81,,1,20.6,RWM15.9,,
RWM15,9,24,Block3,Day06,Trial1,Train,S,29.93,335.21,18956.4,63.4,11.01,,8.91,10.01,1,11.24,RWM15.9,,
RWM15,9,24,Block3,Day06,Trial2,Train,E,5.71,67.47,621.89,10.91,,0.9,4.8,,1,12.04,RWM15.9,,
RWM15,9,24,Block3,Day06,Trial3,Probe,N,30.13,639.57,16995.18,56.46,8.01,7.61,7.11,7.41,1,21.3,RWM15.9,,
RWM15,9,24,Block4,Day07,Trial1,Train,W,70.67,1306.79,46038.62,65.21,25.93,5.71,15.82,23.22,2,18.52,RWM15.9,,
RWM15,9,24,Block4,Day07,Trial2,Train,S,20.02,412.01,9215.41,46.08,4,1.6,8.61,5.81,1,20.68,RWM15.9,,
RWM15,9,24,Block4,Day07,Trial3,Train,N,15.62,307.42,9483.2,60.79,4.5,1.7,6.31,3.1,1,19.81,RWM15.9,,
RWM15,9,24,Block4,Day08,Trial1,Train,E,24.42,417.79,12544.9,51.41,6.21,2.6,9.21,6.41,1,17.18,RWM15.9,,
RWM15,9,24,Block4,Day08,Trial2,Train,S,18.62,394.97,8859.41,47.63,3.3,4.3,6.11,4.9,1,21.33,RWM15.9,,
RWM15,9,24,Block4,Day08,Trial3,Probe,W,30.13,691.51,13277.53,44.11,5.61,10.41,10.91,3.2,2,23.03,RWM15.9,,
RWM15,9,24,Block6,Day09,Trial1,Cue,SW,7.31,180.3,6196.15,84.88,0.7,1.6,2.2,2.8,,25.02,RWM15.9,,
RWM15,9,24,Block6,Day09,Trial2,Cue,SW,5.91,101.96,4839.12,82.02,2.8,0.3,,2.8,,17.56,RWM15.9,,
RWM15,9,24,Block6,Day09,Trial3,Cue,SE,7.51,397.1,5565.03,74.2,2.6,3,,1.9,,53.61,RWM15.9,,
RWM15,9,24,Block6,Day09,Trial4,Cue,SE,6.71,199.61,5533.21,82.59,2.6,1.7,,2.4,,30.21,RWM15.9,,
RWM15,9,24,Block6,Day09,Trial5,Cue,NE,8.21,199.73,3886.25,50.47,,5.01,1.1,2.1,,26.6,RWM15.9,,
RWM15,9,24,Block6,Day09,Trial6,Cue,NW,6.91,216.79,6538.72,97.59,0.8,,4.2,1.9,,33.32,RWM15.9,,
RWM16,1,24,Block1,Day01,Trial1,Train,W,90.19,2040.89,64547.13,72.04,15.12,19.82,32.13,23.12,0,22.81,RWM16.1,,
RWM16,1,24,Block1,Day01,Trial2,Train,N,31.03,756.6,21420.19,69.1,7.41,5.71,10.51,7.41,1,24.46,RWM16.1,,
RWM16,1,24,Block1,Day01,Trial3,Train,S,14.91,255.55,5039.83,33.82,,2.7,9.71,2.5,1,17.25,RWM16.1,,
RWM16,1,24,Block1,Day02,Trial1,Train,E,90.19,1993.34,49769.71,55.42,17.42,19.92,39.74,13.11,0,22.22,RWM16.1,,
RWM16,1,24,Block1,Day02,Trial2,Train,S,12.71,237.9,5183.05,40.81,1.5,1.5,5.91,3.8,1,18.86,RWM16.1,,
RWM16,1,24,Block1,Day02,Trial3,Probe,W,30.13,671.61,10514.79,34.93,0,,21.82,8.31,3,22.36,RWM16.1,,
RWM16,1,24,Block2,Day03,Trial1,Train,S,28.83,543.58,13955.01,48.45,3.5,3.2,13.91,8.21,1,18.92,RWM16.1,,
RWM16,1,24,Block2,Day03,Trial2,Train,N,79.78,1532.34,51790.69,64.98,17.02,35.04,19.62,8.11,1,19.23,RWM16.1,,
RWM16,1,24,Block2,Day03,Trial3,Train,W,9.01,175.55,3370.45,37.45,2.1,0.4,5.31,1.2,2,19.7,RWM16.1,,
RWM16,1,24,Block2,Day04,Trial1,Train,E,5.71,67.45,780.62,13.7,,1.4,4.3,,1,12.03,RWM16.1,,
RWM16,1,24,Block2,Day04,Trial2,Train,S,35.14,707.78,11432.86,32.57,1.6,10.31,18.32,4.9,1,20.2,RWM16.1,,
RWM16,1,24,Block2,Day04,Trial3,Probe,N,30.13,541.74,20618.69,68.5,8.71,19.12,1.9,0.4,0,18.04,RWM16.1,,
RWM16,1,24,Block3,Day05,Trial1,Train,N,19.62,395.63,8876,48.24,3.9,6.71,6.31,2.7,1,21.72,RWM16.1,,
RWM16,1,24,Block3,Day05,Trial2,Train,E,10.11,108.52,1657.1,16.41,,2.1,8.01,,1,10.84,RWM16.1,,
RWM16,1,24,Block3,Day05,Trial3,Train,W,16.62,319.02,8868.16,53.42,1.4,2.9,4.2,8.11,1,19.32,RWM16.1,,
RWM16,1,24,Block3,Day06,Trial1,Train,S,39.24,651.3,23679.13,60.41,4.3,6.91,10.31,17.72,1,16.64,RWM16.1,,
RWM16,1,24,Block3,Day06,Trial2,Train,E,6.61,64.15,826.08,12.52,,1.2,5.41,,1,9.86,RWM16.1,,
RWM16,1,24,Block3,Day06,Trial3,Probe,N,30.13,612.73,15187.57,50.46,7.51,5.81,11.11,5.71,1,20.4,RWM16.1,,
RWM16,1,24,Block4,Day07,Trial1,Train,W,30.03,616.01,14917.2,49.72,3.3,2.3,9.61,14.81,1,20.58,RWM16.1,,
RWM16,1,24,Block4,Day07,Trial2,Train,S,7.01,99.04,1256.57,17.95,,,7.01,,1,14.34,RWM16.1,,
RWM16,1,24,Block4,Day07,Trial3,Train,N,12.81,270.11,5273.85,41.2,1.1,7.61,4.1,,1,21.25,RWM16.1,,
RWM16,1,24,Block4,Day08,Trial1,Train,E,16.72,266.71,4002.19,25.66,,1,13.21,2.5,1,17.3,RWM16.1,,
RWM16,1,24,Block4,Day08,Trial2,Train,S,10.31,149.18,1883.34,18.28,,,10.31,,1,14.61,RWM16.1,,
RWM16,1,24,Block4,Day08,Trial3,Probe,W,30.13,648.13,11183.89,37.16,1.4,2,16.92,9.81,3,21.58,RWM16.1,,
RWM16,1,24,Block6,Day09,Trial1,Cue,SW,29.93,427.83,25872.16,86.53,8.51,,4.1,17.32,,14.34,RWM16.1,,
RWM16,1,24,Block6,Day09,Trial2,Cue,SW,13.21,290.13,12366.46,93.69,1.5,0.7,1.1,9.91,,22.13,RWM16.1,,
RWM16,1,24,Block6,Day09,Trial3,Cue,SE,13.61,417.4,10135.59,74.53,1.1,3.2,2.3,7.01,,30.89,RWM16.1,,
RWM16,1,24,Block6,Day09,Trial4,Cue,SE,6.51,144.17,6179.64,95.07,1.6,,2,2.9,,22.5,RWM16.1,,
RWM16,1,24,Block6,Day09,Trial5,Cue,NE,11.41,223.51,7867.84,69.02,,3.5,6.11,1.8,,19.76,RWM16.1,,
RWM16,1,24,Block6,Day09,Trial6,Cue,NW,5.91,103.76,3814.16,64.65,,,5.31,0.6,,17.87,RWM16.1,,
RWM16,10,6,Block1,Day01,Trial1,Train,S,42.14,1059.59,22124.48,52.55,4,6.91,22.72,8.51,1,25.2,RWM16.10,,
RWM16,10,6,Block1,Day01,Trial2,Train,N,15.52,313.93,7782.03,50.21,2,6.31,4.8,2.4,1,20.36,RWM16.10,,
RWM16,10,6,Block1,Day01,Trial3,Train,W,9.01,148.14,4124.21,45.82,,,4.9,4.1,2,16.63,RWM16.10,,
RWM16,10,6,Block1,Day02,Trial1,Train,E,5.71,72.24,929.43,16.31,,1.9,3.8,,1,12.89,RWM16.10,,
RWM16,10,6,Block1,Day02,Trial2,Train,S,9.71,249.83,3952.75,40.75,1.5,1,4.7,2.5,1,26,RWM16.10,,
RWM16,10,6,Block1,Day02,Trial3,Probe,N,30.13,833.5,13592.93,45.16,4.1,5.11,15.92,5.01,4,27.76,RWM16.10,,
RWM16,10,6,Block2,Day03,Trial1,Train,N,16.22,341.91,4896.42,30.22,0.4,5.41,8.51,1.9,1,21.22,RWM16.10,,
RWM16,10,6,Block2,Day03,Trial2,Train,E,5.81,71.36,807.35,13.92,,1.5,4.3,,1,12.51,RWM16.10,,
RWM16,10,6,Block2,Day03,Trial3,Train,W,20.42,331.85,5674.76,31.18,,,14.01,6.41,1,20.72,RWM16.10,,
RWM16,10,6,Block2,Day04,Trial1,Train,S,6.81,98.96,1122.86,16.51,,,5.31,1.5,1,14.76,RWM16.10,,
RWM16,10,6,Block2,Day04,Trial2,Train,E,6.51,61.88,883.67,13.59,,1.5,5.01,,1,9.66,RWM16.10,,
RWM16,10,6,Block2,Day04,Trial3,Probe,N,30.13,669.31,11605.33,38.56,3.7,7.11,16.62,2.7,1,22.29,RWM16.10,,
RWM16,10,6,Block3,Day05,Trial1,Train,W,10.11,146.2,3390.43,33.57,,,6.51,3.6,1,14.61,RWM16.10,,
RWM16,10,6,Block3,Day05,Trial2,Train,S,9.11,101.19,1541.45,16.94,,,9.11,,1,11.23,RWM16.10,,
RWM16,10,6,Block3,Day05,Trial3,Train,N,14.61,283.22,5254.82,35.99,1.5,6.41,6.71,,1,19.51,RWM16.10,,
RWM16,10,6,Block3,Day06,Trial1,Train,E,6.61,63.52,823.06,12.47,,1.2,5.41,,1,9.76,RWM16.10,,
RWM16,10,6,Block3,Day06,Trial2,Train,S,12.51,112.99,1959.57,15.68,,,12.51,,1,9.1,RWM16.10,,
RWM16,10,6,Block3,Day06,Trial3,Probe,W,30.13,723.63,10638.34,35.34,1.2,2.8,18.72,7.41,3,24.1,RWM16.10,,
RWM16,10,6,Block4,Day07,Trial1,Train,S,8.51,77.81,1481.98,17.44,,,8.51,,1,9.25,RWM16.10,,
RWM16,10,6,Block4,Day07,Trial2,Train,W,10.21,154.59,2850.17,27.94,,,7.41,2.8,1,15.29,RWM16.10,,
RWM16,10,6,Block4,Day07,Trial3,Train,E,16.32,173.08,2132.69,13.08,,2.5,13.81,,1,10.67,RWM16.10,,
RWM16,10,6,Block4,Day08,Trial1,Train,N,8.11,123.92,2857.67,35.28,1.7,1.9,4.5,,1,15.47,RWM16.10,,
RWM16,10,6,Block4,Day08,Trial2,Train,S,7.61,87.98,1152.42,15.16,,,7.21,0.4,1,11.72,RWM16.10,,
RWM16,10,6,Block4,Day08,Trial3,Probe,W,30.13,637.31,7171.87,23.83,0,0.4,25.23,4.5,4,21.22,RWM16.10,,
RWM16,10,6,Block6,Day09,Trial1,Cue,SW,24.12,243.13,16859.16,76.29,,4.9,19.22,,,12.14,RWM16.10,,
RWM16,10,6,Block6,Day09,Trial2,Cue,SW,6.71,94.73,5686.11,99.76,,,1.6,5.11,,20.57,RWM16.10,,
RWM16,10,6,Block6,Day09,Trial3,Cue,SE,6.81,318.67,4830.46,71.04,1.3,2.1,1,2.4,,47.51,RWM16.10,,
RWM16,10,6,Block6,Day09,Trial4,Cue,SE,4.5,102.24,3353.9,74.53,1.5,1.6,0.2,1.2,,23.21,RWM16.10,,
RWM16,10,6,Block6,Day09,Trial5,Cue,NE,6.31,186.33,3757.37,59.64,,3,1.9,1.4,,30.02,RWM16.10,,
RWM16,10,6,Block6,Day09,Trial6,Cue,NW,9.41,214.34,6476.34,70.39,1.8,3.3,4.3,,,24.06,RWM16.10,,
RWM16,11,24,Block1,Day01,Trial1,Train,S,90.19,1754.81,85003.01,94.34,39.44,12.91,13.31,24.52,1,19.48,RWM16.11,,
RWM16,11,24,Block1,Day01,Trial2,Train,N,78.48,1181.68,60103.97,76.66,18.12,30.73,12.91,16.72,1,15.08,RWM16.11,,
RWM16,11,24,Block1,Day01,Trial3,Train,W,90.19,1910.03,66449.36,73.75,21.22,27.03,23.92,18.02,1,21.2,RWM16.11,,
RWM16,11,24,Block1,Day02,Trial1,Train,E,27.23,488.1,19122.5,70.3,10.41,12.71,4.1,,1,17.99,RWM16.11,,
RWM16,11,24,Block1,Day02,Trial2,Train,S,31.73,548.9,17543.79,55.34,4.3,4,16.12,7.31,1,17.35,RWM16.11,,
RWM16,11,24,Block1,Day02,Trial3,Probe,N,30.13,685.23,20275.97,67.36,6.21,9.51,8.41,6.01,0,22.82,RWM16.11,,
RWM16,11,24,Block2,Day03,Trial1,Train,N,48.65,960.54,30225.85,62.19,9.71,24.62,7.41,6.91,1,19.79,RWM16.11,,
RWM16,11,24,Block2,Day03,Trial2,Train,E,90.19,2175.48,52594.15,58.37,15.42,36.74,21.72,16.32,2,24.15,RWM16.11,,
RWM16,11,24,Block2,Day03,Trial3,Train,W,12.41,133.46,4440.6,39.65,,,7.11,5.31,1,13.47,RWM16.11,,
RWM16,11,24,Block2,Day04,Trial1,Train,S,32.53,646.57,13802.56,42.47,1.4,7.51,14.61,9.01,1,19.94,RWM16.11,,
RWM16,11,24,Block2,Day04,Trial2,Train,E,31.93,602.84,11205.29,35.13,,13.11,18.82,,1,18.94,RWM16.11,,
RWM16,11,24,Block2,Day04,Trial3,Probe,N,30.13,635.4,15116.68,50.22,7.51,6.51,13.71,2.4,3,21.16,RWM16.11,,
RWM16,11,24,Block3,Day05,Trial1,Train,W,16.02,191.19,6349.66,43.49,,,6.21,9.81,1,14.58,RWM16.11,,
