test_s_1,date_s_1,time_s_1,animal,duration_s_1,ttr_dist_s_1,mean_speed_s_1,ttr_platform_mean_dist_s_1,cum_dist_s_1,trial_num_s_1,datetime_trial_s_1,test_s_2,date_s_2,time_s_2,duration_s_2,ttr_dist_s_2,mean_speed_s_2,ttr_platform_mean_dist_s_2,cum_dist_s_2,trial_num_s_2,datetime_trial_s_2,test_s_3,date_s_3,time_s_3,duration_s_3,ttr_dist_s_3,mean_speed_s_3,ttr_platform_mean_dist_s_3,cum_dist_s_3,trial_num_s_3,datetime_trial_s_3,test_s_4,date_s_4,time_s_4,duration_s_4,ttr_dist_s_4,mean_speed_s_4,ttr_platform_mean_dist_s_4,cum_dist_s_4,trial_num_s_4,datetime_trial_s_4,test_s_5,date_s_5,time_s_5,duration_s_5,ttr_dist_s_5,mean_speed_s_5,ttr_platform_mean_dist_s_5,cum_dist_s_5,trial_num_s_5,datetime_trial_s_5,test_s_6,date_s_6,time_s_6,duration_s_6,ttr_dist_s_6,mean_speed_s_6,ttr_platform_mean_dist_s_6,cum_dist_s_6,trial_num_s_6,datetime_trial_s_6,test_s_7,date_s_7,time_s_7,duration_s_7,ttr_dist_s_7,mean_speed_s_7,ttr_platform_mean_dist_s_7,cum_dist_s_7,trial_num_s_7,datetime_trial_s_7,test_s_8,date_s_8,time_s_8,duration_s_8,ttr_dist_s_8,mean_speed_s_8,ttr_platform_mean_dist_s_8,cum_dist_s_8,trial_num_s_8,datetime_trial_s_8,test_s_9,date_s_9,time_s_9,duration_s_9,ttr_dist_s_9,mean_speed_s_9,ttr_platform_mean_dist_s_9,cum_dist_s_9,trial_num_s_9,datetime_trial_s_9,test_s_10,date_s_10,time_s_10,duration_s_10,ttr_dist_s_10,mean_speed_s_10,ttr_platform_mean_dist_s_10,cum_dist_s_10,trial_num_s_10,datetime_trial_s_10,test_s_11,date_s_11,time_s_11,duration_s_11,ttr_dist_s_11,mean_speed_s_11,ttr_platform_mean_dist_s_11,cum_dist_s_11,trial_num_s_11,datetime_trial_s_11,test_s_12,date_s_12,time_s_12,duration_s_12,ttr_dist_s_12,mean_speed_s_12,ttr_platform_mean_dist_s_12,cum_dist_s_12,trial_num_s_12,datetime_trial_s_12,test_s_13,date_s_13,time_s_13,duration_s_13,ttr_dist_s_13,mean_speed_s_13,ttr_platform_mean_dist_s_13,cum_dist_s_13,trial_num_s_13,datetime_trial_s_13,test_s_14,date_s_14,time_s_14,duration_s_14,ttr_dist_s_14,mean_speed_s_14,ttr_platform_mean_dist_s_14,cum_dist_s_14,trial_num_s_14,datetime_trial_s_14,test_s_15,date_s_15,time_s_15,duration_s_15,ttr_dist_s_15,mean_speed_s_15,ttr_platform_mean_dist_s_15,cum_dist_s_15,trial_num_s_15,datetime_trial_s_15,test_s_16,date_s_16,time_s_16,duration_s_16,ttr_dist_s_16,mean_speed_s_16,ttr_platform_mean_dist_s_16,cum_dist_s_16,trial_num_s_16,datetime_trial_s_16,test_s_17,date_s_17,time_s_17,duration_s_17,ttr_dist_s_17,mean_speed_s_17,ttr_platform_mean_dist_s_17,cum_dist_s_17,trial_num_s_17,datetime_trial_s_17,test_s_18,date_s_18,time_s_18,duration_s_18,ttr_dist_s_18,mean_speed_s_18,ttr_platform_mean_dist_s_18,cum_dist_s_18,trial_num_s_18,datetime_trial_s_18,test_s_19,date_s_19,time_s_19,duration_s_19,ttr_dist_s_19,mean_speed_s_19,ttr_platform_mean_dist_s_19,cum_dist_s_19,trial_num_s_19,datetime_trial_s_19,test_s_20,date_s_20,time_s_20,duration_s_20,ttr_dist_s_20,mean_speed_s_20,ttr_platform_mean_dist_s_20,cum_dist_s_20,trial_num_s_20,datetime_trial_s_20,test_p_1,date_p_1,time_p_1,duration_p_1,ttr_dist_p_1,mean_speed_p_1,ttr_platform_mean_dist_p_1,cum_dist_p_1,trial_num_p_1,datetime_trial_p_1,test_p_2,date_p_2,time_p_2,duration_p_2,ttr_dist_p_2,mean_speed_p_2,ttr_platform_mean_dist_p_2,cum_dist_p_2,trial_num_p_2,datetime_trial_p_2,test_p_3,date_p_3,time_p_3,duration_p_3,ttr_dist_p_3,mean_speed_p_3,ttr_platform_mean_dist_p_3,cum_dist_p_3,trial_num_p_3,datetime_trial_p_3,test_p_4,date_p_4,time_p_4,duration_p_4,ttr_dist_p_4,mean_speed_p_4,ttr_platform_mean_dist_p_4,cum_dist_p_4,trial_num_p_4,datetime_trial_p_4,test_c_1,date_c_1,time_c_1,duration_c_1,ttr_dist_c_1,mean_speed_c_1,ttr_platform_mean_dist_c_1,cum_dist_c_1,trial_num_c_1,datetime_trial_c_1,test_c_2,date_c_2,time_c_2,duration_c_2,ttr_dist_c_2,mean_speed_c_2,ttr_platform_mean_dist_c_2,cum_dist_c_2,trial_num_c_2,datetime_trial_c_2,test_c_3,date_c_3,time_c_3,duration_c_3,ttr_dist_c_3,mean_speed_c_3,ttr_platform_mean_dist_c_3,cum_dist_c_3,trial_num_c_3,datetime_trial_c_3,test_c_4,date_c_4,time_c_4,duration_c_4,ttr_dist_c_4,mean_speed_c_4,ttr_platform_mean_dist_c_4,cum_dist_c_4,trial_num_c_4,datetime_trial_c_4,test_c_5,date_c_5,time_c_5,duration_c_5,ttr_dist_c_5,mean_speed_c_5,ttr_platform_mean_dist_c_5,cum_dist_c_5,trial_num_c_5,datetime_trial_c_5,test_c_6,date_c_6,time_c_6,duration_c_6,ttr_dist_c_6,mean_speed_c_6,ttr_platform_mean_dist_c_6,cum_dist_c_6,trial_num_c_6,datetime_trial_c_6,genotype,treatment,cumulative_time_s1,cumulative_time_s2,cumulative_time_s3,cumulative_time_s4,cumulative_time_s5,cumulative_time_s6,cumulative_time_s7,cumulative_time_s8,cumulative_time_s9,cumulative_time_s10,cumulative_time_s11,cumulative_time_s12,cumulative_time_s13,cumulative_time_s14,cumulative_time_s15,cumulative_time_s16,cumulative_time_s17,cumulative_time_s18,cumulative_time_s19,cumulative_time_s20,cumulative_time_p1,cumulative_time_p2,cumulative_time_p3,cumulative_time_p4,cumulative_time_c1,cumulative_time_c2,cumulative_time_c3,cumulative_time_c4,cumulative_time_c5,cumulative_time_c6,pi_name,species,protocol_id,lights_on,lights_off,index_calc_type,tracking_system,pool_diam,rat_source,sex
001CWAPOE_,10/18/2023,12:17,1806.SB,41.6,9.66,0.23,0.85,35.17,1,2023-10-18 12:17:00,002CWAPOE_,10/18/2023,12:24,38.9,7.49,0.19,0.81,31.58,2,2023-10-18 12:24:00,003CWAPOE_,10/18/2023,12:27,90.0,10.24,0.11,0.89,79.67,3,2023-10-18 12:27:00,001CW10192,10/19/2023,09:49,38.5,10.49,0.27,1.01,38.83,4,2023-10-19 09:49:00,002CW10192,10/19/2023,09:52,90.0,17.31,0.19,0.85,76.63,5,2023-10-19 09:52:00,001102023D,10/20/2023,09:13,7.4,1.9,0.26,0.32,2.34,7,2023-10-20 09:13:00,002102023D,10/20/2023,09:15,22.9,7.58,0.33,0.86,19.77,8,2023-10-20 09:15:00,003102023D,10/20/2023,09:16,25.9,6.89,0.27,0.7,18.08,9,2023-10-20 09:16:00,0011021D4,10/21/2023,11:35,20.6,5.82,0.28,1.03,21.18,10,2023-10-21 11:35:00,0021021D4,10/21/2023,11:36,36.0,10.68,0.3,0.54,19.57,11,2023-10-21 11:36:00,0011022D5,10/22/2023,09:52,18.1,5.32,0.29,0.61,11.07,13,2023-10-22 09:52:00,0021022D5,10/22/2023,09:53,4.5,1.07,0.24,0.42,1.89,14,2023-10-22 09:53:00,0031022D5,10/22/2023,09:55,33.5,9.33,0.28,0.58,19.43,15,2023-10-22 09:55:00,001CW10232,10/23/2023,10:09,29.6,8.39,0.28,0.72,21.29,16,2023-10-23 10:09:00,002CW10232,10/23/2023,10:17,25.7,6.6,0.26,0.79,20.42,17,2023-10-23 10:17:00,001CW1024D,10/24/2023,11:27,6.9,1.6,0.23,0.44,3.01,19,2023-10-24 11:27:00,002CW1024D,10/24/2023,11:28,13.7,4.48,0.33,0.53,7.3,20,2023-10-24 11:28:00,003CW1024D,10/24/2023,11:28,4.9,1.43,0.29,0.64,3.15,21,2023-10-24 11:28:00,001CW1025D,10/25/2023,10:44,6.1,1.84,0.3,0.89,5.4,22,2023-10-25 10:44:00,002CW1025D,10/25/2023,10:45,19.0,5.7,0.3,0.48,9.15,23,2023-10-25 10:45:00,003CW10192,10/19/2023,10:01,90.0,17.95,0.2,-1.0,-1.0,6,2023-10-19 10:01:00,0031021D4,10/21/2023,11:39,90.0,20.49,0.23,-1.0,-1.0,12,2023-10-21 11:39:00,003CW10232,10/23/2023,10:22,90.0,22.15,0.25,-1.0,-1.0,18,2023-10-23 10:22:00,003CW1025D,10/25/2023,10:48,90.0,22.31,0.25,-1.0,-1.0,24,2023-10-25 10:48:00,001CW10262,10/26/2023,09:51,31.2,8.78,0.28,0.94,29.34,25,2023-10-26 09:51:00,002CW10262,10/26/2023,09:53,45.2,11.71,0.26,1.04,46.81,26,2023-10-26 09:53:00,003CW10262,10/26/2023,09:55,3.1,0.55,0.18,0.13,0.41,27,2023-10-26 09:55:00,031CW10262,10/26/2023,10:58,61.4,15.57,0.25,0.98,60.44,28,2023-10-26 10:58:00,032CW10262,10/26/2023,11:00,10.4,2.17,0.21,0.69,7.13,29,2023-10-26 11:00:00,033CW10262,10/26/2023,11:01,6.1,1.71,0.28,0.81,4.94,30,2023-10-26 11:01:00,APOE4,Mash,0.0,420,600,77520,77700,161760,161880,161940,256680,256740,336900,336960,337080,424320,424800,515400,515460,515460,599220,599280,78240,256920,425100,599460,682440,682560,682680,686460,686580,686640,Burke,rat,Burke_WM_1,7:00,19:00,Gall_SearchError,Watermaze,184,NIA,M
004CWAPOE_,10/18/2023,12:30,1807.SB,37.4,10.36,0.28,0.62,23.15,1,2023-10-18 12:30:00,005CWAPOE_,10/18/2023,12:32,90.0,17.64,0.2,0.99,89.04,2,2023-10-18 12:32:00,006CWAPOE_,10/18/2023,12:35,90.0,14.8,0.16,0.65,58.9,3,2023-10-18 12:35:00,004CW10192,10/19/2023,10:07,38.3,10.36,0.27,1.0,38.29,4,2023-10-19 10:07:00,005CW10192,10/19/2023,10:09,18.5,5.07,0.27,0.71,13.07,5,2023-10-19 10:09:00,004102023D,10/20/2023,09:18,6.7,1.27,0.19,0.39,2.64,7,2023-10-20 09:18:00,005102023D,10/20/2023,09:19,3.6,1.2,0.33,0.54,1.93,8,2023-10-20 09:19:00,006102023D,10/20/2023,09:20,7.9,2.0,0.25,0.54,4.25,9,2023-10-20 09:20:00,0041021D4,10/21/2023,11:52,12.4,3.28,0.26,0.47,5.79,10,2023-10-21 11:52:00,0051021D4,10/21/2023,11:53,3.1,0.51,0.16,0.17,0.54,11,2023-10-21 11:53:00,0041022D5,10/22/2023,09:58,90.0,25.13,0.28,0.83,74.94,13,2023-10-22 09:58:00,0051022D5,10/22/2023,10:00,45.8,10.77,0.24,0.75,34.27,14,2023-10-22 10:00:00,0061022D5,10/22/2023,10:01,3.3,0.76,0.23,0.32,1.07,15,2023-10-22 10:01:00,004CW10232,10/23/2023,10:33,5.0,1.7,0.34,0.63,3.15,16,2023-10-23 10:33:00,005CW10232,10/23/2023,10:34,28.1,8.73,0.31,0.8,22.36,17,2023-10-23 10:34:00,004CW1024D,10/24/2023,11:30,38.2,11.24,0.29,0.67,25.63,19,2023-10-24 11:30:00,005CW1024D,10/24/2023,11:31,9.3,2.38,0.26,0.81,7.52,20,2023-10-24 11:31:00,006CW1024D,10/24/2023,11:33,64.1,13.54,0.21,0.63,40.3,21,2023-10-24 11:33:00,004CW1025D,10/25/2023,10:53,4.2,1.36,0.32,0.68,2.86,22,2023-10-25 10:53:00,005CW1025D,10/25/2023,10:54,25.3,6.82,0.27,0.63,15.94,23,2023-10-25 10:54:00,006CW10192,10/19/2023,10:12,90.0,21.7,0.24,-1.0,-1.0,6,2023-10-19 10:12:00,0061021D4,10/21/2023,11:55,90.0,21.61,0.24,-1.0,-1.0,12,2023-10-21 11:55:00,006CW10232,10/23/2023,10:38,90.0,22.16,0.25,-1.0,-1.0,18,2023-10-23 10:38:00,006CW1025D,10/25/2023,10:57,90.0,18.32,0.2,-1.0,-1.0,24,2023-10-25 10:57:00,004CW10262,10/26/2023,09:58,9.3,2.38,0.26,0.52,4.88,25,2023-10-26 09:58:00,005CW10262,10/26/2023,09:59,10.4,2.53,0.24,0.67,6.96,26,2023-10-26 09:59:00,006CW10262,10/26/2023,10:01,2.8,0.54,0.19,0.11,0.3,27,2023-10-26 10:01:00,034CW10262,10/26/2023,11:03,9.5,2.79,0.29,0.88,8.36,28,2023-10-26 11:03:00,035CW10262,10/26/2023,11:04,5.6,1.76,0.31,0.61,3.42,29,2023-10-26 11:04:00,036CW10262,10/26/2023,11:06,22.4,7.89,0.35,1.15,25.84,30,2023-10-26 11:06:00,APOE4,Mash,0.0,120,300,77820,77940,161280,161340,161400,256920,256980,336480,336600,336660,424980,425040,514800,514860,514980,598980,599040,78120,257100,425280,599220,682080,682140,682260,685980,686040,686160,Burke,rat,Burke_WM_1,7:00,19:00,Gall_SearchError,Watermaze,184,NIA,M
007CWAPOE_,10/18/2023,12:40,1808.SB,32.4,8.96,0.28,0.74,24.06,1,2023-10-18 12:40:00,008CWAPOE_,10/18/2023,12:42,90.0,13.96,0.16,0.93,84.08,2,2023-10-18 12:42:00,009CWAPOE_,10/18/2023,12:45,90.0,16.02,0.18,0.95,85.83,3,2023-10-18 12:45:00,007CW10192,10/19/2023,10:16,90.0,20.84,0.23,1.02,91.39,4,2023-10-19 10:16:00,008CW10192,10/19/2023,10:18,90.0,19.06,0.21,0.97,87.68,5,2023-10-19 10:18:00,007102023D,10/20/2023,09:26,90.0,24.63,0.27,0.9,80.74,7,2023-10-20 09:26:00,008102023D,10/20/2023,09:28,77.0,15.49,0.2,0.78,60.27,8,2023-10-20 09:28:00,009102023D,10/20/2023,09:31,90.0,16.42,0.18,0.81,73.28,9,2023-10-20 09:31:00,0071021D4,10/21/2023,11:59,90.0,20.76,0.23,0.95,85.93,10,2023-10-21 11:59:00,0081021D4,10/21/2023,12:01,90.0,20.67,0.23,0.91,82.01,11,2023-10-21 12:01:00,0071022D5,10/22/2023,10:03,32.6,10.83,0.33,0.91,29.54,13,2023-10-22 10:03:00,0081022D5,10/22/2023,10:05,19.3,5.89,0.3,0.86,16.6,14,2023-10-22 10:05:00,0091022D5,10/22/2023,10:06,20.1,5.17,0.26,0.82,16.42,15,2023-10-22 10:06:00,007CW10232,10/23/2023,10:48,9.4,2.93,0.31,0.55,5.17,16,2023-10-23 10:48:00,008CW10232,10/23/2023,10:50,5.0,1.37,0.27,0.64,3.2,17,2023-10-23 10:50:00,007CW1024D,10/24/2023,11:36,90.0,29.48,0.33,0.79,71.05,19,2023-10-24 11:36:00,008CW1024D,10/24/2023,11:38,43.8,11.6,0.26,0.77,33.61,20,2023-10-24 11:38:00,009CW1024D,10/24/2023,11:39,42.8,9.97,0.23,0.73,31.17,21,2023-10-24 11:39:00,007CW1025D,10/25/2023,10:59,14.1,4.82,0.34,0.49,6.97,22,2023-10-25 10:59:00,008CW1025D,10/25/2023,11:00,14.6,4.47,0.31,0.67,9.8,23,2023-10-25 11:00:00,009CW10192,10/19/2023,10:21,90.0,17.71,0.2,-1.0,-1.0,6,2023-10-19 10:21:00,0091021D4,10/21/2023,12:03,90.0,17.73,0.2,-1.0,-1.0,12,2023-10-21 12:03:00,009CW10232,10/23/2023,10:54,90.0,22.18,0.25,-1.0,-1.0,18,2023-10-23 10:54:00,009CW1025D,10/25/2023,11:05,90.0,23.87,0.27,-1.0,-1.0,24,2023-10-25 11:05:00,007CW10262,10/26/2023,10:03,17.3,5.29,0.31,0.96,16.67,25,2023-10-26 10:03:00,008CW10262,10/26/2023,10:06,12.1,3.75,0.31,0.77,9.35,26,2023-10-26 10:06:00,009CW10262,10/26/2023,10:07,2.0,0.4,0.2,0.14,0.27,27,2023-10-26 10:07:00,037CW10262,10/26/2023,11:08,12.4,4.23,0.34,1.03,12.75,28,2023-10-26 11:08:00,038CW10262,10/26/2023,11:09,15.0,5.4,0.36,0.69,10.29,29,2023-10-26 11:09:00,039CW10262,10/26/2023,11:11,7.2,2.52,0.35,0.82,5.92,30,2023-10-26 11:11:00,APOE4,Mash,0.0,120,300,77760,77880,161160,161280,161460,256740,256860,336180,336300,336360,425280,425400,514560,514680,514740,598740,598800,78060,256980,425640,599100,681780,681960,682020,685680,685740,685860,Burke,rat,Burke_WM_1,7:00,19:00,Gall_SearchError,Watermaze,184,NIA,M
010CWAPOE_,10/18/2023,12:50,1809.SB,90.0,23.64,0.26,0.83,74.64,1,2023-10-18 12:50:00,011CWAPOE_,10/18/2023,12:52,88.0,15.32,0.17,0.57,49.83,2,2023-10-18 12:52:00,012CWAPOE_,10/18/2023,12:53,13.7,2.42,0.18,0.34,4.62,3,2023-10-18 12:53:00,010CW10192,10/19/2023,10:24,16.9,4.68,0.28,0.94,15.91,4,2023-10-19 10:24:00,011CW10192,10/19/2023,10:25,26.4,7.64,0.29,0.6,15.74,5,2023-10-19 10:25:00,010102023D,10/20/2023,09:36,50.7,4.71,0.09,0.6,30.27,7,2023-10-20 09:36:00,011102023D,10/20/2023,09:43,48.8,14.44,0.3,0.81,39.33,8,2023-10-20 09:43:00,012102023D,10/20/2023,09:45,6.5,1.88,0.29,0.57,3.68,9,2023-10-20 09:45:00,0101021D4,10/21/2023,12:06,34.4,11.01,0.32,0.84,28.98,10,2023-10-21 12:06:00,0111021D4,10/21/2023,12:07,12.8,3.11,0.24,0.3,3.88,11,2023-10-21 12:07:00,0101022D5,10/22/2023,10:10,86.6,21.15,0.24,0.8,68.99,13,2023-10-22 10:10:00,0111022D5,10/22/2023,10:13,90.0,23.06,0.26,0.97,87.38,14,2023-10-22 10:13:00,0121022D5,10/22/2023,10:16,90.0,18.51,0.21,0.9,81.17,15,2023-10-22 10:16:00,010CW10232,10/23/2023,10:59,38.6,11.43,0.3,0.83,31.87,16,2023-10-23 10:59:00,011CW10232,10/23/2023,11:01,90.0,20.09,0.22,0.87,78.64,17,2023-10-23 11:01:00,010CW1024D,10/24/2023,11:42,90.0,18.6,0.21,0.84,75.33,19,2023-10-24 11:42:00,011CW1024D,10/24/2023,11:45,90.0,15.08,0.17,0.84,75.68,20,2023-10-24 11:45:00,012CW1024D,10/24/2023,11:47,90.0,15.93,0.18,0.89,80.38,21,2023-10-24 11:47:00,010CW1025D,10/25/2023,11:10,31.4,8.53,0.27,0.86,27.14,22,2023-10-25 11:10:00,011CW1025D,10/25/2023,11:11,11.5,2.14,0.19,0.34,3.88,23,2023-10-25 11:11:00,012CW10192,10/19/2023,10:28,90.0,18.0,0.2,-1.0,-1.0,6,2023-10-19 10:28:00,0121021D4,10/21/2023,12:10,90.0,20.72,0.23,-1.0,-1.0,12,2023-10-21 12:10:00,012CW10232,10/23/2023,11:05,90.0,17.53,0.19,-1.0,-1.0,18,2023-10-23 11:05:00,012CW1025D,10/25/2023,11:14,90.0,20.57,0.23,-1.0,-1.0,24,2023-10-25 11:14:00,010CW10262,10/26/2023,10:10,12.8,4.56,0.36,1.08,13.84,25,2023-10-26 10:10:00,011CW10262,10/26/2023,10:12,8.3,1.86,0.22,0.38,3.18,26,2023-10-26 10:12:00,012CW10262,10/26/2023,10:14,32.1,10.88,0.34,0.65,20.96,27,2023-10-26 10:14:00,040CW10262,10/26/2023,11:13,32.9,10.61,0.32,0.81,26.69,28,2023-10-26 11:13:00,041CW10262,10/26/2023,11:14,21.4,6.76,0.32,0.63,13.5,29,2023-10-26 11:14:00,042CW10262,10/26/2023,11:17,60.5,17.63,0.29,1.1,66.56,30,2023-10-26 11:17:00,APOE4,Mash,0.0,120,180,77640,77700,161160,161580,161700,256560,256620,336000,336180,336360,425340,425460,514320,514500,514620,598800,598860,77880,256800,425700,599040,681600,681720,681840,685380,685440,685620,Burke,rat,Burke_WM_1,7:00,19:00,Gall_SearchError,Watermaze,184,NIA,M
013CWAPOE_,10/18/2023,12:56,1810.SB,90.0,22.92,0.25,0.91,82.3,1,2023-10-18 12:56:00,014CWAPOE_,10/18/2023,12:58,47.1,12.2,0.26,0.94,44.19,2,2023-10-18 12:58:00,015CWAPOE_,10/18/2023,13:00,90.0,12.76,0.14,0.75,67.64,3,2023-10-18 13:00:00,013CW10192,10/19/2023,10:30,90.0,24.67,0.27,1.04,94.04,4,2023-10-19 10:30:00,015CW10192,10/19/2023,10:36,19.6,4.42,0.23,0.66,12.99,5,2023-10-19 10:36:00,013102023D,10/20/2023,09:48,14.3,3.77,0.26,0.54,7.77,7,2023-10-20 09:48:00,014102023D,10/20/2023,09:49,5.1,1.46,0.29,0.65,3.33,8,2023-10-20 09:49:00,015102023D,10/20/2023,09:50,9.6,2.03,0.21,0.79,7.54,9,2023-10-20 09:50:00,0131021D4,10/21/2023,12:13,53.5,14.8,0.28,0.71,38.23,10,2023-10-21 12:13:00,0141021D4,10/21/2023,12:14,4.2,0.49,0.12,0.23,0.95,11,2023-10-21 12:14:00,0131022D5,10/22/2023,10:21,90.0,23.46,0.26,0.62,55.4,13,2023-10-22 10:21:00,0141022D5,10/22/2023,10:23,52.3,10.82,0.21,0.55,28.75,14,2023-10-22 10:23:00,0151022D5,10/22/2023,10:24,2.9,0.64,0.22,0.3,0.88,15,2023-10-22 10:24:00,013CW10232,10/23/2023,11:12,12.8,4.38,0.34,0.57,7.29,16,2023-10-23 11:12:00,014CW10232,10/23/2023,11:13,4.6,1.1,0.24,0.46,2.12,17,2023-10-23 11:13:00,013CW1024D,10/24/2023,11:49,11.6,3.37,0.29,0.47,5.43,19,2023-10-24 11:49:00,014CW1024D,10/24/2023,11:50,3.8,0.66,0.17,0.2,0.77,20,2023-10-24 11:50:00,015CW1024D,10/24/2023,11:51,22.4,6.7,0.3,0.7,15.68,21,2023-10-24 11:51:00,013CW1025D,10/25/2023,11:16,60.0,18.87,0.31,0.69,41.18,22,2023-10-25 11:16:00,014CW1025D,10/25/2023,11:17,12.1,2.86,0.24,0.32,3.88,23,2023-10-25 11:17:00,016CW10192,10/19/2023,10:39,90.0,13.75,0.15,-1.0,-1.0,6,2023-10-19 10:39:00,0151021D4,10/21/2023,12:17,90.0,17.13,0.19,-1.0,-1.0,12,2023-10-21 12:17:00,015CW10232,10/23/2023,11:16,90.0,21.03,0.23,-1.0,-1.0,18,2023-10-23 11:16:00,015CW1025D,10/25/2023,11:20,90.0,21.09,0.23,-1.0,-1.0,24,2023-10-25 11:20:00,013CW10262,10/26/2023,10:19,51.3,17.53,0.34,1.08,55.3,25,2023-10-26 10:19:00,014CW10262,10/26/2023,10:20,14.5,4.28,0.3,0.92,13.29,26,2023-10-26 10:20:00,015CW10262,10/26/2023,10:22,1.8,0.3,0.17,0.12,0.22,27,2023-10-26 10:22:00,043CW10262,10/26/2023,11:18,7.2,2.49,0.35,0.79,5.67,28,2023-10-26 11:18:00,044CW10262,10/26/2023,11:20,6.5,2.09,0.32,0.6,3.92,29,2023-10-26 11:20:00,045CW10262,10/26/2023,11:21,12.5,3.71,0.3,1.19,14.87,30,2023-10-26 11:21:00,APOE4,Mash,0.0,120,240,77640,78000,161520,161580,161640,256620,256680,336300,336420,336480,425760,425820,514380,514440,514500,598800,598860,78180,256860,426000,599040,681780,681840,681960,685320,685440,685500,Burke,rat,Burke_WM_1,7:00,19:00,Gall_SearchError,Watermaze,184,NIA,M
013CWAPOE_,10/18/2023,12:56,1810.SB,90.0,22.92,0.25,0.91,82.3,1,2023-10-18 12:56:00,014CWAPOE_,10/18/2023,12:58,47.1,12.2,0.26,0.94,44.19,2,2023-10-18 12:58:00,015CWAPOE_,10/18/2023,13:00,90.0,12.76,0.14,0.75,67.64,3,2023-10-18 13:00:00,014CW10192,10/19/2023,10:35,24.4,5.57,0.23,0.63,15.42,4,2023-10-19 10:35:00,015CW10192,10/19/2023,10:36,19.6,4.42,0.23,0.66,12.99,5,2023-10-19 10:36:00,013102023D,10/20/2023,09:48,14.3,3.77,0.26,0.54,7.77,7,2023-10-20 09:48:00,014102023D,10/20/2023,09:49,5.1,1.46,0.29,0.65,3.33,8,2023-10-20 09:49:00,015102023D,10/20/2023,09:50,9.6,2.03,0.21,0.79,7.54,9,2023-10-20 09:50:00,0131021D4,10/21/2023,12:13,53.5,14.8,0.28,0.71,38.23,10,2023-10-21 12:13:00,0141021D4,10/21/2023,12:14,4.2,0.49,0.12,0.23,0.95,11,2023-10-21 12:14:00,0131022D5,10/22/2023,10:21,90.0,23.46,0.26,0.62,55.4,13,2023-10-22 10:21:00,0141022D5,10/22/2023,10:23,52.3,10.82,0.21,0.55,28.75,14,2023-10-22 10:23:00,0151022D5,10/22/2023,10:24,2.9,0.64,0.22,0.3,0.88,15,2023-10-22 10:24:00,013CW10232,10/23/2023,11:12,12.8,4.38,0.34,0.57,7.29,16,2023-10-23 11:12:00,014CW10232,10/23/2023,11:13,4.6,1.1,0.24,0.46,2.12,17,2023-10-23 11:13:00,013CW1024D,10/24/2023,11:49,11.6,3.37,0.29,0.47,5.43,19,2023-10-24 11:49:00,014CW1024D,10/24/2023,11:50,3.8,0.66,0.17,0.2,0.77,20,2023-10-24 11:50:00,015CW1024D,10/24/2023,11:51,22.4,6.7,0.3,0.7,15.68,21,2023-10-24 11:51:00,013CW1025D,10/25/2023,11:16,60.0,18.87,0.31,0.69,41.18,22,2023-10-25 11:16:00,014CW1025D,10/25/2023,11:17,12.1,2.86,0.24,0.32,3.88,23,2023-10-25 11:17:00,016CW10192,10/19/2023,10:39,90.0,13.75,0.15,-1.0,-1.0,6,2023-10-19 10:39:00,0151021D4,10/21/2023,12:17,90.0,17.13,0.19,-1.0,-1.0,12,2023-10-21 12:17:00,015CW10232,10/23/2023,11:16,90.0,21.03,0.23,-1.0,-1.0,18,2023-10-23 11:16:00,015CW1025D,10/25/2023,11:20,90.0,21.09,0.23,-1.0,-1.0,24,2023-10-25 11:20:00,013CW10262,10/26/2023,10:19,51.3,17.53,0.34,1.08,55.3,25,2023-10-26 10:19:00,014CW10262,10/26/2023,10:20,14.5,4.28,0.3,0.92,13.29,26,2023-10-26 10:20:00,015CW10262,10/26/2023,10:22,1.8,0.3,0.17,0.12,0.22,27,2023-10-26 10:22:00,043CW10262,10/26/2023,11:18,7.2,2.49,0.35,0.79,5.67,28,2023-10-26 11:18:00,044CW10262,10/26/2023,11:20,6.5,2.09,0.32,0.6,3.92,29,2023-10-26 11:20:00,045CW10262,10/26/2023,11:21,12.5,3.71,0.3,1.19,14.87,30,2023-10-26 11:21:00,APOE4,Mash,0.0,120,240,77940,78000,161520,161580,161640,256620,256680,336300,336420,336480,425760,425820,514380,514440,514500,598800,598860,78180,256860,426000,599040,681780,681840,681960,685320,685440,685500,Burke,rat,Burke_WM_1,7:00,19:00,Gall_SearchError,Watermaze,184,NIA,M
