TRIALISx,TXPNAMEx,RUNDATEx,RUNTIMEx,STARTPTx,SUBJECTx,DESCRIPT,MAXTIMsc,LATENTsc,PATHISmt,SPEEDmts,xTIMEFLT,HEADGdeg,THGTIMEx,THGPATHx,SLICEISx,SLCxONsc,SLCxGOsc,QUAD1xsc,QUAD2xsc,QUAD3xsc,QUAD4xsc,QUAD1xmt,QUAD2xmt,QUAD3xmt,QUAD4xmt,PROXIMmt,PROXmt01,PROXmt02,PROXmt03,PROXmt04,GALCUMms,CUMUms01,CUMUms02,CUMUms03,CUMUms04
001CW10192,BurkeCW101,10/19/2023,9:49:57,W,1806,swim01,90,38.5,10.49,0.27,1.9,-85.7,63.6,55,ok,0,90,32.2,22.5,18.4,26.7,31,21.2,20.1,27.5,1.01,1.01,0.86,0.93,1.01,38.83,38.71,32.93,35.65,38.83
002CW10192,BurkeCW101,10/19/2023,9:52:09,SE,1806,swim02,90,90,17.31,0.19,1.2,29.7,51.4,55.2,ok,0,90,25.2,35.1,18.6,21,23.4,29.2,23.4,23.8,0.85,1.03,0.96,0.75,0.85,76.63,92.89,86.71,67.6,76.63
