test_s_1,animal,trial_s_1,date_s_1,time_s_1,timeofday_s_1,user_s_1,source_id_s_1,ttr_duration_s_1,cipl_duration_s_1,ttr_dist_s_1,cipl_dist_s_1,ttr_mean_speed_s_1,cipl_mean_speed_s_1,ttr_path_efficiency_s_1,cipl_path_efficiency_s_1,ttr_platform_mean_dist_s_1,cipl_platform_mean_dist_s_1,ttr_cum_dist_s_1,cipl_cum_dist_s_1,ttr_path_efficiency_entry_s_1,cipl_path_efficiency_entry_s_1,cipl_cipl_s_1,test_s_2,trial_s_2,date_s_2,time_s_2,timeofday_s_2,user_s_2,source_id_s_2,ttr_duration_s_2,cipl_duration_s_2,ttr_dist_s_2,cipl_dist_s_2,ttr_mean_speed_s_2,cipl_mean_speed_s_2,ttr_path_efficiency_s_2,cipl_path_efficiency_s_2,ttr_platform_mean_dist_s_2,cipl_platform_mean_dist_s_2,ttr_cum_dist_s_2,cipl_cum_dist_s_2,ttr_path_efficiency_entry_s_2,cipl_path_efficiency_entry_s_2,cipl_cipl_s_2,test_s_3,trial_s_3,date_s_3,time_s_3,timeofday_s_3,user_s_3,source_id_s_3,ttr_duration_s_3,cipl_duration_s_3,ttr_dist_s_3,cipl_dist_s_3,ttr_mean_speed_s_3,cipl_mean_speed_s_3,ttr_path_efficiency_s_3,cipl_path_efficiency_s_3,ttr_platform_mean_dist_s_3,cipl_platform_mean_dist_s_3,ttr_cum_dist_s_3,cipl_cum_dist_s_3,ttr_path_efficiency_entry_s_3,cipl_path_efficiency_entry_s_3,cipl_cipl_s_3,test_s_4,trial_s_4,date_s_4,time_s_4,timeofday_s_4,user_s_4,source_id_s_4,ttr_duration_s_4,cipl_duration_s_4,ttr_dist_s_4,cipl_dist_s_4,ttr_mean_speed_s_4,cipl_mean_speed_s_4,ttr_path_efficiency_s_4,cipl_path_efficiency_s_4,ttr_platform_mean_dist_s_4,cipl_platform_mean_dist_s_4,ttr_cum_dist_s_4,cipl_cum_dist_s_4,ttr_path_efficiency_entry_s_4,cipl_path_efficiency_entry_s_4,cipl_cipl_s_4,test_s_5,trial_s_5,date_s_5,time_s_5,timeofday_s_5,user_s_5,source_id_s_5,ttr_duration_s_5,cipl_duration_s_5,ttr_dist_s_5,cipl_dist_s_5,ttr_mean_speed_s_5,cipl_mean_speed_s_5,ttr_path_efficiency_s_5,cipl_path_efficiency_s_5,ttr_platform_mean_dist_s_5,cipl_platform_mean_dist_s_5,ttr_cum_dist_s_5,cipl_cum_dist_s_5,ttr_path_efficiency_entry_s_5,cipl_path_efficiency_entry_s_5,cipl_cipl_s_5,test_s_6,trial_s_6,date_s_6,time_s_6,timeofday_s_6,user_s_6,source_id_s_6,ttr_duration_s_6,cipl_duration_s_6,ttr_dist_s_6,cipl_dist_s_6,ttr_mean_speed_s_6,cipl_mean_speed_s_6,ttr_path_efficiency_s_6,cipl_path_efficiency_s_6,ttr_platform_mean_dist_s_6,cipl_platform_mean_dist_s_6,ttr_cum_dist_s_6,cipl_cum_dist_s_6,ttr_path_efficiency_entry_s_6,cipl_path_efficiency_entry_s_6,cipl_cipl_s_6,test_s_7,trial_s_7,date_s_7,time_s_7,timeofday_s_7,user_s_7,source_id_s_7,ttr_duration_s_7,cipl_duration_s_7,ttr_dist_s_7,cipl_dist_s_7,ttr_mean_speed_s_7,cipl_mean_speed_s_7,ttr_path_efficiency_s_7,cipl_path_efficiency_s_7,ttr_platform_mean_dist_s_7,cipl_platform_mean_dist_s_7,ttr_cum_dist_s_7,cipl_cum_dist_s_7,ttr_path_efficiency_entry_s_7,cipl_path_efficiency_entry_s_7,cipl_cipl_s_7,test_s_8,trial_s_8,date_s_8,time_s_8,timeofday_s_8,user_s_8,source_id_s_8,ttr_duration_s_8,cipl_duration_s_8,ttr_dist_s_8,cipl_dist_s_8,ttr_mean_speed_s_8,cipl_mean_speed_s_8,ttr_path_efficiency_s_8,cipl_path_efficiency_s_8,ttr_platform_mean_dist_s_8,cipl_platform_mean_dist_s_8,ttr_cum_dist_s_8,cipl_cum_dist_s_8,ttr_path_efficiency_entry_s_8,cipl_path_efficiency_entry_s_8,cipl_cipl_s_8,test_s_9,trial_s_9,date_s_9,time_s_9,timeofday_s_9,user_s_9,source_id_s_9,ttr_duration_s_9,cipl_duration_s_9,ttr_dist_s_9,cipl_dist_s_9,ttr_mean_speed_s_9,cipl_mean_speed_s_9,ttr_path_efficiency_s_9,cipl_path_efficiency_s_9,ttr_platform_mean_dist_s_9,cipl_platform_mean_dist_s_9,ttr_cum_dist_s_9,cipl_cum_dist_s_9,ttr_path_efficiency_entry_s_9,cipl_path_efficiency_entry_s_9,cipl_cipl_s_9,test_s_10,trial_s_10,date_s_10,time_s_10,timeofday_s_10,user_s_10,source_id_s_10,ttr_duration_s_10,cipl_duration_s_10,ttr_dist_s_10,cipl_dist_s_10,ttr_mean_speed_s_10,cipl_mean_speed_s_10,ttr_path_efficiency_s_10,cipl_path_efficiency_s_10,ttr_platform_mean_dist_s_10,cipl_platform_mean_dist_s_10,ttr_cum_dist_s_10,cipl_cum_dist_s_10,ttr_path_efficiency_entry_s_10,cipl_path_efficiency_entry_s_10,cipl_cipl_s_10,test_s_11,trial_s_11,date_s_11,time_s_11,timeofday_s_11,user_s_11,source_id_s_11,ttr_duration_s_11,cipl_duration_s_11,ttr_dist_s_11,cipl_dist_s_11,ttr_mean_speed_s_11,cipl_mean_speed_s_11,ttr_path_efficiency_s_11,cipl_path_efficiency_s_11,ttr_platform_mean_dist_s_11,cipl_platform_mean_dist_s_11,ttr_cum_dist_s_11,cipl_cum_dist_s_11,ttr_path_efficiency_entry_s_11,cipl_path_efficiency_entry_s_11,cipl_cipl_s_11,test_s_12,trial_s_12,date_s_12,time_s_12,timeofday_s_12,user_s_12,source_id_s_12,ttr_duration_s_12,cipl_duration_s_12,ttr_dist_s_12,cipl_dist_s_12,ttr_mean_speed_s_12,cipl_mean_speed_s_12,ttr_path_efficiency_s_12,cipl_path_efficiency_s_12,ttr_platform_mean_dist_s_12,cipl_platform_mean_dist_s_12,ttr_cum_dist_s_12,cipl_cum_dist_s_12,ttr_path_efficiency_entry_s_12,cipl_path_efficiency_entry_s_12,cipl_cipl_s_12,test_s_13,trial_s_13,date_s_13,time_s_13,timeofday_s_13,user_s_13,source_id_s_13,ttr_duration_s_13,cipl_duration_s_13,ttr_dist_s_13,cipl_dist_s_13,ttr_mean_speed_s_13,cipl_mean_speed_s_13,ttr_path_efficiency_s_13,cipl_path_efficiency_s_13,ttr_platform_mean_dist_s_13,cipl_platform_mean_dist_s_13,ttr_cum_dist_s_13,cipl_cum_dist_s_13,ttr_path_efficiency_entry_s_13,cipl_path_efficiency_entry_s_13,cipl_cipl_s_13,test_s_14,trial_s_14,date_s_14,time_s_14,timeofday_s_14,user_s_14,source_id_s_14,ttr_duration_s_14,cipl_duration_s_14,ttr_dist_s_14,cipl_dist_s_14,ttr_mean_speed_s_14,cipl_mean_speed_s_14,ttr_path_efficiency_s_14,cipl_path_efficiency_s_14,ttr_platform_mean_dist_s_14,cipl_platform_mean_dist_s_14,ttr_cum_dist_s_14,cipl_cum_dist_s_14,ttr_path_efficiency_entry_s_14,cipl_path_efficiency_entry_s_14,cipl_cipl_s_14,test_s_15,trial_s_15,date_s_15,time_s_15,timeofday_s_15,user_s_15,source_id_s_15,ttr_duration_s_15,cipl_duration_s_15,ttr_dist_s_15,cipl_dist_s_15,ttr_mean_speed_s_15,cipl_mean_speed_s_15,ttr_path_efficiency_s_15,cipl_path_efficiency_s_15,ttr_platform_mean_dist_s_15,cipl_platform_mean_dist_s_15,ttr_cum_dist_s_15,cipl_cum_dist_s_15,ttr_path_efficiency_entry_s_15,cipl_path_efficiency_entry_s_15,cipl_cipl_s_15,test_s_16,trial_s_16,date_s_16,time_s_16,timeofday_s_16,user_s_16,source_id_s_16,ttr_duration_s_16,cipl_duration_s_16,ttr_dist_s_16,cipl_dist_s_16,ttr_mean_speed_s_16,cipl_mean_speed_s_16,ttr_path_efficiency_s_16,cipl_path_efficiency_s_16,ttr_platform_mean_dist_s_16,cipl_platform_mean_dist_s_16,ttr_cum_dist_s_16,cipl_cum_dist_s_16,ttr_path_efficiency_entry_s_16,cipl_path_efficiency_entry_s_16,cipl_cipl_s_16,test_s_17,trial_s_17,date_s_17,time_s_17,timeofday_s_17,user_s_17,source_id_s_17,ttr_duration_s_17,cipl_duration_s_17,ttr_dist_s_17,cipl_dist_s_17,ttr_mean_speed_s_17,cipl_mean_speed_s_17,ttr_path_efficiency_s_17,cipl_path_efficiency_s_17,ttr_platform_mean_dist_s_17,cipl_platform_mean_dist_s_17,ttr_cum_dist_s_17,cipl_cum_dist_s_17,ttr_path_efficiency_entry_s_17,cipl_path_efficiency_entry_s_17,cipl_cipl_s_17,test_s_18,trial_s_18,date_s_18,time_s_18,timeofday_s_18,user_s_18,source_id_s_18,ttr_duration_s_18,cipl_duration_s_18,ttr_dist_s_18,cipl_dist_s_18,ttr_mean_speed_s_18,cipl_mean_speed_s_18,ttr_path_efficiency_s_18,cipl_path_efficiency_s_18,ttr_platform_mean_dist_s_18,cipl_platform_mean_dist_s_18,ttr_cum_dist_s_18,cipl_cum_dist_s_18,ttr_path_efficiency_entry_s_18,cipl_path_efficiency_entry_s_18,cipl_cipl_s_18,test_s_19,trial_s_19,date_s_19,time_s_19,timeofday_s_19,user_s_19,source_id_s_19,ttr_duration_s_19,cipl_duration_s_19,ttr_dist_s_19,cipl_dist_s_19,ttr_mean_speed_s_19,cipl_mean_speed_s_19,ttr_path_efficiency_s_19,cipl_path_efficiency_s_19,ttr_platform_mean_dist_s_19,cipl_platform_mean_dist_s_19,ttr_cum_dist_s_19,cipl_cum_dist_s_19,ttr_path_efficiency_entry_s_19,cipl_path_efficiency_entry_s_19,cipl_cipl_s_19,test_s_20,trial_s_20,date_s_20,time_s_20,timeofday_s_20,user_s_20,source_id_s_20,ttr_duration_s_20,cipl_duration_s_20,ttr_dist_s_20,cipl_dist_s_20,ttr_mean_speed_s_20,cipl_mean_speed_s_20,ttr_path_efficiency_s_20,cipl_path_efficiency_s_20,ttr_platform_mean_dist_s_20,cipl_platform_mean_dist_s_20,ttr_cum_dist_s_20,cipl_cum_dist_s_20,ttr_path_efficiency_entry_s_20,cipl_path_efficiency_entry_s_20,cipl_cipl_s_20,test_p_1,trial_p_1,date_p_1,time_p_1,timeofday_p_1,user_p_1,source_id_p_1,ttr_duration_p_1,cipl_duration_p_1,ttr_dist_p_1,cipl_dist_p_1,ttr_mean_speed_p_1,cipl_mean_speed_p_1,ttr_path_efficiency_p_1,cipl_path_efficiency_p_1,ttr_platform_mean_dist_p_1,cipl_platform_mean_dist_p_1,ttr_cum_dist_p_1,cipl_cum_dist_p_1,ttr_path_efficiency_entry_p_1,cipl_path_efficiency_entry_p_1,cipl_cipl_p_1,test_p_2,trial_p_2,date_p_2,time_p_2,timeofday_p_2,user_p_2,source_id_p_2,ttr_duration_p_2,cipl_duration_p_2,ttr_dist_p_2,cipl_dist_p_2,ttr_mean_speed_p_2,cipl_mean_speed_p_2,ttr_path_efficiency_p_2,cipl_path_efficiency_p_2,ttr_platform_mean_dist_p_2,cipl_platform_mean_dist_p_2,ttr_cum_dist_p_2,cipl_cum_dist_p_2,ttr_path_efficiency_entry_p_2,cipl_path_efficiency_entry_p_2,cipl_cipl_p_2,test_p_3,trial_p_3,date_p_3,time_p_3,timeofday_p_3,user_p_3,source_id_p_3,ttr_duration_p_3,cipl_duration_p_3,ttr_dist_p_3,cipl_dist_p_3,ttr_mean_speed_p_3,cipl_mean_speed_p_3,ttr_path_efficiency_p_3,cipl_path_efficiency_p_3,ttr_platform_mean_dist_p_3,cipl_platform_mean_dist_p_3,ttr_cum_dist_p_3,cipl_cum_dist_p_3,ttr_path_efficiency_entry_p_3,cipl_path_efficiency_entry_p_3,cipl_cipl_p_3,test_p_4,trial_p_4,date_p_4,time_p_4,timeofday_p_4,user_p_4,source_id_p_4,ttr_duration_p_4,cipl_duration_p_4,ttr_dist_p_4,cipl_dist_p_4,ttr_mean_speed_p_4,cipl_mean_speed_p_4,ttr_path_efficiency_p_4,cipl_path_efficiency_p_4,ttr_platform_mean_dist_p_4,cipl_platform_mean_dist_p_4,ttr_cum_dist_p_4,cipl_cum_dist_p_4,ttr_path_efficiency_entry_p_4,cipl_path_efficiency_entry_p_4,cipl_cipl_p_4,test_c_1,trial_c_1,date_c_1,time_c_1,timeofday_c_1,user_c_1,source_id_c_1,ttr_duration_c_1,ttr_dist_c_1,ttr_mean_speed_c_1,ttr_path_efficiency_c_1,ttr_platform_mean_dist_c_1,ttr_cum_dist_c_1,ttr_path_efficiency_entry_c_1,cipl_cipl_c_1,test_c_2,trial_c_2,date_c_2,time_c_2,timeofday_c_2,user_c_2,source_id_c_2,ttr_duration_c_2,ttr_dist_c_2,ttr_mean_speed_c_2,ttr_path_efficiency_c_2,ttr_platform_mean_dist_c_2,ttr_cum_dist_c_2,ttr_path_efficiency_entry_c_2,cipl_cipl_c_2,test_c_3,trial_c_3,date_c_3,time_c_3,timeofday_c_3,user_c_3,source_id_c_3,ttr_duration_c_3,ttr_dist_c_3,ttr_mean_speed_c_3,ttr_path_efficiency_c_3,ttr_platform_mean_dist_c_3,ttr_cum_dist_c_3,ttr_path_efficiency_entry_c_3,cipl_cipl_c_3,test_c_4,trial_c_4,date_c_4,time_c_4,timeofday_c_4,user_c_4,source_id_c_4,ttr_duration_c_4,ttr_dist_c_4,ttr_mean_speed_c_4,ttr_path_efficiency_c_4,ttr_platform_mean_dist_c_4,ttr_cum_dist_c_4,ttr_path_efficiency_entry_c_4,cipl_cipl_c_4,test_c_5,trial_c_5,date_c_5,time_c_5,timeofday_c_5,user_c_5,source_id_c_5,ttr_duration_c_5,ttr_dist_c_5,ttr_mean_speed_c_5,ttr_path_efficiency_c_5,ttr_platform_mean_dist_c_5,ttr_cum_dist_c_5,ttr_path_efficiency_entry_c_5,cipl_cipl_c_5,test_c_6,trial_c_6,date_c_6,time_c_6,timeofday_c_6,user_c_6,source_id_c_6,ttr_duration_c_6,ttr_dist_c_6,ttr_mean_speed_c_6,ttr_path_efficiency_c_6,ttr_platform_mean_dist_c_6,ttr_cum_dist_c_6,ttr_path_efficiency_entry_c_6,cipl_cipl_c_6,pi_name,protocol_id,lights_on,lights_off,index_calc_type,tracking_system,rat_source,housing,pool_diam,light_level,acclimation,tracking_marker,watermaze_date
1,1742,1,2017-08-21,10:35,am,starneshm,Cohort 70 videos\Test 1.szv,82.5,30.0,12.176,3.595,0.148,0.12,0.114,0.317,0.748,0.829,61.71,24.86,,,,2,2,2017-08-21,10:39,am,starneshm,Cohort 70 videos\Test 2.szv,82.4,30.0,11.702,4.881,0.142,0.163,0.082,0.282,0.713,0.865,58.74,25.94,,,,3,3,2017-08-21,10:43,am,starneshm,Cohort 70 videos\Test 3.szv,85.7,30.0,11.436,4.523,0.133,0.151,0.022,0.026,0.814,0.751,69.76,22.53,,,,73,4,2017-08-22,10:01,am,starneshm,Cohort 70 videos\Test 73.szv,45.4,30.0,8.454,5.636,0.186,0.188,0.058,0.136,0.616,0.647,27.56,19.41,0.042,,28.2,74,5,2017-08-22,10:03,am,starneshm,Cohort 70 videos\Test 74.szv,14.9,22.8,2.011,3.214,0.135,0.141,0.149,0.357,0.479,0.57,7.14,13.01,,,,145,7,2017-08-23,09:49,am,starneshm,Cohort 70 videos\Test 145.szv,3.6,7.9,0.285,0.98,0.079,0.124,0.871,0.647,0.133,0.294,0.43,2.22,0.71,0.63,0.68,146,8,2017-08-23,09:51,am,starneshm,Cohort 70 videos\Test 146.szv,80.9,30.0,11.682,5.261,0.144,0.175,0.103,0.285,0.455,0.571,36.78,17.12,,,,147,9,2017-08-23,09:53,am,starneshm,Cohort 70 videos\Test 147.szv,86.5,30.0,13.099,4.628,0.151,0.154,0.055,0.269,0.686,0.607,59.37,18.2,,,,217,10,2017-08-24,09:51,am,starneshm,Cohort 70 videos\Test 217.szv,78.1,30.0,14.437,6.034,0.185,0.201,0.046,0.149,0.522,0.629,40.76,18.87,,,,218,11,2017-08-24,09:54,am,starneshm,Cohort 70 videos\Test 218.szv,74.4,30.0,11.861,5.586,0.159,0.186,0.081,0.056,0.511,0.734,38.01,22.01,,,,289,13,2017-08-25,09:38,am,starneshm,Cohort 70 videos\Test 289.szv,9.5,16.5,1.062,2.055,0.112,0.125,0.648,0.585,0.228,0.428,2.16,7.05,,,,290,14,2017-08-25,09:41,am,starneshm,Cohort 70 videos\Test 290.szv,46.8,30.0,6.904,4.462,0.148,0.149,0.087,0.081,0.493,0.459,23.09,13.77,,,,291,15,2017-08-25,09:43,am,starneshm,Cohort 70 videos\Test 291.szv,19.5,22.3,3.221,3.505,0.165,0.157,0.087,0.116,0.705,0.66,13.44,14.43,0.073,0.116,13.88,361,16,2017-08-26,08:38,am,starneshm,Cohort 70 videos\Test 361.szv,24.1,26.7,3.787,4.074,0.157,0.152,0.043,0.088,0.382,0.373,9.09,9.86,0.039,0.092,9.37,362,17,2017-08-26,08:39,am,starneshm,Cohort 70 videos\Test 362.szv,50.3,30.0,8.039,5.669,0.16,0.189,0.089,0.247,0.539,0.526,27.08,15.77,,,,433,19,2017-08-27,09:34,am,starneshm,Cohort 70 videos\Test 433.szv,82.0,30.0,10.507,4.268,0.128,0.142,0.088,0.187,0.614,0.71,50.38,21.3,,,,434,20,2017-08-27,09:37,am,starneshm,Cohort 70 videos\Test 434.szv,20.6,25.1,2.872,3.574,0.14,0.143,0.189,0.193,0.689,0.639,14.17,16.03,,,,435,21,2017-08-27,09:38,am,starneshm,Cohort 70 videos\Test 435.szv,57.1,30.0,7.382,3.942,0.129,0.131,0.043,0.083,0.62,0.652,35.13,19.55,0.03,,35.94,505,22,2017-08-28,09:35,am,starneshm,Cohort 70 videos\Test 505.szv,7.8,7.8,1.372,1.372,0.176,0.175,0.815,0.767,0.67,0.67,5.01,5.01,0.76,0.76,1.91,506,23,2017-08-28,09:35,am,starneshm,Cohort 70 videos\Test 506.szv,0.7,3.6,0.084,0.428,0.12,0.118,1.281,0.98,0.035,0.252,0.01,0.82,0.718,0.994,0.15,75,6,2017-08-22,10:05,am,starneshm,Cohort 70 videos\Test 75.szv,23.2,30.0,3.402,4.441,0.147,0.148,0.156,0.317,0.655,0.748,15.0,22.21,0.631,0.412,12.25,219,12,2017-08-24,09:56,am,starneshm,Cohort 70 videos\Test 219.szv,27.4,30.0,3.035,7.029,0.111,0.234,0.225,0.116,0.466,0.468,12.78,14.03,,,,363,18,2017-08-26,08:42,am,starneshm,Cohort 70 videos\Test 363.szv,22.6,30.0,3.09,3.882,0.137,0.129,0.271,0.373,0.525,0.547,11.87,16.4,,,,507,24,2017-08-28,09:36,am,starneshm,Cohort 70 videos\Test 507.szv,25.9,30.0,4.483,5.202,0.173,0.173,0.17,0.278,0.662,0.638,17.14,19.15,,,28.47,1,25,2017-08-29,09:56,am,starneshm,Cohort 70 Cue videos\Test 1.szv,30.0,5.616,0.187,0.226,0.698,20.93,,,2,26,2017-08-29,09:58,am,starneshm,Cohort 70 Cue videos\Test 2.szv,25.7,4.5,0.175,0.125,0.616,15.62,0.108,14.91,3,27,2017-08-29,09:59,am,starneshm,Cohort 70 Cue videos\Test 3.szv,21.4,3.581,0.168,0.181,0.735,15.71,,,4,28,2017-08-29,10:00,am,starneshm,Cohort 70 Cue videos\Test 4.szv,6.1,1.002,0.164,0.997,0.635,3.87,,,5,29,2017-08-29,10:01,am,starneshm,Cohort 70 Cue videos\Test 5.szv,10.1,1.086,0.107,0.94,0.488,4.93,,,6,30,2017-08-29,10:02,am,starneshm,Cohort 70 Cue videos\Test 6.szv,7.9,1.031,0.13,0.896,0.64,5.07,,,Rapp,Rapp_WM_1,6:30,18:30,Gallagher/SearchError,ANYMaze,NIA,single,183cm,low,5 days handling,no,2017-08-21
4,1743,1,2017-08-21,10:49,am,starneshm,Cohort 70 videos\Test 4.szv,83.7,30.0,16.966,7.291,0.203,0.243,0.072,0.223,0.836,0.754,69.93,22.62,,,,5,2,2017-08-21,10:52,am,starneshm,Cohort 70 videos\Test 5.szv,83.4,30.0,12.711,5.849,0.152,0.195,0.12,0.129,0.771,0.857,64.33,25.71,,,,6,3,2017-08-21,10:56,am,starneshm,Cohort 70 videos\Test 6.szv,86.5,30.0,14.683,5.554,0.17,0.185,0.081,0.136,0.712,0.709,61.58,21.28,,,,76,4,2017-08-22,10:09,am,starneshm,Cohort 70 videos\Test 76.szv,87.4,30.0,14.626,5.961,0.167,0.199,0.019,0.198,0.553,0.527,48.35,15.8,,,,77,5,2017-08-22,10:12,am,starneshm,Cohort 70 videos\Test 77.szv,45.3,30.0,6.604,5.699,0.146,0.19,0.166,0.178,0.616,0.817,27.69,24.51,0.15,,31.15,148,7,2017-08-23,14:43,pm,starneshm,Cohort 70 videos\Test 148.szv,66.2,30.0,15.997,10.037,0.242,0.335,0.054,0.075,0.557,0.575,36.65,17.24,0.047,,37.27,149,8,2017-08-23,09:59,am,starneshm,Cohort 70 videos\Test 149.szv,3.6,9.6,0.405,1.415,0.112,0.147,0.486,0.781,0.047,0.518,0.14,4.65,0.298,0.752,1.06,150,9,2017-08-23,10:00,am,starneshm,Cohort 70 videos\Test 150.szv,38.6,30.0,7.506,5.607,0.194,0.187,0.092,0.222,0.677,0.684,25.91,20.53,0.082,,26.85,220,10,2017-08-24,10:00,am,starneshm,Cohort 70 videos\Test 220.szv,7.5,10.9,1.086,1.636,0.145,0.15,0.588,0.422,0.219,0.322,1.58,3.42,0.452,0.374,2.32,221,11,2017-08-24,10:01,am,starneshm,Cohort 70 videos\Test 221.szv,83.5,30.0,11.47,5.017,0.137,0.167,0.091,0.244,0.611,0.648,51.0,19.43,,,,292,13,2017-08-25,09:45,am,starneshm,Cohort 70 videos\Test 292.szv,17.1,25.3,2.369,3.898,0.139,0.154,0.256,0.324,0.408,0.509,6.97,12.88,,,,293,14,2017-08-25,09:46,am,starneshm,Cohort 70 videos\Test 293.szv,85.9,30.0,14.297,5.088,0.166,0.17,0.054,0.17,0.564,0.653,48.41,19.58,,,,294,15,2017-08-25,09:49,am,starneshm,Cohort 70 videos\Test 294.szv,85.5,30.0,11.168,4.342,0.131,0.145,0.072,0.325,0.586,0.529,50.11,15.88,,,,364,16,2017-08-26,08:46,am,starneshm,Cohort 70 videos\Test 364.szv,6.3,9.4,0.402,0.706,0.064,0.075,0.615,0.797,0.041,0.126,0.26,1.19,,,,365,17,2017-08-26,08:47,am,starneshm,Cohort 70 videos\Test 365.szv,75.5,30.0,10.544,5.553,0.14,0.185,0.036,0.243,0.557,0.755,42.02,22.65,,,,436,19,2017-08-27,09:41,am,starneshm,Cohort 70 videos\Test 436.szv,1.7,8.4,0.266,1.437,0.157,0.171,0.882,0.79,0.104,0.66,0.14,5.31,0.756,0.776,1.75,437,20,2017-08-27,09:42,am,starneshm,Cohort 70 videos\Test 437.szv,86.3,30.0,14.803,5.552,0.172,0.185,0.069,0.208,0.662,0.602,57.17,18.07,,,,438,21,2017-08-27,09:44,am,starneshm,Cohort 70 videos\Test 438.szv,27.0,30.0,3.999,4.636,0.148,0.155,0.141,0.312,0.57,0.659,15.2,19.77,0.133,,16.16,508,22,2017-08-28,09:39,am,starneshm,Cohort 70 videos\Test 508.szv,14.2,21.0,2.1,3.309,0.148,0.158,0.216,0.366,0.322,0.439,4.45,9.05,0.189,0.332,5.14,509,23,2017-08-28,09:40,am,starneshm,Cohort 70 videos\Test 509.szv,17.0,19.7,3.14,3.5,0.185,0.178,0.038,0.133,0.561,0.527,9.34,10.19,0.019,0.129,9.61,78,6,2017-08-22,10:14,am,starneshm,Cohort 70 videos\Test 78.szv,21.1,30.0,2.615,4.014,0.124,0.134,0.593,0.376,0.6,0.689,12.66,20.68,,,,222,12,2017-08-24,10:04,am,starneshm,Cohort 70 videos\Test 222.szv,27.4,30.0,4.812,4.973,0.176,0.166,0.27,0.283,0.563,0.539,15.13,15.9,0.652,0.966,0.21,366,18,2017-08-26,08:50,am,starneshm,Cohort 70 videos\Test 366.szv,22.2,30.0,3.604,4.868,0.162,0.162,0.127,0.298,0.67,0.704,14.87,21.11,,,,510,24,2017-08-28,09:41,am,starneshm,Cohort 70 videos\Test 510.szv,26.2,30.0,4.812,5.302,0.184,0.177,0.107,0.186,0.59,0.581,15.45,17.42,,,20.62,7,25,2017-08-29,10:05,am,starneshm,Cohort 70 Cue videos\Test 7.szv,12.0,1.925,0.16,0.533,0.523,6.29,,,8,26,2017-08-29,10:07,am,starneshm,Cohort 70 Cue videos\Test 8.szv,4.1,0.518,0.127,0.988,0.322,1.31,,,9,27,2017-08-29,10:08,am,starneshm,Cohort 70 Cue videos\Test 9.szv,29.8,5.326,0.179,0.094,0.593,17.66,,,10,28,2017-08-29,10:09,am,starneshm,Cohort 70 Cue videos\Test 10.szv,8.5,1.141,0.135,0.954,0.476,3.94,0.959,0.6,11,29,2017-08-29,10:10,am,starneshm,Cohort 70 Cue videos\Test 11.szv,7.0,1.134,0.163,0.949,0.641,4.47,,,12,30,2017-08-29,10:12,am,starneshm,Cohort 70 Cue videos\Test 12.szv,30.0,4.248,0.142,0.121,0.557,16.7,,,Rapp,Rapp_WM_1,6:30,18:30,Gallagher/SearchError,ANYMaze,NIA,single,183cm,low,5 days handling,no,2017-08-21
