subject_id,cage,hole_punch,age,genotype,treatment,sex,cohort,mean_speed_c_43,mean_speed_c_44,mean_speed_c_45,mean_speed_c_46,mean_speed_s_1,mean_speed_s_2,mean_speed_s_3,mean_speed_s_4,mean_speed_s_5,mean_speed_s_6,mean_speed_s_8,mean_speed_s_9,mean_speed_s_10,mean_speed_s_11,mean_speed_s_12,mean_speed_s_13,mean_speed_s_15,mean_speed_s_16,mean_speed_s_17,mean_speed_s_18,mean_speed_s_19,mean_speed_s_20,mean_speed_s_22,mean_speed_s_23,mean_speed_s_24,mean_speed_s_25,mean_speed_s_26,mean_speed_s_27,mean_speed_s_29,mean_speed_s_30,mean_speed_s_31,mean_speed_s_32,mean_speed_s_33,mean_speed_s_34,mean_speed_s_36,mean_speed_s_37,mean_speed_s_38,mean_speed_s_39,mean_speed_s_40,mean_speed_s_41,cum_dist_c_43,cum_dist_c_44,cum_dist_c_45,cum_dist_c_46,cum_dist_s_1,cum_dist_s_2,cum_dist_s_3,cum_dist_s_4,cum_dist_s_5,cum_dist_s_6,cum_dist_s_8,cum_dist_s_9,cum_dist_s_10,cum_dist_s_11,cum_dist_s_12,cum_dist_s_13,cum_dist_s_15,cum_dist_s_16,cum_dist_s_17,cum_dist_s_18,cum_dist_s_19,cum_dist_s_20,cum_dist_s_22,cum_dist_s_23,cum_dist_s_24,cum_dist_s_25,cum_dist_s_26,cum_dist_s_27,cum_dist_s_29,cum_dist_s_30,cum_dist_s_31,cum_dist_s_32,cum_dist_s_33,cum_dist_s_34,cum_dist_s_36,cum_dist_s_37,cum_dist_s_38,cum_dist_s_39,cum_dist_s_40,cum_dist_s_41,date_c_43,date_c_44,date_c_45,date_c_46,date_s_1,date_s_2,date_s_3,date_s_4,date_s_5,date_s_6,date_s_8,date_s_9,date_s_10,date_s_11,date_s_12,date_s_13,date_s_15,date_s_16,date_s_17,date_s_18,date_s_19,date_s_20,date_s_22,date_s_23,date_s_24,date_s_25,date_s_26,date_s_27,date_s_29,date_s_30,date_s_31,date_s_32,date_s_33,date_s_34,date_s_36,date_s_37,date_s_38,date_s_39,date_s_40,date_s_41,datetime_c_43,datetime_c_44,datetime_c_45,datetime_c_46,datetime_s_1,datetime_s_2,datetime_s_3,datetime_s_4,datetime_s_5,datetime_s_6,datetime_s_8,datetime_s_9,datetime_s_10,datetime_s_11,datetime_s_12,datetime_s_13,datetime_s_15,datetime_s_16,datetime_s_17,datetime_s_18,datetime_s_19,datetime_s_20,datetime_s_22,datetime_s_23,datetime_s_24,datetime_s_25,datetime_s_26,datetime_s_27,datetime_s_29,datetime_s_30,datetime_s_31,datetime_s_32,datetime_s_33,datetime_s_34,datetime_s_36,datetime_s_37,datetime_s_38,datetime_s_39,datetime_s_40,datetime_s_41,dist_c_43,dist_c_44,dist_c_45,dist_c_46,dist_s_1,dist_s_2,dist_s_3,dist_s_4,dist_s_5,dist_s_6,dist_s_8,dist_s_9,dist_s_10,dist_s_11,dist_s_12,dist_s_13,dist_s_15,dist_s_16,dist_s_17,dist_s_18,dist_s_19,dist_s_20,dist_s_22,dist_s_23,dist_s_24,dist_s_25,dist_s_26,dist_s_27,dist_s_29,dist_s_30,dist_s_31,dist_s_32,dist_s_33,dist_s_34,dist_s_36,dist_s_37,dist_s_38,dist_s_39,dist_s_40,dist_s_41,duration_c_43,duration_c_44,duration_c_45,duration_c_46,duration_s_1,duration_s_2,duration_s_3,duration_s_4,duration_s_5,duration_s_6,duration_s_8,duration_s_9,duration_s_10,duration_s_11,duration_s_12,duration_s_13,duration_s_15,duration_s_16,duration_s_17,duration_s_18,duration_s_19,duration_s_20,duration_s_22,duration_s_23,duration_s_24,duration_s_25,duration_s_26,duration_s_27,duration_s_29,duration_s_30,duration_s_31,duration_s_32,duration_s_33,duration_s_34,duration_s_36,duration_s_37,duration_s_38,duration_s_39,duration_s_40,duration_s_41,time_of_day_c_43,time_of_day_c_44,time_of_day_c_45,time_of_day_c_46,time_of_day_s_1,time_of_day_s_2,time_of_day_s_3,time_of_day_s_4,time_of_day_s_5,time_of_day_s_6,time_of_day_s_8,time_of_day_s_9,time_of_day_s_10,time_of_day_s_11,time_of_day_s_12,time_of_day_s_13,time_of_day_s_15,time_of_day_s_16,time_of_day_s_17,time_of_day_s_18,time_of_day_s_19,time_of_day_s_20,time_of_day_s_22,time_of_day_s_23,time_of_day_s_24,time_of_day_s_25,time_of_day_s_26,time_of_day_s_27,time_of_day_s_29,time_of_day_s_30,time_of_day_s_31,time_of_day_s_32,time_of_day_s_33,time_of_day_s_34,time_of_day_s_36,time_of_day_s_37,time_of_day_s_38,time_of_day_s_39,time_of_day_s_40,time_of_day_s_41
100a HB,100a,HB,24,WT,Acarbose,M,4,14.04,12.299,13.454,15.742,20.56,17.287,21.504,11.275,12.646,15.446,11.916,16.864,15.889,16.857,13.923,8.36,15.475,19.042,19.268,17.679,13.732,21.736,9.328,18.629,15.339,16.331,13.141,10.621,17.249,16.989,10.075,14.717,11.973,13.107,12.859,11.415,11.393,12.906,10.142,12.04,873.739,472.875,341.659,320.945,3202.634,2521.785,2960.364,1523.878,1131.655,1953.039,701.59,2373.551,220.341,911.122,1383.633,125.092,596.453,2925.136,2327.881,2922.324,122.55,2955.477,12.067,2523.19,423.932,197.872,846.583,603.463,311.254,3178.962,48.16,1150.194,39.861,820.46,130.426,331.929,131.587,75.841,236.111,358.186,6/30/2017,6/30/2017,7/5/2017,7/5/2017,6/12/2017,6/12/2017,6/13/2017,6/13/2017,6/14/2017,6/14/2017,6/15/2017,6/15/2017,6/16/2017,6/16/2017,6/17/2017,6/17/2017,6/18/2017,6/18/2017,6/19/2017,6/19/2017,6/20/2017,6/20/2017,6/21/2017,6/21/2017,6/22/2017,6/22/2017,6/23/2017,6/23/2017,6/24/2017,6/24/2017,6/25/2017,6/25/2017,6/26/2017,6/26/2017,6/27/2017,6/27/2017,6/28/2017,6/28/2017,6/29/2017,6/29/2017,6/30/2017 15:07,6/30/2017 15:08,7/5/2017 14:59,7/5/2017 15:00,6/12/2017 16:36,6/12/2017 16:38,6/13/2017 16:25,6/13/2017 16:27,6/14/2017 18:21,6/14/2017 18:23,6/15/2017 19:23,6/15/2017 19:25,6/16/2017 17:36,6/16/2017 17:37,6/17/2017 16:43,6/17/2017 16:44,6/18/2017 18:22,6/18/2017 18:24,6/19/2017 16:07,6/19/2017 16:10,6/20/2017 14:36,6/20/2017 14:37,6/21/2017 17:47,6/21/2017 17:48,6/22/2017 15:57,6/22/2017 15:57,6/23/2017 11:05,6/23/2017 11:06,6/24/2017 13:17,6/24/2017 13:18,6/25/2017 9:41,6/25/2017 9:42,6/26/2017 13:00,6/26/2017 13:01,6/27/2017 19:47,6/27/2017 19:48,6/28/2017 16:13,6/28/2017 16:14,6/29/2017 15:54,6/29/2017 15:55,268.573,203.679,204.724,200.219,1232.565,1035.921,1289.329,676.477,500.715,746.111,361.42,1010.867,192.131,540.677,734.444,128.218,360.03,1141.316,1154.432,1059.004,166.982,1301.928,63.634,1117.208,320.191,182.433,593.83,351.717,241.457,1018.226,97.992,625.322,119.619,534.799,152.867,270.018,133.145,140.235,137.323,285.26,19.129,16.56,15.217,12.719,59.951,59.925,59.958,59.996,39.594,48.306,30.33,59.943,12.092,32.075,52.749,15.337,23.266,59.938,59.915,59.903,12.16,59.897,6.822,59.973,20.874,11.171,45.19,33.114,13.998,59.935,9.726,42.49,9.991,40.801,11.888,23.654,11.687,10.866,13.54,23.692,3:07 PM,3:08 PM,2:59 PM,3:00 PM,4:36 PM,4:38 PM,4:25 PM,4:27 PM,6:21 PM,6:23 PM,7:23 PM,7:25 PM,5:36 PM,5:37 PM,4:43 PM,4:44 PM,6:22 PM,6:24 PM,4:07 PM,4:10 PM,2:36 PM,2:37 PM,5:47 PM,5:48 PM,3:57 PM,3:57 PM,11:05 AM,11:06 AM,1:17 PM,1:18 PM,9:41 AM,9:42 AM,1:00 PM,1:01 PM,7:47 PM,7:48 PM,4:13 PM,4:14 PM,3:54 PM,3:55 PM
100a HL,100a,HL,24,5xFAD,Acarbose,M,4,7.123,9.495,13.384,15.175,17.788,18.396,16.171,13.332,16.9,13.716,13.64,20.224,11.339,11.637,18.376,17.93,12.277,9.056,16.667,7.291,13.144,15.04,8.509,8.81,15.876,8.931,17.37,13.219,19.346,16.509,14.801,15.53,11.415,13.382,10.917,16.544,6.054,4.949,9.715,8.713,57.285,8.526,849.485,490.673,2998.725,2291.783,3618.893,441.771,3521.837,959.924,95.241,3080.37,1067.514,26.837,3086.958,2793.834,1714.872,252.748,2787.282,569.444,1618.69,1540.264,941.119,70.681,1876.844,16.356,2795.659,793.962,2458.05,1123.985,1636.9,1450.024,511.586,512.904,442.043,1409.239,343.546,79.051,152.103,5.337,6/30/2017,6/30/2017,7/5/2017,7/5/2017,6/12/2017,6/12/2017,6/13/2017,6/13/2017,6/14/2017,6/14/2017,6/15/2017,6/15/2017,6/16/2017,6/16/2017,6/17/2017,6/17/2017,6/18/2017,6/18/2017,6/19/2017,6/19/2017,6/20/2017,6/20/2017,6/21/2017,6/21/2017,6/22/2017,6/22/2017,6/23/2017,6/23/2017,6/24/2017,6/24/2017,6/25/2017,6/25/2017,6/26/2017,6/26/2017,6/27/2017,6/27/2017,6/28/2017,6/28/2017,6/29/2017,6/29/2017,6/30/2017 15:06,6/30/2017 15:06,7/5/2017 14:58,7/5/2017 14:58,6/12/2017 16:33,6/12/2017 16:34,6/13/2017 16:21,6/13/2017 16:23,6/14/2017 18:18,6/14/2017 18:20,6/15/2017 19:20,6/15/2017 19:22,6/16/2017 17:35,6/16/2017 17:35,6/17/2017 16:39,6/17/2017 16:41,6/18/2017 18:20,6/18/2017 18:21,6/19/2017 16:04,6/19/2017 16:05,6/20/2017 14:34,6/20/2017 14:35,6/21/2017 17:46,6/21/2017 17:46,6/22/2017 15:54,6/22/2017 15:55,6/23/2017 11:02,6/23/2017 11:04,6/24/2017 13:14,6/24/2017 13:16,6/25/2017 9:39,6/25/2017 9:40,6/26/2017 12:59,6/26/2017 13:00,6/27/2017 19:45,6/27/2017 19:46,6/28/2017 16:12,6/28/2017 16:12,6/29/2017 15:52,6/29/2017 15:52,109.739,76.186,658.206,378.782,1066.789,1103.206,969.748,213.105,1012.408,516.939,105.709,1213.299,576.891,115.054,1102.248,1074.401,629.163,243.4,999.211,294.215,699.003,683.033,281.516,172.719,950.346,92.017,1040.687,407.789,1158.259,390.254,725.118,812.489,272.117,318.508,266.769,608.588,283.745,153.255,93.903,72.826,15.406,8.024,49.18,24.961,59.971,59.97,59.968,15.985,59.905,37.69,7.75,59.992,50.878,9.887,59.983,59.922,51.248,26.876,59.953,40.351,53.181,45.415,33.083,19.604,59.862,10.303,59.913,30.848,59.872,23.639,48.991,52.318,23.839,23.802,24.436,36.785,46.868,30.97,9.666,8.358,3:06 PM,3:06 PM,2:58 PM,2:58 PM,4:33 PM,4:34 PM,4:21 PM,4:23 PM,6:18 PM,6:20 PM,7:20 PM,7:22 PM,5:35 PM,5:35 PM,4:39 PM,4:41 PM,6:20 PM,6:21 PM,4:04 PM,4:05 PM,2:34 PM,2:35 PM,5:46 PM,5:46 PM,3:54 PM,3:55 PM,11:02 AM,11:04 AM,1:14 PM,1:16 PM,9:39 AM,9:40 AM,12:59 PM,1:00 PM,7:45 PM,7:46 PM,4:12 PM,4:12 PM,3:52 PM,3:52 PM
100a NH,100a,NH,24,WT,Acarbose,M,4,16.008,13.742,13.673,14.174,20.296,8.057,20.514,21.153,4.463,10.823,6.001,18.618,15.803,17.383,10.953,9.095,13.397,17.804,14.346,4.422,12.739,9.149,13.268,12.09,11.555,6.723,13.982,14.78,12.762,17.385,8.248,14.003,15.906,11.838,11.727,15.625,6.921,7.742,12.276,9.814,1989.098,376.131,61.372,3.972,3380.862,34.112,2611.621,3260.992,94.11,1231.083,12.046,1129.026,1244.077,2500.834,877.586,27.077,648.368,703.717,142.895,11.98,53.752,147.708,325.777,427.776,300.026,119.727,114.632,945.24,22.988,195.837,70.57,270.824,992.289,360.82,44.469,118.667,23.142,55.329,55.624,0.743,6/30/2017,6/30/2017,7/5/2017,7/5/2017,6/12/2017,6/12/2017,6/13/2017,6/13/2017,6/14/2017,6/14/2017,6/15/2017,6/15/2017,6/16/2017,6/16/2017,6/17/2017,6/17/2017,6/18/2017,6/18/2017,6/19/2017,6/19/2017,6/20/2017,6/20/2017,6/21/2017,6/21/2017,6/22/2017,6/22/2017,6/23/2017,6/23/2017,6/24/2017,6/24/2017,6/25/2017,6/25/2017,6/26/2017,6/26/2017,6/27/2017,6/27/2017,6/28/2017,6/28/2017,6/29/2017,6/29/2017,6/30/2017 15:04,6/30/2017 15:05,7/5/2017 14:56,7/5/2017 14:56,6/12/2017 16:30,6/12/2017 16:31,6/13/2017 16:17,6/13/2017 16:19,6/14/2017 18:15,6/14/2017 18:16,6/15/2017 19:18,6/15/2017 19:19,6/16/2017 17:31,6/16/2017 17:32,6/17/2017 16:37,6/17/2017 16:37,6/18/2017 18:18,6/18/2017 18:18,6/19/2017 16:01,6/19/2017 16:02,6/20/2017 14:32,6/20/2017 14:33,6/21/2017 17:44,6/21/2017 17:44,6/22/2017 15:51,6/22/2017 15:53,6/23/2017 10:59,6/23/2017 11:00,6/24/2017 13:12,6/24/2017 13:13,6/25/2017 9:37,6/25/2017 9:38,6/26/2017 12:56,6/26/2017 12:57,6/27/2017 19:43,6/27/2017 19:44,6/28/2017 16:09,6/28/2017 16:10,6/29/2017 15:50,6/29/2017 15:50,586.519,188.013,138.102,62.733,1217.1,163.122,1230.724,1268.96,237.725,649.058,45.26,651.383,659.243,1042.252,468.804,91.224,350.647,318.32,174.544,45.468,138.774,236.863,176.929,230.016,211.095,229.271,158.668,585.963,110.989,185.764,113.884,259.147,721.07,311.496,110.449,123.844,100.721,145.553,99.169,61.84,36.64,13.682,10.1,4.426,59.968,20.245,59.994,59.99,53.262,59.972,7.542,34.987,41.715,59.958,42.803,10.03,26.173,17.879,12.167,10.283,10.894,25.89,13.335,19.026,18.269,34.102,11.348,39.647,8.697,10.685,13.808,18.506,45.333,26.314,9.418,7.926,14.554,18.8,8.078,6.301,3:04 PM,3:05 PM,2:56 PM,2:56 PM,4:30 PM,4:31 PM,4:17 PM,4:19 PM,6:15 PM,6:16 PM,7:18 PM,7:19 PM,5:31 PM,5:32 PM,4:37 PM,4:37 PM,6:18 PM,6:18 PM,4:01 PM,4:02 PM,2:32 PM,2:33 PM,5:44 PM,5:44 PM,3:51 PM,3:53 PM,10:59 AM,11:00 AM,1:12 PM,1:13 PM,9:37 AM,9:38 AM,12:56 PM,12:57 PM,7:43 PM,7:44 PM,4:09 PM,4:10 PM,3:50 PM,3:50 PM
100b 2HL,100b,2HL,24,5xFAD,Acarbose,M,4,15.845,8.992,11.16,9.85,17.172,7.37,13.955,19.382,18.107,14.262,22.259,21.357,19.188,17.74,19.418,18.675,11.717,20.562,17.901,17.347,12.507,14.504,15.631,23.382,19.996,24.687,20.571,16.619,14.381,13.683,14.673,17.209,5.341,4.29,8.392,15.93,9.744,8.67,10.577,9.902,2632.183,3.893,43.988,0,2396.641,10.986,2262.518,2388.532,3118.037,19.3,3128.939,3181.6,2741.054,2659.595,3649.192,3003.617,522.404,2366.008,637.93,1705.94,9.854,460.865,1501.247,2763.52,1169.497,2679.256,2738.27,533.485,608.097,437.982,969.054,413.339,73.441,12.859,45.571,532.596,22.016,380.045,371.889,2.747,6/30/2017,6/30/2017,7/5/2017,7/5/2017,6/12/2017,6/12/2017,6/13/2017,6/13/2017,6/14/2017,6/14/2017,6/15/2017,6/15/2017,6/16/2017,6/16/2017,6/17/2017,6/17/2017,6/18/2017,6/18/2017,6/19/2017,6/19/2017,6/20/2017,6/20/2017,6/21/2017,6/21/2017,6/22/2017,6/22/2017,6/23/2017,6/23/2017,6/24/2017,6/24/2017,6/25/2017,6/25/2017,6/26/2017,6/26/2017,6/27/2017,6/27/2017,6/28/2017,6/28/2017,6/29/2017,6/29/2017,6/30/2017 15:11,6/30/2017 15:12,7/5/2017 15:03,7/5/2017 15:04,6/12/2017 16:45,6/12/2017 16:46,6/13/2017 16:32,6/13/2017 16:34,6/14/2017 18:29,6/14/2017 18:30,6/15/2017 19:29,6/15/2017 19:31,6/16/2017 17:42,6/16/2017 17:44,6/17/2017 16:48,6/17/2017 16:50,6/18/2017 18:30,6/18/2017 18:31,6/19/2017 16:14,6/19/2017 16:15,6/20/2017 14:40,6/20/2017 14:41,6/21/2017 17:52,6/21/2017 17:53,6/22/2017 16:01,6/22/2017 16:03,6/23/2017 11:10,6/23/2017 11:11,6/24/2017 13:23,6/24/2017 13:23,6/25/2017 9:46,6/25/2017 9:46,6/26/2017 13:05,6/26/2017 13:05,6/27/2017 19:51,6/27/2017 19:52,6/28/2017 16:17,6/28/2017 16:18,6/29/2017 15:59,6/29/2017 15:59,737.924,68.827,112.375,68.734,1029.246,103.077,835.734,1032.972,1085.79,131.128,1334.139,1280.872,1149.405,1064.039,1164.981,1117.658,280.942,1194.187,442.432,870.824,92.04,347.285,829.682,1401.049,817.995,1480.921,1232.527,328.424,456.663,282.734,580.753,340.059,173.961,45.562,131.987,238.087,109.165,333.845,312.824,61.187,46.572,7.654,10.069,6.978,59.938,13.986,59.888,53.296,59.964,9.194,59.938,59.973,59.901,59.979,59.995,59.849,23.978,58.077,24.715,50.199,7.359,23.944,53.08,59.921,40.907,59.987,59.915,19.762,31.754,20.663,39.579,19.76,32.573,10.621,15.728,14.946,11.203,38.506,29.577,6.179,3:11 PM,3:12 PM,3:03 PM,3:04 PM,4:45 PM,4:46 PM,4:32 PM,4:34 PM,6:29 PM,6:30 PM,7:29 PM,7:31 PM,5:42 PM,5:44 PM,4:48 PM,4:50 PM,6:30 PM,6:31 PM,4:14 PM,4:15 PM,2:40 PM,2:41 PM,5:52 PM,5:53 PM,4:01 PM,4:03 PM,11:10 AM,11:11 AM,1:23 PM,1:23 PM,9:46 AM,9:46 AM,1:05 PM,1:05 PM,7:51 PM,7:52 PM,4:17 PM,4:18 PM,3:59 PM,3:59 PM
100b HR,100b,HR,24,WT,Acarbose,M,4,14.506,15.466,10.053,12.266,16.601,17.323,15.579,12.023,13.423,10.321,10.206,19.604,10.801,14.466,15.197,12.432,12.075,19.07,14.585,5.172,12.319,15.958,5.263,19.923,14.864,6.222,12.115,15.891,11.604,16.962,11.969,8.163,15.96,14.24,4.797,14.427,11.849,7.633,10.582,15.012,390.037,419.092,5.439,18.319,2192.564,2448.857,2164.446,24.083,1945.895,0.262,3.399,2567.507,100.13,360.241,327.038,142.229,2005.366,3072.558,1797.928,23.653,221.43,1.94,115.861,910.351,1260.802,169.737,361.963,186.39,2.964,2197.473,401.393,18.223,695.931,278.152,6.116,1303.739,1294.997,350.242,101.239,125.715,6/30/2017,6/30/2017,7/5/2017,7/5/2017,6/12/2017,6/12/2017,6/13/2017,6/13/2017,6/14/2017,6/14/2017,6/15/2017,6/15/2017,6/16/2017,6/16/2017,6/17/2017,6/17/2017,6/18/2017,6/18/2017,6/19/2017,6/19/2017,6/20/2017,6/20/2017,6/21/2017,6/21/2017,6/22/2017,6/22/2017,6/23/2017,6/23/2017,6/24/2017,6/24/2017,6/25/2017,6/25/2017,6/26/2017,6/26/2017,6/27/2017,6/27/2017,6/28/2017,6/28/2017,6/29/2017,6/29/2017,6/30/2017 15:09,6/30/2017 15:10,7/5/2017 15:01,7/5/2017 15:02,6/12/2017 16:41,6/12/2017 16:42,6/13/2017 16:29,6/13/2017 16:30,6/14/2017 18:25,6/14/2017 18:26,6/15/2017 19:26,6/15/2017 19:27,6/16/2017 17:39,6/16/2017 17:40,6/17/2017 16:45,6/17/2017 16:46,6/18/2017 18:27,6/18/2017 18:28,6/19/2017 16:12,6/19/2017 16:13,6/20/2017 14:39,6/20/2017 14:39,6/21/2017 17:50,6/21/2017 17:50,6/22/2017 15:59,6/22/2017 16:00,6/23/2017 11:08,6/23/2017 11:08,6/24/2017 13:20,6/24/2017 13:21,6/25/2017 9:44,6/25/2017 9:44,6/26/2017 13:03,6/26/2017 13:03,6/27/2017 19:49,6/27/2017 19:50,6/28/2017 16:16,6/28/2017 16:16,6/29/2017 15:57,6/29/2017 15:57,187.779,236.907,74.239,86.145,858.203,1037.232,933.814,118.655,804.557,67.788,21.923,1175.436,116.411,221.268,196.488,151.69,699.324,1143.023,658.786,48.016,190.982,73.246,111.623,477.275,561.469,306.908,256.7,162.926,80.323,1016.943,185.715,83.64,419.067,156.669,65.143,458.428,698.353,208.531,106.65,163.491,12.945,15.318,7.385,7.023,51.695,59.877,59.942,9.869,59.938,6.568,2.148,59.958,10.778,15.296,12.929,12.202,57.914,59.938,45.168,9.283,15.503,4.59,21.21,23.956,37.774,49.326,21.189,10.253,6.922,59.954,15.516,10.246,26.257,11.002,13.58,31.776,58.938,27.321,10.078,10.891,3:09 PM,3:10 PM,3:01 PM,3:02 PM,4:41 PM,4:42 PM,4:29 PM,4:30 PM,6:25 PM,6:26 PM,7:26 PM,7:27 PM,5:39 PM,5:40 PM,4:45 PM,4:46 PM,6:27 PM,6:28 PM,4:12 PM,4:13 PM,2:39 PM,2:39 PM,5:50 PM,5:50 PM,3:59 PM,4:00 PM,11:08 AM,11:08 AM,1:20 PM,1:21 PM,9:44 AM,9:44 AM,1:03 PM,1:03 PM,7:49 PM,7:50 PM,4:16 PM,4:16 PM,3:57 PM,3:57 PM
101 HB,101,HB,24,5xFAD,Acarbose,F,4,16.597,18.098,17.442,19.909,18.783,15.774,16.475,16.903,20.041,17.415,20.368,14.586,18.815,22.821,20.617,5.632,20.572,20.77,15.014,20.557,20.223,9.713,22.529,22.269,22.047,8.699,23.644,20.572,22.172,20.516,16.677,17.205,19.06,12.499,22.289,18.104,7.792,17.786,21.057,18.482,471.508,431.373,197.541,252.066,3966.36,2192.256,2605.996,2410.589,2370.587,3976.27,2487.972,747.115,630.203,2734.854,2126.65,14.637,2066.433,2126.861,1600.249,2055.659,913.838,135.405,2506.874,2223.705,2395.66,61.33,2728.171,670.133,2182.658,2222.073,828.204,583.004,900.171,35.975,1305,361.843,370.443,1360.538,2711.243,1034.387,6/30/2017,6/30/2017,7/5/2017,7/5/2017,6/12/2017,6/12/2017,6/13/2017,6/13/2017,6/14/2017,6/14/2017,6/15/2017,6/15/2017,6/16/2017,6/16/2017,6/17/2017,6/17/2017,6/18/2017,6/18/2017,6/19/2017,6/19/2017,6/20/2017,6/20/2017,6/21/2017,6/21/2017,6/22/2017,6/22/2017,6/23/2017,6/23/2017,6/24/2017,6/24/2017,6/25/2017,6/25/2017,6/26/2017,6/26/2017,6/27/2017,6/27/2017,6/28/2017,6/28/2017,6/29/2017,6/29/2017,6/30/2017 15:20,6/30/2017 15:20,7/5/2017 15:11,7/5/2017 15:12,6/12/2017 16:56,6/12/2017 16:58,6/13/2017 16:45,6/13/2017 16:47,6/14/2017 18:41,6/14/2017 18:43,6/15/2017 19:40,6/15/2017 19:41,6/16/2017 17:54,6/16/2017 17:55,6/17/2017 17:06,6/17/2017 17:57,6/18/2017 18:41,6/18/2017 18:42,6/19/2017 16:24,6/19/2017 16:26,6/20/2017 14:49,6/20/2017 14:50,6/21/2017 18:01,6/21/2017 18:02,6/22/2017 16:19,6/22/2017 16:20,6/23/2017 11:20,6/23/2017 11:21,6/24/2017 13:31,6/24/2017 13:33,6/25/2017 9:54,6/25/2017 9:55,6/26/2017 13:13,6/26/2017 13:14,6/27/2017 20:20,6/27/2017 20:21,6/28/2017 16:28,6/28/2017 16:29,6/29/2017 17:00,6/29/2017 17:01,293.432,310.107,226.27,189.516,1125.809,945.355,987.423,1013.235,1201.644,1044.083,1221.493,333.698,337.531,1367.418,1234.894,43.073,1232.92,1060.537,716.771,1233.066,597.937,210.792,1350.906,1183.348,1322.362,153.716,1416.434,438.416,1168.892,1024.379,398.375,436.266,465.611,96.218,948.796,230.44,355.525,732.278,1262.093,429.197,17.68,17.135,12.973,9.519,59.939,59.933,59.933,59.944,59.958,59.954,59.972,22.878,17.939,59.919,59.896,7.648,59.933,51.062,47.741,59.982,29.567,21.703,59.963,53.139,59.979,17.67,59.906,21.311,52.72,49.931,23.888,25.357,24.429,7.698,42.568,12.729,45.625,41.171,59.937,23.222,3:20 PM,3:20 PM,3:11 PM,3:12 PM,4:56 PM,4:58 PM,4:45 PM,4:47 PM,6:41 PM,6:43 PM,7:40 PM,7:41 PM,5:54 PM,5:55 PM,5:06 PM,5:57 PM,6:41 PM,6:42 PM,4:24 PM,4:26 PM,2:49 PM,2:50 PM,6:01 PM,6:02 PM,4:19 PM,4:20 PM,11:20 AM,11:21 AM,1:31 PM,1:33 PM,9:54 AM,9:55 AM,1:13 PM,1:14 PM,8:20 PM,8:21 PM,4:28 PM,4:29 PM,5:00 PM,5:01 PM
