subject_id,cage,hole_punch,age,genotype,treatment,sex,cohort,mean_speed_p_4,mean_speed_p_7,mean_speed_p_10,mean_speed_p_13,mean_speed_s_1,mean_speed_s_2,mean_speed_s_3,mean_speed_s_4,mean_speed_s_5,mean_speed_s_6,mean_speed_s_8,mean_speed_s_9,mean_speed_s_10,mean_speed_s_11,mean_speed_s_12,mean_speed_s_13,mean_speed_s_15,mean_speed_s_16,mean_speed_s_17,mean_speed_s_18,mean_speed_s_19,mean_speed_s_20,mean_speed_s_22,mean_speed_s_23,mean_speed_s_24,mean_speed_s_25,mean_speed_s_26,mean_speed_s_27,cum_dist_p_4,cum_dist_p_7,cum_dist_p_10,cum_dist_p_13,cum_dist_s_1,cum_dist_s_2,cum_dist_s_3,cum_dist_s_4,cum_dist_s_5,cum_dist_s_6,cum_dist_s_8,cum_dist_s_9,cum_dist_s_10,cum_dist_s_11,cum_dist_s_12,cum_dist_s_13,cum_dist_s_15,cum_dist_s_16,cum_dist_s_17,cum_dist_s_18,cum_dist_s_19,cum_dist_s_20,cum_dist_s_22,cum_dist_s_23,cum_dist_s_24,cum_dist_s_25,cum_dist_s_26,cum_dist_s_27,date_p_4,date_p_7,date_p_10,date_p_13,date_s_1,date_s_2,date_s_3,date_s_4,date_s_5,date_s_6,date_s_8,date_s_9,date_s_10,date_s_11,date_s_12,date_s_13,date_s_15,date_s_16,date_s_17,date_s_18,date_s_19,date_s_20,date_s_22,date_s_23,date_s_24,date_s_25,date_s_26,date_s_27,datetime_p_4,datetime_p_7,datetime_p_10,datetime_p_13,datetime_s_1,datetime_s_2,datetime_s_3,datetime_s_4,datetime_s_5,datetime_s_6,datetime_s_8,datetime_s_9,datetime_s_10,datetime_s_11,datetime_s_12,datetime_s_13,datetime_s_15,datetime_s_16,datetime_s_17,datetime_s_18,datetime_s_19,datetime_s_20,datetime_s_22,datetime_s_23,datetime_s_24,datetime_s_25,datetime_s_26,datetime_s_27,dist_p_4,dist_p_7,dist_p_10,dist_p_13,dist_s_1,dist_s_2,dist_s_3,dist_s_4,dist_s_5,dist_s_6,dist_s_8,dist_s_9,dist_s_10,dist_s_11,dist_s_12,dist_s_13,dist_s_15,dist_s_16,dist_s_17,dist_s_18,dist_s_19,dist_s_20,dist_s_22,dist_s_23,dist_s_24,dist_s_25,dist_s_26,dist_s_27,duration_s_1,duration_s_2,duration_s_3,duration_s_4,duration_s_5,duration_s_6,duration_s_8,duration_s_9,duration_s_10,duration_s_11,duration_s_12,duration_s_13,duration_s_15,duration_s_16,duration_s_17,duration_s_18,duration_s_19,duration_s_20,duration_s_22,duration_s_23,duration_s_24,duration_s_25,duration_s_26,duration_s_27,time_of_day_p_4,time_of_day_p_7,time_of_day_p_10,time_of_day_p_13,time_of_day_s_1,time_of_day_s_2,time_of_day_s_3,time_of_day_s_4,time_of_day_s_5,time_of_day_s_6,time_of_day_s_8,time_of_day_s_9,time_of_day_s_10,time_of_day_s_11,time_of_day_s_12,time_of_day_s_13,time_of_day_s_15,time_of_day_s_16,time_of_day_s_17,time_of_day_s_18,time_of_day_s_19,time_of_day_s_20,time_of_day_s_22,time_of_day_s_23,time_of_day_s_24,time_of_day_s_25,time_of_day_s_26,time_of_day_s_27
c211mHR,211,HR,7,WT,Acarbose,F,7,22.498,23.268,23.647,26.322,21.022,18.662,15.071,18.896,22.858,18.348,22.2,16.097,22.035,16.912,23.629,19.182,11.262,23.533,4.702,22.287,17.548,25.498,21.793,20.115,16.144,23.573,14.387,17.966,2975.755,2665.691,2497.977,2466.016,3048.477,2456.584,1149.726,2851.156,2718.733,504.992,2497.859,621.533,943.161,110.055,2707.609,370.63,12.754,2632.315,20.409,754.05,287.818,2728.244,847.037,256.146,4.245,1048.163,29.007,293.836,7/18/2016,7/21/2016,7/24/2016,7/27/2016,7/15/2016,7/15/2016,7/16/2016,7/16/2016,7/17/2016,7/17/2016,7/18/2016,7/18/2016,7/19/2016,7/19/2016,7/20/2016,7/20/2016,7/21/2016,7/21/2016,7/22/2016,7/22/2016,7/23/2016,7/23/2016,7/24/2016,7/24/2016,7/25/2016,7/25/2016,7/26/2016,7/26/2016,7/18/2016 8:29,7/21/2016 10:08,7/24/2016 12:52,7/27/2016 11:59,7/15/2016 17:15,7/15/2016 17:16,7/16/2016 12:49,7/16/2016 12:51,7/17/2016 17:26,7/17/2016 17:27,7/18/2016 13:18,7/18/2016 13:20,7/19/2016 13:40,7/19/2016 13:41,7/20/2016 14:55,7/20/2016 14:55,7/21/2016 15:15,7/21/2016 15:17,7/22/2016 17:10,7/22/2016 17:11,7/23/2016 8:17,7/23/2016 8:18,7/24/2016 17:06,7/24/2016 17:06,7/25/2016 11:13,7/25/2016 11:14,7/26/2016 11:11,7/26/2016 11:12,1348.083,1394.857,1416.551,1576.31,1260.355,1117.797,401.873,1132.56,1269.829,338.991,1161.668,339.637,609.647,208.496,1300.296,265.38,105.692,1411.365,76.645,464.808,166.862,1529.43,633.247,208.779,82.853,739.517,142.875,342.939,59.953,59.897,26.665,59.935,55.552,18.476,52.327,21.099,27.667,12.328,55.029,13.835,9.385,59.973,16.3,20.856,9.509,59.983,29.058,10.379,5.132,31.372,9.931,19.088,8:29 AM,10:08 AM,12:52 PM,11:59 AM,5:15 PM,5:16 PM,12:49 PM,12:51 PM,5:26 PM,5:27 PM,1:18 PM,1:20 PM,1:40 PM,1:41 PM,2:55 PM,2:55 PM,3:15 PM,3:17 PM,5:10 PM,5:11 PM,8:17 AM,8:18 AM,5:06 PM,5:06 PM,11:13 AM,11:14 AM,11:11 AM,11:12 AM
c211mNH,211,NH,7,WT,Acarbose,F,7,23.357,23.619,24.387,20.128,21.556,15.704,19.438,11.926,15.798,14.31,23.438,8.696,20.804,11.76,8.668,22.484,13.497,18.533,24.6,20.433,8.384,23.354,22.888,18.473,15.314,21.741,20.844,14.345,2750.911,3111.525,2737.967,2058.461,3157.433,2984.741,2498.523,1411.775,977.032,604.437,2472.918,2.227,1931.065,13.197,11.521,263.054,6.247,126.454,1179.021,19.905,0,140.598,1795.216,115.284,173.61,977.967,374.888,85.806,7/18/2016,7/21/2016,7/24/2016,7/27/2016,7/15/2016,7/15/2016,7/16/2016,7/16/2016,7/17/2016,7/17/2016,7/18/2016,7/18/2016,7/19/2016,7/19/2016,7/20/2016,7/20/2016,7/21/2016,7/21/2016,7/22/2016,7/22/2016,7/23/2016,7/23/2016,7/24/2016,7/24/2016,7/25/2016,7/25/2016,7/26/2016,7/26/2016,7/18/2016 8:27,7/21/2016 10:06,7/24/2016 12:51,7/27/2016 11:58,7/15/2016 17:11,7/15/2016 17:12,7/16/2016 12:46,7/16/2016 12:48,7/17/2016 17:23,7/17/2016 17:24,7/18/2016 13:16,7/18/2016 13:16,7/19/2016 13:38,7/19/2016 13:39,7/20/2016 14:52,7/20/2016 14:53,7/21/2016 15:13,7/21/2016 15:14,7/22/2016 17:08,7/22/2016 17:09,7/23/2016 8:15,7/23/2016 8:16,7/24/2016 17:04,7/24/2016 17:04,7/25/2016 11:10,7/25/2016 11:12,7/26/2016 11:09,7/26/2016 11:09,1401.138,1414.237,1462.68,1206.34,1292.889,940.971,1080.303,545.8,561.409,340.33,1271.843,20.784,1011.893,100.326,46.398,193.091,93.059,191.761,723.986,135.085,12.979,180.107,854.586,184.511,247.819,707.774,333.747,160.175,59.977,59.919,55.578,45.765,35.537,23.783,54.264,2.39,48.64,8.531,5.353,8.588,6.895,10.347,29.43,6.611,1.548,7.712,37.338,9.988,16.183,32.555,16.012,11.166,8:27 AM,10:06 AM,12:51 PM,11:58 AM,5:11 PM,5:12 PM,12:46 PM,12:48 PM,5:23 PM,5:24 PM,1:16 PM,1:16 PM,1:38 PM,1:39 PM,2:52 PM,2:53 PM,3:13 PM,3:14 PM,5:08 PM,5:09 PM,8:15 AM,8:16 AM,5:04 PM,5:04 PM,11:10 AM,11:12 AM,11:09 AM,11:09 AM
c212m2HL,212,2HL,7,WT,Acarbose,M,7,21.664,19.365,22.572,24.759,20.473,13.604,3.005,21.493,21.716,18.849,4.925,22.128,18.138,18.576,13.497,15.211,18.673,21.294,5.721,15.73,9.445,15.81,17.116,18.581,20.959,5.553,6.651,20.421,3090.76,2869.238,2518.178,2560.418,3323.4,4241.087,8.458,2835.121,2655.63,2472.37,10.45,1006.045,1908.232,823.468,124.072,554.684,105.894,486.776,3.273,193.089,99.874,126.018,1029.347,422.354,486.45,3.545,3.197,1283.204,7/18/2016,7/21/2016,7/24/2016,7/27/2016,7/15/2016,7/15/2016,7/16/2016,7/16/2016,7/17/2016,7/17/2016,7/18/2016,7/18/2016,7/19/2016,7/19/2016,7/20/2016,7/20/2016,7/21/2016,7/21/2016,7/22/2016,7/22/2016,7/23/2016,7/23/2016,7/24/2016,7/24/2016,7/25/2016,7/25/2016,7/26/2016,7/26/2016,7/18/2016 9:07,7/21/2016 11:44,7/24/2016 11:57,7/27/2016 13:02,7/15/2016 12:41,7/15/2016 12:43,7/16/2016 15:58,7/16/2016 15:59,7/17/2016 12:21,7/17/2016 12:22,7/18/2016 14:37,7/18/2016 14:37,7/19/2016 11:48,7/19/2016 11:48,7/20/2016 10:46,7/20/2016 10:47,7/21/2016 18:14,7/21/2016 18:15,7/22/2016 17:27,7/22/2016 17:27,7/23/2016 7:56,7/23/2016 7:57,7/24/2016 15:42,7/24/2016 15:43,7/25/2016 14:00,7/25/2016 14:01,7/26/2016 15:08,7/26/2016 15:09,1297.742,1160.251,1353.371,1481.877,1226.803,815.595,34.861,1288.831,1301.883,1129.093,56.708,506.981,850.201,493.232,187.664,354.898,178.793,275.888,38.936,205.115,127.661,180.271,568.391,322.377,337.098,36.878,44.991,581.482,59.924,59.954,11.602,59.965,59.95,59.901,11.514,22.911,46.874,26.552,13.904,23.331,9.575,12.956,6.806,13.04,13.516,11.402,33.209,17.35,16.084,6.641,6.764,28.474,9:07 AM,11:44 AM,11:57 AM,1:02 PM,12:41 PM,12:43 PM,3:58 PM,3:59 PM,12:21 PM,12:22 PM,2:37 PM,2:37 PM,11:48 AM,11:48 AM,10:46 AM,10:47 AM,6:14 PM,6:15 PM,5:27 PM,5:27 PM,7:56 AM,7:57 AM,3:42 PM,3:43 PM,2:00 PM,2:01 PM,3:08 PM,3:09 PM
c212mHB,212,HB,7,5xFAD+,Acarbose,M,7,24.027,24.607,22.956,21.396,20.035,10.716,16.062,10.202,20.331,18.789,25.918,20.265,20.07,22.787,10.17,14.274,18.347,21.242,3.734,20.62,21.525,16.395,11.093,12.344,20.138,5.441,9.98,13.993,3118.495,3599.62,1985.032,1993.613,3123.075,3476.859,1027.418,10.5,3400.052,1085.352,2757.556,2716.245,375.831,933.479,13.071,115.039,342.451,960.926,3.707,838.896,1352.907,68.197,41.97,187.222,11.993,4.565,13.447,213.418,7/18/2016,7/21/2016,7/24/2016,7/27/2016,7/15/2016,7/15/2016,7/16/2016,7/16/2016,7/17/2016,7/17/2016,7/18/2016,7/18/2016,7/19/2016,7/19/2016,7/20/2016,7/20/2016,7/21/2016,7/21/2016,7/22/2016,7/22/2016,7/23/2016,7/23/2016,7/24/2016,7/24/2016,7/25/2016,7/25/2016,7/26/2016,7/26/2016,7/18/2016 9:06,7/21/2016 11:43,7/24/2016 11:56,7/27/2016 13:01,7/15/2016 12:37,7/15/2016 12:38,7/16/2016 15:56,7/16/2016 15:57,7/17/2016 12:18,7/17/2016 12:19,7/18/2016 14:33,7/18/2016 14:35,7/19/2016 11:45,7/19/2016 11:46,7/20/2016 10:44,7/20/2016 10:45,7/21/2016 18:12,7/21/2016 18:13,7/22/2016 17:24,7/22/2016 17:25,7/23/2016 7:52,7/23/2016 7:53,7/24/2016 15:40,7/24/2016 15:41,7/25/2016 13:58,7/25/2016 13:58,7/26/2016 15:05,7/26/2016 15:06,1441.543,1475.655,1377.305,1282.707,1199.819,642.363,389.237,93.672,1218.036,787.314,1554.125,1215.698,295.471,590.638,55.144,153.27,340.015,552.177,28.304,679.31,1073.487,152.635,181.141,254.587,132.97,27.174,79.837,262.739,59.886,59.947,24.234,9.182,59.91,41.904,59.963,59.989,14.722,25.92,5.422,10.738,18.532,25.994,7.58,32.945,49.872,9.31,16.329,20.624,6.603,4.994,8,18.777,9:06 AM,11:43 AM,11:56 AM,1:01 PM,12:37 PM,12:38 PM,3:56 PM,3:57 PM,12:18 PM,12:19 PM,2:33 PM,2:35 PM,11:45 AM,11:46 AM,10:44 AM,10:45 AM,6:12 PM,6:13 PM,5:24 PM,5:25 PM,7:52 AM,7:53 AM,3:40 PM,3:41 PM,1:58 PM,1:58 PM,3:05 PM,3:06 PM
c212mHL,212,HL,7,WT,Acarbose,M,7,22.897,23.88,23.028,24.148,23.226,15.974,15.744,22.507,25.905,12.79,3.879,9.723,16.563,23.933,9.574,21.505,16.71,13.34,22.732,20.958,18.556,21.727,12.421,20.489,23.171,18.172,20.283,21.786,3160.358,2590.991,3010.955,2477.639,2770.049,2923.166,301.327,3356.69,2978.769,139.886,5.232,73.542,51.327,2578.152,26,402.906,11.285,5.798,2127.484,1900.662,948.516,1443.754,20.918,981.419,3094.61,383.649,1248.255,524.088,7/18/2016,7/21/2016,7/24/2016,7/27/2016,7/15/2016,7/15/2016,7/16/2016,7/16/2016,7/17/2016,7/17/2016,7/18/2016,7/18/2016,7/19/2016,7/19/2016,7/20/2016,7/20/2016,7/21/2016,7/21/2016,7/22/2016,7/22/2016,7/23/2016,7/23/2016,7/24/2016,7/24/2016,7/25/2016,7/25/2016,7/26/2016,7/26/2016,7/18/2016 9:04,7/21/2016 11:41,7/24/2016 11:54,7/27/2016 12:59,7/15/2016 12:32,7/15/2016 12:34,7/16/2016 15:53,7/16/2016 15:54,7/17/2016 12:15,7/17/2016 12:16,7/18/2016 14:29,7/18/2016 14:31,7/19/2016 11:41,7/19/2016 11:43,7/20/2016 10:42,7/20/2016 10:43,7/21/2016 18:10,7/21/2016 18:11,7/22/2016 17:22,7/22/2016 17:23,7/23/2016 7:49,7/23/2016 7:50,7/24/2016 15:37,7/24/2016 15:38,7/25/2016 13:56,7/25/2016 13:57,7/26/2016 15:03,7/26/2016 15:04,1372.129,1431.894,1379.7,1447.24,1392.495,956.714,207.015,1349.559,1549.926,206.777,17.124,142.614,182.917,1433.263,123.125,292.43,119.608,75.546,1312.775,946.203,581.528,806.394,105.886,612.629,1329.99,253.604,645.73,370.801,59.953,59.892,13.149,59.963,59.831,16.167,4.414,14.668,11.044,59.886,12.861,13.598,7.158,5.663,57.751,45.148,31.339,37.115,8.525,29.9,57.4,13.956,31.836,17.02,9:04 AM,11:41 AM,11:54 AM,12:59 PM,12:32 PM,12:34 PM,3:53 PM,3:54 PM,12:15 PM,12:16 PM,2:29 PM,2:31 PM,11:41 AM,11:43 AM,10:42 AM,10:43 AM,6:10 PM,6:11 PM,5:22 PM,5:23 PM,7:49 AM,7:50 AM,3:37 PM,3:38 PM,1:56 PM,1:57 PM,3:03 PM,3:04 PM
c212mHR,212,HR,7,WT,Acarbose,M,7,13.898,11.733,18.548,16.188,13.82,11.983,12.388,7.213,6.778,15.783,17.615,10.008,13.265,18.99,16.862,12.546,18.48,17.066,5.431,18.09,8.559,12.894,10.592,8.591,14.678,7.694,9.168,12.787,3499.599,3794.399,1732.079,1598.302,2159.934,2515.832,3931.275,3104.444,68.143,1067.644,3459.483,3833.772,2698.552,1353.439,1309.11,128.584,3039.717,1080.334,184.862,1483.875,8.91,328.98,348.742,11.058,3089.241,35.983,221.945,593.807,7/18/2016,7/21/2016,7/24/2016,7/27/2016,7/15/2016,7/15/2016,7/16/2016,7/16/2016,7/17/2016,7/17/2016,7/18/2016,7/18/2016,7/19/2016,7/19/2016,7/20/2016,7/20/2016,7/21/2016,7/21/2016,7/22/2016,7/22/2016,7/23/2016,7/23/2016,7/24/2016,7/24/2016,7/25/2016,7/25/2016,7/26/2016,7/26/2016,7/18/2016 9:02,7/21/2016 11:39,7/24/2016 11:53,7/27/2016 12:58,7/15/2016 12:28,7/15/2016 12:30,7/16/2016 15:49,7/16/2016 15:51,7/17/2016 12:12,7/17/2016 12:13,7/18/2016 14:25,7/18/2016 14:27,7/19/2016 11:39,7/19/2016 11:40,7/20/2016 10:40,7/20/2016 10:40,7/21/2016 18:08,7/21/2016 18:09,7/22/2016 17:19,7/22/2016 17:20,7/23/2016 7:46,7/23/2016 7:47,7/24/2016 15:35,7/24/2016 15:36,7/25/2016 13:53,7/25/2016 13:53,7/26/2016 15:01,7/26/2016 15:02,832.874,703.915,1112.151,970.585,828.883,717.446,742.746,432.676,133.458,405.225,1056.102,599.989,572.972,546.408,593.627,141.069,1108.732,543.436,104.448,552.303,67.151,285.497,245.25,125.488,846.699,81.337,156.742,348.215,59.977,59.874,59.957,59.989,19.691,25.674,59.956,59.949,43.194,28.773,35.204,11.244,59.997,31.843,19.231,30.531,7.846,22.141,23.155,14.607,57.686,10.571,17.097,27.232,9:02 AM,11:39 AM,11:53 AM,12:58 PM,12:28 PM,12:30 PM,3:49 PM,3:51 PM,12:12 PM,12:13 PM,2:25 PM,2:27 PM,11:39 AM,11:40 AM,10:40 AM,10:40 AM,6:08 PM,6:09 PM,5:19 PM,5:20 PM,7:46 AM,7:47 AM,3:35 PM,3:36 PM,1:53 PM,1:53 PM,3:01 PM,3:02 PM
c212mNH,212,NH,7,WT,Acarbose,M,7,17.325,21.066,21.713,19.426,15.649,18.595,20.924,16.136,19.126,21.296,22.106,22.349,15.861,17.198,5.323,11.828,20.979,19.386,19.779,22.552,14.067,22.718,20.659,21.508,11.556,18.473,13.993,15.105,3678.321,2710.425,2603.953,2117.611,4007.221,3335.494,2832.185,1832.975,2178.809,2831.688,3590.812,2699.279,1465.924,686.132,185.386,371.997,2958.612,1020.931,1936.333,2624.288,131.681,913.614,360.648,1234.023,8.842,327.409,228.836,415.331,7/18/2016,7/21/2016,7/24/2016,7/27/2016,7/15/2016,7/15/2016,7/16/2016,7/16/2016,7/17/2016,7/17/2016,7/18/2016,7/18/2016,7/19/2016,7/19/2016,7/20/2016,7/20/2016,7/21/2016,7/21/2016,7/22/2016,7/22/2016,7/23/2016,7/23/2016,7/24/2016,7/24/2016,7/25/2016,7/25/2016,7/26/2016,7/26/2016,7/18/2016 9:00,7/21/2016 11:38,7/24/2016 11:51,7/27/2016 12:56,7/15/2016 12:23,7/15/2016 12:25,7/16/2016 15:46,7/16/2016 15:47,7/17/2016 12:09,7/17/2016 12:10,7/18/2016 14:21,7/18/2016 14:23,7/19/2016 11:36,7/19/2016 11:37,7/20/2016 10:37,7/20/2016 10:38,7/21/2016 18:04,7/21/2016 18:06,7/22/2016 17:16,7/22/2016 17:17,7/23/2016 7:44,7/23/2016 7:45,7/24/2016 15:33,7/24/2016 15:34,7/25/2016 13:50,7/25/2016 13:50,7/26/2016 14:58,7/26/2016 14:59,1036.925,1262.835,1300.138,1162.638,938.757,1114.798,1253.555,625.036,1145.794,1276.276,1323.276,1340.789,461.459,445.231,155.587,262.739,1256.506,556.992,980.269,1351.437,131.066,581.278,306.191,656.819,107.934,222.21,235.742,341.999,59.987,59.952,59.909,38.736,59.908,59.929,59.86,59.994,29.094,25.888,29.229,22.213,59.893,28.732,49.562,59.925,9.317,25.587,14.821,30.538,9.34,12.029,16.847,22.641,9:00 AM,11:38 AM,11:51 AM,12:56 PM,12:23 PM,12:25 PM,3:46 PM,3:47 PM,12:09 PM,12:10 PM,2:21 PM,2:23 PM,11:36 AM,11:37 AM,10:37 AM,10:38 AM,6:04 PM,6:06 PM,5:16 PM,5:17 PM,7:44 AM,7:45 AM,3:33 PM,3:34 PM,1:50 PM,1:50 PM,2:58 PM,2:59 PM
c214mHL,214,HL,7,5xFAD+,Acarbose,F,7,26.28,28.457,25.649,27.082,24.073,21.234,20.261,13.275,23.875,24.61,26.228,26.738,27.424,25.001,21.402,7.617,27.961,13.561,24.427,18.643,22.564,28.986,17.419,23.631,18.701,9.832,7.426,21.054,3177.689,2342.872,2110.672,2128.888,3034.457,3925.076,682.648,80.575,771.394,2752.272,461.656,2221.806,2080.906,1615.013,233.189,7.592,1471.412,15.503,276.152,116.754,194.867,2291.946,222.144,544.048,158.04,9.479,8.618,258.744,7/18/2016,7/21/2016,7/24/2016,7/27/2016,7/15/2016,7/15/2016,7/16/2016,7/16/2016,7/17/2016,7/17/2016,7/18/2016,7/18/2016,7/19/2016,7/19/2016,7/20/2016,7/20/2016,7/21/2016,7/21/2016,7/22/2016,7/22/2016,7/23/2016,7/23/2016,7/24/2016,7/24/2016,7/25/2016,7/25/2016,7/26/2016,7/26/2016,7/18/2016 10:22,7/21/2016 11:03,7/24/2016 10:58,7/27/2016 11:20,7/15/2016 14:41,7/15/2016 14:43,7/16/2016 14:47,7/16/2016 14:47,7/17/2016 13:40,7/17/2016 13:42,7/18/2016 17:34,7/18/2016 17:36,7/19/2016 19:11,7/19/2016 19:13,7/20/2016 14:50,7/20/2016 14:50,7/21/2016 17:15,7/21/2016 17:15,7/22/2016 16:08,7/22/2016 16:09,7/23/2016 11:33,7/23/2016 11:35,7/24/2016 15:21,7/24/2016 15:22,7/25/2016 11:45,7/25/2016 11:46,7/26/2016 12:00,7/26/2016 12:00,1575.849,1707.142,1534.779,1622.666,1441.886,1272.341,429.719,121.761,448.531,1476.214,338.709,1447.936,1644.147,1019.253,232.535,33.409,1305.742,84.973,259.313,196.399,281.508,1735.913,238.692,574.043,250.725,52.053,56.422,334.524,59.897,59.921,21.209,9.172,18.787,59.984,12.914,54.153,59.953,40.769,10.865,4.386,46.698,6.266,10.616,10.535,12.476,59.888,13.703,24.292,13.407,5.294,7.598,15.889,10:22 AM,11:03 AM,10:58 AM,11:20 AM,2:41 PM,2:43 PM,2:47 PM,2:47 PM,1:40 PM,1:42 PM,5:34 PM,5:36 PM,7:11 PM,7:13 PM,2:50 PM,2:50 PM,5:15 PM,5:15 PM,4:08 PM,4:09 PM,11:33 AM,11:35 AM,3:21 PM,3:22 PM,11:45 AM,11:46 AM,12:00 PM,12:00 PM
c214mHR,214,HR,7,WT,Acarbose,F,7,18.987,20.332,26.872,25.52,16.9,12.541,12.23,23.616,19.388,16.138,22.461,6.492,12.989,18.821,7.076,21.237,22.728,22.909,14.887,15.655,16.309,24.099,19.549,13.292,13.098,4.257,15.825,23.193,2318.951,2340.205,2240.654,1751.73,2265.063,2920.323,53.386,2905.58,2271.092,58.039,2809.227,3.402,3.805,150.431,11.195,815.353,2003.758,2595.953,311.259,290.252,304.867,677.472,113.672,6.748,5.577,11.068,108.738,539.555,7/18/2016,7/21/2016,7/24/2016,7/27/2016,7/15/2016,7/15/2016,7/16/2016,7/16/2016,7/17/2016,7/17/2016,7/18/2016,7/18/2016,7/19/2016,7/19/2016,7/20/2016,7/20/2016,7/21/2016,7/21/2016,7/22/2016,7/22/2016,7/23/2016,7/23/2016,7/24/2016,7/24/2016,7/25/2016,7/25/2016,7/26/2016,7/26/2016,7/18/2016 10:20,7/21/2016 11:01,7/24/2016 10:56,7/27/2016 11:19,7/15/2016 14:37,7/15/2016 14:39,7/16/2016 14:44,7/16/2016 14:45,7/17/2016 13:38,7/17/2016 13:39,7/18/2016 17:32,7/18/2016 17:33,7/19/2016 19:09,7/19/2016 19:10,7/20/2016 14:48,7/20/2016 14:49,7/21/2016 17:11,7/21/2016 17:12,7/22/2016 16:06,7/22/2016 16:07,7/23/2016 11:31,7/23/2016 11:32,7/24/2016 15:20,7/24/2016 15:20,7/25/2016 11:43,7/25/2016 11:44,7/26/2016 11:58,7/26/2016 11:58,1138.898,1218.517,1609.743,1529.962,1011.454,751.338,129.41,1414.097,1161.564,152.456,1346.727,46.771,87.312,167.867,43.116,538.344,1268.654,1373.433,225.972,224.392,226.711,557.033,209.289,65.395,68.361,40.439,173.982,322.384,59.848,59.912,10.581,59.879,59.912,9.447,59.958,7.204,6.722,8.919,6.093,25.349,55.82,59.952,15.179,14.334,13.901,23.114,10.706,4.92,5.219,9.499,10.994,13.9,10:20 AM,11:01 AM,10:56 AM,11:19 AM,2:37 PM,2:39 PM,2:44 PM,2:45 PM,1:38 PM,1:39 PM,5:32 PM,5:33 PM,7:09 PM,7:10 PM,2:48 PM,2:49 PM,5:11 PM,5:12 PM,4:06 PM,4:07 PM,11:31 AM,11:32 AM,3:20 PM,3:20 PM,11:43 AM,11:44 AM,11:58 AM,11:58 AM
c214mNH,214,NH,7,WT,Acarbose,F,7,18.904,18.114,19.69,20.513,16.443,12.128,16.85,15.029,19.042,19.099,22.725,17.483,21.106,16.487,18.693,19.55,17.872,21.967,15.885,17.633,21.1,23.444,20.63,15.835,6.697,9.979,11.039,16.155,3435.702,2769.757,2417.546,2443.215,3212.163,1745.58,2794.497,3164.698,3349.862,2434.024,3533.713,3532.965,3780.887,3722.762,1022.093,1442.469,2280.395,2753.641,1502.688,921.435,1375.857,2603.217,3284.633,3378.236,2715.708,3461.096,3945.7,1823.067,7/18/2016,7/21/2016,7/24/2016,7/27/2016,7/15/2016,7/15/2016,7/16/2016,7/16/2016,7/17/2016,7/17/2016,7/18/2016,7/18/2016,7/19/2016,7/19/2016,7/20/2016,7/20/2016,7/21/2016,7/21/2016,7/22/2016,7/22/2016,7/23/2016,7/23/2016,7/24/2016,7/24/2016,7/25/2016,7/25/2016,7/26/2016,7/26/2016,7/18/2016 10:18,7/21/2016 10:59,7/24/2016 10:55,7/27/2016 11:17,7/15/2016 14:33,7/15/2016 14:35,7/16/2016 14:41,7/16/2016 14:42,7/17/2016 13:34,7/17/2016 13:35,7/18/2016 17:28,7/18/2016 17:30,7/19/2016 19:06,7/19/2016 19:08,7/20/2016 14:46,7/20/2016 14:47,7/21/2016 17:07,7/21/2016 17:09,7/22/2016 16:04,7/22/2016 16:05,7/23/2016 11:28,7/23/2016 11:29,7/24/2016 15:16,7/24/2016 15:18,7/25/2016 11:40,7/25/2016 11:42,7/26/2016 11:55,7/26/2016 11:56,1131.718,1085.613,1180.201,1229.839,985.806,726.621,937.948,899.928,1140.997,1143.443,1362.287,1048.628,1265.655,988.894,560.971,639.647,836.998,1316.305,516.936,661.033,571.405,1404.971,1236.783,949.502,401.312,598.408,661.392,615.988,59.954,59.915,55.666,59.88,59.919,59.87,59.946,59.981,59.968,59.98,30.009,32.718,46.834,59.923,32.543,37.488,27.081,59.928,59.951,59.962,59.924,59.965,59.914,38.13,10:18 AM,10:59 AM,10:55 AM,11:17 AM,2:33 PM,2:35 PM,2:41 PM,2:42 PM,1:34 PM,1:35 PM,5:28 PM,5:30 PM,7:06 PM,7:08 PM,2:46 PM,2:47 PM,5:07 PM,5:09 PM,4:04 PM,4:05 PM,11:28 AM,11:29 AM,3:16 PM,3:18 PM,11:40 AM,11:42 AM,11:55 AM,11:56 AM
