subject_id,cage,hole_punch,age,genotype,treatment,sex,cohort,mean_speed_p_4,mean_speed_p_7,mean_speed_p_10,mean_speed_p_13,mean_speed_s_1,mean_speed_s_2,mean_speed_s_3,mean_speed_s_4,mean_speed_s_5,mean_speed_s_6,mean_speed_s_8,mean_speed_s_9,mean_speed_s_10,mean_speed_s_11,mean_speed_s_12,mean_speed_s_13,mean_speed_s_15,mean_speed_s_16,mean_speed_s_17,mean_speed_s_18,mean_speed_s_19,mean_speed_s_20,mean_speed_s_22,mean_speed_s_23,mean_speed_s_24,mean_speed_s_25,mean_speed_s_26,mean_speed_s_27,cum_dist_p_4,cum_dist_p_7,cum_dist_p_10,cum_dist_p_13,cum_dist_s_1,cum_dist_s_2,cum_dist_s_3,cum_dist_s_4,cum_dist_s_5,cum_dist_s_6,cum_dist_s_8,cum_dist_s_9,cum_dist_s_10,cum_dist_s_11,cum_dist_s_12,cum_dist_s_13,cum_dist_s_15,cum_dist_s_16,cum_dist_s_17,cum_dist_s_18,cum_dist_s_19,cum_dist_s_20,cum_dist_s_22,cum_dist_s_23,cum_dist_s_24,cum_dist_s_25,cum_dist_s_26,cum_dist_s_27,date_p_4,date_p_7,date_p_10,date_p_13,date_s_1,date_s_2,date_s_3,date_s_4,date_s_5,date_s_6,date_s_8,date_s_9,date_s_10,date_s_11,date_s_12,date_s_13,date_s_15,date_s_16,date_s_17,date_s_18,date_s_19,date_s_20,date_s_22,date_s_23,date_s_24,date_s_25,date_s_26,date_s_27,datetime_p_4,datetime_p_7,datetime_p_10,datetime_p_13,datetime_s_1,datetime_s_2,datetime_s_3,datetime_s_4,datetime_s_5,datetime_s_6,datetime_s_8,datetime_s_9,datetime_s_10,datetime_s_11,datetime_s_12,datetime_s_13,datetime_s_15,datetime_s_16,datetime_s_17,datetime_s_18,datetime_s_19,datetime_s_20,datetime_s_22,datetime_s_23,datetime_s_24,datetime_s_25,datetime_s_26,datetime_s_27,dist_p_4,dist_p_7,dist_p_10,dist_p_13,dist_s_1,dist_s_2,dist_s_3,dist_s_4,dist_s_5,dist_s_6,dist_s_8,dist_s_9,dist_s_10,dist_s_11,dist_s_12,dist_s_13,dist_s_15,dist_s_16,dist_s_17,dist_s_18,dist_s_19,dist_s_20,dist_s_22,dist_s_23,dist_s_24,dist_s_25,dist_s_26,dist_s_27,duration_s_1,duration_s_2,duration_s_3,duration_s_4,duration_s_5,duration_s_6,duration_s_8,duration_s_9,duration_s_10,duration_s_11,duration_s_12,duration_s_13,duration_s_15,duration_s_16,duration_s_17,duration_s_18,duration_s_19,duration_s_20,duration_s_22,duration_s_23,duration_s_24,duration_s_25,duration_s_26,duration_s_27,time_of_day_p_4,time_of_day_p_7,time_of_day_p_10,time_of_day_p_13,time_of_day_s_1,time_of_day_s_2,time_of_day_s_3,time_of_day_s_4,time_of_day_s_5,time_of_day_s_6,time_of_day_s_8,time_of_day_s_9,time_of_day_s_10,time_of_day_s_11,time_of_day_s_12,time_of_day_s_13,time_of_day_s_15,time_of_day_s_16,time_of_day_s_17,time_of_day_s_18,time_of_day_s_19,time_of_day_s_20,time_of_day_s_22,time_of_day_s_23,time_of_day_s_24,time_of_day_s_25,time_of_day_s_26,time_of_day_s_27
c220mHB,220,HB,7,5xFAD+,Acarbose,M,7,23.682,20.452,24.749,23.736,21.441,19.399,15.18,14.851,20.493,17.943,15.177,23.81,24.639,17.795,22.079,16.821,25.455,10.183,4.238,23.292,25.046,7.112,13.865,19.229,16.358,13.401,8.038,16.278,3531.517,2951.905,1957.655,2406.786,2964.978,1883.87,1911.235,1350.078,1432.032,1748.811,256.961,2486.698,3092.647,839.317,2841.748,1576.864,2598.671,9.753,4.923,1935.1,1179.117,4.053,324.3,97.102,66.795,80.323,8.285,117.693,7/18/2016,7/21/2016,7/24/2016,7/27/2016,7/15/2016,7/15/2016,7/16/2016,7/16/2016,7/17/2016,7/17/2016,7/18/2016,7/18/2016,7/19/2016,7/19/2016,7/20/2016,7/20/2016,7/21/2016,7/21/2016,7/22/2016,7/22/2016,7/23/2016,7/23/2016,7/24/2016,7/24/2016,7/25/2016,7/25/2016,7/26/2016,7/26/2016,7/18/2016 8:58,7/21/2016 10:24,7/24/2016 10:53,7/27/2016 13:20,7/15/2016 17:06,7/15/2016 17:08,7/16/2016 10:01,7/16/2016 10:03,7/17/2016 15:44,7/17/2016 15:46,7/18/2016 14:16,7/18/2016 14:18,7/19/2016 13:35,7/19/2016 13:36,7/20/2016 15:31,7/20/2016 15:32,7/21/2016 15:42,7/21/2016 15:42,7/22/2016 14:49,7/22/2016 14:50,7/23/2016 11:09,7/23/2016 11:10,7/24/2016 15:13,7/24/2016 15:14,7/25/2016 11:55,7/25/2016 11:56,7/26/2016 15:27,7/26/2016 15:28,1420.491,1226.012,1484.421,1423.662,1284.946,1163.075,663.02,890.068,695.627,1072.84,228.45,1425.769,1477.618,446.814,1322.482,791.821,1525.626,70.266,28.644,1230.094,857.606,52.439,216.998,138.678,156.222,157.11,25.641,235.2,59.93,59.954,43.676,59.934,33.944,59.79,15.052,59.881,59.97,25.109,59.899,47.073,59.934,6.9,6.759,52.812,34.241,7.373,15.651,7.212,9.55,11.724,3.19,14.449,8:58 AM,10:24 AM,10:53 AM,1:20 PM,5:06 PM,5:08 PM,10:01 AM,10:03 AM,3:44 PM,3:46 PM,2:16 PM,2:18 PM,1:35 PM,1:36 PM,3:31 PM,3:32 PM,3:42 PM,3:42 PM,2:49 PM,2:50 PM,11:09 AM,11:10 AM,3:13 PM,3:14 PM,11:55 AM,11:56 AM,3:27 PM,3:28 PM
c220mHL,220,HL,7,WT,Acarbose,M,7,19.639,22.355,26.177,26.172,15.764,17.319,11.706,7.295,18.523,18.705,24.995,17.695,22.837,2.151,10.236,13.452,22.64,16.823,13.447,24.86,10.112,24.262,11.008,9.7,19.927,20.272,18.659,25.918,4435.649,1938.216,2238.562,1892.997,1984.396,3007.366,387.352,5.075,1570.058,176.627,2840.887,782.649,1311.962,0,46.57,125.856,535.561,164.947,16.646,1851.66,64.047,1076.878,81.246,3.119,47.98,181.142,210.718,748.437,7/18/2016,7/21/2016,7/24/2016,7/27/2016,7/15/2016,7/15/2016,7/16/2016,7/16/2016,7/17/2016,7/17/2016,7/18/2016,7/18/2016,7/19/2016,7/19/2016,7/20/2016,7/20/2016,7/21/2016,7/21/2016,7/22/2016,7/22/2016,7/23/2016,7/23/2016,7/24/2016,7/24/2016,7/25/2016,7/25/2016,7/26/2016,7/26/2016,7/18/2016 8:57,7/21/2016 10:22,7/24/2016 10:52,7/27/2016 13:19,7/15/2016 17:02,7/15/2016 17:03,7/16/2016 9:59,7/16/2016 10:00,7/17/2016 15:42,7/17/2016 15:42,7/18/2016 14:14,7/18/2016 14:15,7/19/2016 13:32,7/19/2016 13:32,7/20/2016 15:28,7/20/2016 15:28,7/21/2016 15:39,7/21/2016 15:39,7/22/2016 14:46,7/22/2016 14:48,7/23/2016 11:07,7/23/2016 11:08,7/24/2016 15:11,7/24/2016 15:12,7/25/2016 11:53,7/25/2016 11:54,7/26/2016 15:26,7/26/2016 15:26,1176.252,1340.506,1567.639,1567.882,789.963,1038.529,305.297,93.484,769.708,202.205,1439.33,494.73,753.792,4.218,97.702,143.007,491.615,223.408,81.692,1488.495,115.586,936.494,157.058,54.729,155.567,196.237,227.3,633.875,50.112,59.965,26.081,12.814,41.555,10.81,57.584,27.959,33.007,1.961,9.545,10.631,21.714,13.28,6.075,59.874,11.43,38.599,14.268,5.642,7.807,9.68,12.182,24.457,8:57 AM,10:22 AM,10:52 AM,1:19 PM,5:02 PM,5:03 PM,9:59 AM,10:00 AM,3:42 PM,3:42 PM,2:14 PM,2:15 PM,1:32 PM,1:32 PM,3:28 PM,3:28 PM,3:39 PM,3:39 PM,2:46 PM,2:48 PM,11:07 AM,11:08 AM,3:11 PM,3:12 PM,11:53 AM,11:54 AM,3:26 PM,3:26 PM
c220mHR,220,HR,7,5xFAD+,Acarbose,M,7,14.814,19.133,20.013,18.817,17.687,12.793,12.869,7.774,13.835,14.184,16.932,9.206,13.193,9.006,6.824,5.241,16.247,13.397,12.64,10.656,8.449,11.672,12.123,8.66,18.922,5.856,12.167,16.88,2806.704,2219.986,2150.25,1911.954,3180.497,2768.46,1407.526,17.002,1304.108,1245.589,2319.536,2907.58,2080.956,2965.396,85.642,2.68,3743.378,2290.438,721.826,22.628,46.861,334.376,320.056,26.998,2357.931,13.545,177.735,639.158,7/18/2016,7/21/2016,7/24/2016,7/27/2016,7/15/2016,7/15/2016,7/16/2016,7/16/2016,7/17/2016,7/17/2016,7/18/2016,7/18/2016,7/19/2016,7/19/2016,7/20/2016,7/20/2016,7/21/2016,7/21/2016,7/22/2016,7/22/2016,7/23/2016,7/23/2016,7/24/2016,7/24/2016,7/25/2016,7/25/2016,7/26/2016,7/26/2016,7/18/2016 8:53,7/21/2016 10:21,7/24/2016 10:50,7/27/2016 13:17,7/15/2016 16:55,7/15/2016 16:57,7/16/2016 9:57,7/16/2016 9:57,7/17/2016 15:39,7/17/2016 15:40,7/18/2016 14:10,7/18/2016 14:11,7/19/2016 13:28,7/19/2016 13:30,7/20/2016 15:26,7/20/2016 15:27,7/21/2016 15:36,7/21/2016 15:37,7/22/2016 14:44,7/22/2016 14:45,7/23/2016 11:05,7/23/2016 11:05,7/24/2016 15:09,7/24/2016 15:10,7/25/2016 11:51,7/25/2016 11:52,7/26/2016 15:24,7/26/2016 15:24,887.781,1142.16,1200.199,1114.896,1059.396,766.886,721.363,101.604,436.588,645.735,1013.432,551.819,769.914,539.539,79.131,39.863,973.717,801.754,334.126,140.04,94.506,282.69,290.451,113.036,979.477,57.912,189.785,423.964,59.898,59.946,56.054,13.069,31.557,45.527,59.853,59.939,58.357,59.911,11.596,7.606,59.933,59.846,26.433,13.142,11.185,24.219,23.958,13.053,51.764,9.889,15.598,25.116,8:53 AM,10:21 AM,10:50 AM,1:17 PM,4:55 PM,4:57 PM,9:57 AM,9:57 AM,3:39 PM,3:40 PM,2:10 PM,2:11 PM,1:28 PM,1:30 PM,3:26 PM,3:27 PM,3:36 PM,3:37 PM,2:44 PM,2:45 PM,11:05 AM,11:05 AM,3:09 PM,3:10 PM,11:51 AM,11:52 AM,3:24 PM,3:24 PM
c220mNH,220,NH,7,5xFAD+,Acarbose,M,7,22.032,21.835,19.546,20.72,15.891,15.704,7.693,13.993,12.942,21.322,22.69,7.419,19.515,17.96,19.06,16.896,21.675,17.113,12.545,15.564,10.143,20.584,11.467,17.48,13.55,11.569,12.899,22.427,3419.597,3401.33,1897.459,1405.877,1925.909,2064.817,142.878,685.395,3.687,3354.814,2921.84,176.875,1190.97,474.651,1915.581,890.363,1545.59,478.505,296.874,91.264,60.524,2444.106,3.192,235.469,346.38,99.964,74.731,2148.298,7/18/2016,7/21/2016,7/24/2016,7/27/2016,7/15/2016,7/15/2016,7/16/2016,7/16/2016,7/17/2016,7/17/2016,7/18/2016,7/18/2016,7/19/2016,7/19/2016,7/20/2016,7/20/2016,7/21/2016,7/21/2016,7/22/2016,7/22/2016,7/23/2016,7/23/2016,7/24/2016,7/24/2016,7/25/2016,7/25/2016,7/26/2016,7/26/2016,7/18/2016 8:52,7/21/2016 10:19,7/24/2016 10:49,7/27/2016 13:16,7/15/2016 16:52,7/15/2016 16:53,7/16/2016 9:54,7/16/2016 9:54,7/17/2016 15:35,7/17/2016 15:37,7/18/2016 14:06,7/18/2016 14:07,7/19/2016 13:25,7/19/2016 13:26,7/20/2016 15:24,7/20/2016 15:25,7/21/2016 15:33,7/21/2016 15:34,7/22/2016 14:42,7/22/2016 14:43,7/23/2016 11:02,7/23/2016 11:03,7/24/2016 15:07,7/24/2016 15:08,7/25/2016 11:48,7/25/2016 11:49,7/26/2016 15:20,7/26/2016 15:22,1321.688,1309.865,1167.204,1241.522,827.363,842.893,153.442,412.447,60.205,1277.975,1360.79,129.004,634.759,282.508,1141.255,552.454,901.995,335.722,245.112,183.231,84.788,1234.184,65.201,239.79,357.569,98.236,125.543,1342.016,52.066,53.673,19.947,29.476,4.652,59.936,59.974,17.389,32.526,15.73,59.877,32.697,41.614,19.618,19.538,11.773,8.359,59.958,5.686,13.718,26.388,8.491,9.733,59.839,8:52 AM,10:19 AM,10:49 AM,1:16 PM,4:52 PM,4:53 PM,9:54 AM,9:54 AM,3:35 PM,3:37 PM,2:06 PM,2:07 PM,1:25 PM,1:26 PM,3:24 PM,3:25 PM,3:33 PM,3:34 PM,2:42 PM,2:43 PM,11:02 AM,11:03 AM,3:07 PM,3:08 PM,11:48 AM,11:49 AM,3:20 PM,3:22 PM
c221mHB,221,HB,7,WT,Control Diet,F,7,25.605,22.816,24.925,24.129,20.898,22.649,20.646,26.591,26.539,23.885,24.721,21.538,23.366,20.65,24.766,19.845,13.978,25.84,20.374,21.999,13.462,20.379,6.153,22.271,18.315,17.868,9.98,14.266,3397.604,3138.977,3178.696,3200.224,3387.974,3167.464,1403.301,3634.643,3507.575,3042.303,2952.124,2621.789,1699.607,1228.262,779.79,1144.447,9.96,2190.776,826.229,789.739,75.882,321.744,7.786,845.622,223.445,587.822,6.445,27.759,7/18/2016,7/21/2016,7/24/2016,7/27/2016,7/15/2016,7/15/2016,7/16/2016,7/16/2016,7/17/2016,7/17/2016,7/18/2016,7/18/2016,7/19/2016,7/19/2016,7/20/2016,7/20/2016,7/21/2016,7/21/2016,7/22/2016,7/22/2016,7/23/2016,7/23/2016,7/24/2016,7/24/2016,7/25/2016,7/25/2016,7/26/2016,7/26/2016,7/18/2016 9:24,7/21/2016 9:40,7/24/2016 12:42,7/27/2016 12:28,7/15/2016 14:24,7/15/2016 14:26,7/16/2016 12:08,7/16/2016 12:10,7/17/2016 11:58,7/17/2016 11:59,7/18/2016 15:10,7/18/2016 15:12,7/19/2016 18:36,7/19/2016 18:37,7/20/2016 15:19,7/20/2016 15:20,7/21/2016 14:32,7/21/2016 14:34,7/22/2016 17:49,7/22/2016 17:50,7/23/2016 10:59,7/23/2016 11:00,7/24/2016 16:52,7/24/2016 16:53,7/25/2016 13:31,7/25/2016 13:32,7/26/2016 11:36,7/26/2016 11:37,1535.107,1367.984,1492.505,1447.563,1252.706,1357.918,684.981,1592.923,1590.33,1432.863,1482.387,1289.024,1084.316,764.694,464.81,660.426,138.245,1302.694,397.139,539.288,141.676,232.724,84.696,552.533,254.488,274.687,42.216,143.814,59.944,59.954,33.177,59.905,59.924,59.99,59.964,59.848,46.406,37.032,18.768,33.28,9.89,50.414,19.492,24.514,10.524,11.42,13.764,24.809,13.895,15.373,4.23,10.081,9:24 AM,9:40 AM,12:42 PM,12:28 PM,2:24 PM,2:26 PM,12:08 PM,12:10 PM,11:58 AM,11:59 AM,3:10 PM,3:12 PM,6:36 PM,6:37 PM,3:19 PM,3:20 PM,2:32 PM,2:34 PM,5:49 PM,5:50 PM,10:59 AM,11:00 AM,4:52 PM,4:53 PM,1:31 PM,1:32 PM,11:36 AM,11:37 AM
c221mHL,221,HL,7,WT,Control Diet,F,7,18.718,20.57,21.411,21.994,19.524,12.957,9.677,12.978,16.625,10.59,21.72,17.499,22.551,16.035,3.619,19.799,14.302,13.577,20.244,14.325,22.584,19.175,23.131,15.013,8.651,18.558,8.579,13.964,3623.56,2492.732,3335.723,2758.575,3404.107,2399.451,291.217,3876.953,2475.335,10.004,2806.748,3373.648,2976.938,267.741,0,394.188,8.967,5.977,1216.8,0.98,915.844,539.369,1075.831,334.834,8.683,626.069,13.071,29.518,7/18/2016,7/21/2016,7/24/2016,7/27/2016,7/15/2016,7/15/2016,7/16/2016,7/16/2016,7/17/2016,7/17/2016,7/18/2016,7/18/2016,7/19/2016,7/19/2016,7/20/2016,7/20/2016,7/21/2016,7/21/2016,7/22/2016,7/22/2016,7/23/2016,7/23/2016,7/24/2016,7/24/2016,7/25/2016,7/25/2016,7/26/2016,7/26/2016,7/18/2016 9:22,7/21/2016 9:38,7/24/2016 12:41,7/27/2016 12:26,7/15/2016 14:20,7/15/2016 14:21,7/16/2016 12:05,7/16/2016 12:06,7/17/2016 11:55,7/17/2016 11:56,7/18/2016 15:06,7/18/2016 15:07,7/19/2016 18:34,7/19/2016 18:34,7/20/2016 15:16,7/20/2016 15:17,7/21/2016 14:31,7/21/2016 14:31,7/22/2016 17:47,7/22/2016 17:48,7/23/2016 10:57,7/23/2016 10:58,7/24/2016 16:50,7/24/2016 16:51,7/25/2016 13:29,7/25/2016 13:30,7/26/2016 11:34,7/26/2016 11:35,1122.77,1233.07,1282.462,1313.757,1168.771,776.648,199.938,778.155,997.138,98.781,1300.462,1048.902,1351.663,253.654,28.507,219.472,125.988,77.333,673.562,99.327,468.599,346.469,474.643,205.531,102.449,389.86,71.12,183.876,59.863,59.941,20.661,59.96,59.978,9.328,59.874,59.942,59.938,15.819,7.878,11.085,8.809,5.696,33.272,6.934,20.749,18.069,20.52,13.69,11.843,21.008,8.29,13.168,9:22 AM,9:38 AM,12:41 PM,12:26 PM,2:20 PM,2:21 PM,12:05 PM,12:06 PM,11:55 AM,11:56 AM,3:06 PM,3:07 PM,6:34 PM,6:34 PM,3:16 PM,3:17 PM,2:31 PM,2:31 PM,5:47 PM,5:48 PM,10:57 AM,10:58 AM,4:50 PM,4:51 PM,1:29 PM,1:30 PM,11:34 AM,11:35 AM
c221mHR,221,HR,7,5xFAD+,Control Diet,F,7,18.19,18.672,23.601,21.124,15.435,14.106,17.809,8.939,10.202,18.686,11.598,21.93,17.36,17.728,8.475,18.991,24.681,21.464,4.8,16.233,6.402,18.083,16.37,7.226,22.503,6.592,5.892,21.552,2614.86,2645.99,2185.627,2377.087,2795.397,3904.33,2850.864,3177.287,297.696,1466.641,23.045,2333.244,1707.359,763.127,12.356,1208.464,2874.791,2755.186,3.464,372.04,7.739,748.838,166.508,0,3060.328,6.78,20.432,1859.275,7/18/2016,7/21/2016,7/24/2016,7/27/2016,7/15/2016,7/15/2016,7/16/2016,7/16/2016,7/17/2016,7/17/2016,7/18/2016,7/18/2016,7/19/2016,7/19/2016,7/20/2016,7/20/2016,7/21/2016,7/21/2016,7/22/2016,7/22/2016,7/23/2016,7/23/2016,7/24/2016,7/24/2016,7/25/2016,7/25/2016,7/26/2016,7/26/2016,7/18/2016 9:20,7/21/2016 9:36,7/24/2016 12:39,7/27/2016 12:24,7/15/2016 14:16,7/15/2016 14:18,7/16/2016 12:01,7/16/2016 12:03,7/17/2016 11:51,7/17/2016 11:53,7/18/2016 15:02,7/18/2016 15:03,7/19/2016 18:31,7/19/2016 18:32,7/20/2016 15:14,7/20/2016 15:15,7/21/2016 14:28,7/21/2016 14:29,7/22/2016 17:45,7/22/2016 17:46,7/23/2016 10:55,7/23/2016 10:56,7/24/2016 16:48,7/24/2016 16:49,7/25/2016 13:27,7/25/2016 13:28,7/26/2016 11:32,7/26/2016 11:33,1090.107,1119.315,1414.588,1266.114,925.256,846.306,1067.875,535.558,160.334,811.574,148.877,1265.364,518.219,369.669,63.274,697.298,1480.427,1285.863,35.45,248.558,50.799,445.265,146.017,50.264,1347.39,33.729,61.561,1125.99,59.946,59.998,59.963,59.915,15.716,43.432,12.836,57.701,29.852,20.852,7.466,36.718,59.982,59.907,7.385,15.312,7.935,24.624,8.92,6.956,59.876,5.117,10.448,52.245,9:20 AM,9:36 AM,12:39 PM,12:24 PM,2:16 PM,2:18 PM,12:01 PM,12:03 PM,11:51 AM,11:53 AM,3:02 PM,3:03 PM,6:31 PM,6:32 PM,3:14 PM,3:15 PM,2:28 PM,2:29 PM,5:45 PM,5:46 PM,10:55 AM,10:56 AM,4:48 PM,4:49 PM,1:27 PM,1:28 PM,11:32 AM,11:33 AM
c221mNH,221,NH,7,5xFAD+,Control Diet,F,7,18.826,25.456,29.015,26.571,15.931,11.383,9.877,5.899,12.251,7.207,16.402,7.481,19.815,18.012,22.407,18.001,25.766,22.688,22.543,21.746,20.584,22.347,16.441,27.991,20.475,25.048,23.287,18.445,2980.857,3285.397,3056.23,3009.631,3277.073,3908.054,3986.392,4312.092,4271.809,3840.157,3510.418,3374.316,6.383,9.147,3633.112,243.974,3350.425,574.299,1122.412,979.008,614.071,1142.591,288.977,1390.462,56.508,799.695,1935.606,996.158,7/18/2016,7/21/2016,7/24/2016,7/27/2016,7/15/2016,7/15/2016,7/16/2016,7/16/2016,7/17/2016,7/17/2016,7/18/2016,7/18/2016,7/19/2016,7/19/2016,7/20/2016,7/20/2016,7/21/2016,7/21/2016,7/22/2016,7/22/2016,7/23/2016,7/23/2016,7/24/2016,7/24/2016,7/25/2016,7/25/2016,7/26/2016,7/26/2016,7/18/2016 9:19,7/21/2016 9:35,7/24/2016 12:38,7/27/2016 12:23,7/15/2016 14:12,7/15/2016 14:14,7/16/2016 11:57,7/16/2016 11:59,7/17/2016 11:47,7/17/2016 11:50,7/18/2016 14:58,7/18/2016 15:00,7/19/2016 18:29,7/19/2016 18:29,7/20/2016 15:12,7/20/2016 15:13,7/21/2016 14:25,7/21/2016 14:26,7/22/2016 17:43,7/22/2016 17:44,7/23/2016 10:53,7/23/2016 10:54,7/24/2016 16:46,7/24/2016 16:47,7/25/2016 13:24,7/25/2016 13:25,7/26/2016 11:29,7/26/2016 11:30,1127.234,1526.467,1739.676,1593.408,954.611,682.726,591.917,353.598,734.03,432.285,981.869,448.032,96.777,142.511,1342.766,171.708,1508.545,342.617,667.19,713.536,405.125,717.564,291.729,972.353,176.76,626.651,1393.649,559.411,59.922,59.98,59.929,59.94,59.914,59.979,59.862,59.893,4.884,7.912,59.925,9.539,58.547,15.101,29.597,32.812,19.682,32.11,17.744,34.738,8.633,25.018,59.846,30.328,9:19 AM,9:35 AM,12:38 PM,12:23 PM,2:12 PM,2:14 PM,11:57 AM,11:59 AM,11:47 AM,11:50 AM,2:58 PM,3:00 PM,6:29 PM,6:29 PM,3:12 PM,3:13 PM,2:25 PM,2:26 PM,5:43 PM,5:44 PM,10:53 AM,10:54 AM,4:46 PM,4:47 PM,1:24 PM,1:25 PM,11:29 AM,11:30 AM
c222mHB,222,HB,7,WT,Acarbose,F,7,22.582,24.546,25.854,26.435,19.926,20.937,15.257,18.52,21.724,11.446,21.214,7.851,25.199,11.341,19.63,18.386,24.978,21.198,21.132,25.421,22.472,23.99,16.795,23.04,26.563,21.563,11.583,23.459,2733.617,2303.878,2286.661,2122.8,817.025,3650.993,462.683,386.263,2436.15,378.28,643.302,18.024,3268.159,7.687,755.113,1130.086,2433.393,762.862,411.343,492.6,1182.924,151.381,94.037,979.921,401.733,25.873,24.972,649.18,7/18/2016,7/21/2016,7/24/2016,7/27/2016,7/15/2016,7/15/2016,7/16/2016,7/16/2016,7/17/2016,7/17/2016,7/18/2016,7/18/2016,7/19/2016,7/19/2016,7/20/2016,7/20/2016,7/21/2016,7/21/2016,7/22/2016,7/22/2016,7/23/2016,7/23/2016,7/24/2016,7/24/2016,7/25/2016,7/25/2016,7/26/2016,7/26/2016,7/18/2016 9:47,7/21/2016 12:12,7/24/2016 11:04,7/27/2016 11:16,7/15/2016 14:57,7/15/2016 14:59,7/16/2016 14:57,7/16/2016 14:58,7/17/2016 11:26,7/17/2016 11:27,7/18/2016 16:24,7/18/2016 16:25,7/19/2016 18:27,7/19/2016 18:27,7/20/2016 10:56,7/20/2016 10:57,7/21/2016 19:05,7/21/2016 19:06,7/22/2016 18:03,7/22/2016 18:04,7/23/2016 10:26,7/23/2016 10:27,7/24/2016 15:30,7/24/2016 15:31,7/25/2016 10:45,7/25/2016 10:46,7/26/2016 12:28,7/26/2016 12:28,1352.78,1472.621,1548.62,1585.631,610.412,1254.267,338.934,257.283,1302.366,324.258,393.628,75.161,1509.934,75.157,443.768,902.341,1168.724,510.507,222.5,413.012,870.431,207.392,168.356,609.605,371.827,130.626,84.233,446.124,30.634,59.906,22.215,13.892,59.951,28.33,18.555,9.574,59.92,6.627,22.607,49.077,46.79,24.083,10.529,16.247,38.734,8.645,10.024,26.459,13.998,6.058,7.272,19.017,9:47 AM,12:12 PM,11:04 AM,11:16 AM,2:57 PM,2:59 PM,2:57 PM,2:58 PM,11:26 AM,11:27 AM,4:24 PM,4:25 PM,6:27 PM,6:27 PM,10:56 AM,10:57 AM,7:05 PM,7:06 PM,6:03 PM,6:04 PM,10:26 AM,10:27 AM,3:30 PM,3:31 PM,10:45 AM,10:46 AM,12:28 PM,12:28 PM
c222mHL,222,HL,7,5xFAD+,Acarbose,F,7,17.094,24.664,22.718,23.832,20.746,14.108,18.516,15.682,15.703,13.303,20.115,16.082,22.159,20.557,17.421,25.478,15.802,20.618,18.177,21.028,12.787,20.719,8.981,20.962,24.441,19.66,12.726,14.693,2554.336,3017.731,3087.991,3001.009,2985.653,3962.962,1602.026,2345.842,2864.483,2742.981,893.946,1821.19,3402.169,696.771,479.572,884.663,14.173,1056.705,758.372,985.763,562.359,1490.266,7.424,125.87,2256.361,440.187,0,2.737,7/18/2016,7/21/2016,7/24/2016,7/27/2016,7/15/2016,7/15/2016,7/16/2016,7/16/2016,7/17/2016,7/17/2016,7/18/2016,7/18/2016,7/19/2016,7/19/2016,7/20/2016,7/20/2016,7/21/2016,7/21/2016,7/22/2016,7/22/2016,7/23/2016,7/23/2016,7/24/2016,7/24/2016,7/25/2016,7/25/2016,7/26/2016,7/26/2016,7/18/2016 9:45,7/21/2016 12:11,7/24/2016 11:03,7/27/2016 11:14,7/15/2016 14:54,7/15/2016 14:56,7/16/2016 14:54,7/16/2016 14:56,7/17/2016 11:22,7/17/2016 11:24,7/18/2016 16:21,7/18/2016 16:23,7/19/2016 18:24,7/19/2016 18:25,7/20/2016 10:54,7/20/2016 10:55,7/21/2016 19:02,7/21/2016 19:03,7/22/2016 18:01,7/22/2016 18:02,7/23/2016 10:24,7/23/2016 10:25,7/24/2016 15:28,7/24/2016 15:29,7/25/2016 10:43,7/25/2016 10:43,7/26/2016 12:25,7/26/2016 12:26,1024.312,1478.227,1361.485,1429.772,1241.667,844.083,679.204,939.645,940.807,797.118,605.112,608.397,1327.462,359.765,271.224,383.233,127.679,450.514,348.504,532.202,300.588,711.219,76.214,184.51,1247.398,216.831,24.956,97.867,59.851,59.83,36.681,59.92,59.912,59.918,30.082,37.83,59.906,17.501,15.569,15.042,8.08,21.851,19.173,25.309,23.508,34.327,8.486,8.802,51.037,11.029,1.961,6.661,9:45 AM,12:11 PM,11:03 AM,11:14 AM,2:54 PM,2:56 PM,2:54 PM,2:56 PM,11:22 AM,11:24 AM,4:21 PM,4:23 PM,6:24 PM,6:25 PM,10:54 AM,10:55 AM,7:02 PM,7:03 PM,6:01 PM,6:02 PM,10:24 AM,10:25 AM,3:28 PM,3:29 PM,10:43 AM,10:43 AM,12:25 PM,12:26 PM
